;Jun21_TPC_0-1-0_HMW;Jun21_TPC_0-1-0_HMW (baseline corrected);
1064,155;0,2326368;0,160879;
1066,019;0,2285687;0,1570785;
1067,882;0,2247505;0,1535265;
1069,746;0,2211654;0,1502062;
1071,610;0,2177451;0,1470494;
1073,473;0,214539;0,1441053;
1075,337;0,2117273;0,1415543;
1077,201;0,2092851;0,1393714;
1079,064;0,2071938;0,1375382;
1080,928;0,2054182;0,1360193;
1082,792;0,2039012;0,1347576;
1084,655;0,2023926;0,1335031;
1086,519;0,2009352;0,1322983;
1088,383;0,1995267;0,1311412;
1090,246;0,1980298;0,1298946;
1092,110;0,196294;0,1284075;
1093,974;0,194474;0,1268351;
1095,837;0,1925188;0,1251263;
1097,701;0,1904359;0,1232884;
1099,565;0,1883077;0,1214041;
1101,428;0,1861417;0,1194807;
1103,292;0,1839646;0,117545;
1105,156;0,1819153;0,1157358;
1107,019;0,1800818;0,1141412;
1108,883;0,1784635;0,1127607;
1110,747;0,1768544;0,1113881;
1112,610;0,1750961;0,1098652;
1114,474;0,1730321;0,1080353;
1116,338;0,1704468;0,105683;
1118,201;0,1671676;0,1026356;
1120,065;0,1633398;0,09903845;
1121,929;0,1591337;0,09506191;
1123,792;0,1547904;0,09094704;
1125,656;0,1504457;0,08682953;
1127,520;0,1462359;0,08284589;
1129,383;0,1421928;0,07902775;
1131,247;0,1383876;0,07544646;
1133,111;0,1348011;0,07208272;
1134,974;0,1313772;0,06888056;
1136,838;0,1281709;0,06589487;
1138,702;0,1253534;0,06329687;
1140,565;0,1228586;0,06102055;
1142,429;0,1206432;0,05902257;
1144,293;0,118779;0,05737467;
1146,156;0,1171469;0,05595782;
1148,020;0,1155081;0,05453323;
1149,884;0,113915;0,0531533;
1151,747;0,1124041;0,05185457;
1153,611;0,1108968;0,05055838;
1155,475;0,1094233;0,04929495;
1157,338;0,10805;0,04813072;
1159,202;0,1067494;0,04703819;
1161,066;0,1055502;0,04604603;
1162,929;0,104412;0,04511393;
1164,793;0,1033987;0,04430574;
1166,657;0,1024398;0,0435509;
1168,520;0,1014662;0,04278045;
1170,384;0,1005876;0,04210404;
1172,248;0,0997479;0,04146551;
1174,111;0,09887703;0,04079489;
1175,975;0,09815668;0,04027382;
1177,839;0,09767564;0,03999113;
1179,702;0,09743579;0,03994867;
1181,566;0,09749527;0,04020463;
1183,430;0,09787865;0,04078355;
1185,293;0,09847476;0,04157428;
1187,157;0,09929592;0,04258914;
1189,021;0,1003586;0,04384465;
1190,884;0,1015584;0,04523629;
1192,748;0,1028885;0,04675738;
1194,612;0,1042855;0,04834452;
1196,475;0,105611;0,04985924;
1198,339;0,1069759;0,0514124;
1200,203;0,1083767;0,05300067;
1202,066;0,1096979;0,05450843;
1203,930;0,110944;0,05594028;
1205,794;0,1121278;0,05730892;
1207,657;0,1131917;0,05855682;
1209,521;0,1142088;0,05975705;
1211,385;0,1151546;0,06088516;
1213,248;0,1160174;0,06192949;
1215,112;0,1168346;0,06292728;
1216,976;0,1176908;0,06396331;
1218,839;0,1185247;0,06497615;
1220,703;0,1192233;0,06585298;
1222,567;0,1198202;0,06662721;
1224,430;0,1203986;0,06738213;
1226,294;0,1209522;0,06811141;
1228,158;0,1214372;0,06877142;
1230,021;0,1217864;0,06929471;
1231,885;0,1220622;0,06974385;
1233,749;0,1221943;0,07004851;
1235,612;0,1221283;0,07015426;
1237,476;0,1219301;0,07012708;
1239,340;0,121715;0,07008222;
1241,203;0,1215055;0,07004227;
1243,067;0,1213226;0,07002799;
1244,931;0,121134;0,07000741;
1246,795;0,1209613;0,07000186;
1248,658;0,1208228;0,07002987;
1250,522;0,1207228;0,0700955;
1252,386;0,1207145;0,0702522;
1254,249;0,1208039;0,07050581;
1256,113;0,1208739;0,07073937;
1257,977;0,1210243;0,07105247;
1259,840;0,1213243;0,07151455;
1261,704;0,1216065;0,07195814;
1263,568;0,1218977;0,07240994;
1265,431;0,1223249;0,07299703;
1267,295;0,1228534;0,07368474;
1269,159;0,1234499;0,07443973;
1271,022;0,1240743;0,07522195;
1272,886;0,1246754;0,07598016;
1274,750;0,1252855;0,07674669;
1276,613;0,1259652;0,07758212;
1278,477;0,1267174;0,07848943;
1280,341;0,1275523;0,0794787;
1282,204;0,1284498;0,08052993;
1284,068;0,1294102;0,08164339;
1285,932;0,1305813;0,08296682;
1287,795;0,1319553;0,08449257;
1289,659;0,1333723;0,08606061;
1291,523;0,1348449;0,08768368;
1293,386;0,1363938;0,08938234;
1295,250;0,1380439;0,09118157;
1297,114;0,1397519;0,09303805;
1298,977;0,1413776;0,09481157;
1300,841;0,1427002;0,09628136;
1302,705;0,1436073;0,09733498;
1304,568;0,1440424;0,09791602;
1306,432;0,1442131;0,09823209;
1308,296;0,1443507;0,09851431;
1310,159;0,1444723;0,09878004;
1312,023;0,1446717;0,09912286;
1313,887;0,1447909;0,09938493;
1315,750;0,1446722;0,09940845;
1317,614;0,1446527;0,09953067;
1319,478;0,1446001;0,0996191;
1321,341;0,144242;0,09940141;
1323,205;0,1439636;0,09926293;
1325,069;0,1439234;0,09936195;
1326,932;0,1439628;0,09954002;
1328,796;0,1441196;0,09983495;
1330,660;0,1444908;0,1003436;
1332,523;0,144877;0,1008668;
1334,387;0,1454221;0,1015483;
1336,251;0,1465299;0,1027919;
1338,114;0,1483855;0,1047827;
1339,978;0,1501028;0,1066346;
1341,842;0,1508615;0,1075275;
1343,705;0,1515847;0,1083842;
1345,569;0,1528896;0,1098221;
1347,433;0,1544279;0,1114929;
1349,296;0,1559434;0,1131402;
1351,160;0,1573966;0,1147248;
1353,024;0,1589922;0,1164512;
1354,887;0,1608178;0,1184071;
1356,751;0,1624155;0,1201344;
1358,615;0,1639372;0,1217854;
1360,478;0,166512;0,1244888;
1362,342;0,1701099;0,1282148;
1364,206;0,1724736;0,1307062;
1366,069;0,1739605;0,1323202;
1367,933;0,1762438;0,1347301;
1369,797;0,1784516;0,1370639;
1371,660;0,1806229;0,1393607;
1373,524;0,1841122;0,1429751;
1375,388;0,1870283;0,1460157;
1377,251;0,188523;0,1476344;
1379,115;0,1900833;0,1493182;
1380,979;0,1918179;0,1511758;
1382,842;0,1930826;0,1525631;
1384,706;0,1947287;0,1543312;
1386,570;0,1973003;0,1570243;
1388,433;0,1987449;0,15859;
1390,297;0,1980186;0,1579842;
1392,161;0,1980527;0,1581384;
1394,024;0,1999932;0,1601985;
1395,888;0,2011526;0,161477;
1397,752;0,2012302;0,1616732;
1399,615;0,2004852;0,1610464;
1401,479;0,1984026;0,1590815;
1403,343;0,1961918;0,1569879;
1405,206;0,1940106;0,1549235;
1407,070;0,1903459;0,151375;
1408,934;0,1860573;0,1472023;
1410,797;0,1816284;0,1428888;
1412,661;0,1768476;0,1382229;
1414,525;0,171779;0,1332688;
1416,388;0,1679966;0,1296004;
1418,252;0,166;0,1277174;
1420,116;0,1624661;0,1242965;
1421,979;0,1579134;0,1198565;
1423,843;0,1540956;0,1161509;
1425,707;0,1507237;0,1128909;
1427,570;0,1479377;0,1102162;
1429,434;0,1460032;0,1083926;
1431,298;0,1438701;0,10637;
1433,161;0,1414958;0,1041058;
1435,025;0,1414688;0,1041884;
1436,889;0,1424143;0,1052431;
1438,752;0,1409402;0,1038777;
1440,616;0,1388628;0,1019087;
1442,480;0,1379203;0,1010741;
1444,343;0,1373145;0,1005758;
1446,207;0,1373451;0,1007135;
1448,071;0,1374077;0,1008828;
1449,934;0,1364111;0,09999252;
1451,798;0,134504;0,09819129;
1453,662;0,1329371;0,09672985;
1455,525;0,1338334;0,09773118;
1457,389;0,1349229;0,0989253;
1459,253;0,1311205;0,09522716;
1461,116;0,1261361;0,09034661;
1462,980;0,1237559;0,08806994;
1464,844;0,1221233;0,0865404;
1466,707;0,1187647;0,08328446;
1468,571;0,1145636;0,07918564;
1470,435;0,1125661;0,07729003;
1472,298;0,1118238;0,07664917;
1474,162;0,1099846;0,07491108;
1476,026;0,1072632;0,07229045;
1477,889;0,1050307;0,07015835;
1479,753;0,1038774;0,06910498;
1481,617;0,1033268;0,06865403;
1483,480;0,1028778;0,06830425;
1485,344;0,1029822;0,06850744;
1487,208;0,1044227;0,07004643;
1489,071;0,1069965;0,0727184;
1490,935;0,1076392;0,07345878;
1492,799;0,106729;0,072646;
1494,662;0,1078041;0,07381813;
1496,526;0,1114878;0,07759848;
1498,390;0,1138185;0,0800254;
1500,253;0,1137181;0,08002098;
1502,117;0,1132844;0,07968284;
1503,981;0,1155119;0,08200558;
1505,844;0,124027;0,09061555;
1507,708;0,1314175;0,09810048;
1509,572;0,1301419;0,09691905;
1511,435;0,1300067;0,09687775;
1513,299;0,1319118;0,09887632;
1515,163;0,1350483;0,1021059;
1517,026;0,1383954;0,1055458;
1518,890;0,1411882;0,108431;
1520,754;0,1459902;0,1133252;
1522,618;0,150545;0,1179717;
1524,481;0,1520168;0,1195349;
1526,345;0,1551886;0,1227978;
1528,209;0,158121;0,1258209;
1530,072;0,1599073;0,1276976;
1531,936;0,1647467;0,1326272;
1533,800;0,1706898;0,13866;
1535,663;0,1719389;0,1399987;
1537,527;0,1741034;0,1422522;
1539,391;0,1855315;0,1537692;
1541,254;0,196268;0,1645941;
1543,118;0,1980638;0,1664781;
1544,982;0,1995467;0,1680488;
1546,845;0,201099;0,1696886;
1548,709;0,2035004;0,1721772;
1550,573;0,2064636;0,1752272;
1552,436;0,2080949;0,1769452;
1554,300;0,2088689;0,1778054;
1556,164;0,2109598;0,1799823;
1558,027;0,2187387;0,1878468;
1559,891;0,2253274;0,1945208;
1561,755;0,2185274;0,1878059;
1563,618;0,213896;0,1832592;
1565,482;0,2123285;0,1817761;
1567,346;0,2116068;0,1811385;
1569,209;0,2114554;0,181071;
1571,073;0,2092779;0,178977;
1572,937;0,205416;0,1751984;
1574,800;0,204898;0,1747633;
1576,664;0,2057617;0,1757096;
1578,528;0,2027519;0,1727822;
1580,391;0,1992681;0,1693804;
1582,255;0,1977018;0,1678959;
1584,119;0,1966078;0,1668834;
1585,982;0,1953541;0,1657109;
1587,846;0,1942332;0,1646708;
1589,710;0,1933147;0,163833;
1591,573;0,192469;0,1630677;
1593,437;0,1916804;0,1623591;
1595,301;0,1908267;0,1615852;
1597,164;0,1894267;0,1602646;
1599,028;0,1877505;0,1586677;
1600,892;0,186086;0,1570821;
1602,755;0,1844751;0,1555499;
1604,619;0,1827312;0,1538843;
1606,483;0,181209;0,1524403;
1608,346;0,179769;0,1510781;
1610,210;0,1782084;0,1495951;
1612,074;0,1759521;0,1474161;
1613,937;0,1746341;0,1461751;
1615,801;0,1752532;0,146871;
1617,665;0,1754013;0,1470957;
1619,528;0,1727342;0,1445048;
1621,392;0,1713448;0,1431914;
1623,256;0,1717634;0,1436857;
1625,119;0,1713297;0,1433275;
1626,983;0,1699605;0,1420335;
1628,847;0,168807;0,140955;
1630,710;0,1667629;0,1389856;
1632,574;0,1652556;0,1375527;
1634,438;0,1662584;0,1386296;
1636,301;0,1672105;0,1396557;
1638,165;0,1643214;0,1368402;
1640,029;0,1607245;0,1333167;
1641,892;0,1581661;0,1308315;
1643,756;0,1564613;0,1291997;
1645,620;0,1562053;0,1290163;
1647,483;0,1547363;0,1276198;
1649,347;0,1507683;0,1237239;
1651,211;0,1491675;0,1221951;
1653,074;0,1507001;0,1237994;
1654,938;0,1474277;0,1205985;
1656,802;0,1416524;0,1148944;
1658,665;0,1375221;0,110835;
1660,529;0,1348578;0,1082415;
1662,393;0,1321683;0,1056225;
1664,256;0,1284139;0,1019383;
1666,120;0,1245545;0,09814896;
1667,984;0,1216789;0,09534315;
1669,847;0,1188049;0,09253869;
1671,711;0,1148904;0,08869349;
1673,575;0,1113069;0,08517916;
1675,438;0,1075509;0,08149196;
1677,302;0,1036551;0,07766485;
1679,166;0,09948416;0,07356227;
1681,029;0,09600555;0,07015184;
1682,893;0,09358234;0,06779657;
1684,757;0,08963258;0,06391455;
1686,620;0,08511155;0,05946101;
1688,484;0,08094673;0,05536347;
1690,348;0,07730488;0,05178868;
1692,211;0,07380354;0,04835417;
1694,075;0,07122683;0,04584408;
1695,939;0,06771445;0,04239808;
1697,802;0,06498078;0,0397306;
1699,666;0,06165532;0,03647109;
1701,530;0,05823003;0,03311154;
1703,393;0,05557811;0,03052514;
1705,257;0,05307362;0,02808597;
1707,121;0,05093325;0,0260107;
1708,984;0,04865804;0,02380038;
1710,848;0,0466674;0,0218744;
1712,712;0,04508498;0,02035644;
1714,575;0,0435212;0,01885691;
1716,439;0,04190728;0,01730704;
1718,303;0,03951133;0,01497492;
1720,166;0,03757929;0,01310651;
1722,030;0,03602824;0,01161888;
1723,894;0,03501891;0,01067276;
1725,757;0,03399092;0,009707785;
1727,621;0,03314331;0,008922974;
1729,485;0,03241467;0,008256936;
1731,348;0,03184047;0,007745142;
1733,212;0,03100345;0,006970324;
1735,076;0,02960281;0,005631677;
1736,939;0,02865462;0,004745292;
1738,803;0,02780623;0,003958496;
1740,667;0,02735189;0,003565566;
1742,530;0,02651797;0,002792849;
1744,394;0,02576235;0,002098238;
1746,258;0,02523;0,001626708;
1748,121;0,02467345;0,001130775;
1749,985;0,02385697;0,0003747252;
1751,849;0,02256531;-0,0008566967;
1753,712;0,02179994;-0,001562028;
1755,576;0,02122874;-0,002073377;
1757,440;0,02066931;-0,002573145;
1759,303;0,02024799;-0,002934992;
1761,167;0,01970461;-0,003419092;
1763,031;0,01916492;-0,003899682;
1764,894;0,01872683;-0,004278872;
1766,758;0,01847781;-0,004469167;
1768,622;0,01824281;-0,004645629;
1770,485;0,01798332;-0,004846771;
1772,349;0,01714796;-0,005623962;
1774,213;0,01669871;-0,006015231;
1776,076;0,0161176;-0,006538536;
1777,940;0,01601784;-0,006580676;
1779,804;0,01593601;-0,006605067;
1781,667;0,01587847;-0,006605348;
1783,531;0,01559104;-0,006835696;
1785,395;0,01539841;-0,006971422;
1787,258;0,01527427;-0,007038845;
1789,122;0,01528717;-0,0069694;
1790,986;0,01528292;-0,006917281;
1792,849;0,01491157;-0,007232434;
1794,713;0,0145508;-0,00753719;
1796,577;0,01437603;-0,00765611;
1798,441;0,01439676;-0,007579707;
1800,304;0,01432342;-0,007597549;
1802,168;0,01411192;-0,007753722;
1804,032;0,01391554;-0,007894955;
1805,895;0,01380845;-0,007947059;
1807,759;0,01377946;-0,007921235;
1809,623;0,0138008;-0,007845252;
1811,486;0,01371931;-0,007872266;
1813,350;0,0135082;-0,008029064;
1815,214;0,01331441;-0,00816871;
1817,077;0,01315213;-0,008277018;
1818,941;0,01320168;-0,00817366;
1820,805;0,01323668;-0,00808501;
1822,668;0,01340211;-0,00786611;
1824,532;0,01337538;-0,007839522;
1826,396;0,01320826;-0,007953489;
1828,259;0,01302323;-0,008085523;
1830,123;0,01278535;-0,008270575;
1831,987;0,01254229;-0,008460973;
1833,850;0,01233303;-0,008617731;
1835,714;0,01240423;-0,008494181;
1837,578;0,01248812;-0,008358102;
1839,441;0,01254011;-0,008254082;
1841,305;0,01252704;-0,008215285;
1843,169;0,01237174;-0,008318864;
1845,032;0,01220533;-0,008433721;
1846,896;0,01199749;-0,008590155;
1848,760;0,0117131;-0,008823308;
1850,623;0,01187528;-0,008610036;
1852,487;0,01187113;-0,008563244;
1854,351;0,01169923;-0,008684365;
1856,214;0,01169375;-0,008639214;
1858,078;0,01176364;-0,008518849;
1859,942;0,01158322;-0,008648942;
1861,805;0,01151225;-0,008669733;
1863,669;0,0114405;-0,008691459;
1865,533;0,01146285;-0,008619234;
1867,396;0,01145548;-0,008576874;
1869,260;0,01125792;-0,008724863;
1871,124;0,010971;-0,008962354;
1872,987;0,01090292;-0,008981151;
1874,851;0,01099131;-0,008843622;
1876,715;0,01080111;-0,008984837;
1878,578;0,01075158;-0,008985522;
1880,442;0,01094775;-0,00874065;
1882,306;0,01092387;-0,008715981;
1884,169;0,01075606;-0,008835379;
1886,033;0,01071858;-0,008824594;
1887,897;0,01078941;-0,008705643;
1889,760;0,01069282;-0,008754255;
1891,624;0,01047275;-0,008926488;
1893,488;0,01030693;-0,009044605;
1895,351;0,01019793;-0,009106049;
1897,215;0,009988773;-0,00926779;
1899,079;0,009805878;-0,009403407;
1900,942;0,009839536;-0,009322611;
1902,806;0,009657676;-0,009457471;
1904,670;0,009521397;-0,009546889;
1906,533;0,0095717;-0,009449861;
1908,397;0,009407147;-0,009567826;
1910,261;0,009422524;-0,009505997;
1912,124;0,009462512;-0,009419693;
1913,988;0,009148037;-0,009687988;
1915,852;0,008971192;-0,009818787;
1917,715;0,008681424;-0,01006264;
1919,579;0,008543347;-0,01015494;
1921,443;0,008371212;-0,01028143;
1923,306;0,008172152;-0,01043498;
1925,170;0,007586444;-0,01097531;
1927,034;0,007421545;-0,01109496;
1928,897;0,007744971;-0,01072642;
1930,761;0,00770669;-0,01071971;
1932,625;0,007412232;-0,01096931;
1934,488;0,006876178;-0,01146064;
1936,352;0,00624062;-0,0120516;
1938,216;0,00587702;-0,01237073;
1940,079;0,005552857;-0,01265055;
1941,943;0,005176183;-0,01298301;
1943,807;0,00500422;-0,01311089;
1945,670;0,004717485;-0,01335366;
1947,534;0,004273447;-0,01375386;
1949,398;0,004137289;-0,01384631;
1951,261;0,003656731;-0,01428329;
1953,125;0,003447086;-0,01444948;
1954,989;0,003077778;-0,01477545;
1956,852;0,002592881;-0,01521714;
1958,716;0,001876249;-0,01589068;
1960,580;0,001018604;-0,01670536;
1962,443;0,0001771242;-0,017504;
1964,307;9,619227E-5;-0,01754221;
1966,171;-0,0004071206;-0,01800293;
1968,034;-0,001741809;-0,01929514;
1969,898;-0,002835199;-0,02034617;
1971,762;-0,002591585;-0,02006032;
1973,625;-0,002687933;-0,02011455;
1975,489;-0,00342634;-0,02081096;
1977,353;-0,003870716;-0,02121345;
1979,216;-0,003059905;-0,02036088;
1981,080;-0,001938308;-0,01919764;
1982,944;-0,001193463;-0,01841127;
1984,807;-0,0004034276;-0,01757982;
1986,671;0,0005230178;-0,01661209;
1988,535;0,0003419032;-0,01675202;
1990,398;5,011484E-5;-0,01700275;
1992,262;-0,0002880883;-0,01730001;
1994,126;-0,0001609388;-0,01713203;
1995,989;3,249419E-5;-0,01689788;
1997,853;0,0002133478;-0,01667642;
1999,717;-0,0001215676;-0,01697085;
2001,580;-0,0004437624;-0,01725266;
2003,444;-0,0006097467;-0,01737838;
2005,308;-0,00159546;-0,01832395;
2007,171;-0,002843425;-0,01953187;
2009,035;-0,003151902;-0,01980042;
2010,899;-0,003073674;-0,01968237;
2012,762;-0,002822403;-0,0193914;
2014,626;-0,00326258;-0,01979198;
2016,490;-0,00366615;-0,02015606;
2018,353;-0,003706372;-0,0201569;
2020,217;-0,00326479;-0,01967605;
2022,081;-0,003114344;-0,01948645;
2023,944;-0,003655392;-0,01998844;
2025,808;-0,004907058;-0,02120116;
2027,672;-0,004904158;-0,02115943;
2029,535;-0,004323573;-0,02054011;
2031,399;-0,0040087;-0,02018661;
2033,263;-0,004220781;-0,02036018;
2035,126;-0,003673212;-0,0197742;
2036,990;-0,003345268;-0,01940795;
2038,854;-0,002858028;-0,0188825;
2040,717;-0,001958117;-0,0179445;
2042,581;-0,0004029338;-0,01635132;
2044,445;6,089974E-6;-0,01590441;
2046,308;0,0002802458;-0,01559247;
2048,172;0,001218179;-0,01461685;
2050,036;0,002602553;-0,0131949;
2051,899;0,003196523;-0,01256345;
2053,763;0,003285745;-0,01243685;
2055,627;0,003719057;-0,01196627;
2057,490;0,004789226;-0,01085893;
2059,354;0,005337271;-0,01027381;
2061,218;0,005529444;-0,01004467;
2063,081;0,006036319;-0,009500921;
2064,945;0,006546649;-0,00895382;
2066,809;0,006342568;-0,009121229;
2068,672;0,006852543;-0,008574682;
2070,536;0,007347658;-0,008043093;
2072,400;0,007598645;-0,007755731;
2074,264;0,00747449;-0,007843608;
2076,127;0,00747228;-0,007809639;
2077,991;0,00799655;-0,007249287;
2079,855;0,008701855;-0,006507996;
2081,718;0,008863142;-0,00631082;
2083,582;0,009151905;-0,005986265;
2085,446;0,009448877;-0,005653596;
2087,309;0,009538176;-0,005528696;
