;Jun15_TPC_0-0-1_HMW;Jun15_TPC_0-0-1_HMW (baseline corrected) (baseline corrected) (baseline corrected);
Wavelength [nm];Absorbance;absorbance;
2064,945;0,01817077;-0,01357799;
2066,809;0,01841598;-0,0133086;
2068,672;0,01841252;-0,01328796;
2070,536;0,01849512;-0,01318132;
2072,400;0,01903066;-0,0126218;
2074,264;0,01991582;-0,01171273;
2076,127;0,02023761;-0,01136709;
2077,991;0,02025107;-0,01132984;
2079,855;0,02045968;-0,01109751;
2081,718;0,02103561;-0,01049793;
2083,582;0,02123946;-0,01027048;
2085,446;0,02127652;-0,0102099;
2087,309;0,02121986;-0,01024308;
2089,173;0,02126763;-0,01017191;
2091,037;0,02130262;-0,01011358;
2092,900;0,02144786;-0,009945068;
2094,764;0,02157355;-0,009796161;
2096,628;0,02171906;-0,009627494;
2098,491;0,02196168;-0,009361775;
2100,355;0,02218203;-0,009118402;
2102,219;0,02212844;-0,009149018;
2104,082;0,02200491;-0,009249634;
2105,946;0,02186428;-0,009367413;
2107,810;0,02179419;-0,009414722;
2109,673;0,02198417;-0,009202012;
2111,537;0,02242735;-0,008736166;
2113,401;0,02291551;-0,008225393;
2115,264;0,02338401;-0,007734345;
2117,128;0,02277701;-0,008318859;
2118,992;0,02185712;-0,009216322;
2120,855;0,02184188;-0,009209188;
2122,719;0,0221352;-0,008893557;
2124,583;0,02165518;-0,009351323;
2126,446;0,02113408;-0,009850234;
2128,310;0,02030986;-0,01065232;
2130,174;0,01964014;-0,01129995;
2132,037;0,0193555;-0,01156258;
2133,901;0,01904708;-0,01184904;
2135,765;0,01814877;-0,01272544;
2137,628;0,017378;-0,01347436;
2139,492;0,0162429;-0,01458767;
2141,356;0,01577904;-0,0150298;
2143,219;0,01529214;-0,01549502;
2145,083;0,01503714;-0,0157284;
2146,947;0,01463348;-0,0161105;
2148,810;0,01332964;-0,01739282;
2150,674;0,01227165;-0,01842936;
2152,538;0,01146543;-0,01921419;
2154,401;0,009507721;-0,02115056;
2156,265;0,007542964;-0,02309403;
2158,129;0,006919329;-0,02369643;
2159,992;0,008111867;-0,02248272;
2161,856;0,01023755;-0,02033591;
2163,720;0,01150138;-0,01905102;
2165,583;0,0116135;-0,01891789;
2167,447;0,01242391;-0,01808652;
2169,311;0,01324891;-0,01724062;
2171,174;0,01373206;-0,01673662;
2173,038;0,01339945;-0,01704843;
2174,902;0,01329538;-0,01713176;
2176,765;0,01398151;-0,01642494;
2178,629;0,01453676;-0,01584905;
2180,493;0,01460587;-0,01575936;
2182,356;0,01543475;-0,01490995;
2184,220;0,01627405;-0,01405017;
2186,084;0,0164816;-0,01382219;
2187,947;0,01654105;-0,01374237;
2189,811;0,01675107;-0,01351203;
2191,675;0,01730959;-0,01293324;
2193,538;0,01762491;-0,0125977;
2195,402;0,0172081;-0,01299434;
2197,266;0,01740148;-0,01278085;
2199,129;0,0183206;-0,01184166;
2200,993;0,01879895;-0,01134329;
2202,857;0,01863995;-0,01148234;
2204,720;0,01888137;-0,011221;
2206,584;0,01907597;-0,01100654;
2208,448;0,01914815;-0,01091455;
2210,311;0,01936786;-0,01067507;
2212,175;0,01990135;-0,01012187;
2214,039;0,01998343;-0,01002014;
2215,902;0,02021046;-0,009773487;
2217,766;0,02085646;-0,009107924;
2219,630;0,0210871;-0,008857774;
2221,493;0,0211164;-0,00880901;
2223,357;0,02109734;-0,008808659;
2225,221;0,0211483;-0,008738329;
2227,084;0,02122875;-0,00863856;
2228,948;0,02153906;-0,008308978;
2230,812;0,0220968;-0,007732017;
2232,675;0,02231998;-0,007489662;
2234,539;0,02251494;-0,007275576;
2236,403;0,0229828;-0,006788642;
2238,266;0,02344613;-0,00630628;
2240,130;0,02353178;-0,006201655;
2241,994;0,02348434;-0,006230159;
2243,857;0,02384713;-0,005848479;
2245,721;0,0241009;-0,005575866;
2247,585;0,02429692;-0,005361047;
2249,448;0,02451391;-0,005125311;
2251,312;0,02432588;-0,005294648;
2253,176;0,02460554;-0,004996325;
2255,039;0,0249155;-0,00466776;
2256,903;0,02535842;-0,004206275;
2258,767;0,02576706;-0,003779121;
2260,630;0,02593236;-0,003595353;
2262,494;0,02596288;-0,003546404;
2264,358;0,02616492;-0,003325991;
2266,221;0,02667388;-0,002798692;
2268,085;0,02721205;-0,002242229;
2269,949;0,02740731;-0,00202873;
2271,812;0,02738122;-0,002036625;
2273,676;0,02771328;-0,001686405;
2275,540;0,02794319;-0,001438387;
2277,403;0,0282227;-0,001140813;
2279,267;0,02885418;-0,0004913149;
2281,131;0,02922756;-9,995696E-5;
2282,994;0,0294666;0,0001570217;
2284,858;0,02969909;0,0004073957;
2286,722;0,03006245;0,0007886039;
2288,585;0,0301061;0,0008500545;
2290,449;0,03007557;0,0008372777;
2292,313;0,03037561;0,001155038;
2294,176;0,03051635;0,001313447;
2296,040;0,03040081;0,00121554;
2297,904;0,03044004;0,001272355;
2299,767;0,03060135;0,001451204;
2301,631;0,0307127;0,001580059;
2303,495;0,03076598;0,001650795;
2305,358;0,03068996;0,001592187;
2307,222;0,03075657;0,001676178;
2309,086;0,03087975;0,001816685;
2310,949;0,03096763;0,001921859;
2312,813;0,03114019;0,002111668;
2314,677;0,03137736;0,002366042;
2316,540;0,03154604;0,002551888;
2318,404;0,03170856;0,002731532;
2320,268;0,03196939;0,003009438;
2322,131;0,0323751;0,003432187;
2323,995;0,03261331;0,003687397;
2325,859;0,03209851;0,003189559;
2327,722;0,0314649;0,002572864;
2329,586;0,03127538;0,002400221;
2331,450;0,03144515;0,002586836;
2333,313;0,03174445;0,002902931;
2335,177;0,03179257;0,002967804;
2337,041;0,03165879;0,002850748;
2338,904;0,03181485;0,003023478;
2340,768;0,03194802;0,003173284;
2342,632;0,03190387;0,003145737;
2344,495;0,03203404;0,003292463;
2346,359;0,03206584;0,003340782;
2348,223;0,03164576;0,002937176;
2350,087;0,03096252;0,002270375;
2351,950;0,03043904;0,001763304;
2353,814;0,03029263;0,001633252;
2355,678;0,03041883;0,001775777;
2357,541;0,03059654;0,001969768;
2359,405;0,03061986;0,002009332;
2361,269;0,03081067;0,002216356;
2363,132;0,03104319;0,002465037;
2364,996;0,03110018;0,002538163;
2366,860;0,03113489;0,00258896;
2368,723;0,03116106;0,002631186;
2370,587;0,03132306;0,002809209;
2372,451;0,03172794;0,003230066;
2374,314;0,03190476;0,003422826;
2376,178;0,0318609;0,00339487;
2378,042;0,03198961;0,003539448;
2379,905;0,03204441;0,003610079;
2381,769;0,03202061;0,00360207;
2383,633;0,03203366;0,003630873;
2385,496;0,03206804;0,003680967;
2387,360;0,03206434;0,003692953;
2389,224;0,03204612;0,00369038;
2391,087;0,03203041;0,003690271;
2392,951;0,03207997;0,00375541;
2394,815;0,03209598;0,003786949;
2396,678;0,03207336;0,003779832;
2398,542;0,03198062;0,003702552;
2400,406;0,0319782;0,00371556;
2402,269;0,03192798;0,003680731;
2404,133;0,03192867;0,003696783;
2405,997;0,03204993;0,003833353;
2407,860;0,03215912;0,003957833;
2409,724;0,03221546;0,004029416;
2411,588;0,03238409;0,004213262;
2413,451;0,03254663;0,004390986;
2415,315;0,03243944;0,004298935;
2417,179;0,03228068;0,004155281;
2419,042;0,03232046;0,004210138;
2420,906;0,03236371;0,004268429;
2422,770;0,03232972;0,004249443;
2424,633;0,03233879;0,004273473;
2426,497;0,03248224;0,004431864;
2428,361;0,03260231;0,004566828;
2430,224;0,03260052;0,004579909;
2432,088;0,03270875;0,004702969;
2433,952;0,03266259;0,004671604;
2435,815;0,0326458;0,004669584;
2437,679;0,03290861;0,004947123;
2439,543;0,03300579;0,005058997;
2441,406;0,03294992;0,005017787;
2443,270;0,03296406;0,005046556;
2445,134;0,03325018;0,005347274;
2446,997;0,03341686;0,005528513;
2448,861;0,0332806;0,005406783;
2450,725;0,03335673;0,00549741;
2452,588;0,0335993;0,005754441;
2454,452;0,03366672;0,005836295;
2456,316;0,033595;0,005778967;
2458,179;0,03350634;0,005704674;
2460,043;0,03352826;0,005740923;
2461,907;0,03381573;0,006042694;
2463,770;0,0337602;0,006001436;
2465,634;0,03370821;0,005963673;
2467,498;0,03386427;0,006133937;
2469,361;0,03399071;0,006274546;
2471,225;0,0338966;0,006194572;
2473,089;0,03385212;0,0061642;
2474,952;0,03404034;0,006366496;
2476,816;0,03407673;0,00641693;
2478,680;0,03408176;0,006435966;
2480,543;0,03421048;0,006578666;
2482,407;0,03431556;0,006697694;
2484,271;0,03434557;0,006741622;
2486,134;0,03438933;0,006799271;
2487,998;0,03450621;0,006930002;
2489,862;0,03448017;0,00691778;
2491,725;0,03456205;0,007013457;
2493,589;0,03475096;0,007216128;
2495,453;0,03469713;0,007176023;
2497,316;0,03470004;0,00719264;
2499,180;0,03470971;0,007215978;
2501,044;0,03478573;0,007305628;
2502,907;0,03484697;0,007380484;
2504,771;0,03485664;0,007403725;
2506,635;0,03488485;0,007445482;
2508,498;0,03491711;0,007491261;
2510,362;0,0350186;0,007606241;
2512,226;0,03514217;0,007743262;
2514,089;0,03527141;0,007885932;
2515,953;0,03527955;0,007907471;
2517,817;0,03502629;0,007667578;
2519,680;0,03518008;0,007834703;
2521,544;0,03540555;0,008073478;
2523,408;0,03552705;0,008208254;
2525,271;0,0356099;0,008304359;
2527,135;0,0354972;0,008204878;
2528,999;0,03551943;0,008240301;
2530,862;0,03564032;0,008374352;
2532,726;0,03572859;0,008475753;
2534,590;0,03589723;0,008657496;
2536,453;0,03591774;0,008691079;
2538,317;0,03594985;0,008736238;
2540,181;0,03602172;0,008821125;
2542,044;0,03613235;0,008944747;
2543,908;0,03623618;0,009061527;
2545,772;0,03632553;0,009163817;
2547,635;0,0363975;0,009248684;
2549,499;0,03638977;0,009253829;
2551,363;0,03636914;0,009246047;
2553,226;0,03644961;0,009339338;
2555,090;0,03658149;0,009484009;
2556,954;0,03666616;0,009581442;
2558,817;0,03684589;0,009773904;
2560,681;0,03712909;0,01006981;
2562,545;0,03707784;0,01003124;
2564,408;0,03710995;0,010076;
2566,272;0,03732573;0,0103044;
2568,136;0,03751715;0,01050843;
2569,999;0,03750094;0,01050478;
2571,863;0,0374598;0,01047618;
2573,727;0,03773681;0,01076571;
2575,590;0,03794587;0,01098725;
2577,454;0,03792628;0,01098012;
2579,318;0,03801296;0,01107924;
2581,181;0,03816816;0,01124685;
2583,045;0,03830686;0,01139792;
2584,909;0,03851268;0,0116161;
2586,772;0,03869017;0,01180591;
2588,636;0,03865177;0,01177982;
2590,500;0,03870045;0,01184077;
2592,363;0,03882808;0,01198064;
2594,227;0,03913817;0,01230295;
2596,091;0,0393431;0,01252008;
2597,954;0,03948012;0,01266927;
2599,818;0,03958491;0,0127862;
2601,682;0,03968351;0,01289691;
2603,545;0,03979021;0,0130157;
2605,409;0,04000151;0,01323907;
2607,273;0,04021306;0,01346265;
2609,136;0,0403122;0,0135738;
2611,000;0,04032497;0,01359856;
2612,864;0,04054179;0,01382733;
2614,727;0,04077254;0,01407002;
2616,591;0,04098743;0,01429683;
2618,455;0,04120834;0,01452962;
2620,318;0,04138994;0,01472308;
2622,182;0,0414898;0,01483477;
2624,046;0,04165992;0,01501669;
2625,910;0,04177222;0,01514078;
2627,773;0,04188571;0,01526603;
2629,637;0,04208753;0,01547958;
2631,501;0,04238276;0,01578652;
2633,364;0,04256253;0,01597797;
2635,228;0,04277879;0,01620589;
2637,092;0,04297707;0,0164158;
2638,955;0,04306509;0,01651543;
2640,819;0,04303095;0,01649288;
2642,683;0,04325913;0,01673262;
2644,546;0,04343538;0,01692041;
2646,410;0,04356128;0,01705782;
2648,274;0,04379822;0,01730624;
2650,137;0,04401103;0,01753051;
2652,001;0,04409195;0,01762287;
2653,865;0,04423018;0,01777252;
2655,728;0,04431852;0,01787225;
2657,592;0,04444775;0,01801284;
2659,456;0,04443831;0,01801474;
2661,319;0,04438989;0,01797764;
2663,183;0,04441611;0,01801516;
2665,047;0,04446647;0,01807679;
2666,910;0,04454929;0,01817086;
2668,774;0,04464316;0,01827595;
2670,638;0,0447338;0,01837779;
2672,501;0,0447492;0,01840437;
2674,365;0,04474896;0,01841528;
2676,229;0,04494444;0,0186219;
2678,092;0,04514471;0,01883327;
2679,956;0,04529845;0,0189981;
2681,820;0,04543529;0,019146;
2683,683;0,04555694;0,01927868;
2685,547;0,04552591;0,01925867;
2687,411;0,04563669;0,01938045;
2689,274;0,04581857;0,01957329;
2691,138;0,04596361;0,01972928;
2693,002;0,04598501;0,01976161;
2694,865;0,04601462;0,01980211;
2696,729;0,04612725;0,01992562;
2698,593;0,04625704;0,02006626;
2700,456;0,04625563;0,02007569;
2702,320;0,04628409;0,02011496;
2704,184;0,04641384;0,02025549;
2706,047;0,04659348;0,0204459;
2707,911;0,04669516;0,02055833;
2709,775;0,0468137;0,0206876;
2711,638;0,04689345;0,02077804;
2713,502;0,04702858;0,02092385;
2715,366;0,04702032;0,02092624;
2717,229;0,04699838;0,02091494;
2719,093;0,04715586;0,02108303;
2720,957;0,04732047;0,02125824;
2722,820;0,04739209;0,02134042;
2724,684;0,04749486;0,02145373;
2726,548;0,0476115;0,02158091;
2728,411;0,04775413;0,02173403;
2730,275;0,04780722;0,0217976;
2732,139;0,04793263;0,02193348;
2734,002;0,0480288;0,02204009;
2735,866;0,04806682;0,02208853;
2737,730;0,04811513;0,02214724;
2739,593;0,04830789;0,02235037;
2741,457;0,0484321;0,02248493;
2743,321;0,04847257;0,02253573;
2745,184;0,04843637;0,02250985;
2747,048;0,048566;0,02264977;
2748,912;0,04878216;0,02287621;
2750,775;0,04893904;0,02304333;
2752,639;0,04899268;0,0231072;
2754,503;0,0490892;0,02321392;
2756,366;0,0492418;0,02337671;
2758,230;0,04941258;0,02355767;
2760,094;0,04954767;0,02370289;
2761,957;0,04971659;0,02388195;
2763,821;0,04971768;0,02389314;
2765,685;0,04979794;0,02398348;
2767,548;0,04996533;0,02416094;
2769,412;0,0501455;0,02435115;
2771,276;0,05019995;0,02441562;
2773,139;0,05025045;0,02447613;
2775,003;0,05050681;0,02474248;
2776,867;0,05092279;0,02516841;
2778,730;0,05098303;0,0252386;
2780,594;0,05103493;0,02530042;
2782,458;0,05121584;0,02549124;
2784,321;0,05138948;0,02567476;
2786,185;0,05136375;0,0256589;
2788,049;0,05145614;0,02576113;
2789,912;0,05183509;0,0261499;
2791,776;0,05223196;0,02655657;
2793,640;0,05236364;0,02669804;
2795,503;0,05248536;0,02682952;
2797,367;0,05263747;0,02699138;
2799,231;0,05293889;0,02730253;
2801,094;0,05318001;0,02755336;
2802,958;0,05335692;0,02773996;
2804,822;0,05349558;0,02788828;
2806,685;0,05365004;0,02805239;
2808,549;0,0538621;0,02827408;
2810,413;0,05425892;0,02868051;
2812,276;0,05463527;0,02906645;
2814,140;0,05488312;0,02932387;
2816,004;0,05511631;0,02956662;
2817,867;0,05535197;0,02981182;
2819,731;0,05558171;0,03005107;
2821,595;0,05602796;0,03050681;
2823,458;0,05642164;0,03090997;
2825,322;0,05680178;0,03129957;
2827,186;0,0571689;0,03167613;
2829,049;0,05754639;0,03206305;
2830,913;0,0578658;0,03239186;
2832,777;0,05832305;0,03285849;
2834,640;0,05870359;0,0332484;
2836,504;0,05928848;0,03384263;
2838,368;0,06000242;0,03456591;
2840,231;0,06089214;0,03546494;
2842,095;0,06171004;0,03629213;
2843,959;0,0624071;0,03699846;
2845,822;0,06312686;0,03772748;
2847,686;0,06401452;0,03862438;
2849,550;0,06457981;0,03919889;
2851,413;0,06486933;0,03949761;
2853,277;0,06496738;0,03960484;
2855,141;0,06491938;0,03956601;
2857,004;0,06485651;0,03951229;
2858,868;0,06493313;0,03959804;
2860,732;0,06511667;0,03979069;
2862,595;0,06549122;0,04017433;
2864,459;0,06573125;0,04042344;
2866,323;0,06596583;0,04066708;
2868,186;0,06627595;0,04098624;
2870,050;0,06658941;0,04130872;
2871,914;0,06677627;0,04150459;
2873,777;0,06716862;0,04190593;
2875,641;0,06743042;0,0421767;
2877,505;0,06764753;0,04240276;
2879,368;0,06774942;0,04251359;
2881,232;0,06781747;0,04259056;
2883,096;0,06792176;0,04270375;
2884,959;0,06817074;0,04296162;
2886,823;0,06825428;0,04305402;
2888,687;0,06844776;0,04325635;
2890,550;0,06863604;0,04345347;
2892,414;0,06877441;0,04360066;
2894,278;0,06881572;0,04365076;
2896,141;0,06896474;0,04380856;
2898,005;0,06914837;0,04400096;
2899,869;0,06948718;0,04434852;
2901,733;0,06978324;0,04465331;
2903,596;0,07015545;0,04503423;
2905,460;0,0704447;0,04533218;
2907,324;0,07090288;0,04579904;
2909,187;0,07122946;0,04613429;
2911,051;0,0715877;0,04650118;
2912,915;0,07195572;0,04687782;
2914,778;0,07255709;0,04748781;
2916,642;0,07301819;0,0479575;
2918,506;0,07336131;0,04830921;
2920,369;0,07352386;0,04848032;
2922,233;0,07346545;0,04843046;
2924,097;0,07303998;0,04801352;
2925,960;0,07251437;0,04749643;
2927,824;0,07192687;0,04691743;
2929,688;0,07136784;0,04636688;
2931,551;0,07067541;0,04568292;
2933,415;0,07011843;0,0451344;
2935,279;0,06941872;0,04444312;
2937,142;0,06882155;0,04385437;
2939,006;0,06801874;0,04305996;
2940,870;0,06721338;0,04226299;
2942,733;0,06638387;0,04144185;
2944,597;0,06569822;0,04076455;
2946,461;0,06498399;0,04005867;
2948,324;0,06446242;0,03954542;
2950,188;0,06406522;0,03915652;
2952,052;0,06360085;0,03870045;
2953,915;0,06322908;0,03833696;
2955,779;0,06290038;0,03801651;
2957,643;0,06232912;0,0374535;
2959,506;0,06197303;0,03710564;
2961,370;0,06161774;0,03675856;
2963,234;0,06135549;0,03650451;
2965,097;0,06101033;0,03616753;
2966,961;0,06061738;0,03578276;
2968,825;0,06006777;0,0352413;
2970,688;0,05990273;0,03508439;
2972,552;0,05962744;0,03481722;
2974,416;0,05933098;0,03452887;
2976,279;0,05916485;0,03437083;
2978,143;0,05910514;0,0343192;
2980,007;0,05885;0,03407212;
2981,870;0,05872589;0,03395606;
2983,734;0,05867084;0,03390903;
2985,598;0,05870058;0,0339468;
2987,461;0,05867741;0,03393162;
2989,325;0,05856419;0,03382639;
2991,189;0,05838207;0,03365224;
2993,052;0,05840791;0,03368604;
2994,916;0,05840443;0,0336905;
2996,780;0,05864756;0,03394155;
2998,643;0,05894841;0,03425032;
3000,507;0,05926305;0,03457285;
3002,371;0,0593735;0,03469118;
3004,234;0,05945514;0,03478069;
3006,098;0,05953967;0,03487307;
3007,962;0,05971609;0,03505733;
3009,825;0,0597372;0,03508627;
3011,689;0,06009478;0,03545165;
3013,553;0,06026067;0,03562534;
3015,416;0,0604506;0,03582305;
3017,280;0,06093916;0,03631937;
3019,144;0,06146035;0,03684831;
3021,007;0,06161686;0,03701257;
3022,871;0,06180976;0,03721319;
3024,735;0,06201834;0,03742947;
3026,598;0,06243163;0,03785046;
3028,462;0,06278012;0,03820663;
3030,326;0,063014;0,03844817;
3032,189;0,06315865;0,03860047;
3034,053;0,06361031;0,03905978;
3035,917;0,06411595;0,03957304;
3037,780;0,06448945;0,03995415;
3039,644;0,06465804;0,04013033;
3041,508;0,06499397;0,04047385;
3043,371;0,06535053;0,04083798;
3045,235;0,06572272;0,04121772;
3047,099;0,06613506;0,04163759;
3048,962;0,06662264;0,0421327;
3050,826;0,06670728;0,04222486;
3052,690;0,06709176;0,04261683;
3054,553;0,06748764;0,0430202;
3056,417;0,06797744;0,04351747;
3058,281;0,06832779;0,04387527;
3060,144;0,06851065;0,04406559;
3062,008;0,06886167;0,04442404;
3063,872;0,06943922;0,045009;
3065,735;0,06969631;0,04527349;
3067,599;0,07005486;0,04563943;
3069,463;0,07034584;0,04593779;
3071,326;0,07070356;0,04630287;
3073,190;0,07105916;0,04666582;
3075,054;0,07146204;0,04707604;
3076,917;0,07164871;0,04727003;
3078,781;0,07214083;0,04776946;
3080,645;0,0725732;0,04820912;
3082,508;0,07290304;0,04854625;
3084,372;0,07309593;0,04874641;
3086,236;0,07346942;0,04912715;
3088,099;0,07368877;0,04935375;
3089,963;0,07400003;0,04967224;
3091,827;0,07442661;0,05010604;
3093,690;0,07507507;0,0507617;
3095,554;0,07545636;0,05115018;
3097,418;0,07575975;0,05146075;
3099,281;0,07589332;0,05160148;
3101,145;0,07644951;0,05216483;
3103,009;0,07681996;0,05254242;
3104,872;0,07726314;0,05299272;
3106,736;0,07772358;0,05346028;
3108,600;0,07804663;0,05379043;
3110,463;0,07808958;0,05384047;
3112,327;0,07858275;0,05434071;
3114,191;0,0788621;0,05462713;
3116,054;0,07931113;0,0550832;
3117,918;0,07989769;0,0556768;
3119,782;0,08021968;0,05600582;
3121,645;0,08050001;0,05629316;
3123,509;0,08123825;0,0570384;
3125,373;0,08177367;0,05758081;
3127,236;0,08210421;0,05791832;
3129,100;0,08234753;0,0581686;
3130,964;0,08278894;0,05861696;
3132,827;0,08302003;0,05885499;
3134,691;0,08338908;0,05923097;
3136,555;0,08366071;0,05950951;
3138,418;0,08406627;0,05992197;
3140,282;0,08440779;0,06027038;
3142,146;0,08507006;0,06093953;
3144,009;0,0856352;0,06151153;
3145,873;0,08612535;0,06200853;
3147,737;0,08640875;0,06229877;
3149,600;0,0867636;0,06266045;
3151,464;0,0869228;0,06282647;
3153,328;0,08733689;0,06324735;
3155,191;0,0876877;0,06360496;
3157,055;0,08819517;0,0641192;
3158,919;0,08860225;0,06453305;
3160,782;0,08913223;0,06506979;
3162,646;0,08949863;0,06544293;
3164,510;0,08976857;0,06571961;
3166,373;0,09007928;0,06603703;
3168,237;0,09070862;0,06667308;
3170,101;0,09096552;0,06693668;
3171,964;0,09140188;0,06737972;
3173,828;0,09168667;0,06767118;
3175,692;0,09221724;0,06820841;
3177,556;0,09257674;0,06857456;
3179,419;0,09288289;0,06888735;
3181,283;0,09293322;0,0689443;
3183,147;0,09355143;0,06956912;
3185,010;0,09399002;0,07001432;
3186,874;0,09426878;0,07029967;
3188,738;0,0944283;0,07046577;
3190,601;0,09467352;0,07071755;
3192,465;0,09473142;0,07078201;
3194,329;0,09525918;0,07131631;
3196,192;0,09575459;0,07181826;
3198,056;0,09616239;0,07223258;
3199,920;0,09627918;0,07235588;
3201,783;0,09661919;0,07270239;
3203,647;0,09676519;0,07285487;
3205,511;0,09728214;0,0733783;
3207,374;0,09760775;0,07371038;
3209,238;0,09775876;0,07386785;
3211,102;0,09777854;0,07389406;
3212,965;0,09800195;0,07412391;
3214,829;0,09819175;0,07432013;
3216,693;0,09869685;0,07483163;
3218,556;0,09898619;0,07512737;
3220,420;0,09913333;0,0752809;
3222,284;0,0992498;0,07540374;
3224,147;0,0995972;0,07575751;
3226,011;0,09961739;0,07578405;
3227,875;0,09996001;0,07613301;
3229,738;0,100084;0,0762633;
3231,602;0,1002744;0,07646001;
3233,466;0,1002986;0,07649059;
3235,329;0,1006159;0,07681415;
3237,193;0,1007403;0,07694489;
3239,057;0,1009506;0,07716139;
3240,920;0,1010334;0,07725051;
3242,784;0,1012;0,07742339;
3244,648;0,1011232;0,07735283;
3246,511;0,1014987;0,07773456;
3248,375;0,1016078;0,07784987;
3250,239;0,1017411;0,07798938;
3252,102;0,1018078;0,07806225;
3253,966;0,1020257;0,07828632;
3255,830;0,10194;0,07820686;
3257,693;0,1020228;0,07829582;
3259,557;0,1019812;0,0782604;
3261,421;0,1020688;0,07835414;
3263,284;0,1020881;0,07837959;
3265,148;0,1023026;0,0786002;
3267,012;0,1023791;0,07868276;
3268,875;0,102632;0,07894176;
3270,739;0,102378;0,07869388;
3272,603;0,1023383;0,07866034;
3274,466;0,1023054;0,0786335;
3276,330;0,1023962;0,07873031;
3278,194;0,1024495;0,07878964;
3280,057;0,1025244;0,0788706;
3281,921;0,1023527;0,07870498;
3283,785;0,1024516;0,07880988;
3285,648;0,1024533;0,07881762;
3287,512;0,1024774;0,07884765;
3289,376;0,1021684;0,07854469;
3291,239;0,1022033;0,07858554;
3293,103;0,1021121;0,07850039;
3294,967;0,1022948;0,07868905;
3296,830;0,1021895;0,07858971;
3298,694;0,1020319;0,078438;
3300,558;0,1018412;0,07825322;
3302,421;0,1018991;0,07831706;
3304,285;0,10167;0,0780939;
3306,149;0,101591;0,07802075;
3308,012;0,1016177;0,0780534;
3309,876;0,1015084;0,07795;
3311,740;0,1011977;0,07764509;
3313,603;0,1010686;0,07752188;
3315,467;0,1010132;0,07747236;
3317,331;0,1011518;0,07761679;
3319,194;0,1007291;0,07719994;
3321,058;0,1006729;0,07714954;
3322,922;0,1006402;0,07712269;
3324,785;0,1005287;0,07701698;
3326,649;0,1001305;0,07662451;
3328,513;0,1001738;0,07667367;
3330,376;0,1000613;0,07656696;
3332,240;0,09998918;0,07650056;
3334,104;0,09968027;0,0761974;
3335,967;0,09963587;0,07615875;
3337,831;0,09943499;0,0759636;
3339,695;0,09927694;0,07581128;
3341,558;0,09913867;0,07567873;
3343,422;0,09919397;0,07573973;
3345,286;0,09870662;0,07525808;
3347,149;0,09831487;0,07487202;
3349,013;0,09819962;0,07476245;
3350,877;0,09828787;0,07485637;
3352,740;0,09790201;0,07447616;
3354,604;0,09760958;0,07418939;
3356,468;0,09729342;0,07387887;
3358,331;0,09735092;0,07394199;
3360,195;0,09692984;0,07352654;
3362,059;0,09674671;0,07334902;
3363,922;0,09640464;0,07301255;
3365,786;0,09629939;0,0729129;
3367,650;0,09617507;0,07279417;
3369,513;0,09594373;0,0725684;
3371,377;0,09535893;0,07198916;
3373,241;0,09489313;0,07152893;
3375,104;0,09433852;0,07097986;
3376,968;0,0940528;0,07069968;
3378,832;0,09392718;0,07057959;
3380,695;0,09387532;0,07053325;
3382,559;0,09333733;0,07000078;
3384,423;0,09307632;0,06974526;
3386,286;0,0927095;0,06938394;
3388,150;0,09215128;0,0688312;
3390,014;0,09173912;0,06842452;
3391,877;0,09177953;0,06847039;
3393,741;0,09135349;0,06804981;
3395,605;0,09104502;0,06774679;
3397,468;0,09060127;0,06730848;
3399,332;0,09046112;0,06717376;
3401,196;0,09018254;0,0669006;
3403,059;0,08960792;0,06633139;
3404,923;0,08890077;0,06562965;
3406,787;0,08849003;0,0652243;
3408,650;0,08796023;0,06469988;
3410,514;0,08786128;0,06460632;
3412,378;0,08748296;0,06423336;
3414,241;0,08693531;0,06369107;
3416,105;0,08623461;0,06299572;
3417,969;0,08571297;0,06247942;
3419,832;0,0853538;0,06212558;
3421,696;0,08524014;0,06201725;
3423,560;0,08469304;0,06147546;
3425,423;0,08420126;0,06098899;
3427,287;0,08353414;0,06032716;
3429,151;0,08321732;0,06001564;
3431,014;0,08275542;0,05955902;
3432,878;0,08234076;0,05914963;
3434,742;0,08183323;0,05864737;
3436,605;0,08121254;0,05803193;
3438,469;0,08049178;0,05731642;
3440,333;0,0802399;0,05706977;
3442,196;0,07956379;0,0563989;
3444,060;0,07921782;0,05605815;
3445,924;0,0785865;0,05543204;
3447,787;0,07818502;0,05503576;
3449,651;0,07801142;0,05486736;
3451,515;0,07749574;0,05435687;
3453,379;0,07683619;0,05370249;
3455,242;0,0763454;0,05321687;
3457,106;0,07571588;0,05259252;
3458,970;0,0752463;0,0521281;
3460,833;0,07459956;0,05148649;
3462,697;0,07419642;0,0510885;
3464,561;0,07349604;0,05039325;
3466,424;0,07301604;0,04991837;
3468,288;0,07233115;0,04923859;
3470,152;0,0717499;0,04866245;
3472,015;0,07102372;0,04794135;
3473,879;0,07061674;0,04753947;
3475,743;0,07026922;0,04719703;
3477,606;0,06987438;0,04680726;
3479,470;0,06913422;0,04607216;
3481,334;0,06858794;0,04553093;
3483,197;0,06818321;0,04513126;
3485,061;0,06776021;0,0447133;
3486,925;0,06696094;0,04391905;
3488,788;0,0665342;0,04349733;
3490,652;0,06583245;0,0428006;
3492,516;0,065066;0,04203916;
