;Jun15_TPC_0-0-1_HMW;Jun15_TPC_0-0-1_HMW (baseline corrected) (baseline corrected) (baseline corrected);
Wavelength [nm];Absorbance;absorbance;
3494,379;0,06438491;0,04136306;
3496,243;0,0641484;0,04113155;
3498,107;0,06365554;0,04064367;
3499,970;0,06293732;0,03993042;
3501,834;0,06219896;0,03919704;
3503,698;0,06191413;0,03891717;
3505,561;0,0614932;0,03850119;
3507,425;0,06062517;0,0376381;
3509,289;0,05966273;0,03668059;
3511,152;0,05947048;0,03649326;
3513,016;0,05921642;0,03624413;
3514,880;0,05874227;0,03577489;
3516,743;0,05772114;0,03475866;
3518,607;0,0570912;0,03413362;
3520,471;0,05660731;0,03365462;
3522,334;0,05606014;0,03311232;
3524,198;0,05543415;0,03249121;
3526,062;0,05490258;0,03196451;
3527,925;0,05419262;0,03125941;
3529,789;0,05347723;0,03054886;
3531,653;0,05282511;0,02990159;
3533,516;0,05234907;0,02943038;
3535,380;0,05177209;0,02885823;
3537,244;0,05154412;0,02863508;
3539,107;0,05098817;0,02808394;
3540,971;0,0500909;0,02719147;
3542,835;0,04912369;0,02622906;
3544,698;0,04895598;0,02606614;
3546,562;0,04865725;0,02577219;
3548,426;0,04828126;0,02540097;
3550,289;0,04750628;0,02463076;
3552,153;0,04694154;0,02407078;
3554,017;0,04643906;0,02357305;
3555,880;0,04593188;0,02307061;
3557,744;0,04518186;0,02232533;
3559,608;0,04448331;0,02163151;
3561,471;0,04383668;0,0209896;
3563,335;0,04342032;0,02057795;
3565,199;0,04265791;0,01982025;
3567,062;0,04244258;0,01960962;
3568,926;0,04238646;0,01955819;
3570,790;0,04211755;0,01929397;
3572,653;0,04105329;0,01823438;
3574,517;0,04030281;0,01748857;
3576,381;0,03978331;0,01697374;
3578,244;0,03957693;0,01677201;
3580,108;0,03897166;0,01617139;
3581,972;0,03844283;0,01564721;
3583,835;0,03781492;0,01502392;
3585,699;0,03723096;0,01444459;
3587,563;0,03677377;0,01399202;
3589,426;0,03687858;0,01410145;
3591,290;0,03643153;0,013659;
3593,154;0,03554556;0,01277763;
3595,017;0,03483473;0,01207139;
3596,881;0,0348461;0,01208734;
3598,745;0,03443424;0,01168006;
3600,608;0,03379381;0,0110442;
3602,472;0,03339063;0,01064558;
3604,336;0,03319478;0,01045428;
3606,199;0,03253571;0,009799756;
3608,063;0,03194311;0,009211699;
3609,927;0,03189878;0,009171909;
3611,790;0,03169387;0,008971526;
3613,654;0,03083023;0,008112406;
3615,518;0,03059779;0,00788448;
3617,381;0,03000125;0,007292445;
3619,245;0,02970175;0,006997437;
3621,109;0,02960815;0,006908329;
3622,972;0,02941753;0,006722197;
3624,836;0,02859288;0,005902025;
3626,700;0,02808652;0,005400132;
3628,563;0,02786753;0,005185606;
3630,427;0,02799132;0,005313853;
3632,291;0,02783249;0,005159477;
3634,154;0,02735977;0,004691203;
3636,018;0,02714416;0,004480032;
3637,882;0,02709153;0,004431829;
3639,745;0,02666709;0,004011817;
3641,609;0,02607753;0,003426669;
3643,473;0,02555967;0,002913216;
3645,336;0,02519575;0,002553705;
3647,200;0,02479553;0,002157876;
3649,064;0,0248471;0,002213835;
3650,927;0,02499736;0,002368477;
3652,791;0,02513655;0,002512046;
3654,655;0,02454601;0,001925881;
3656,518;0,02440349;0,00178772;
3658,382;0,02454511;0,001933698;
3660,246;0,02437691;0,001769848;
3662,109;0,02422851;0,001625788;
3663,973;0,02403384;0,00143545;
3665,837;0,02363521;0,001041155;
3667,700;0,02358094;0,0009912087;
3669,564;0,02330579;0,0007203762;
3671,428;0,02322495;0,0006438457;
3673,291;0,02308987;0,0005130695;
3675,155;0,02292627;0,0003537624;
3677,019;0,02339603;0,0008278082;
3678,882;0,02391582;0,001351885;
3680,746;0,02343364;0,0008739814;
3682,610;0,02284495;0,0002895603;
3684,473;0,02257989;2,876678E-5;
3686,337;0,02259712;5,025695E-5;
3688,201;0,02270096;0,0001583446;
3690,064;0,02322874;0,0006903699;
3691,928;0,02329204;0,0007579068;
3693,792;0,02335385;0,0008239529;
3695,655;0,0232977;0,0007720267;
3697,519;0,02311571;0,0005942591;
3699,383;0,02295293;0,00043569;
3701,246;0,02310993;0,0005968938;
3703,110;0,02347365;0,0009648154;
3704,974;0,02344795;0,0009433085;
3706,837;0,02273407;0,000233613;
3708,701;0,02265213;0,0001558564;
3710,565;0,02281475;0,000322658;
3712,428;0,02329932;0,0008113891;
3714,292;0,02364215;0,001158388;
3716,156;0,02355352;0,001073915;
3718,019;0,02323724;0,0007617751;
3719,883;0,02297521;0,0005038906;
3721,747;0,02299184;0,0005246611;
3723,610;0,02337875;0,0009156968;
3725,474;0,02335132;0,0008923943;
3727,338;0,02331167;0,0008568695;
3729,202;0,02333063;0,0008799366;
3731,065;0,02327943;0,0008328405;
3732,929;0,02309919;0,0006566996;
3734,793;0,02366214;0,001223748;
3736,656;0,02400193;0,001567622;
3738,520;0,02401878;0,001588553;
3740,384;0,02342163;0,00099548;
3742,247;0,02329749;0,0008754103;
3744,111;0,02331301;0,0008950012;
3745,975;0,02382964;0,001415688;
3747,838;0,02395175;0,001541845;
3749,702;0,02345845;0,001052593;
3751,566;0,02375659;0,001354774;
3753,429;0,02445161;0,002053825;
3755,293;0,02410156;0,001707804;
3757,157;0,02384176;0,001452026;
3759,020;0,02377089;0,001385166;
3760,884;0,02388975;0,001508037;
3762,748;0,02392167;0,001543962;
3764,611;0,02385873;0,001485015;
3766,475;0,02403835;0,001668631;
3768,339;0,02431897;0,001953232;
3770,202;0,02427344;0,00191169;
3772,066;0,02467551;0,002317726;
3773,930;0,02468995;0,002336135;
3775,793;0,02450193;0,002152075;
3777,657;0,02425027;0,001904378;
3779,521;0,02408524;0,001743296;
3781,384;0,02444075;0,002102751;
3783,248;0,02461773;0,002283666;
3785,112;0,02439284;0,002062709;
3786,975;0,0245218;0,002195604;
3788,839;0,02446617;0,002143887;
3790,703;0,02445778;0,002139418;
3792,566;0,02441538;0,002100931;
3794,430;0,02420308;0,001892534;
3796,294;0,02408243;0,001775775;
3798,157;0,02453531;0,002232554;
3800,021;0,02462817;0,002329303;
3801,885;0,02445688;0,002161888;
3803,748;0,02487589;0,002584777;
3805,612;0,02518962;0,002902371;
3807,476;0,02487861;0,002595225;
3809,339;0,02505083;0,00277131;
3811,203;0,0249369;0,002661226;
3813,067;0,02457818;0,002306355;
3814,930;0,02435251;0,002084528;
3816,794;0,02442778;0,002163633;
3818,658;0,02492881;0,002668493;
3820,521;0,02510732;0,002850833;
3822,385;0,02522618;0,002973506;
3824,249;0,0255048;0,003255944;
3826,112;0,02494067;0,002695621;
3827,976;0,02474421;0,002502958;
3829,840;0,02482104;0,002583592;
3831,703;0,02477415;0,002540487;
3833,567;0,02477814;0,002548268;
3835,431;0,02486625;0,002640151;
3837,294;0,02479435;0,002572033;
3839,158;0,02518365;0,002965097;
3841,022;0,02560728;0,003392493;
3842,885;0,02573795;0,003526915;
3844,749;0,02547916;0,003271878;
3846,613;0,02518986;0,002986329;
3848,476;0,024789;0,002589208;
3850,340;0,02465035;0,002454293;
3852,204;0,02479364;0,002601315;
3854,067;0,02556273;0,003374136;
3855,931;0,02657673;0,004391853;
3857,795;0,02643604;0,004254875;
3859,658;0,02537213;0,003194679;
3861,522;0,02485465;0,0026809;
3863,386;0,02481333;0,002643278;
3865,249;0,02528457;0,003118215;
3867,113;0,0255461;0,003383433;
3868,977;0,02547695;0,003317964;
3870,840;0,02557216;0,003416851;
3872,704;0,02618259;0,004030951;
3874,568;0,02603543;0,003887461;
3876,431;0,02600148;0,003857176;
3878,295;0,02583522;0,003694569;
3880,159;0,02556156;0,003424556;
3882,022;0,02548689;0,003353536;
3883,886;0,02563888;0,00350917;
3885,750;0,02578726;0,003661178;
3887,613;0,0263492;0,004226752;
3889,477;0,02625707;0,00413825;
3891,341;0,02584231;0,003727106;
3893,204;0,02597181;0,003860218;
3895,068;0,02593107;0,003823084;
3896,932;0,02544111;0,003336728;
3898,795;0,02543821;0,003337434;
3900,659;0,02585656;0,003759373;
3902,523;0,02656937;0,004475773;
3904,386;0,02678542;0,004695406;
3906,250;0,02680703;0,004720589;
3908,114;0,02662636;0,004543492;
3909,977;0,02644112;0,004361828;
3911,841;0,02622203;0,004146302;
3913,705;0,02599866;0,003926482;
3915,568;0,02588899;0,003820364;
3917,432;0,02611761;0,004052538;
3919,296;0,02634765;0,004286118;
3921,159;0,02663871;0,004580718;
3923,023;0,02661474;0,004560277;
3924,887;0,02639776;0,004346822;
3926,750;0,02621883;0,004171418;
3928,614;0,02651072;0,004466826;
3930,478;0,02654639;0,004506013;
3932,341;0,02666209;0,004625218;
3934,205;0,02677976;0,004746387;
3936,069;0,02671515;0,004685271;
3937,932;0,02637919;0,004352809;
3939,796;0,02642091;0,004398017;
3941,660;0,02669869;0,004679278;
3943,523;0,02692898;0,004913042;
3945,387;0,02676974;0,004757274;
3947,251;0,02685929;0,004850293;
3949,114;0,02684513;0,0048396;
3950,978;0,02690173;0,004899656;
3952,842;0,02694929;0,004950673;
3954,705;0,02693819;0,004943018;
3956,569;0,02662761;0,004635885;
3958,433;0,02672917;0,004740875;
3960,296;0,02678187;0,004797017;
3962,160;0,02678945;0,00480802;
3964,024;0,02677244;0,004794439;
3965,887;0,02690838;0,0049338;
3967,751;0,02688922;0,004918045;
3969,615;0,02683668;0,004868916;
3971,478;0,027007;0,005042645;
3973,342;0,02721565;0,00525469;
3975,206;0,02706274;0,005105176;
3977,069;0,02683952;0,004885349;
3978,933;0,02660334;0,004652551;
3980,797;0,02685339;0,004905983;
3982,660;0,02701744;0,005073409;
3984,524;0,02700432;0,00506366;
3986,388;0,02704796;0,005110668;
3988,251;0,02717422;0,005240291;
3990,115;0,02714751;0,005216939;
3991,979;0,02727666;0,005349442;
3993,842;0,02724411;0,005320238;
3995,706;0,02720344;0,005282911;
3997,570;0,02712211;0,005204917;
