;May03_TPC_06-02-02_LMW;May03_TPC_06-02-02_LMW (baseline corrected);
Wavelength [nm];Absorbance;absorbance;
650,420;0,08540165;0,01609817;
652,284;0,09047602;0,02167012;
654,148;0,1001446;0,03183064;
656,011;0,1093673;0,04153966;
657,875;0,1089144;0,04156764;
659,739;0,09825282;0,03138148;
661,602;0,08552572;0,01912448;
663,466;0,07626078;0,01032436;
665,330;0,07102356;0,005546777;
667,193;0,06883667;0,003814404;
669,057;0,06810195;0,003529142;
670,921;0,06700568;0,002877354;
672,784;0,06640336;0,002714603;
674,648;0,06614069;0,002886666;
676,512;0,0661252;0,003301118;
678,375;0,06598871;0,003589867;
680,239;0,06598274;0,004004488;
682,103;0,06602451;0,004462262;
683,966;0,06621348;0,00506272;
685,830;0,06627275;0,005529019;
687,694;0,06642827;0,006087157;
689,557;0,06657532;0,006632488;
691,421;0,06654323;0,0069944;
693,285;0,06651706;0,007358002;
695,149;0,06668136;0,007907915;
697,012;0,06674801;0,008356056;
698,876;0,06675275;0,008738228;
700,740;0,06677899;0,009137899;
702,603;0,06679375;0,009522143;
704,467;0,06664362;0,009737584;
706,331;0,0667033;0,010159;
708,194;0,06675711;0,01057074;
710,058;0,06670236;0,01087018;
711,922;0,0668079;0,01132621;
713,785;0,06736288;0,01222802;
715,649;0,06748526;0,01269363;
717,513;0,06705104;0,01259909;
719,376;0,06688737;0,01277158;
721,240;0,06699936;0,01321627;
723,104;0,06712192;0,01366811;
724,967;0,06744529;0,01431738;
726,831;0,06779867;0,01499332;
728,695;0,06821817;0,0157321;
730,558;0,06864575;0,01647571;
732,422;0,06910169;0,01724447;
734,286;0,06956529;0,01801772;
736,149;0,07006281;0,01882175;
738,013;0,07046058;0,01952296;
739,877;0,07094212;0,02030487;
741,740;0,07162623;0,02128636;
743,604;0,07233057;0,0222851;
745,468;0,0728754;0,02312139;
747,331;0,07335836;0,02389292;
749,195;0,07355098;0,02437123;
751,059;0,07359904;0,02470216;
752,922;0,0734394;0,02482259;
754,786;0,07306665;0,02472716;
756,650;0,07230384;0,02423894;
758,513;0,07136639;0,02357339;
760,377;0,07016783;0,02264407;
762,241;0,06889144;0,02163429;
764,104;0,06752413;0,020531;
765,968;0,06603825;0,01930658;
767,832;0,06472569;0,01825293;
769,695;0,06363325;0,01741692;
771,559;0,0625767;0,01661432;
773,423;0,06158189;0,01587102;
775,286;0,06068131;0,01521953;
777,150;0,05992947;0,0147144;
779,014;0,05921654;0,01424583;
780,877;0,05874334;0,01401465;
782,741;0,05827853;0,01378958;
784,605;0,05771515;0,01346366;
786,468;0,05719347;0,01317718;
788,332;0,05687308;0,01308978;
790,196;0,05654438;0,01299188;
792,059;0,05625262;0,01292876;
793,923;0,0559236;0,01282623;
795,787;0,05572169;0,01284869;
797,650;0,0555929;0,01294218;
799,514;0,05546745;0,01303695;
801,378;0,05545871;0,01324638;
803,241;0,05566035;0,01366417;
805,105;0,05598189;0,01419986;
806,969;0,05684909;0,01527925;
808,832;0,05868883;0,01732921;
810,696;0,06038235;0,01923103;
812,560;0,06126948;0,02032455;
814,423;0,06382745;0,02308704;
816,287;0,06996054;0,02942277;
818,151;0,08192988;0,04159291;
820,014;0,1037675;0,06362955;
821,878;0,1359877;0,09604689;
823,742;0,1587852;0,1190398;
825,605;0,1426496;0,1030979;
827,469;0,1011505;0,06179068;
829,333;0,07003986;0,03087017;
831,196;0,05688206;0,01790085;
833,060;0,05251708;0,01372267;
834,924;0,05059455;0,01198527;
836,787;0,04945182;0,01102601;
838,651;0,04871113;0,01046719;
840,515;0,04834527;0,01028157;
842,378;0,04832441;0,01043936;
844,242;0,04857689;0,01086893;
846,106;0,04902291;0,01149048;
847,969;0,04951342;0,01215497;
849,833;0,04981884;0,01263285;
851,697;0,05024651;0,01323148;
853,560;0,05069147;0,0138459;
855,424;0,05101658;0,01433901;
857,288;0,05118743;0,0146764;
859,151;0,05114971;0,01480377;
861,015;0,05084381;0,01466154;
862,879;0,05047312;0,0144531;
864,742;0,05003039;0,01417123;
866,606;0,04962356;0,01392388;
868,470;0,04907183;0,01353027;
870,333;0,0481991;0,0128143;
872,197;0,04729016;0,01206079;
874,061;0,04660385;0,01152857;
875,924;0,04596997;0,01104749;
877,788;0,04536819;0,0105972;
879,652;0,04473832;0,01011756;
881,515;0,04427917;0,009807361;
883,379;0,04391609;0,009591969;
885,243;0,04362914;0,009451481;
887,106;0,04345152;0,009419084;
888,970;0,04333498;0,009446559;
890,834;0,04326361;0,009517994;
892,697;0,04332124;0,009717241;
894,561;0,04332922;0,009865663;
896,425;0,04335784;0,01003355;
898,288;0,04343281;0,01024665;
900,152;0,04351938;0,0104702;
902,016;0,04358541;0,01067208;
903,879;0,04366093;0,01088233;
905,743;0,04373725;0,01109228;
907,607;0,04386508;0,01135264;
909,470;0,04401035;0,01162936;
911,334;0,04415236;0,01190174;
913,198;0,04427269;0,01215138;
915,061;0,04441729;0,01242425;
916,925;0,04453158;0,01266575;
918,789;0,04471177;0,01297214;
920,652;0,04487254;0,01325808;
922,516;0,04503217;0,01354186;
924,380;0,04514444;0,0137773;
926,243;0,04528756;0,01404259;
