;Apr28_TPC_02-04-04_LMW;Apr28_TPC_02-04-04_LMW (baseline corrected);
1159,202;0,09901279;0,07290135;
1161,066;0,09712334;0,07105246;
1162,929;0,09539118;0,06936067;
1164,793;0,0938399;0,06784956;
1166,657;0,09225678;0,06630642;
1168,520;0,09071881;0,06480824;
1170,384;0,08921396;0,06334298;
1172,248;0,08777382;0,06194225;
1174,111;0,08644043;0,06064808;
1175,975;0,08520765;0,05945434;
1177,839;0,08399403;0,05827957;
1179,702;0,08279746;0,05712166;
1181,566;0,08154309;0,05590577;
1183,430;0,08027793;0,05467892;
1185,293;0,07894236;0,05338147;
1187,157;0,07753306;0,05201012;
1189,021;0,0760193;0,05053411;
1190,884;0,07444839;0,04900079;
1192,748;0,0727674;0,04735722;
1194,612;0,07098369;0,04561073;
1196,475;0,06919492;0,04385902;
1198,339;0,06752246;0,04222346;
1200,203;0,06590354;0,04064125;
1202,066;0,06443484;0,0392091;
1203,930;0,06312324;0,03793387;
1205,794;0,06197924;0,03682609;
1207,657;0,06098643;0,03586932;
1209,521;0,06012972;0,03504848;
1211,385;0,0594307;0,03438517;
1213,248;0,05890109;0,0338911;
1215,112;0,05850724;0,03353263;
1216,976;0,05827454;0,03333515;
1218,839;0,05813412;0,03322979;
1220,703;0,05812974;0,03326031;
1222,567;0,05821406;0,03337937;
1224,430;0,05840261;0,03360249;
1226,294;0,05861583;0,03385013;
1228,158;0,05886966;0,03413823;
1230,021;0,05921793;0,03452061;
1231,885;0,0596786;0,03501523;
1233,749;0,06021655;0,03558698;
1235,612;0,0608371;0,03624118;
1237,476;0,06141425;0,03685182;
1239,340;0,06201826;0,03748918;
1241,203;0,06265901;0,03816312;
1243,067;0,06331012;0,03884728;
1244,931;0,06394675;0,03951681;
1246,795;0,06460046;0,04020326;
1248,658;0,06527315;0,04090855;
1250,522;0,06595493;0,0416228;
1252,386;0,06657175;0,04227193;
1254,249;0,06715645;0,0428888;
1256,113;0,06774651;0,04351089;
1257,977;0,06837077;0,04416702;
1259,840;0,06900311;0,04483111;
1261,704;0,06971243;0,04557203;
1263,568;0,07044939;0,04634045;
1265,431;0,07123743;0,04715981;
1267,295;0,07204413;0,0479977;
1269,159;0,07287507;0,04885969;
1271,022;0,07377867;0,04979419;
1272,886;0,0747138;0,05076011;
1274,750;0,07566033;0,05173727;
1276,613;0,07669818;0,05280563;
1278,477;0,07783331;0,05397113;
1280,341;0,079054;0,05522206;
1282,204;0,08021809;0,05641626;
1284,068;0,08137537;0,05760352;
1285,932;0,08255505;0,05881304;
1287,795;0,08384816;0,06013588;
1289,659;0,08514368;0,06146099;
1291,523;0,08646709;0,06281385;
1293,386;0,08790791;0,06428401;
1295,250;0,08948957;0,06589487;
1297,114;0,09110951;0,06754391;
1298,977;0,0927633;0,06922665;
1300,841;0,0944386;0,07093078;
1302,705;0,09617565;0,07269654;
1304,568;0,09797115;0,07452062;
1306,432;0,0998457;0,07642364;
1308,296;0,1017561;0,07836239;
1310,159;0,1037455;0,08038;
1312,023;0,1058104;0,08247302;
1313,887;0,1080016;0,08469215;
1315,750;0,1102332;0,08695164;
1317,614;0,1126592;0,08940541;
1319,478;0,1152173;0,09199108;
1321,341;0,1177126;0,09451394;
1323,205;0,1202466;0,09707535;
1325,069;0,1230601;0,09991606;
1326,932;0,1260014;0,1028846;
1328,796;0,1290088;0,105919;
1330,660;0,1321439;0,109081;
1332,523;0,1353968;0,1123608;
1334,387;0,1385604;0,1155511;
1336,251;0,1419268;0,1189441;
1338,114;0,1460069;0,1230507;
1339,978;0,1506183;0,1276884;
1341,842;0,1544638;0,1315602;
1343,705;0,1581583;0,1352809;
1345,569;0,162391;0,1395397;
1347,433;0,1667598;0,1439344;
1349,296;0,1709846;0,148185;
1351,160;0,1749488;0,152175;
1353,024;0,1785029;0,1557547;
1354,887;0,1818952;0,1591725;
1356,751;0,1850106;0,1623133;
1358,615;0,1879312;0,1652591;
1360,478;0,1911976;0,1685508;
1362,342;0,1954066;0,1727849;
1364,206;0,1990601;0,1764634;
1366,069;0,2017949;0,1792231;
1367,933;0,2049844;0,1824374;
1369,797;0,2082761;0,1857538;
1371,660;0,2110703;0,1885726;
1373,524;0,2139351;0,1914618;
1375,388;0,2152754;0,1928265;
1377,251;0,2141967;0,1917722;
1379,115;0,2119714;0,189571;
1380,979;0,2090378;0,1866615;
1382,842;0,2053481;0,1829958;
1384,706;0,2013191;0,1789907;
1386,570;0,1975511;0,1752465;
1388,433;0,1934921;0,1712112;
1390,297;0,1889279;0,1666707;
1392,161;0,1848799;0,1626462;
1394,024;0,1815917;0,1593813;
1395,888;0,1781138;0,1559268;
1397,752;0,1742799;0,1521161;
1399,615;0,1706078;0,1484672;
1401,479;0,1665659;0,1444483;
1403,343;0,1628255;0,1407309;
1405,206;0,1592721;0,1372004;
1407,070;0,1555025;0,1334536;
1408,934;0,1515748;0,1295486;
1410,797;0,1477662;0,1257625;
1412,661;0,1438671;0,1218859;
1414,525;0,139957;0,1179982;
1416,388;0,1362663;0,1143299;
1418,252;0,1330924;0,1111783;
1420,116;0,129404;0,107512;
1421,979;0,1252787;0,1034088;
1423,843;0,1214741;0,09962616;
1425,707;0,1177042;0,09587812;
1427,570;0,114545;0,09274075;
1429,434;0,113068;0,09128545;
1431,298;0,1125712;0,09081035;
1433,161;0,1104188;0,08867945;
1435,025;0,1070053;0,08528749;
1436,889;0,1034766;0,08178013;
1438,752;0,0995587;0,07788355;
1440,616;0,09610512;0,07445119;
1442,480;0,09295024;0,07131746;
1444,343;0,08985565;0,06824392;
1446,207;0,08686627;0,06527552;
1448,071;0,08398277;0,06241292;
1449,934;0,08091189;0,05936286;
1451,798;0,07814422;0,05661592;
1453,662;0,07594578;0,05443814;
1455,525;0,07503619;0,05354913;
1457,389;0,0750532;0,05358664;
1459,253;0,07366164;0,0522155;
1461,116;0,07184855;0,05042275;
1462,980;0,07082447;0,04941893;
1464,844;0,07060158;0,04921624;
1466,707;0,06980905;0,04844381;
1468,571;0,06867204;0,04732684;
1470,435;0,06811153;0,04678629;
1472,298;0,0686069;0,04730154;
1474,162;0,06854318;0,04725762;
1476,026;0,06786932;0,04660349;
1477,889;0,06718482;0,04593865;
1479,753;0,06670529;0,0454787;
1481,617;0,0665008;0,04529372;
1483,480;0,0661146;0,04492696;
1485,344;0,06583502;0,04466674;
1487,208;0,06600941;0,04486041;
1489,071;0,0665238;0,04539403;
1490,935;0,06649692;0,04538629;
1492,799;0,06552877;0,04443722;
1494,662;0,06504155;0,043969;
1496,526;0,06537341;0,04431979;
1498,390;0,06531586;0,0442811;
1500,253;0,06458765;0,04357168;
1502,117;0,06363905;0,0426418;
1503,981;0,06305839;0,04207979;
1505,844;0,06396738;0,04300736;
1507,708;0,06474048;0,04379897;
1509,572;0,06346861;0,04254555;
1511,435;0,06232158;0,0414169;
1513,299;0,06143913;0,04055275;
1515,163;0,06087768;0,04000954;
1517,026;0,0606383;0,03978834;
1518,890;0,06007526;0,03924341;
1520,754;0,06002588;0,03921207;
1522,618;0,05973193;0,03893608;
1524,481;0,0588932;0,03811526;
1526,345;0,05836351;0,03760341;
1528,209;0,05769266;0,03695034;
1530,072;0,05683401;0,03610941;
1531,936;0,05643848;0,03573153;
1533,800;0,0564969;0,03580753;
1535,663;0,05550074;0,03482889;
1537,527;0,05478099;0,03412659;
1539,391;0,05540015;0,03476314;
1541,254;0,05587842;0,03525875;
1543,118;0,05526028;0,03465787;
1544,982;0,05463075;0,03404555;
1546,845;0,0538513;0,03328324;
1548,709;0,05343265;0,03288167;
1550,573;0,05315294;0,03261898;
1552,436;0,05266689;0,03214988;
1554,300;0,05254472;0,03204461;
1556,164;0,05233933;0,03185605;
1558,027;0,05330822;0,03284172;
1559,891;0,05436031;0,03391053;
1561,755;0,05292516;0,03249203;
1563,618;0,0520173;0,03160076;
1565,482;0,05174334;0,03134335;
1567,346;0,05151548;0,03113196;
1569,209;0,05170362;0,03133652;
1571,073;0,05159846;0,03124773;
1572,937;0,05096719;0,03063276;
1574,800;0,05106636;0,03074817;
1576,664;0,05168964;0,03138764;
1578,528;0,05121377;0,0309279;
1580,391;0,0506446;0,0303748;
1582,255;0,05043628;0,03018249;
1584,119;0,05026573;0,03002791;
1585,982;0,05007098;0,02984906;
1587,846;0,04988945;0,02968338;
1589,710;0,04967161;0,02948132;
1591,573;0,04943229;0,02925774;
1593,437;0,04923963;0,02908077;
1595,301;0,04907005;0,02892681;
1597,164;0,04885776;0,02873009;
1599,028;0,04857544;0,02846329;
1600,892;0,0483782;0,02828151;
1602,755;0,04815436;0,02807309;
1604,619;0,04791541;0,02784949;
1606,483;0,04772748;0,02767686;
1608,346;0,04760511;0,02756974;
1610,210;0,04730148;0,02728131;
1612,074;0,04692129;0,02691626;
1613,937;0,04648716;0,02649721;
1615,801;0,04665765;0,02668275;
1617,665;0,04672041;0,0267605;
1619,528;0,04599696;0,02605197;
1621,392;0,04548322;0,02555312;
1623,256;0,04548162;0,02556636;
1625,119;0,04513865;0,02523816;
1626,983;0,04472576;0,02484;
1628,847;0,04432826;0,02445718;
1630,710;0,0437609;0,02390445;
1632,574;0,04324665;0,02340478;
1634,438;0,0434242;0,02359686;
1636,301;0,04375198;0,02393912;
1638,165;0,04296643;0,023168;
1640,029;0,04224357;0,02245952;
1641,892;0,04183044;0,02206072;
1643,756;0,04149405;0,02173862;
1645,620;0,041541;0,02179981;
1647,483;0,0414879;0,02176089;
1649,347;0,04068353;0,02097067;
1651,211;0,04033137;0,02063259;
1653,074;0,04135974;0,02167501;
1654,938;0,041182;0,02151126;
1656,802;0,04020757;0,02055078;
1658,665;0,03967106;0,02002817;
1660,529;0,03950711;0,01987808;
1662,393;0,03952412;0,0199089;
1664,256;0,03908408;0,01948262;
1666,120;0,03843192;0,01884417;
1667,984;0,03815013;0,01857605;
1669,847;0,03805682;0,01849637;
1671,711;0,03741301;0,01786614;
1673,575;0,03675321;0,01721988;
1675,438;0,03645433;0,01693448;
1677,302;0,03568535;0,01617894;
1679,166;0,03491319;0,01542019;
1681,029;0,03410453;0,01462488;
1682,893;0,03380321;0,01433687;
1684,757;0,03366925;0,01421617;
1686,620;0,0324622;0,01302235;
1688,484;0,03147601;0,01204933;
1690,348;0,0306365;0,01122296;
1692,211;0,02966139;0,01026094;
1694,075;0,02897952;0,009592121;
1695,939;0,02868078;0,009306382;
1697,802;0,02765324;0,008291799;
1699,666;0,02708447;0,007735951;
1701,530;0,02611551;0,006779868;
1703,393;0,02503744;0,005714636;
1705,257;0,02423641;0,004926399;
1707,121;0,02337118;0,004073922;
1708,984;0,02247207;0,003187516;
1710,848;0,021555;0,002283117;
1712,712;0,02081384;0,001554582;
1714,575;0,02026216;0,001015484;
1716,439;0,01979192;0,0005577924;
1718,303;0,0193391;0,0001174684;
1720,166;0,0185112;-0,0006979655;
1722,030;0,01788581;-0,001310934;
1723,894;0,01747968;-0,001704677;
1725,757;0,01712124;-0,002050774;
1727,621;0,01678446;-0,00237526;
1729,485;0,01658028;-0,002567172;
1731,348;0,01623351;-0,002901718;
1733,212;0,01614989;-0,002973157;
1735,076;0,01592313;-0,003187769;
1736,939;0,01535289;-0,003745907;
1738,803;0,01523111;-0,00385562;
1740,667;0,01508411;-0,003990594;
1742,530;0,01485771;-0,004205006;
1744,394;0,01473337;-0,004317398;
1746,258;0,0146966;-0,004342254;
1748,121;0,01472711;-0,004299868;
1749,985;0,01483423;-0,004180916;
1751,849;0,01483284;-0,004170501;
1753,712;0,01473866;-0,004252925;
1755,576;0,01514782;-0,00383204;
1757,440;0,01602386;-0,002944317;
1759,303;0,01721452;-0,001742003;
1761,167;0,01924392;0,0002990027;
1763,031;0,02016099;0,001227649;
1764,894;0,01788889;-0,001032908;
1766,758;0,01537748;-0,003532821;
1768,622;0,01422231;-0,004676525;
1770,485;0,01385117;-0,005036229;
1772,349;0,01387728;-0,004998733;
1774,213;0,01351648;-0,005348178;
1776,076;0,01326907;-0,005584264;
1777,940;0,01321146;-0,005630588;
1779,804;0,01325846;-0,005572335;
1781,667;0,01315274;-0,005666838;
1783,531;0,01306318;-0,005745215;
1785,395;0,01295486;-0,005842393;
1787,258;0,01278866;-0,005997486;
1789,122;0,0126746;-0,006100469;
1790,986;0,01281158;-0,005952446;
1792,849;0,01293572;-0,005817301;
1794,713;0,01278075;-0,005961299;
1796,577;0,01257716;-0,006153945;
1798,441;0,01245705;-0,006263151;
1800,304;0,01249016;-0,006219173;
1802,168;0,01256024;-0,006138257;
1804,032;0,01243715;-0,006250541;
1805,895;0,01223386;-0,006443058;
1807,759;0,01212793;-0,006538259;
1809,623;0,01219656;-0,00645892;
1811,486;0,01226819;-0,006376617;
1813,350;0,01206299;-0,006571179;
1815,214;0,0118015;-0,00682207;
1817,077;0,01180613;-0,00680687;
1818,941;0,01195016;-0,006652296;
1820,805;0,01195049;-0,006641457;
1822,668;0,01189487;-0,0066866;
1824,532;0,0120731;-0,006497928;
1826,396;0,01199721;-0,006563411;
1828,259;0,01191207;-0,00663817;
1830,123;0,01202535;-0,006514545;
1831,987;0,01195908;-0,006570502;
1833,850;0,01185778;-0,006661509;
1835,714;0,01179285;-0,006716189;
1837,578;0,01181621;-0,006682606;
1839,441;0,01178963;-0,006698994;
1841,305;0,0116687;-0,006809766;
1843,169;0,01169229;-0,006776049;
1845,032;0,01173866;-0,00671958;
1846,896;0,01172238;-0,006725788;
1848,760;0,01173922;-0,006698915;
1850,623;0,0117229;-0,006705229;
1852,487;0,01167299;-0,006745161;
1854,351;0,0114803;-0,006927896;
1856,214;0,0114791;-0,00691918;
1858,078;0,0114743;-0,006914098;
1859,942;0,01135771;-0,00702083;
1861,805;0,01143287;-0,00693584;
1863,669;0,01149416;-0,006864753;
1865,533;0,01141113;-0,006938013;
1867,396;0,01160224;-0,00673716;
1869,260;0,01174872;-0,006580975;
1871,124;0,01151501;-0,006804997;
1872,987;0,01137764;-0,006932717;
1874,851;0,01138199;-0,006918746;
1876,715;0,01133399;-0,006957149;
1878,578;0,01129135;-0,006990222;
1880,442;0,01127602;-0,006996015;
1882,306;0,01127785;-0,006984674;
1884,169;0,01131781;-0,006935228;
1886,033;0,01129072;-0,006952867;
1887,897;0,01119376;-0,007040402;
1889,760;0,01120446;-0,007020297;
1891,624;0,01125376;-0,006961626;
1893,488;0,01120694;-0,006999107;
1895,351;0,01114874;-0,007047992;
1897,215;0,01110156;-0,007085887;
1899,079;0,01100409;-0,007174094;
1900,942;0,01097643;-0,007192517;
1902,806;0,01113445;-0,007025291;
1904,670;0,0110729;-0,007077664;
1906,533;0,01087521;-0,007266208;
1908,397;0,01091052;-0,00722177;
1910,261;0,0109177;-0,007205487;
1912,124;0,01071579;-0,007398324;
1913,988;0,01052394;-0,007581133;
1915,852;0,01026666;-0,007829396;
1917,715;0,01032189;-0,007765171;
1919,579;0,0106457;-0,007432389;
1921,443;0,01061147;-0,007457688;
1923,306;0,01017547;-0,007884773;
1925,170;0,009917789;-0,008133561;
1927,034;0,01003688;-0,008005606;
1928,897;0,009847572;-0,008186077;
1930,761;0,009594552;-0,008430286;
1932,625;0,00943643;-0,008579621;
1934,488;0,009203026;-0,008804265;
1936,352;0,008912539;-0,009086016;
1938,216;0,008926347;-0,009063497;
1940,079;0,009410456;-0,008570704;
1941,943;0,009424642;-0,008547857;
1943,807;0,008852301;-0,009111562;
1945,670;0,008525531;-0,009429722;
1947,534;0,008437525;-0,009509142;
1949,398;0,008357304;-0,009580802;
1951,261;0,008253168;-0,009676401;
1953,125;0,008050481;-0,009870576;
1954,989;0,00776156;-0,01015101;
1956,852;0,0072301;-0,010674;
1958,716;0,006723681;-0,01117198;
1960,580;0,006689105;-0,01119814;
1962,443;0,006635765;-0,01124309;
1964,307;0,006994401;-0,01087609;
1966,171;0,006932747;-0,0109294;
1968,034;0,006039744;-0,01181408;
1969,898;0,005187308;-0,01265822;
1971,762;0,00464807;-0,01318919;
1973,625;0,00452995;-0,01329906;
1975,489;0,004836806;-0,01298397;
1977,353;0,004840815;-0,01297176;
1979,216;0,005188835;-0,01261556;
1981,080;0,006304848;-0,01149139;
1982,944;0,006706292;-0,01108181;
1984,807;0,006368538;-0,01141146;
1986,671;0,00661145;-0,01116046;
1988,535;0,006845624;-0,01091822;
1990,398;0,006730955;-0,01102484;
1992,262;0,006769491;-0,01097829;
1994,126;0,006577835;-0,01116195;
1995,989;0,006652009;-0,0110798;
1997,853;0,006890411;-0,01083344;
1999,717;0,006969657;-0,01074626;
2001,580;0,006518269;-0,01118974;
2003,444;0,005539271;-0,01216085;
2005,308;0,005650985;-0,01204128;
2007,171;0,0062864;-0,01139802;
2009,035;0,005830213;-0,01184639;
2010,899;0,005208416;-0,01246038;
2012,762;0,005120816;-0,0125402;
2014,626;0,00512005;-0,01253322;
2016,490;0,00494442;-0,01270111;
2018,353;0,00447668;-0,01316114;
2020,217;0,00428291;-0,01334722;
2022,081;0,004407121;-0,01321533;
2023,944;0,004159912;-0,01345489;
2025,808;0,004666686;-0,01294049;
2027,672;0,005458814;-0,01214076;
2029,535;0,005492165;-0,01209982;
2031,399;0,005475132;-0,01210929;
2033,263;0,004796663;-0,01278021;
2035,126;0,00407098;-0,01349837;
2036,990;0,004795715;-0,01276613;
2038,854;0,00563277;-0,01192159;
2040,717;0,005951112;-0,01159579;
2042,581;0,00646668;-0,01107278;
2044,445;0,007143154;-0,01038888;
2046,308;0,007630888;-0,00989375;
2048,172;0,008167626;-0,009349631;
2050,036;0,00907183;-0,008438066;
2051,899;0,009260533;-0,008242023;
2053,763;0,008824969;-0,008670266;
2055,627;0,008994531;-0,008493403;
2057,490;0,009646012;-0,007834641;
2059,354;0,009960758;-0,007512633;
2061,218;0,009889721;-0,007576429;
2063,081;0,009763655;-0,007695273;
2064,945;0,009949846;-0,00750188;
2066,809;0,01028623;-0,007158316;
2068,672;0,01071547;-0,006721905;
2070,536;0,01085705;-0,006573186;
2072,400;0,01060302;-0,006820092;
2074,264;0,01051681;-0,006899197;
2076,127;0,01081861;-0,006590308;
2077,991;0,01118397;-0,006217882;
2079,855;0,01143662;-0,005958177;
2081,718;0,01136441;-0,006023365;
2083,582;0,01112354;-0,006257218;
