;Apr15_TPC_0-04-06_HMW;Apr15_TPC_0-04-06_HMW (baseline corrected);
Wavelength [nm];Absorbance;absorbance;
993,336;0,1207712;0,06634284;
995,199;0,1221119;0,06785377;
997,063;0,1235244;0,06943554;
998,927;0,1248921;0,07097153;
1000,790;0,1263146;0,0725615;
1002,654;0,1278064;0,07421977;
1004,518;0,1293349;0,07591377;
1006,381;0,1308617;0,0776052;
1008,245;0,1324217;0,07932889;
1010,109;0,1339389;0,0810089;
1011,972;0,1354577;0,0826896;
1013,836;0,1368456;0,0842385;
1015,700;0,1381572;0,08571024;
1017,563;0,1392955;0,08700784;
1019,427;0,1402796;0,08815026;
1021,291;0,141142;0,08917023;
1023,154;0,1418391;0,09002398;
1025,018;0,1423794;0,09071999;
1026,882;0,1428263;0,09132192;
1028,745;0,143066;0,09171572;
1030,609;0,1432629;0,09206584;
1032,473;0,143378;0,09233345;
1034,336;0,143337;0,09244402;
1036,200;0,143145;0,09240282;
1038,064;0,1428113;0,09221916;
1039,927;0,1423634;0,09192039;
1041,791;0,1418553;0,0915607;
1043,655;0,1412116;0,09106459;
1045,518;0,140567;0,09056676;
1047,382;0,1398643;0,0900101;
1049,246;0,1390308;0,08932189;
1051,109;0,1381547;0,08859025;
1052,973;0,1373132;0,08789241;
1054,837;0,1364538;0,087176;
1056,700;0,1355359;0,08640021;
1058,564;0,134569;0,08557475;
1060,428;0,1336166;0,08476312;
1062,291;0,132612;0,08389844;
1064,155;0,1316715;0,08309714;
1066,019;0,1307324;0,08229657;
1067,882;0,1297594;0,08146128;
1069,746;0,1286484;0,08048739;
1071,610;0,1275225;0,07949773;
1073,473;0,1263554;0,07846634;
1075,337;0,1251062;0,077352;
1077,201;0,1237918;0,07617184;
1079,064;0,1224781;0,07499168;
1080,928;0,1210367;0,07368311;
1082,792;0,1195758;0,07235436;
1084,655;0,1181385;0,07104854;
1086,519;0,1166729;0,06971366;
1088,383;0,1151438;0,06831472;
1090,246;0,1135648;0,06686514;
1092,110;0,1120038;0,06543294;
1093,974;0,1104874;0,06404473;
1095,837;0,1090571;0,0627419;
1097,701;0,1077806;0,06159224;
1099,565;0,1065276;0,06046537;
1101,428;0,105365;0,05942832;
1103,292;0,1042506;0,05843886;
1105,156;0,1032587;0,05757117;
1107,019;0,1023683;0,05680443;
1108,883;0,1016223;0,0561815;
1110,747;0,1009945;0,05567609;
1112,610;0,1003969;0,05520027;
1114,474;0,0998446;0,05476918;
1116,338;0,09934642;0,05439158;
1118,201;0,09875445;0,05391959;
1120,065;0,09805556;0,05334008;
1121,929;0,09727983;0,05268313;
1123,792;0,09643601;0,05195751;
1125,656;0,09540517;0,05104426;
1127,520;0,09422566;0,04998178;
1129,383;0,09289011;0,04876268;
1131,247;0,09134515;0,04733358;
1133,111;0,089739;0,04584274;
1134,974;0,08825674;0,0444752;
1136,838;0,08683378;0,04316641;
1138,702;0,08559025;0,04203649;
1140,565;0,08452255;0,04108184;
1142,429;0,08362766;0,04029944;
1144,293;0,08280212;0,03958585;
1146,156;0,08199643;0,03889157;
1148,020;0,08126037;0,03826637;
1149,884;0,08060973;0,03772605;
1151,747;0,07999755;0,03722366;
1153,611;0,07940123;0,03673659;
1155,475;0,07870792;0,03615201;
1157,338;0,07802507;0,03557736;
1159,202;0,07745683;0,03511681;
1161,066;0,07689027;0,0346574;
1162,929;0,07624832;0,0341221;
1164,793;0,07564664;0,03362656;
1166,657;0,07519831;0,03328386;
1168,520;0,07477522;0,03296589;
1170,384;0,07435262;0,03264791;
1172,248;0,07394321;0,03234262;
1174,111;0,07353553;0,03203858;
1175,975;0,07312223;0,03172841;
1177,839;0,07269244;0,03140126;
1179,702;0,07228512;0,0310961;
1181,566;0,07193709;0,03084975;
1183,430;0,07169875;0,03071261;
1185,293;0,07158678;0,03070136;
1187,157;0,07155294;0,03076777;
1189,021;0,07167013;0,03098473;
1190,884;0,07197184;0,03138575;
1192,748;0,07238302;0,03189576;
1194,612;0,07291576;0,03252689;
1196,475;0,07351676;0,0332258;
1198,339;0,07414489;0,0339514;
1200,203;0,0747812;0,03468472;
1202,066;0,07541956;0,03541963;
1203,930;0,07595733;0,03605352;
1205,794;0,07643701;0,03662887;
1207,657;0,07697692;0,037264;
1209,521;0,07754161;0,03792347;
1211,385;0,0780191;0,03849531;
1213,248;0,07850172;0,03907184;
1215,112;0,07900691;0,03967051;
1216,976;0,07950318;0,04025983;
1218,839;0,07996168;0,04081096;
1220,703;0,08035725;0,04129872;
1222,567;0,08069681;0,04173006;
1224,430;0,08101519;0,0421398;
1226,294;0,0812953;0,04251086;
1228,158;0,08155164;0,04285773;
1230,021;0,08176837;0,04316457;
1231,885;0,08186682;0,04335274;
1233,749;0,08192008;0,04349531;
1235,612;0,08196505;0,04362917;
1237,476;0,08193145;0,04368407;
1239,340;0,08180673;0,04364745;
1241,203;0,08160228;0,04353071;
1243,067;0,08136271;0,04337845;
1244,931;0,08100708;0,04310973;
1246,795;0,08061647;0,04280565;
1248,658;0,08029483;0,04257015;
1250,522;0,07989975;0,04226083;
1252,386;0,07946998;0,04191643;
1254,249;0,079077;0,04160844;
1256,113;0,07867643;0,04129249;
1257,977;0,07828148;0,04098178;
1259,840;0,07791068;0,04069485;
1261,704;0,07750005;0,04036771;
1263,568;0,07702244;0,03997322;
1265,431;0,07653834;0,03957188;
1267,295;0,0760197;0,03913563;
1269,159;0,07554697;0,03874494;
1271,022;0,07514888;0,03842852;
1272,886;0,0747472;0,03810815;
1274,750;0,07434425;0,03778616;
1276,613;0,07401986;0,03754237;
1278,477;0,07380403;0,03740679;
1280,341;0,073641;0,03732365;
1282,204;0,07356438;0,03732658;
1284,068;0,0735596;0,03740101;
1285,932;0,07352767;0,03744794;
1287,795;0,07362472;0,03762351;
1289,659;0,07380311;0,03788007;
1291,523;0,07397014;0,03812494;
1293,386;0,07417378;0,03840609;
1295,250;0,0744082;0,03871768;
1297,114;0,07469947;0,03908578;
1298,977;0,0749662;0,03942902;
1300,841;0,07522117;0,03976017;
1302,705;0,07548381;0,04009866;
1304,568;0,07572831;0,04041869;
1306,432;0,07601295;0,04077854;
1308,296;0,07622455;0,04106501;
1310,159;0,07639235;0,04130737;
1312,023;0,0766462;0,04163547;
1313,887;0,07686058;0,04192378;
1315,750;0,07699655;0,04213336;
1317,614;0,07720609;0,04241621;
1319,478;0,07741045;0,04269357;
1321,341;0,07751396;0,04286976;
1323,205;0,07761172;0,0430399;
1325,069;0,07776505;0,04326529;
1326,932;0,07794439;0,04351641;
1328,796;0,07817875;0,04382224;
1330,660;0,07844068;0,04415533;
1332,523;0,0786517;0,04443722;
1334,387;0,07883446;0,04469055;
1336,251;0,07921733;0,04514369;
1338,114;0,07992265;0,045919;
1339,978;0,08068591;0,04675195;
1341,842;0,08093134;0,04706679;
1343,705;0,08104892;0,04725347;
1345,569;0,08144255;0,04771593;
1347,433;0,08197722;0,04831914;
1349,296;0,08257584;0,04898602;
1351,160;0,08306015;0,04953831;
1353,024;0,0836012;0,05014705;
1354,887;0,08428106;0,05089433;
1356,751;0,08479146;0,05147186;
1358,615;0,08524093;0,0519882;
1360,478;0,0860657;0,05287955;
1362,342;0,08746244;0,0543426;
1364,206;0,08834113;0,05528734;
1366,069;0,08852244;0,05553442;
1367,933;0,08910525;0,05618273;
1369,797;0,08967599;0,05681871;
1371,660;0,08998396;0,05719164;
1373,524;0,09087404;0,05814643;
1375,388;0,09166739;0,05900422;
1377,251;0,0915976;0,05899862;
1379,115;0,09164093;0,05910587;
1380,979;0,09168369;0,05921229;
1382,842;0,09169873;0,05929074;
1384,706;0,09186617;0,05952132;
1386,570;0,09266823;0,06038628;
1388,433;0,093158;0,06093869;
1390,297;0,09267865;0,06052174;
1392,161;0,09245904;0,06036426;
1394,024;0,0931788;0,06114591;
1395,888;0,0940274;0,06205616;
1397,752;0,09420346;0,06229361;
1399,615;0,0945833;0,0627346;
1401,479;0,09414887;0,06236108;
1403,343;0,09387626;0,06214914;
1405,206;0,09407222;0,06240553;
1407,070;0,09372913;0,06212262;
1408,934;0,09308174;0,06153517;
1410,797;0,09251607;0,06102922;
1412,661;0,09162047;0,06019308;
1414,525;0,09044024;0,05907209;
1416,388;0,08946573;0,05815659;
1418,252;0,08944363;0,05819325;
1420,116;0,08917809;0,05798625;
1421,979;0,08732078;0,05618726;
1423,843;0,08586316;0,05478772;
1425,707;0,08441943;0,05340184;
1427,570;0,0829643;0,05200434;
1429,434;0,08208792;0,05118536;
1431,298;0,08102536;0,05017998;
1433,161;0,07977529;0,04898686;
1435,025;0,07947411;0,04874242;
1436,889;0,08048787;0,04981269;
1438,752;0,07986358;0,04924469;
1440,616;0,07876724;0,04820442;
1442,480;0,07835159;0,04784463;
1444,343;0,07799847;0,04754715;
1446,207;0,07785898;0,04746309;
1448,071;0,07800074;0,04766007;
1449,934;0,07737851;0,04709283;
1451,798;0,07614086;0,04590997;
1453,662;0,07507383;0,04489752;
1455,525;0,07517509;0,04505315;
1457,389;0,07662612;0,04655833;
1459,253;0,07500783;0,044994;
1461,116;0,07270888;0,04274879;
1462,980;0,0713895;0,04148295;
1464,844;0,07093278;0,04107957;
1466,707;0,06935679;0,03955671;
1468,571;0,06727857;0,03753143;
1470,435;0,06604782;0,03635341;
1472,298;0,06641242;0,03677053;
1474,162;0,06636257;0,03677302;
1476,026;0,0657851;0,03624768;
1477,889;0,06532779;0,0358423;
1479,753;0,06512815;0,0356944;
1481,617;0,06561021;0,03622801;
1483,480;0,0659791;0,03664824;
1485,344;0,06661472;0,03733502;
1487,208;0,06822441;0,03899567;
1489,071;0,07047606;0,0412981;
1490,935;0,07210708;0,04297971;
1492,799;0,07190559;0,04282861;
1494,662;0,07246181;0,04343503;
1496,526;0,07493904;0,04596228;
1498,390;0,07666304;0,04773612;
1500,253;0,07676669;0,04788941;
1502,117;0,07627559;0,04744777;
1503,981;0,07642649;0,04764795;
1505,844;0,08002054;0,05129109;
1507,708;0,08451838;0,05583784;
1509,572;0,08382016;0,05518836;
1511,435;0,08318423;0,05460098;
1513,299;0,08325302;0,05471814;
1515,163;0,08364363;0,05515695;
1517,026;0,08483278;0,05639411;
1518,890;0,0851729;0,05678207;
1520,754;0,08680124;0,05845807;
1522,618;0,0887677;0,06047203;
1524,481;0,08884463;0,06059626;
1526,345;0,08985828;0,06165706;
1528,209;0,09036374;0,06220949;
1530,072;0,09039102;0,06228357;
1531,936;0,09118445;0,06312363;
1533,800;0,09298817;0,06497381;
1535,663;0,09247464;0,06450656;
1537,527;0,09208347;0,06416151;
1539,391;0,09532984;0,06745384;
1541,254;0,09874036;0,07091014;
1543,118;0,09887282;0,07108821;
1544,982;0,09877649;0,07103735;
1546,845;0,09811173;0,07041788;
1548,709;0,09778555;0,07013682;
1550,573;0,09809562;0,07049185;
1552,436;0,0975398;0,06998084;
1554,300;0,09731016;0,06979584;
1556,164;0,09735747;0,06988763;
1558,027;0,09999909;0,07257358;
1559,891;0,1035975;0,07621612;
1561,755;0,1008909;0,07355354;
1563,618;0,09898943;0,07169594;
1565,482;0,09869951;0,0714497;
1567,346;0,09860663;0,07140037;
1569,209;0,09947183;0,07230895;
1571,073;0,09964786;0,0725282;
1572,937;0,09847804;0,07140146;
1574,800;0,09888387;0,0718502;
1576,664;0,1008143;0,07382345;
1578,528;0,1007002;0,07375188;
1580,391;0,09999651;0,07309069;
1582,255;0,1000263;0,07316278;
1584,119;0,1001441;0,07332278;
1585,982;0,1003887;0,07360935;
1587,846;0,1004586;0,07372115;
1589,710;0,1006048;0,07390906;
1591,573;0,1005729;0,07391872;
1593,437;0,1005741;0,07396135;
1595,301;0,1004848;0,07391341;
1597,164;0,1003108;0,07378047;
1599,028;0,09992125;0,07343196;
1600,892;0,09955147;0,07310304;
1602,755;0,09915697;0,07274925;
1604,619;0,09877636;0,0724092;
1606,483;0,09833763;0,07201091;
1608,346;0,09807922;0,07179279;
1610,210;0,09752209;0,0712758;
1612,074;0,09678808;0,07058181;
1613,937;0,0961817;0,0700153;
1615,801;0,09672036;0,07059369;
1617,665;0,09736116;0,07127409;
1619,528;0,09635239;0,07030478;
1621,392;0,09552893;0,06952064;
1623,256;0,09586012;0,06989102;
1625,119;0,09580601;0,06987596;
1626,983;0,09538745;0,06949632;
1628,847;0,09493102;0,06907867;
1630,710;0,09389775;0,06808406;
1632,574;0,09300937;0,06723419;
1634,438;0,09321478;0,067478;
1636,301;0,09415656;0,06845803;
1638,165;0,09305442;0,06739403;
1640,029;0,09125807;0,06563567;
1641,892;0,0897519;0,06416737;
1643,756;0,08849134;0,06294455;
1645,620;0,08791512;0,06240594;
1647,483;0,08723789;0,06176619;
1649,347;0,08530822;0,05987388;
1651,211;0,08381935;0,05842224;
1653,074;0,08464674;0,05928673;
1654,938;0,08348271;0,05815968;
1656,802;0,08063922;0,05535304;
1658,665;0,07838088;0,05313143;
1660,529;0,07647021;0,05125737;
1662,393;0,07495503;0,04977867;
1664,256;0,07313132;0,04799133;
1666,120;0,07091778;0,04581403;
1667,984;0,06919978;0,04413215;
1669,847;0,06783751;0,04280588;
1671,711;0,06599409;0,04099833;
1673,575;0,06401826;0,03905826;
1675,438;0,06248983;0,03756547;
1677,302;0,06030329;0,03541444;
1679,166;0,05807014;0,0332167;
1681,029;0,05622965;0,03141149;
1682,893;0,05489548;0,03011248;
1684,757;0,05423008;0,02948213;
1686,620;0,05229205;0,02757904;
1688,484;0,05032621;0,02564801;
1690,348;0,04853714;0,02389364;
1692,211;0,04673812;0,02212921;
1694,075;0,04511645;0,02054201;
1695,939;0,04409422;0,01955415;
1697,802;0,04290154;0,01839572;
1699,666;0,04220938;0,01773769;
1701,530;0,04126262;0,01682495;
1703,393;0,03957188;0,01516812;
1705,257;0,03869724;0,01432728;
1707,121;0,03774848;0,01341221;
1708,984;0,03672734;0,01242464;
1710,848;0,03572993;0,0114607;
1712,712;0,0349957;0,01075984;
1714,575;0,03450574;0,01030313;
1716,439;0,03431383;0,01014436;
1718,303;0,03425208;0,01011564;
1720,166;0,03346213;0,009358621;
1722,030;0,03252121;0,008450523;
1723,894;0,03193523;0,007897258;
1725,757;0,03126882;0,007263458;
1727,621;0,03063756;0,006664698;
1729,485;0,03007868;0,006138221;
1731,348;0,0296868;0,005778635;
1733,212;0,0295884;0,005712423;
1735,076;0,0295696;0,005725709;
1736,939;0,02848483;0,004672914;
1738,803;0,02793623;0,004156199;
1740,667;0,02738752;0,003639268;
1742,530;0,02675301;0,003036426;
1744,394;0,0262037;0,002518698;
1746,258;0,02574198;0,002088447;
1748,121;0,02535705;0,001734892;
1749,985;0,02509089;0,001500001;
1751,849;0,02471656;0,001156842;
1753,712;0,02410269;0,0005740503;
1755,576;0,02360663;0,0001089633;
1757,440;0,02343586;-3,093104E-5;
1759,303;0,0229826;-0,0004534191;
1761,167;0,02276468;-0,0006406511;
1763,031;0,02253799;-0,0008367666;
1764,894;0,02207724;-0,001267029;
1766,758;0,02182959;-0,001484285;
1768,622;0,02177805;-0,001505535;
1770,485;0,02159607;-0,001657313;
1772,349;0,02191111;-0,001312168;
1774,213;0,02168291;-0,001510368;
1776,076;0,02130701;-0,001856346;
1777,940;0,0210196;-0,002113943;
1779,804;0,02091271;-0,002191109;
1781,667;0,02090961;-0,002164577;
1783,531;0,02081286;-0,00223178;
1785,395;0,02072495;-0,002290247;
1787,258;0,02047181;-0,002514032;
1789,122;0,02030453;-0,002652049;
1790,986;0,02056065;-0,002366759;
1792,849;0,0209464;-0,001951927;
1794,713;0,02073244;-0,002136889;
1796,577;0,02037576;-0,002464668;
1798,441;0,02031885;-0,00249277;
1800,304;0,02047206;-0,002310845;
1802,168;0,02061322;-0,002141048;
1804,032;0,02051727;-0,002208453;
1805,895;0,02037212;-0,00232515;
1807,759;0,02029536;-0,002373541;
1809,623;0,02037487;-0,002265757;
1811,486;0,02037204;-0,002240393;
1813,350;0,02020794;-0,002376385;
1815,214;0,02005703;-0,002499273;
1817,077;0,02011138;-0,00241699;
1818,941;0,02026013;-0,002240394;
1820,805;0,02035081;-0,002121954;
1822,668;0,02022375;-0,002221336;
1824,532;0,0202787;-0,002138797;
1826,396;0,02036272;-0,002027265;
1828,259;0,02030717;-0,002055392;
1830,123;0,0205816;-0,001753623;
1831,987;0,02055501;-0,001752962;
1833,850;0,02039978;-0,001881018;
1835,714;0,02042535;-0,001828358;
1837,578;0,02033367;-0,001893023;
1839,441;0,0201769;-0,002022876;
1841,305;0,02003646;-0,002136467;
1843,169;0,02025987;-0,001886294;
1845,032;0,02059457;-0,001524911;
1846,896;0,02047066;-0,001622222;
1848,760;0,02031529;-0,001751074;
1850,623;0,02027898;-0,001760938;
1852,487;0,02021284;-0,001800721;
1854,351;0,02025983;-0,001727453;
1856,214;0,02032117;-0,00163991;
1858,078;0,02040281;-0,001532143;
1859,942;0,02047726;-0,001431654;
1861,805;0,02039377;-0,001489176;
1863,669;0,02009783;-0,001759222;
1865,533;0,02012038;-0,001710865;
1867,396;0,02021036;-0,001595144;
1869,260;0,02041885;-0,001361004;
1871,124;0,02045718;-0,001297088;
1872,987;0,02032487;-0,001403897;
1874,851;0,02018103;-0,001522309;
1876,715;0,02035868;-0,00131931;
1878,578;0,02042504;-0,001227664;
1880,442;0,02023959;-0,00138792;
1882,306;0,01994036;-0,001662021;
1884,169;0,0198209;-0,001756431;
1886,033;0,01984932;-0,001703033;
1887,897;0,01993982;-0,001587626;
1889,760;0,02000154;-0,001501071;
1891,624;0,02004392;-0,001433937;
1893,488;0,02001419;-0,001438982;
1895,351;0,02007842;-0,00135014;
1897,215;0,01997148;-0,001432546;
1899,079;0,01991998;-0,00145957;
1900,942;0,01980835;-0,001546809;
1902,806;0,01965591;-0,001674924;
1904,670;0,01949845;-0,001808132;
1906,533;0,01934721;-0,001935192;
1908,397;0,01939641;-0,001861882;
1910,261;0,01961937;-0,001614881;
1912,124;0,01939167;-0,001818619;
1913,988;0,01906872;-0,00211767;
1915,852;0,01908906;-0,002073492;
1917,715;0,01922673;-0,001912065;
1919,579;0,01903975;-0,002075353;
1921,443;0,01869629;-0,002395195;
1923,306;0,01851655;-0,002551377;
1925,170;0,01870636;-0,002338083;
1927,034;0,01835522;-0,002665804;
1928,897;0,01804638;-0,002951295;
1930,761;0,01782257;-0,003151826;
1932,625;0,01756233;-0,003388854;
1934,488;0,01759399;-0,003334046;
1936,352;0,01770508;-0,003199879;
1938,216;0,01730814;-0,003573802;
1940,079;0,01683474;-0,004024258;
1941,943;0,01678352;-0,00405259;
1943,807;0,01688248;-0,003930814;
1945,670;0,01647501;-0,004315534;
1947,534;0,01602483;-0,004743029;
1949,398;0,01577892;-0,004966325;
1951,261;0,01564227;-0,00508042;
1953,125;0,01543656;-0,005263635;
1954,989;0,01495883;-0,005718937;
1956,852;0,01401933;-0,006636077;
1958,716;0,01340494;-0,007228166;
1960,580;0,01356294;-0,007047932;
1962,443;0,0132596;-0,007329103;
1964,307;0,01224364;-0,008322954;
1966,171;0,01205408;-0,008490466;
1968,034;0,01162024;-0,008902329;
1969,898;0,01170281;-0,008797831;
1971,762;0,01127261;-0,009206181;
1973,625;0,01049762;-0,009959372;
1975,489;0,01005608;-0,01037917;
1977,353;0,01027402;-0,01013956;
1979,216;0,01085492;-0,009537047;
1981,080;0,01176204;-0,008608382;
1982,944;0,01221411;-0,008134822;
1984,807;0,01274102;-0,007586482;
1986,671;0,01301454;-0,00729159;
1988,535;0,0131983;-0,007086521;
1990,398;0,01331483;-0,006948734;
1992,262;0,01314577;-0,007096612;
1994,126;0,01360495;-0,006616293;
1995,989;0,01372821;-0,006471961;
1997,853;0,01295135;-0,007227815;
1999,717;0,01261274;-0,007545467;
2001,580;0,01225026;-0,007887055;
2003,444;0,01206685;-0,008049622;
2005,308;0,01156781;-0,008527882;
2007,171;0,01132646;-0,008748519;
2009,035;0,01157572;-0,008478595;
2010,899;0,01195563;-0,008078072;
2012,762;0,01155695;-0,008456202;
2014,626;0,01074225;-0,009250414;
2016,490;0,01038356;-0,009588673;
2018,353;0,01049812;-0,009453726;
