;May04_TPC_06-04-0_HMW;May04_TPC_06-04-0_HMW (baseline corrected);
Wavelength [nm];Absorbance;absorbance;
2072,400;0,02150316;-0,0006312104;
2074,264;0,02154291;-0,0005810063;
2076,127;0,02174991;-0,000363587;
2077,991;0,02249187;0,0003887447;
2079,855;0,02281459;0,0007218078;
2081,718;0,02301842;0,0009359449;
2083,582;0,02306982;0,0009976086;
2085,446;0,02314538;0,001083397;
2087,309;0,02317833;0,001126544;
2089,173;0,02313561;0,001093985;
2091,037;0,02299748;0,0009659753;
2092,900;0,02304886;0,001027443;
2094,764;0,02322949;0,001218121;
2096,628;0,02336518;0,001363826;
2098,491;0,02352878;0,001537399;
2100,355;0,02405941;0,002077972;
2102,219;0,02401744;0,002045908;
2104,082;0,02388716;0,001925505;
2105,946;0,02383762;0,001885805;
2107,810;0,0237789;0,00183689;
2109,673;0,02379878;0,001866532;
2111,537;0,0239562;0,002033687;
2113,401;0,0241963;0,00228349;
2115,264;0,02421284;0,002309693;
2117,128;0,02410585;0,002212336;
2118,992;0,02408716;0,002203246;
2120,855;0,02338563;0,001511277;
2122,719;0,02307528;0,001210462;
2124,583;0,02309474;0,001239418;
2126,446;0,02293499;0,001089127;
2128,310;0,02240906;0,0005726263;
2130,174;0,02160348;-0,0002235531;
2132,037;0,02085317;-0,0009644966;
2133,901;0,0204177;-0,001390641;
2135,765;0,01979773;-0,002001309;
2137,628;0,01965302;-0,002136747;
2139,492;0,01911657;-0,002663967;
2141,356;0,01849145;-0,003279883;
2143,219;0,01806578;-0,003696378;
2145,083;0,01788751;-0,003865517;
2146,947;0,01751229;-0,004231628;
2148,810;0,01694301;-0,00479183;
2150,674;0,01617971;-0,00554609;
2152,538;0,01469944;-0,007017341;
2154,401;0,01281668;-0,008891124;
2156,265;0,01192627;-0,009772582;
2158,129;0,0113147;-0,01037523;
2159,992;0,01237324;-0,009307805;
2161,856;0,01407622;-0,007595962;
2163,720;0,01459475;-0,0070686;
2165,583;0,01463713;-0,007017427;
2167,447;0,01514662;-0,006499167;
2169,311;0,01619324;-0,005443815;
2171,174;0,01671901;-0,004909334;
2173,038;0,01627852;-0,005341143;
2174,902;0,01700185;-0,004609167;
2176,765;0,01762052;-0,003981881;
2178,629;0,01779306;-0,003800756;
2180,493;0,01816188;-0,003423373;
2182,356;0,01836947;-0,003207247;
2184,220;0,01830034;-0,00326788;
2186,084;0,01847517;-0,00308458;
2187,947;0,0190978;-0,00245351;
2189,811;0,01975115;-0,001791738;
2191,675;0,01995196;-0,001582545;
2193,538;0,02059372;-0,0009324245;
2195,402;0,02083904;-0,0006787779;
2197,266;0,02126947;-0,0002400521;
2199,129;0,02154337;4,212996E-5;
2200,993;0,02115243;-0,0003405683;
2202,857;0,02143069;-5,409591E-5;
2204,720;0,02144672;-2,986905E-5;
2206,584;0,02142566;-4,277225E-5;
2208,448;0,02220753;0,0007472343;
2210,311;0,02236736;0,0009151647;
2212,175;0,02256447;0,001120362;
2214,039;0,02293572;0,001499661;
2215,902;0,02333701;0,001908978;
2217,766;0,0232266;0,001806568;
2219,630;0,02322783;0,001815764;
2221,493;0,02383803;0,002433908;
2223,357;0,02392264;0,002526436;
2225,221;0,02383242;0,002444104;
2227,084;0,02436709;0,002986648;
2228,948;0,02429166;0,002919051;
2230,812;0,02429054;0,002925742;
2232,675;0,02499511;0,003638106;
2234,539;0,02544874;0,004099488;
2236,403;0,02525888;0,003917362;
2238,266;0,02527867;0,003944865;
2240,130;0,02553129;0,004205169;
2241,994;0,0254106;0,004092141;
2243,857;0,02520765;0,003896823;
2245,721;0,02585111;0,004547883;
2247,585;0,02634758;0,005051939;
2249,448;0,02674196;0,005453874;
2251,312;0,02686787;0,005587313;
2253,176;0,02698873;0,005715684;
2255,039;0,02741402;0,006148459;
2256,903;0,02778879;0,006530686;
2258,767;0,02763318;0,006382508;
2260,630;0,02787183;0,006628561;
2262,494;0,02799386;0,006757973;
2264,358;0,02806217;0,00683365;
2266,221;0,02839724;0,007176051;
2268,085;0,02871634;0,007502462;
2269,949;0,02880206;0,007595467;
2271,812;0,02918585;0,007986526;
2273,676;0,02957768;0,008385597;
2275,540;0,02977155;0,008586684;
2277,403;0,02989252;0,008714838;
2279,267;0,0302063;0,009035789;
2281,131;0,03058905;0,009425684;
2282,994;0,03099192;0,009835679;
2284,858;0,03117888;0,01002974;
2286,722;0,03144081;0,01029874;
2288,585;0,03157822;0,01044321;
2290,449;0,03173621;0,01060823;
2292,313;0,0317355;0,01061452;
2294,176;0,03166834;0,01055434;
2296,040;0,03170297;0,01059594;
2297,904;0,03183045;0,01073036;
2299,767;0,03189065;0,01079748;
2301,631;0,03199823;0,01091195;
2303,495;0,03202603;0,01094662;
2305,358;0,03207445;0,01100189;
2307,222;0,03211344;0,01104771;
2309,086;0,03220789;0,01114897;
2310,949;0,03229555;0,01124341;
2312,813;0,0325155;0,01147011;
2314,677;0,03255597;0,01151733;
2316,540;0,0325389;0,01150697;
2318,404;0,03286189;0,01183666;
2320,268;0,0332136;0,01219505;
2322,131;0,03334847;0,01233658;
2323,995;0,03342474;0,01241948;
2325,859;0,03284797;0,01184932;
2327,722;0,03222599;0,01123392;
2329,586;0,03223292;0,01124743;
2331,450;0,0323692;0,01139025;
2333,313;0,03224514;0,01127272;
2335,177;0,03227657;0,01131066;
2337,041;0,03230698;0,01134755;
2338,904;0,03233971;0,01138675;
2340,768;0,0324699;0,01152338;
2342,632;0,03279755;0,01185745;
2344,495;0,03293597;0,01200228;
2346,359;0,0327546;0,01182729;
2348,223;0,03227166;0,01135072;
2350,087;0,0317277;0,0108131;
2351,950;0,03144245;0,01053417;
2353,814;0,03173668;0,01083471;
2355,678;0,03204742;0,01115172;
2357,541;0,03193099;0,01104156;
2359,405;0,0315712;0,01068801;
2361,269;0,03154975;0,01067278;
2363,132;0,03190987;0,0110391;
2364,996;0,03220349;0,01133891;
2366,860;0,03225651;0,0113981;
2368,723;0,03232416;0,01147189;
2370,587;0,03262907;0,01178293;
2372,451;0,03282074;0,0119807;
2374,314;0,03285226;0,01201831;
2376,178;0,03285618;0,01202831;
2378,042;0,03284099;0,01201916;
2379,905;0,03283006;0,01201426;
2381,769;0,03284498;0,01203519;
2383,633;0,03273748;0,01193369;
2385,496;0,03264244;0,01184462;
2387,360;0,03268294;0,01189108;
2389,224;0,03269674;0,01191082;
2391,087;0,03270722;0,01192721;
2392,951;0,03278242;0,01200831;
2394,815;0,03282272;0,01205449;
2396,678;0,03272686;0,0119645;
2398,542;0,03273225;0,01197573;
2400,406;0,03268317;0,01193248;
2402,269;0,03261894;0,01187406;
2404,133;0,03251191;0,01177282;
2405,997;0,03252867;0,01179535;
2407,860;0,03268909;0,01196152;
2409,724;0,03276921;0,01204739;
2411,588;0,0328024;0,01208629;
2413,451;0,03278187;0,01207147;
2415,315;0,03277447;0,01206976;
2417,179;0,03286384;0,01216479;
2419,042;0,03303405;0,01234065;
2420,906;0,03300989;0,01232212;
2422,770;0,03286419;0,01218203;
2424,633;0,03284757;0,01217101;
2426,497;0,03293936;0,01226838;
2428,361;0,03297665;0,01231124;
2430,224;0,03273616;0,0120763;
2432,088;0,03268871;0,01203437;
2433,952;0,03298703;0,01233821;
2435,815;0,03320289;0,01255956;
2437,679;0,03312296;0,01248511;
2439,543;0,03318161;0,01254922;
2441,406;0,03331853;0,01269158;
2443,270;0,03325258;0,01263106;
2445,134;0,03335368;0,01273757;
2446,997;0,03359222;0,01298152;
2448,861;0,03359367;0,01298835;
2450,725;0,0336132;0,01301323;
2452,588;0,03366308;0,01306846;
2454,452;0,0337279;0,01313861;
2456,316;0,03379284;0,01320886;
2458,179;0,03374501;0,01316633;
2460,043;0,03375556;0,01318216;
2461,907;0,033747;0,01317887;
2463,770;0,03378727;0,0132244;
2465,634;0,03380936;0,01325172;
2467,498;0,03368249;0,01313006;
2469,361;0,03355697;0,01300975;
2471,225;0,0337306;0,01318857;
2473,089;0,03391402;0,01337716;
2474,952;0,03409121;0,0135595;
2476,816;0,03419034;0,01366377;
2478,680;0,03398473;0,01346328;
2480,543;0,03380011;0,01328378;
2482,407;0,03413328;0,01362204;
2484,271;0,0343852;0,01387904;
2486,134;0,03424093;0,01373984;
2487,998;0,03419545;0,01369941;
2489,862;0,03433757;0,01384656;
2491,725;0,03428756;0,01380156;
2493,589;0,03446592;0,01398493;
2495,453;0,03465536;0,01417936;
2497,316;0,03452749;0,01405646;
2499,180;0,03442052;0,01395445;
2501,044;0,03453316;0,01407203;
2502,907;0,03462601;0,01416982;
2504,771;0,03479294;0,01434166;
2506,635;0,03482689;0,01438051;
2508,498;0,03488986;0,01444836;
2510,362;0,0350042;0,01456757;
2512,226;0,03490352;0,01447175;
2514,089;0,03472341;0,01429648;
2515,953;0,0348602;0,01443811;
2517,817;0,03497478;0,0145575;
2519,680;0,03496856;0,01455608;
2521,544;0,0349921;0,0145844;
2523,408;0,03501755;0,01461462;
2525,271;0,03492205;0,01452387;
2527,135;0,03507612;0,01468269;
2528,999;0,03543468;0,01504597;
2530,862;0,03546932;0,01508534;
2532,726;0,03542763;0,01504835;
2534,590;0,03553816;0,01516357;
2536,453;0,03556555;0,01519562;
2538,317;0,03573301;0,01536775;
2540,181;0,03586439;0,01550377;
2542,044;0,03569425;0,01533827;
2543,908;0,0357565;0,01540513;
2545,772;0,03597836;0,0156316;
2547,635;0,03604349;0,01570132;
2549,499;0,03604521;0,01570762;
2551,363;0,03604276;0,01570974;
2553,226;0,03610937;0,0157809;
2555,090;0,03619834;0,0158744;
2556,954;0,03628791;0,0159685;
2558,817;0,03638266;0,01606777;
2560,681;0,03656939;0,01625899;
2562,545;0,03665708;0,01635117;
2564,408;0,03665761;0,01635617;
2566,272;0,03666144;0,01636446;
2568,136;0,03667431;0,01638178;
2569,999;0,03682521;0,01653712;
2571,863;0,03688916;0,01660548;
2573,727;0,03700528;0,01672602;
2575,590;0,03726818;0,01699331;
2577,454;0,03740058;0,01713009;
2579,318;0,03745849;0,01719237;
2581,181;0,03757894;0,01731718;
2583,045;0,03769647;0,01743906;
2584,909;0,03770926;0,01745618;
2586,772;0,03781874;0,01756998;
2588,636;0,03802365;0,01777919;
2590,500;0,03814237;0,01790221;
2592,363;0,03821651;0,01798064;
2594,227;0,03835685;0,01812525;
2596,091;0,03845714;0,0182298;
2597,954;0,0387692;0,0185461;
2599,818;0,03892531;0,01870645;
2601,682;0,0388919;0,01867725;
2603,545;0,03885828;0,01864785;
2605,409;0,03900184;0,0187956;
2607,273;0,03920625;0,0190042;
2609,136;0,03933658;0,0191387;
2611,000;0,03943024;0,01923653;
2612,864;0,03951934;0,01932978;
2614,727;0,03957401;0,01938859;
2616,591;0,03981232;0,01963103;
2618,455;0,03988351;0,01970633;
2620,318;0,0400927;0,01991962;
2622,182;0,04030006;0,02013107;
2624,046;0,04042877;0,02026387;
2625,910;0,04054884;0,02038801;
2627,773;0,04063266;0,02047587;
2629,637;0,04070394;0,0205512;
2631,501;0,04079071;0,02064201;
2633,364;0,0409488;0,02080412;
2635,228;0,04117777;0,0210371;
2637,092;0,04133624;0,02119957;
2638,955;0,04150587;0,02137319;
2640,819;0,04160655;0,02147785;
2642,683;0,04177592;0,02165118;
2644,546;0,0419047;0,02178391;
2646,410;0,04192449;0,02180765;
2648,274;0,04187111;0,0217582;
2650,137;0,04206248;0,0219535;
2652,001;0,04224023;0,02213515;
2653,865;0,04226804;0,02216686;
2655,728;0,04223514;0,02213785;
2657,592;0,0422168;0,02212339;
2659,456;0,04225711;0,02216757;
2661,319;0,0423366;0,02225091;
2663,183;0,04229098;0,02220914;
2665,047;0,04227665;0,02219865;
2666,910;0,04238846;0,02231428;
2668,774;0,04238613;0,02231576;
2670,638;0,04244068;0,02237411;
2672,501;0,04255845;0,02249567;
2674,365;0,04258655;0,02252756;
2676,229;0,04263439;0,02257916;
2678,092;0,04271667;0,02266521;
2679,956;0,04288653;0,02283881;
2681,820;0,04301685;0,02297288;
2683,683;0,04310283;0,02306258;
2685,547;0,04314743;0,0231109;
2687,411;0,04330467;0,02327185;
2689,274;0,0433889;0,02335978;
2691,138;0,04338993;0,0233645;
2693,002;0,04340813;0,02338638;
2694,865;0,0434473;0,02342922;
2696,729;0,04346628;0,02345185;
2698,593;0,04357776;0,02356697;
2700,456;0,04374995;0,02374281;
2702,320;0,04387048;0,02386696;
2704,184;0,04383894;0,02383904;
2706,047;0,04389025;0,02389396;
2707,911;0,04405449;0,0240618;
2709,775;0,0441743;0,02418519;
2711,638;0,04423472;0,02424919;
2713,502;0,04437843;0,02439647;
2715,366;0,04442194;0,02444354;
2717,229;0,04453074;0,02455588;
2719,093;0,04457639;0,02460507;
2720,957;0,04458956;0,02462177;
2722,820;0,04463198;0,02466771;
2724,684;0,04473266;0,0247719;
2726,548;0,04493711;0,02497985;
2728,411;0,04521743;0,02526366;
2730,275;0,04525639;0,0253061;
2732,139;0,04528033;0,02533351;
2734,002;0,0452933;0,02534994;
2735,866;0,04537365;0,02543374;
2737,730;0,04553649;0,02560003;
2739,593;0,0456853;0,02575227;
2741,457;0,04563823;0,02570863;
2743,321;0,0456108;0,02568462;
2745,184;0,04565154;0,02572876;
2747,048;0,04570703;0,02578765;
2748,912;0,04590013;0,02598413;
2750,775;0,04616111;0,02624849;
2752,639;0,04629884;0,02638959;
2754,503;0,04649717;0,02659128;
2756,366;0,04653982;0,02663728;
2758,230;0,04655252;0,02665332;
2760,094;0,04661555;0,02671968;
2761,957;0,04663814;0,0267456;
2763,821;0,04668186;0,02679264;
2765,685;0,04678957;0,02690365;
2767,548;0,04683775;0,02695512;
2769,412;0,04693364;0,0270543;
2771,276;0,04694364;0,02706758;
2773,139;0,04703416;0,02716138;
2775,003;0,04721245;0,02734292;
2776,867;0,04749999;0,02763372;
2778,730;0,0475856;0,02772257;
2780,594;0,04778289;0,0279231;
2782,458;0,04793186;0,02807529;
2784,321;0,0479563;0,02810295;
2786,185;0,04795481;0,02810467;
2788,049;0,04795289;0,02810595;
2789,912;0,04805918;0,02821544;
2791,776;0,04840631;0,02856576;
2793,640;0,04847179;0,0286344;
2795,503;0,04856279;0,02872857;
2797,367;0,04864371;0,02881265;
2799,231;0,04885788;0,02902997;
2801,094;0,04906345;0,02923869;
2802,958;0,04920253;0,0293809;
2804,822;0,04931912;0,02950062;
2806,685;0,0493821;0,02956671;
2808,549;0,04943112;0,02961884;
2810,413;0,04978544;0,02997626;
2812,276;0,05006337;0,03025728;
2814,140;0,05020765;0,03040464;
2816,004;0,05018874;0,03038881;
2817,867;0,05024682;0,03044996;
2819,731;0,0504628;0,030669;
2821,595;0,05069026;0,03089951;
2823,458;0,05082332;0,03103561;
2825,322;0,05099876;0,03121409;
2827,186;0,0510817;0,03130006;
2829,049;0,05131576;0,03153714;
2830,913;0,05153994;0,03176433;
2832,777;0,05163679;0,03186418;
2834,640;0,05168264;0,03191303;
2836,504;0,0518492;0,03208258;
2838,368;0,05214092;0,03237728;
2840,231;0,05257429;0,03281362;
2842,095;0,05290082;0,03314311;
2843,959;0,0530821;0,03332735;
2845,822;0,05317397;0,03342217;
2847,686;0,05340661;0,03365774;
2849,550;0,05365062;0,03390469;
2851,413;0,05391727;0,03417427;
2853,277;0,05420471;0,03446462;
2855,141;0,0543907;0,03465353;
2857,004;0,05431813;0,03458386;
2858,868;0,05448126;0,03474989;
2860,732;0,05484594;0,03511745;
2862,595;0,05529177;0,03556616;
2864,459;0,05543124;0,0357085;
2866,323;0,05554985;0,03582998;
2868,186;0,0556487;0,03593168;
2870,050;0,05576097;0,03604681;
2871,914;0,05576793;0,03605661;
2873,777;0,05599091;0,03628242;
2875,641;0,0561983;0,03649264;
2877,505;0,05633975;0,03663692;
2879,368;0,05649694;0,03679693;
2881,232;0,0566645;0,03696729;
2883,096;0,05655997;0,03686556;
2884,959;0,05663716;0,03694554;
2886,823;0,05691329;0,03722445;
2888,687;0,05700547;0,03731941;
2890,550;0,05695056;0,03726728;
2892,414;0,05723324;0,03755272;
2894,278;0,05738678;0,03770901;
2896,141;0,0575251;0,03785008;
2898,005;0,05777745;0,03810517;
2899,869;0,05806457;0,03839502;
2901,733;0,05830758;0,03864076;
2903,596;0,0586658;0,03900171;
2905,460;0,05882521;0,03916383;
2907,324;0,05897297;0,0393143;
2909,187;0,05918593;0,03952996;
2911,051;0,05947658;0,03982331;
2912,915;0,05962581;0,03997522;
2914,778;0,05990728;0,04025937;
2916,642;0,06011832;0,04047309;
2918,506;0,06045243;0,04080985;
2920,369;0,06073645;0,04109653;
2922,233;0,06100818;0,04137092;
2924,097;0,06106657;0,04143195;
2925,960;0,0612152;0,04158322;
2927,824;0,06119972;0,04157038;
2929,688;0,06127744;0,04165072;
2931,551;0,06137798;0,04175387;
2933,415;0,06160156;0,04198007;
2935,279;0,06152189;0,041903;
2937,142;0,06142417;0,04180789;
2939,006;0,0612462;0,04163251;
2940,870;0,061124;0,04151289;
2942,733;0,0609053;0,04129677;
2944,597;0,06071467;0,04110872;
2946,461;0,06057476;0,04097137;
2948,324;0,06073846;0,04113763;
2950,188;0,06060732;0,04100904;
2952,052;0,06048574;0,04089001;
2953,915;0,06052982;0,04093663;
2955,779;0,06055637;0,04096571;
2957,643;0,06043321;0,04084508;
2959,506;0,06043325;0,04084764;
2961,370;0,06028447;0,04070138;
2963,234;0,06024387;0,04066329;
2965,097;0,06007887;0,04050079;
2966,961;0,06002035;0,04044476;
2968,825;0,05992161;0,04034851;
2970,688;0,05978283;0,04021221;
2972,552;0,05955222;0,03998409;
2974,416;0,05963571;0,04007004;
2976,279;0,05944912;0,03988591;
2978,143;0,05930944;0,0397487;
2980,007;0,05916673;0,03960844;
2981,870;0,05916511;0,03960926;
2983,734;0,05913206;0,03957865;
2985,598;0,05896711;0,03941614;
2987,461;0,05867545;0,0391269;
2989,325;0,05859175;0,03904563;
2991,189;0,05860032;0,03905661;
2993,052;0,05873046;0,03918916;
2994,916;0,05867332;0,03913443;
2996,780;0,05862913;0,03909264;
2998,643;0,05861201;0,03907791;
3000,507;0,05878717;0,03925546;
3002,371;0,05879763;0,0392683;
3004,234;0,05890984;0,03938289;
3006,098;0,05892504;0,03940045;
3007,962;0,05896353;0,0394413;
3009,825;0,05892622;0,03940635;
3011,689;0,05896561;0,03944809;
3013,553;0,05909007;0,03957489;
3015,416;0,05923222;0,03971938;
3017,280;0,05944448;0,03993398;
3019,144;0,05976277;0,0402546;
3021,007;0,05975756;0,0402517;
3022,871;0,06002813;0,04052459;
3024,735;0,06013988;0,04063866;
3026,598;0,06030291;0,04080399;
3028,462;0,0604362;0,04093957;
3030,326;0,06063072;0,04113639;
3032,189;0,06063696;0,04114492;
3034,053;0,06076118;0,04127142;
3035,917;0,06099068;0,0415032;
3037,780;0,06142095;0,04193574;
3039,644;0,06144769;0,04196474;
3041,508;0,06150513;0,04202444;
3043,371;0,06167108;0,04219265;
3045,235;0,06191457;0,04243838;
3047,099;0,06200106;0,04252712;
3048,962;0,06235536;0,04288366;
3050,826;0,06257914;0,04310967;
3052,690;0,06285855;0,0433913;
3054,553;0,06298491;0,04351989;
3056,417;0,06312405;0,04366125;
3058,281;0,06341101;0,04395042;
3060,144;0,06378483;0,04432644;
3062,008;0,06385064;0,04439445;
3063,872;0,0639902;0,0445362;
3065,735;0,06385929;0,04440749;
3067,599;0,06402346;0,04457384;
3069,463;0,06429853;0,04485109;
3071,326;0,06471334;0,04526807;
3073,190;0,06485369;0,04541059;
3075,054;0,06484735;0,04540641;
3076,917;0,0646128;0,04517402;
3078,781;0,06477227;0,04533564;
3080,645;0,06501285;0,04557837;
3082,508;0,06531639;0,04588406;
3084,372;0,06536472;0,04593451;
3086,236;0,06563168;0,04620361;
3088,099;0,065855;0,04642905;
3089,963;0,06611467;0,04669085;
3091,827;0,06620581;0,04678411;
3093,690;0,06649176;0,04707216;
3095,554;0,06666803;0,04725054;
3097,418;0,066803;0,04738761;
3099,281;0,06691756;0,04750427;
3101,145;0,06726674;0,04785554;
3103,009;0,0673747;0,04796559;
3104,872;0,06758987;0,04818284;
3106,736;0,06755259;0,04814764;
3108,600;0,06766149;0,04825861;
3110,463;0,0678897;0,04848888;
3112,327;0,06827902;0,04888026;
3114,191;0,06795797;0,04856126;
3116,054;0,06770352;0,04830887;
3117,918;0,06790267;0,04851007;
3119,782;0,06829232;0,04890176;
3121,645;0,06851132;0,0491228;
3123,509;0,06916169;0,04977519;
3125,373;0,06950212;0,05011766;
3127,236;0,06974789;0,05036544;
3129,100;0,06991643;0,050536;
3130,964;0,07012963;0,05075121;
3132,827;0,07024182;0,05086541;
3134,691;0,07036939;0,05099498;
3136,555;0,07029847;0,05092606;
3138,418;0,07034162;0,05097121;
3140,282;0,07037349;0,05100506;
3142,146;0,07095489;0,05158845;
3144,009;0,07141456;0,05205009;
3145,873;0,07181095;0,05244846;
3147,737;0,07180832;0,0524478;
3149,600;0,07173856;0,05238001;
3151,464;0,07159811;0,05224152;
3153,328;0,07193714;0,05258251;
3155,191;0,07234132;0,05298864;
3157,055;0,07277295;0,05342221;
3158,919;0,07306081;0,05371201;
3160,782;0,07309913;0,05375227;
3162,646;0,0730531;0,05370817;
3164,510;0,07352773;0,05418473;
3166,373;0,07381354;0,05447246;
3168,237;0,07392097;0,05458182;
3170,101;0,07387311;0,05453587;
3171,964;0,07407574;0,05474041;
3173,828;0,07427851;0,05494509;
3175,692;0,07457803;0,05524651;
3177,556;0,07464697;0,05531735;
3179,419;0,07494264;0,0556149;
3181,283;0,07503089;0,05570504;
3183,147;0,07510367;0,05577971;
3185,010;0,07517071;0,05584863;
3186,874;0,07545977;0,05613956;
3188,738;0,07540851;0,05609018;
3190,601;0,07563349;0,05631702;
3192,465;0,07573758;0,05642297;
3194,329;0,07582011;0,05650736;
3196,192;0,07587144;0,05656054;
3198,056;0,07611214;0,05680309;
3199,920;0,07610391;0,05679671;
3201,783;0,07624556;0,05694019;
3203,647;0,07629087;0,05698734;
3205,511;0,07656137;0,05725967;
3207,374;0,07664336;0,05734349;
3209,238;0,07668668;0,05738863;
3211,102;0,07660374;0,05730751;
3212,965;0,07676842;0,05747401;
3214,829;0,07687894;0,05758634;
3216,693;0,07694588;0,05765509;
3218,556;0,07691944;0,05763044;
3220,420;0,07720659;0,05791939;
3222,284;0,07734616;0,05806076;
3224,147;0,07746477;0,05818116;
3226,011;0,07722935;0,05794752;
3227,875;0,07724572;0,05796567;
3229,738;0,07715561;0,05787735;
3231,602;0,07721216;0,05793567;
3233,466;0,07712715;0,05785242;
3235,329;0,07711812;0,05784516;
3237,193;0,07711749;0,05784629;
3239,057;0,0774102;0,05814075;
3240,920;0,07740375;0,05813606;
3242,784;0,07753644;0,0582705;
3244,648;0,07737981;0,05811561;
3246,511;0,07729122;0,05802876;
3248,375;0,07717456;0,05791384;
3250,239;0,07749065;0,05823167;
3252,102;0,07749766;0,0582404;
3253,966;0,0776728;0,05841727;
3255,830;0,07755043;0,05829662;
3257,693;0,07757561;0,05832352;
3259,557;0,07753774;0,05828736;
3261,421;0,07769042;0,05844175;
3263,284;0,07762242;0,05837546;
3265,148;0,07760065;0,05835538;
3267,012;0,07756292;0,05831935;
3268,875;0,07753107;0,0582892;
3270,739;0,07719866;0,05795847;
3272,603;0,07733268;0,05809418;
3274,466;0,07716481;0,057928;
3276,330;0,07719094;0,0579558;
3278,194;0,07726344;0,05802997;
3280,057;0,07739786;0,05816607;
3281,921;0,07729217;0,05806204;
3283,785;0,07738532;0,05815685;
3285,648;0,07717676;0,05794995;
3287,512;0,07722268;0,05799754;
3289,376;0,07712562;0,05790212;
3291,239;0,07701431;0,05779246;
3293,103;0,07677695;0,05755675;
3294,967;0,07700392;0,05778536;
3296,830;0,07698889;0,05777196;
3298,694;0,07687058;0,05765529;
3300,558;0,076813;0,05759933;
3302,421;0,07696346;0,05775142;
3304,285;0,07650896;0,05729854;
3306,149;0,07629236;0,05708356;
3308,012;0,07643326;0,05722608;
3309,876;0,0767042;0,05749863;
3311,740;0,07665429;0,05745032;
3313,603;0,07678087;0,05757851;
3315,467;0,07676292;0,05756216;
3317,331;0,07684283;0,05764367;
3319,194;0,07672033;0,05752276;
3321,058;0,07656319;0,05736721;
3322,922;0,07618387;0,05698948;
3324,785;0,07604143;0,05684862;
3326,649;0,07579729;0,05660606;
3328,513;0,0761845;0,05699485;
3330,376;0,07617064;0,05698256;
3332,240;0,07591632;0,05672981;
3334,104;0,07579689;0,05661194;
3335,967;0,07584963;0,05666624;
3337,831;0,07566831;0,05648648;
3339,695;0,07576641;0,05658614;
3341,558;0,07554003;0,0563613;
3343,422;0,07545951;0,05628233;
3345,286;0,07524705;0,05607142;
3347,149;0,07541637;0,05624227;
3349,013;0,07523485;0,05606229;
3350,877;0,0750316;0,05586057;
3352,740;0,07470583;0,05553634;
3354,604;0,0747701;0,05560213;
3356,468;0,07468323;0,05551678;
3358,331;0,07470568;0,05554076;
3360,195;0,07445542;0,05529201;
3362,059;0,07444003;0,05527814;
3363,922;0,07407146;0,05491108;
3365,786;0,07386543;0,05470656;
3367,650;0,07356258;0,05440521;
3369,513;0,07359283;0,05443696;
3371,377;0,07344794;0,05429357;
3373,241;0,07323625;0,05408336;
3375,104;0,07297011;0,05381872;
3376,968;0,07292928;0,05377938;
3378,832;0,07258488;0,05343646;
3380,695;0,07239842;0,05325149;
3382,559;0,07212096;0,0529755;
3384,423;0,07200885;0,05286486;
3386,286;0,07170426;0,05256174;
3388,150;0,07161728;0,05247623;
3390,014;0,07139916;0,05225957;
3391,877;0,07130076;0,05216264;
3393,741;0,07090814;0,05177147;
3395,605;0,07067248;0,05153727;
3397,468;0,07055771;0,05142394;
3399,332;0,07047344;0,05134113;
3401,196;0,07002351;0,05089265;
3403,059;0,06983553;0,0507061;
3404,923;0,06924439;0,0501164;
3406,787;0,06905711;0,04993056;
3408,650;0,06862194;0,04949682;
3410,514;0,06823016;0,04910647;
3412,378;0,06802754;0,04890528;
3414,241;0,06786862;0,04874778;
3416,105;0,06751557;0,04839614;
3417,969;0,06757533;0,04845733;
3419,832;0,06719404;0,04807745;
3421,696;0,06674503;0,04762985;
3423,560;0,06638985;0,04727608;
3425,423;0,06614889;0,04703652;
3427,287;0,06577582;0,04666486;
3429,151;0,06579562;0,04668606;
3431,014;0,06534773;0,04623955;
3432,878;0,06500445;0,04589767;
3434,742;0,06455643;0,04545103;
3436,605;0,06430784;0,04520384;
3438,469;0,06382488;0,04472225;
3440,333;0,06368979;0,04458855;
3442,196;0,06345008;0,04435021;
3444,060;0,06309566;0,04399717;
3445,924;0,06242426;0,04332714;
3447,787;0,0622222;0,04312645;
3449,651;0,06201667;0,04292228;
3451,515;0,06186755;0,04277453;
3453,379;0,0613683;0,04227664;
3455,242;0,06111639;0,04202608;
3457,106;0,06076648;0,04167753;
3458,970;0,06027737;0,04118977;
3460,833;0,05976398;0,04067772;
3462,697;0,05986309;0,04077819;
3464,561;0,05942229;0,04033872;
3466,424;0,05892565;0,03984343;
3468,288;0,05856533;0,03948444;
3470,152;0,05847698;0,03939742;
3472,015;0,05791063;0,0388324;
3473,879;0,05767763;0,03860073;
3475,743;0,0573229;0,03824733;
3477,606;0,05701251;0,03793826;
3479,470;0,05661117;0,03753824;
3481,334;0,05631461;0,037243;
3483,197;0,05576956;0,03669926;
3485,061;0,05562509;0,0365561;
3486,925;0,05500616;0,03593848;
3488,788;0,05460255;0,03553618;
3490,652;0,05434599;0,03528091;
3492,516;0,05412868;0,03506491;
3494,379;0,05353666;0,03447418;
3496,243;0,05329575;0,03423457;
3498,107;0,05300625;0,03394636;
3499,970;0,05277361;0,03371501;
3501,834;0,05214687;0,03308955;
3503,698;0,05188351;0,03282748;
3505,561;0,05151855;0,0324638;
3507,425;0,0513582;0,03230473;
