;May12_TPC_02-08-0_LMW;May12_TPC_02-08-0_LMW (baseline corrected);
911,334;0,03488802;0,00761165;
913,198;0,03499061;0,007808807;
915,061;0,03511735;0,008029527;
916,925;0,03522175;0,008227346;
918,789;0,03534179;0,008440229;
920,652;0,03544582;0,008636539;
922,516;0,03556001;0,008842453;
924,380;0,03564206;0,009015673;
926,243;0,03574015;0,009204391;
928,107;0,03582978;0,009384094;
929,971;0,03601072;0,009654562;
931,834;0,03622576;0,009958605;
933,698;0,03636129;0,0101826;
935,562;0,03648483;0,01039408;
937,425;0,03664535;0,01064201;
939,289;0,03685635;0,0109399;
941,153;0,03703951;0,01120944;
943,016;0,03713555;0,01139135;
944,880;0,03726347;0,01160462;
946,744;0,0374348;0,0118608;
948,607;0,03760846;0,01211882;
950,471;0,03782981;0,01242403;
952,335;0,03806948;0,01274707;
954,198;0,03830715;0,01306761;
956,062;0,03859872;0,01344158;
957,926;0,03882177;0,01374655;
959,789;0,03905724;0,01406345;
961,653;0,03929896;0,01438613;
963,517;0,03961981;0,01478749;
965,380;0,0400156;0,01526331;
967,244;0,04038373;0,015711;
969,108;0,04073842;0,01614479;
970,972;0,04115937;0,0166444;
972,835;0,04166448;0,01722772;
974,699;0,04225234;0,01789333;
976,563;0,04282143;0,01853973;
978,426;0,04334447;0,01913964;
980,290;0,0439522;0,0198238;
982,154;0,04465259;0,02060018;
984,017;0,04550397;0,02152713;
985,881;0,04666341;0,0227617;
987,745;0,04829091;0,02446391;
989,608;0,05088834;0,02713564;
991,472;0,05572596;0,03204712;
993,336;0,06501506;0,04140968;
995,199;0,07560873;0,05207639;
997,063;0,07431844;0,05085873;
998,927;0,06131524;0,03792776;
1000,790;0,05154284;0,02822719;
1002,654;0,04824268;0,02499845;
1004,518;0,04758825;0,02441504;
1006,381;0,04766423;0,02456166;
1008,245;0,0481306;0,02509827;
1010,109;0,04874606;0,02578359;
1011,972;0,04941537;0,02652236;
1013,836;0,05006409;0,02724017;
1015,700;0,05076219;0,02800697;
1017,563;0,05140203;0,02871515;
1019,427;0,05213555;0,02951662;
1021,291;0,05295667;0,03040532;
1023,154;0,05384075;0,03135661;
1025,018;0,05465749;0,0322402;
1026,882;0,05559887;0,03324806;
1028,745;0,05664651;0,03436182;
1030,609;0,05772757;0,03550865;
1032,473;0,05885962;0,0367061;
1034,336;0,06003917;0,03795071;
1036,200;0,06126996;0,0392462;
1038,064;0,06264942;0,04069002;
1039,927;0,06409977;0,04220437;
1041,791;0,06569932;0,04386759;
1043,655;0,06737226;0,04560387;
1045,518;0,06918653;0,04748112;
1047,382;0,07116676;0,049524;
1049,246;0,07316871;0,05158827;
1051,109;0,07426175;0,05274329;
1052,973;0,07525122;0,05379443;
1054,837;0,07700422;0,05560875;
1056,700;0,07914618;0,05781172;
1058,564;0,08145978;0,06018601;
1060,428;0,08400205;0,06278865;
1062,291;0,08671139;0,06555804;
1064,155;0,08973383;0,0686402;
1066,019;0,09300589;0,07197168;
1067,882;0,09654872;0,07557362;
1069,746;0,1003539;0,07943763;
1071,610;0,1045358;0,08367802;
1073,473;0,1091578;0,08835818;
1075,337;0,1141156;0,09337389;
1077,201;0,1191571;0,09847295;
1079,064;0,1243315;0,1037047;
1080,928;0,1296513;0,1090814;
1082,792;0,1353497;0,1148366;
1084,655;0,1414908;0,1210341;
1086,519;0,148554;0,1281533;
1088,383;0,1565977;0,1362529;
1090,246;0,165718;0,1454287;
1092,110;0,1758658;0,1556318;
1093,974;0,1867202;0,1665412;
1095,837;0,1973112;0,1771869;
1097,701;0,2069656;0,1868957;
1099,565;0,2149889;0,1949732;
1101,428;0,2214405;0,2014786;
1103,292;0,2262126;0,2063043;
1105,156;0,229719;0,2098641;
1107,019;0,2321532;0,2123513;
1108,883;0,2337732;0,2140241;
1110,747;0,2345237;0,2148271;
1112,610;0,2346875;0,2150431;
1114,474;0,2342645;0,2146721;
1116,338;0,2338083;0,2142676;
1118,201;0,2333643;0,2138752;
1120,065;0,2331137;0,2136757;
1121,929;0,2327811;0,2133941;
1123,792;0,2324669;0,2131307;
1125,656;0,2320366;0,2127508;
1127,520;0,2319437;0,2127081;
1129,383;0,2325577;0,2133721;
1131,247;0,2343699;0,215234;
1133,111;0,2366069;0,2175204;
1134,974;0,2377849;0,2187477;
1136,838;0,2364998;0,2175116;
1138,702;0,2328699;0,2139304;
1140,565;0,2277088;0,2088178;
1142,429;0,2220342;0,2031915;
1144,293;0,2161167;0,197322;
1146,156;0,210398;0,1916511;
1148,020;0,204815;0,1861157;
1149,884;0,1994595;0,1808076;
1151,747;0,1942258;0,1756209;
1153,611;0,1893776;0,1708196;
1155,475;0,184731;0,1662196;
1157,338;0,1802552;0,1617902;
1159,202;0,1759138;0,1574951;
1161,066;0,1718405;0,1534677;
1162,929;0,1677826;0,1494556;
1164,793;0,1638816;0,1456002;
1166,657;0,1601313;0,1418952;
1168,520;0,1566155;0,1384245;
1170,384;0,1531702;0,1350241;
1172,248;0,149838;0,1317365;
1174,111;0,146551;0,128494;
1175,975;0,1433949;0,1253822;
1177,839;0,1403295;0,1223608;
1179,702;0,1374732;0,1195483;
1181,566;0,1347172;0,1168359;
1183,430;0,1320792;0,1142413;
1185,293;0,129328;0,1115334;
1187,157;0,1266538;0,1089022;
1189,021;0,1240182;0,1063094;
1190,884;0,1213787;0,1037125;
1192,748;0,1185248;0,100901;
1194,612;0,1154728;0,09789125;
1196,475;0,1120163;0,09447675;
1198,339;0,1082312;0,0907335;
1200,203;0,1042077;0,08675163;
1202,066;0,1000878;0,0826731;
1203,930;0,09588865;0,07851522;
1205,794;0,09186663;0,07453424;
1207,657;0,08811777;0,07082624;
1209,521;0,08479858;0,06754773;
1211,385;0,08190166;0,06469129;
1213,248;0,07954322;0,06237314;
1215,112;0,07769143;0,06056145;
1216,976;0,07640869;0,05931864;
1218,839;0,07568548;0,05863517;
1220,703;0,07537661;0,05836587;
1222,567;0,07528773;0,05831636;
1224,430;0,07540817;0,058476;
1226,294;0,07567153;0,05877838;
1228,158;0,07605376;0,05919945;
1230,021;0,07644884;0,0596332;
1231,885;0,07686662;0,06008947;
1233,749;0,07734071;0,06060188;
1235,612;0,07792883;0,06122814;
1237,476;0,07849197;0,06182926;
1239,340;0,07912896;0,06250405;
1241,203;0,07976825;0,06318096;
1243,067;0,08048489;0,06393507;
1244,931;0,08118339;0,06467086;
1246,795;0,08194156;0,06546616;
1248,658;0,08273861;0,06630017;
1250,522;0,08355249;0,06715084;
1252,386;0,08426574;0,06790072;
1254,249;0,08503428;0,06870573;
1256,113;0,08588554;0,06959329;
1257,977;0,08681161;0,07055551;
1259,840;0,08775374;0,07153362;
1261,704;0,08870247;0,07251818;
1263,568;0,08967911;0,07353048;
1265,431;0,09076333;0,07465021;
1267,295;0,09183845;0,07576068;
1269,159;0,09293243;0,07688986;
1271,022;0,09403507;0,07802754;
1272,886;0,09513124;0,0791586;
1274,750;0,0961299;0,08019199;
1276,613;0,09729974;0,08139642;
1278,477;0,0985599;0,08269101;
1280,341;0,09990905;0,08407444;
1282,204;0,1012439;0,08544339;
1284,068;0,1025961;0,08682959;
1285,932;0,1040131;0,08828041;
1287,795;0,1055736;0,08987468;
1289,659;0,1070916;0,09142618;
1291,523;0,1086683;0,09303625;
1293,386;0,1102839;0,09468516;
1295,250;0,1119794;0,09641375;
1297,114;0,1136743;0,09814161;
1298,977;0,1153993;0,09989948;
1300,841;0,1170696;0,1016024;
1302,705;0,1187706;0,1033359;
1304,568;0,1205358;0,1051336;
1306,432;0,1224322;0,1070622;
1308,296;0,1243202;0,1089823;
1310,159;0,1262522;0,1109464;
1312,023;0,1282678;0,1129938;
1313,887;0,1304951;0,1152528;
1315,750;0,1325363;0,1173256;
1317,614;0,1347309;0,1195517;
1319,478;0,1370438;0,1218959;
1321,341;0,1392476;0,1241309;
1323,205;0,1413171;0,1262314;
1325,069;0,1435444;0,1284897;
1326,932;0,1457279;0,1307039;
1328,796;0,1479303;0,1329371;
1330,660;0,1501653;0,1352025;
1332,523;0,1525406;0,1376083;
1334,387;0,1546154;0,1397133;
1336,251;0,1569502;0,1420783;
1338,114;0,1600357;0,1451938;
1339,978;0,1637619;0,1489499;
1341,842;0,1665114;0,1517292;
1343,705;0,1687726;0,15402;
1345,569;0,1713919;0,1566688;
1347,433;0,1743525;0,1596589;
1349,296;0,1773936;0,1627293;
1351,160;0,1804354;0,1658002;
1353,024;0,1833766;0,1687705;
1354,887;0,1865061;0,1719289;
1356,751;0,1894527;0,1749044;
1358,615;0,1923473;0,1778276;
1360,478;0,1956206;0,1811294;
1362,342;0,2002254;0,1857627;
1364,206;0,2042504;0,189816;
1366,069;0,2067429;0,1923368;
1367,933;0,2095555;0,1951774;
1369,797;0,2123911;0,1980411;
1371,660;0,2139688;0,1996466;
1373,524;0,215458;0,2011636;
1375,388;0,2155772;0,2013105;
1377,251;0,2130363;0,1987971;
1379,115;0,2095546;0,1953428;
1380,979;0,2057051;0,1915206;
1382,842;0,2011787;0,1870214;
1384,706;0,1963426;0,1822124;
1386,570;0,1916819;0,1775787;
1388,433;0,1874919;0,1734156;
1390,297;0,1825624;0,1685129;
1392,161;0,177597;0,1635742;
1394,024;0,1733345;0,1593382;
1395,888;0,1698427;0,1558728;
1397,752;0,1658326;0,1518891;
1399,615;0,1621684;0,1482511;
1401,479;0,1580362;0,1441451;
1403,343;0,1539585;0,1400934;
1405,206;0,1502842;0,136445;
1407,070;0,1465349;0,1327215;
1408,934;0,1425826;0,128795;
1410,797;0,138845;0,125083;
1412,661;0,1350392;0,1213026;
1414,525;0,1311017;0,1173906;
1416,388;0,1272105;0,1135247;
1418,252;0,1241773;0,1105167;
1420,116;0,1215199;0,1078845;
1421,979;0,118018;0,1044076;
1423,843;0,1146629;0,1010774;
1425,707;0,1115537;0,09799307;
1427,570;0,1088524;0,09531648;
1429,434;0,1083631;0,09485173;
1431,298;0,1086196;0,09513285;
1433,161;0,1061013;0,09263897;
1435,025;0,1016121;0,08817409;
1436,889;0,09799894;0,08458517;
1438,752;0,09461992;0,08123031;
1440,616;0,09101992;0,07765436;
1442,480;0,08741147;0,07406988;
1444,343;0,08363303;0,07031531;
1446,207;0,07974173;0,06644779;
1448,071;0,07591819;0,06264794;
1449,934;0,07214721;0,05890057;
1451,798;0,06872531;0,05550217;
1453,662;0,06600091;0,05280118;
1455,525;0,06461844;0,05144204;
1457,389;0,06510972;0,05195656;
1459,253;0,06435905;0,05122904;
1461,116;0,06303543;0,04992848;
1462,980;0,06232859;0,04924461;
1464,844;0,06255516;0,04949407;
1466,707;0,06219835;0,04916005;
1468,571;0,06121431;0,04819872;
1470,435;0,06062793;0,04763497;
1472,298;0,06125838;0,04828795;
1474,162;0,06165802;0,04871006;
1476,026;0,0612432;0,0483176;
1477,889;0,06075458;0,04785126;
1479,753;0,06018;0,04729888;
1481,617;0,0599903;0,0471313;
1483,480;0,05960463;0,04676766;
1485,344;0,05914215;0,04632713;
1487,208;0,05898571;0,04619255;
1489,071;0,05915266;0,04638129;
1490,935;0,05911829;0,04636862;
1492,799;0,05809333;0,04536528;
1494,662;0,05716673;0,04446023;
1496,526;0,05721124;0,0445262;
1498,390;0,05703045;0,04436679;
1500,253;0,0561312;0,04348884;
1502,117;0,05478197;0,04216084;
1503,981;0,05339401;0,04079401;
1505,844;0,05334669;0,04076776;
1507,708;0,05435145;0,04179351;
1509,572;0,05320892;0,04067188;
1511,435;0,05181797;0,03930177;
1513,299;0,05058415;0,03808871;
1515,163;0,04944702;0,03697225;
1517,026;0,04878712;0,03633295;
1518,890;0,04778405;0,03535041;
1520,754;0,04721961;0,03480642;
1522,618;0,04694478;0,03455197;
1524,481;0,04592019;0,03354768;
1526,345;0,04522131;0,03286902;
1528,209;0,04422399;0,03189185;
1530,072;0,04315692;0,03084486;
1531,936;0,04234057;0,03004852;
1533,800;0,04198577;0,02971365;
1535,663;0,0408224;0,02857015;
1537,527;0,03954959;0,02731712;
1539,391;0,03941398;0,02720123;
1541,254;0,0397997;0,02760659;
1543,118;0,03924851;0,02707498;
1544,982;0,03848627;0,02633224;
1546,845;0,03747008;0,02533548;
1548,709;0,03654644;0,02443121;
1550,573;0,03599128;0,02389534;
1552,436;0,03514691;0,02307019;
1554,300;0,03436296;0,02230539;
1556,164;0,03348329;0,02144482;
1558,027;0,0335152;0,02149574;
1559,891;0,0345322;0,02253169;
1561,755;0,03336164;0,02138001;
1563,618;0,03223418;0,02027137;
1565,482;0,03161463;0,01967056;
1567,346;0,03100999;0,0190846;
1569,209;0,03085434;0,01894757;
1571,073;0,03063527;0,01874704;
1572,937;0,02989712;0,01802738;
1574,800;0,02961364;0,01776231;
1576,664;0,03006453;0,01823154;
1578,528;0,02989967;0,01808497;
1580,391;0,02947462;0,01767814;
1582,255;0,02930649;0,01752817;
1584,119;0,02912285;0,01736262;
1585,982;0,02909381;0,01735161;
1587,846;0,02910728;0,01738304;
1589,710;0,02919554;0,01748921;
1591,573;0,02918328;0,01749478;
1593,437;0,02921154;0,01754082;
1595,301;0,02931743;0,01766442;
1597,164;0,02939707;0,01776171;
1599,028;0,0293783;0,01776054;
1600,892;0,02951652;0,01791629;
1602,755;0,02966979;0,01808703;
1604,619;0,02976333;0,01819797;
1606,483;0,02984097;0,01829296;
1608,346;0,03001391;0,01848319;
1610,210;0,03000654;0,01849304;
1612,074;0,02990624;0,01840991;
1613,937;0,02964363;0,01816441;
1615,801;0,02990032;0,01843815;
1617,665;0,03052741;0,01908222;
1619,528;0,03016561;0,01873735;
1621,392;0,0298079;0,01839652;
1623,256;0,03019107;0,0187965;
1625,119;0,03040878;0,01903097;
1626,983;0,03033444;0,01897332;
1628,847;0,03030018;0,01895571;
1630,710;0,02990688;0,01857899;
1632,574;0,02943064;0,01811928;
1634,438;0,0295601;0,01826521;
1636,301;0,03056082;0,01928235;
1638,165;0,03042743;0,01916532;
1640,029;0,02979862;0,01855281;
1641,892;0,02922541;0,01799585;
1643,756;0,02860622;0,01739285;
1645,620;0,02844799;0,01725076;
1647,483;0,02854367;0,01736251;
1649,347;0,0277594;0,01659427;
1651,211;0,0268632;0,01571405;
1653,074;0,02757247;0,01643924;
1654,938;0,02805283;0,01693547;
1656,802;0,02721777;0,01611622;
1658,665;0,02654479;0,015459;
1660,529;0,02592336;0,01485328;
1662,393;0,02562322;0,01456879;
1664,256;0,02520294;0,01416411;
1666,120;0,02442579;0,01340251;
1667,984;0,023845;0,01283721;
1669,847;0,02350932;0,01251698;
1671,711;0,02287473;0,01189778;
1673,575;0,02213768;0,01117607;
1675,438;0,02173;0,01078369;
1677,302;0,02092443;0,00999336;
1679,166;0,01998591;0,009070023;
1681,029;0,01909464;0,0081939;
1682,893;0,0182772;0,007391546;
1684,757;0,01838704;0,007516425;
1686,620;0,01777867;0,006923042;
1688,484;0,01692906;0,00608837;
1690,348;0,01611789;0,005292087;
1692,211;0,01523784;0,004426877;
1694,075;0,01431404;0,003517868;
1695,939;0,0139773;0,003195872;
1697,802;0,01339662;0,002629882;
1699,666;0,01300915;0,002257066;
1701,530;0,01303169;0,002294201;
1703,393;0,0122146;0,001491665;
1705,257;0,01171609;0,00100765;
1707,121;0,0112516;0,0005576209;
1708,984;0,01070552;2,594763E-5;
1710,848;0,01017828;-0,0004869337;
1712,712;0,009676031;-0,0009748713;
1714,575;0,009369979;-0,001266656;
1716,439;0,009265308;-0,001357107;
1718,303;0,009499501;-0,00110874;
1720,166;0,009380797;-0,001213316;
1722,030;0,008979746;-0,001600285;
1723,894;0,008689587;-0,001876408;
1725,757;0,008401141;-0,002150862;
1727,621;0,008127749;-0,002410309;
1729,485;0,007818193;-0,002705963;
1731,348;0,007610416;-0,002899884;
1733,212;0,007513521;-0,002982968;
1735,076;0,007822683;-0,00266004;
1736,939;0,007470923;-0,002998077;
1738,803;0,007345256;-0,003110066;
1740,667;0,007295445;-0,003146242;
1742,530;0,007170689;-0,003257407;
1744,394;0,00721656;-0,00319799;
1746,258;0,007113023;-0,003288022;
1748,121;0,007104575;-0,00328301;
1749,985;0,007516295;-0,002857872;
1751,849;0,008016195;-0,002344597;
1753,712;0,008311024;-0,002036436;
1755,576;0,008953563;-0,001380607;
1757,440;0,0106778;0,0003568732;
1759,303;0,01294781;0,002640094;
1761,167;0,01645643;0,006161877;
1763,031;0,01733795;0,007056518;
1764,894;0,01259074;0,002322385;
1766,758;0,008180085;-0,002075227;
1768,622;0,006489547;-0,003752767;
1770,485;0,006069895;-0,004159462;
1772,349;0,006308592;-0,003907849;
1774,213;0,00636519;-0,003838376;
1776,076;0,006236284;-0,003954447;
1777,940;0,006158583;-0,004019354;
1779,804;0,006178587;-0,003986596;
1781,667;0,006136466;-0,004016003;
1783,531;0,005983483;-0,004156311;
1785,395;0,005934587;-0,004192572;
1787,258;0,00583674;-0,004277824;
1789,122;0,005771833;-0,004330175;
1790,986;0,005822314;-0,004267178;
1792,849;0,005969961;-0,004107053;
1794,713;0,005798126;-0,004266449;
1796,577;0,005471654;-0,004580521;
1798,441;0,005340232;-0,004699581;
1800,304;0,005424523;-0,004602967;
1802,168;0,005496031;-0,004519175;
1804,032;0,005371669;-0,004631289;
1805,895;0,005258594;-0,004732155;
1807,759;0,005240927;-0,00473765;
1809,623;0,005266242;-0,004700202;
1811,486;0,005328354;-0,004625993;
1813,350;0,005154821;-0,004787468;
1815,214;0,004844623;-0,005085644;
1817,077;0,004810604;-0,005107678;
1818,941;0,004885243;-0,005021091;
1820,805;0,00500618;-0,004888242;
1822,668;0,004994706;-0,004887842;
1824,532;0,004935014;-0,004935695;
1826,396;0,004999938;-0,004858968;
1828,259;0,004893222;-0,004953918;
1830,123;0,004836399;-0,004999011;
1831,987;0,004741946;-0,005081769;
1833,850;0,004622415;-0,005189641;
1835,714;0,004576879;-0,005223554;
1837,578;0,00458402;-0,005204825;
1839,441;0,004632926;-0,005144366;
1841,305;0,004590656;-0,005175118;
1843,169;0,004566896;-0,005187395;
1845,032;0,004672066;-0,005070777;
1846,896;0,004678862;-0,005052567;
1848,760;0,00449562;-0,00522443;
1850,623;0,004337466;-0,00537124;
1852,487;0,004382825;-0,005314571;
1854,351;0,004459651;-0,005226469;
1856,214;0,004347545;-0,005327331;
1858,078;0,00439648;-0,005267188;
1859,942;0,004452141;-0,005200353;
1861,805;0,004426404;-0,005214948;
1863,669;0,004415304;-0,00521494;
1865,533;0,004296437;-0,005322732;
1867,396;0,00421005;-0,005398078;
1869,260;0,004523606;-0,005073513;
1871,124;0,004533168;-0,005052976;
1872,987;0,004480908;-0,005094293;
1874,851;0,004428874;-0,005135416;
1876,715;0,004254319;-0,005299094;
1878,578;0,00426679;-0,005275777;
1880,442;0,004356876;-0,005174878;
1882,306;0,00424519;-0,005275783;
1884,169;0,00420771;-0,005302514;
1886,033;0,004084307;-0,0054152;
1887,897;0,003924602;-0,005564219;
1889,760;0,00406148;-0,005416688;
1891,624;0,004062738;-0,005404807;
1893,488;0,003790599;-0,005666354;
1895,351;0,003798424;-0,005647969;
1897,215;0,003798089;-0,005637776;
1899,079;0,003646235;-0,005779132;
1900,942;0,003749221;-0,005665679;
1902,806;0,003831786;-0,005572678;
1904,670;0,003805339;-0,005588719;
1906,533;0,003734741;-0,005648942;
1908,397;0,003516551;-0,005856788;
1910,261;0,003540267;-0,005822757;
1912,124;0,003650358;-0,005702382;
1913,988;0,003586896;-0,00575559;
1915,852;0,003369891;-0,005962371;
1917,715;0,003339744;-0,005982323;
1919,579;0,003159275;-0,006152627;
1921,443;0,00307389;-0,006227876;
1923,306;0,003057332;-0,006234328;
1925,170;0,002847765;-0,006433819;
1927,034;0,002526886;-0,006744651;
1928,897;0,002475934;-0,006785584;
1930,761;0,002395207;-0,006856323;
1932,625;0,00215132;-0,007090249;
1934,488;0,002367178;-0,006864459;
1936,352;0,002663183;-0,006558551;
1938,216;0,002593538;-0,006618322;
1940,079;0,002487781;-0,006714234;
1941,943;0,001750049;-0,007442148;
1943,807;0,001436926;-0,007745481;
1945,670;0,001723605;-0,007449041;
1947,534;0,001658171;-0,007504742;
1949,398;0,001461121;-0,007692086;
1951,261;0,001205298;-0,007938232;
1953,125;0,0009683039;-0,008165576;
1954,989;0,001308024;-0,007816234;
1956,852;0,001138639;-0,007976025;
1958,716;0,0004268667;-0,008678229;
1960,580;3,484155E-5;-0,009060714;
1962,443;-7,639902E-5;-0,009162442;
1964,307;-0,0001480802;-0,009224637;
1966,171;-0,0005811509;-0,009648249;
1968,034;-0,0008792271;-0,009936893;
1969,898;-0,0007632571;-0,009811518;
1971,762;-0,001020659;-0,01005954;
1973,625;-0,001541393;-0,01057092;
1975,489;-0,0019835;-0,0110037;
1977,353;-0,001762679;-0,01077358;
1979,216;-0,001196544;-0,01019818;
1981,080;-0,0008681165;-0,009860501;
1982,944;-0,0007617766;-0,009744941;
1984,807;-0,000246253;-0,009220222;
1986,671;0,0002358291;-0,008728971;
1988,535;0,0003739292;-0,008581728;
1990,398;-3,51916E-5;-0,008981731;
1992,262;-0,0007155118;-0,009652959;
1994,126;-0,001433625;-0,01036201;
1995,989;-0,001790652;-0,01070999;
1997,853;-0,001429438;-0,01033976;
1999,717;-0,001179004;-0,01008034;
2001,580;-0,0009992071;-0,009891575;
2003,444;-0,0008014688;-0,009684896;
2005,308;-0,001209012;-0,01008352;
2007,171;-0,0009671382;-0,009832759;
2009,035;-0,0002804702;-0,009137225;
2010,899;-0,000134819;-0,008982733;
2012,762;-0,0003679394;-0,009207036;
2014,626;-0,0006107004;-0,009441005;
2016,490;-0,001442947;-0,01026448;
2018,353;-0,001872699;-0,01068549;
2020,217;-0,001527644;-0,01033172;
2022,081;-0,001118478;-0,009913856;
2023,944;-0,001118648;-0,009905355;
2025,808;-0,001390401;-0,01016846;
2027,672;-0,002257216;-0,01102665;
2029,535;-0,001998775;-0,01075961;
2031,399;-0,001520635;-0,01027289;
2033,263;-0,001709837;-0,01045354;
2035,126;-0,001330333;-0,01006551;
2036,990;-0,001285618;-0,01001229;
2038,854;-0,001033523;-0,009751711;
2040,717;-0,000584512;-0,009294241;
2042,581;-0,0005485258;-0,009249819;
2044,445;-0,0003105524;-0,009003432;
2046,308;4,691009E-5;-0,00863758;
2048,172;0,001072762;-0,00760336;
2050,036;0,001798763;-0,006869015;
2051,899;0,001813186;-0,00684627;
2053,763;0,002029352;-0,006621805;
2055,627;0,002118657;-0,006524224;
2057,490;0,00224492;-0,006389707;
2059,354;0,002756648;-0,005869748;
2061,218;0,002972623;-0,005645563;
2063,081;0,002801763;-0,005808236;
2064,945;0,002717842;-0,005883992;
2066,809;0,003162652;-0,005431039;
2068,672;0,003318203;-0,005267368;
2070,536;0,003198367;-0,005379104;
2072,400;0,00388227;-0,004687124;
2074,264;0,004224941;-0,004336398;
2076,127;0,004085741;-0,004467564;
2077,991;0,004182031;-0,004363262;
2079,855;0,004305696;-0,004231607;
