;Apr21_TPC_0-08-02_HMW;Apr21_TPC_0-08-02_HMW (baseline corrected);
1530,072;0,1115103;0,07763458;
1531,936;0,1133372;0,07951719;
1533,800;0,1160622;0,08229771;
1535,663;0,1154905;0,08178129;
1537,527;0,1161509;0,08249681;
1539,391;0,1216332;0,08803407;
1541,254;0,1263973;0,09285282;
1543,118;0,1268482;0,09335823;
1544,982;0,1273223;0,09388666;
1546,845;0,1271118;0,09373031;
1548,709;0,1279057;0,09457812;
1550,573;0,128786;0,09551221;
1552,436;0,1290047;0,09578436;
1554,300;0,1293714;0,09620448;
1556,164;0,1301355;0,0970217;
1558,027;0,1351224;0,1020616;
1559,891;0,1388345;0,1058264;
1561,755;0,1350147;0,1020592;
1563,618;0,133015;0,1001119;
1565,482;0,1321662;0,09931538;
1567,346;0,1317027;0,0989039;
1569,209;0,1322143;0,09946727;
1571,073;0,131088;0,09839271;
1572,937;0,129143;0,09649916;
1574,800;0,1295225;0,09692993;
1576,664;0,1304731;0,09793158;
1578,528;0,1287197;0,09622914;
1580,391;0,1270973;0,09465748;
1582,255;0,1261799;0,09379063;
1584,119;0,1255128;0,09317394;
1585,982;0,1247912;0,09250259;
1587,846;0,1241764;0,09193782;
1589,710;0,1235521;0,09136335;
1591,573;0,1229712;0,09083217;
1593,437;0,1225212;0,09043165;
1595,301;0,1219511;0,0899109;
1597,164;0,1211105;0,08911948;
1599,028;0,1203024;0,08836029;
1600,892;0,1196267;0,08773342;
1602,755;0,1188783;0,08703375;
1604,619;0,1178848;0,08608873;
1606,483;0,1170296;0,08528175;
1608,346;0,1162319;0,08453222;
1610,210;0,115114;0,08346229;
1612,074;0,1137392;0,08213536;
1613,937;0,1127689;0,08121272;
1615,801;0,1133477;0,08183896;
1617,665;0,1129704;0,08150895;
1619,528;0,1111764;0,07976211;
1621,392;0,1103723;0,07900502;
1623,256;0,1104746;0,07915419;
1625,119;0,1096982;0,07842439;
1626,983;0,1089919;0,0777646;
1628,847;0,1079791;0,07679818;
1630,710;0,1064141;0,07527937;
1632,574;0,1052757;0,07418696;
1634,438;0,1060164;0,07497352;
1636,301;0,1064597;0,07546262;
1638,165;0,1045859;0,07363429;
1640,029;0,1025285;0,07162239;
1641,892;0,1008085;0,06994763;
1643,756;0,09975636;0,06894055;
1645,620;0,09970065;0,06892979;
1647,483;0,09854724;0,06782117;
1649,347;0,09592933;0,0652479;
1651,211;0,09550902;0,06487208;
1653,074;0,09713456;0,06654195;
1654,938;0,09461014;0,06406173;
1656,802;0,09148852;0,06098415;
1658,665;0,08911254;0,05865206;
1660,529;0,08752798;0,05711125;
1662,393;0,08616111;0,05578797;
1664,256;0,08388987;0,05356018;
1666,120;0,08162919;0,05134281;
1667,984;0,08028376;0,05004053;
1669,847;0,07875806;0,04855785;
1671,711;0,07641038;0,04625304;
1673,575;0,0746352;0,04452059;
1675,438;0,07288707;0,04281504;
1677,302;0,07020143;0,04017185;
1679,166;0,06795303;0,03796576;
1681,029;0,06575883;0,03581372;
1682,893;0,0650886;0,03518551;
1684,757;0,06375446;0,03389325;
1686,620;0,06119296;0,03137349;
1688,484;0,05900181;0,02922395;
1690,348;0,05676712;0,02703073;
1692,211;0,05449061;0,02479555;
1694,075;0,05309711;0,02344324;
1695,939;0,05165012;0,02203731;
1697,802;0,05004447;0,02047259;
1699,666;0,04937426;0,01984316;
1701,530;0,04721497;0,01772453;
1703,393;0,04559134;0,01614142;
1705,257;0,04433193;0,0149224;
1707,121;0,04296053;0,01359126;
1708,984;0,04136763;0,01203848;
1710,848;0,03974926;0,01046012;
1712,712;0,03853157;0,009282284;
1714,575;0,03774573;0,008536178;
1716,439;0,03733739;0,008167447;
1718,303;0,03654806;0,007417596;
1720,166;0,03513116;0,006040043;
1722,030;0,03404925;0,004997353;
1723,894;0,03312959;0,004116779;
1725,757;0,03233232;0,003358475;
1727,621;0,03153898;0,002603984;
1729,485;0,0309399;0,002043611;
1731,348;0,03049813;0,001640436;
1733,212;0,03082579;0,002006558;
1735,076;0,03042361;0,001642721;
1736,939;0,02962751;0,0008848424;
1738,803;0,02919067;0,0004860917;
1740,667;0,02876446;9,785439E-5;
1742,530;0,02830072;-0,0003280323;
1744,394;0,02764696;-0,0009440598;
1746,258;0,02724652;-0,001306886;
1748,121;0,02712961;-0,00138631;
1749,985;0,0270203;-0,001458251;
1751,849;0,02650089;-0,001940411;
1753,712;0,02576724;-0,002636928;
1755,576;0,02552997;-0,002837189;
1757,440;0,02516057;-0,003169694;
1759,303;0,02482765;-0,003465833;
1761,167;0,02476049;-0,003496336;
1763,031;0,02460656;-0,003613717;
1764,894;0,0240903;-0,00409355;
1766,758;0,02371783;-0,004429702;
1768,622;0,0235572;-0,004554131;
1770,485;0,02375094;-0,00432431;
1772,349;0,02391214;-0,004127135;
1774,213;0,02369709;-0,004306321;
1776,076;0,02330428;-0,004663386;
1777,940;0,02296257;-0,004969468;
1779,804;0,02300977;-0,004886744;
1781,667;0,02291146;-0,004949648;
1783,531;0,02285416;-0,004971647;
1785,395;0,02277517;-0,005015449;
1787,258;0,02266289;-0,005092649;
1789,122;0,02247483;-0,005245736;
1790,986;0,02263839;-0,005047323;
1792,849;0,02275922;-0,004891738;
1794,713;0,02272259;-0,004893726;
1796,577;0,02263691;-0,004944871;
1798,441;0,0227397;-0,004807655;
1800,304;0,02286084;-0,004652194;
1802,168;0,02271557;-0,004763244;
1804,032;0,02251124;-0,004933462;
1805,895;0,02243173;-0,004978973;
1807,759;0,02242972;-0,004947088;
1809,623;0,0224846;-0,004858411;
1811,486;0,02247133;-0,004837995;
1813,350;0,02235502;-0,004920718;
1815,214;0,02218928;-0,00505297;
1817,077;0,02219269;-0,005016187;
1818,941;0,0223063;-0,004869296;
1820,805;0,02233494;-0,004807482;
1822,668;0,02238528;-0,004724071;
1824,532;0,02250273;-0,00457365;
1826,396;0,02253382;-0,004509694;
1828,259;0,02268224;-0,004328504;
1830,123;0,02269505;-0,004283016;
1831,987;0,02269596;-0,004249541;
1833,850;0,02257643;-0,004336596;
1835,714;0,02238213;-0,004498528;
1837,578;0,02234451;-0,004503874;
1839,441;0,02225299;-0,004563212;
1841,305;0,02226104;-0,004523086;
1843,169;0,02256797;-0,004184177;
1845,032;0,0228183;-0,003901968;
1846,896;0,02291115;-0,003777324;
1848,760;0,02268032;-0,003976463;
1850,623;0,02256374;-0,004061453;
1852,487;0,02258994;-0,004003752;
1854,351;0,02253625;-0,00402603;
1856,214;0,02257712;-0,00395385;
1858,078;0,0225638;-0,003935954;
1859,942;0,02247881;-0,00398982;
1861,805;0,02232335;-0,00411425;
1863,669;0,02228998;-0,004116692;
1865,533;0,02226873;-0,004107091;
1867,396;0,02253832;-0,003806749;
1869,260;0,02273668;-0,003577729;
1871,124;0,02260799;-0,003675857;
1872,987;0,02240451;-0,003848854;
1874,851;0,02232042;-0,003902557;
1876,715;0,02238264;-0,003810048;
1878,578;0,0223231;-0,003839379;
1880,442;0,02201519;-0,00411717;
1882,306;0,02199151;-0,004110824;
1884,169;0,02203386;-0,004038546;
1886,033;0,02204431;-0,003998243;
1887,897;0,02218942;-0,003823377;
1889,760;0,02212376;-0,003859358;
1891,624;0,02196259;-0,003990945;
1893,488;0,02193966;-0,003984378;
1895,351;0,02175727;-0,004137361;
1897,215;0,02170505;-0,004160259;
1899,079;0,02173994;-0,004096125;
1900,942;0,0215575;-0,00424942;
1902,806;0,02153955;-0,004238303;
1904,670;0,02171634;-0,004032535;
1906,533;0,02148928;-0,004230695;
1908,397;0,02129337;-0,004397797;
1910,261;0,02121687;-0,004445568;
1912,124;0,02106973;-0,004564064;
1913,988;0,02099521;-0,00461003;
1915,852;0,02103041;-0,004546351;
1917,715;0,02074625;-0,00480212;
1919,579;0,02047046;-0,005049601;
1921,443;0,02040984;-0,00508199;
1923,306;0,02028644;-0,00517724;
1925,170;0,02038235;-0,005053271;
1927,034;0,02045866;-0,00494898;
1928,897;0,02028501;-0,005094725;
1930,761;0,019854;-0,005497919;
1932,625;0,0194833;-0,005840875;
1934,488;0,01925996;-0,006036557;
1936,352;0,01893287;-0,006336065;
1938,216;0,01878992;-0,006451511;
1940,079;0,01869412;-0,006519895;
1941,943;0,01832174;-0,006864929;
1943,807;0,01763358;-0,007525825;
1945,670;0,01748584;-0,007646384;
1947,534;0,0174894;-0,007615708;
1949,398;0,01715741;-0,007920669;
1951,261;0,01645931;-0,008591819;
1953,125;0,01589753;-0,009126722;
1954,989;0,01575799;-0,009239465;
1956,852;0,01532398;-0,009646749;
1958,716;0,01424074;-0,01070335;
1960,580;0,0135481;-0,01136942;
1962,443;0,01351036;-0,01138066;
1964,307;0,01371787;-0,01114674;
1966,171;0,01307121;-0,01176705;
1968,034;0,01215337;-0,01265862;
1969,898;0,01174756;-0,01303823;
1971,762;0,0114954;-0,01326428;
1973,625;0,01055406;-0,01417957;
1975,489;0,01023889;-0,01446876;
1977,353;0,01148964;-0,01319211;
1979,216;0,01298146;-0,01167447;
1981,080;0,01376268;-0,0108675;
1982,944;0,01454225;-0,01006224;
1984,807;0,01464073;-0,009938163;
1986,671;0,01467398;-0,009879377;
1988,535;0,01448327;-0,01004462;
1990,398;0,01462404;-0,009878456;
1992,262;0,01543988;-0,009037294;
1994,126;0,01574977;-0,008702154;
1995,989;0,01543731;-0,008989435;
1997,853;0,01539099;-0,009010638;
1999,717;0,0146478;-0,009728788;
2001,580;0,01350707;-0,01084456;
2003,444;0,01269573;-0,011631;
2005,308;0,01221004;-0,01209186;
2007,171;0,01204917;-0,01222796;
2009,035;0,01260178;-0,01165065;
2010,899;0,01263485;-0,01159296;
2012,762;0,01220965;-0,0119936;
2014,626;0,01191619;-0,01226258;
2016,490;0,01171481;-0,01243954;
2018,353;0,01111835;-0,01301165;
2020,217;0,01088059;-0,01322512;
2022,081;0,01085757;-0,01322392;
2023,944;0,01148963;-0,01256772;
2025,808;0,01168216;-0,0123511;
2027,672;0,01185078;-0,01215846;
2029,535;0,01218148;-0,01180382;
2031,399;0,01160158;-0,01235982;
2033,263;0,01142356;-0,01251403;
2035,126;0,0118584;-0,01205543;
2036,990;0,01198216;-0,01190798;
2038,854;0,01328967;-0,01057685;
2040,717;0,01437417;-0,009468785;
2042,581;0,01463961;-0,009179851;
2044,445;0,01443708;-0,009358952;
2046,308;0,01487457;-0,008898095;
2048,172;0,01602811;-0,007721255;
2050,036;0,0175027;-0,006223423;
2051,899;0,01826399;-0,005438954;
2053,763;0,01862122;-0,005058607;
2055,627;0,01922792;-0,004428857;
2057,490;0,01959603;-0,00403776;
2059,354;0,01959198;-0,004018888;
2061,218;0,01969855;-0,003889456;
2063,081;0,02001601;-0,003549196;
2064,945;0,02078515;-0,002757309;
2066,809;0,02112467;-0,002395118;
2068,672;0,02130099;-0,002196178;
2070,536;0,02124929;-0,002225316;
2072,400;0,02147327;-0,001978842;
2074,264;0,0217385;-0,001691179;
2076,127;0,02221331;-0,001193995;
2077,991;0,0226996;-0,0006853895;
2079,855;0,02307056;-0,0002921782;
