;May06_TPC_06-04-0_HMW;May06_TPC_06-04-0_HMW (baseline corrected);
2092,900;0,02559419;0,0008091135;
2094,764;0,02530911;0,0005332341;
2096,628;0,02546266;0,0006959569;
2098,491;0,02580796;0,001050383;
2100,355;0,02618448;0,00143601;
2102,219;0,02641954;0,001680136;
2104,082;0,0263655;0,001635138;
2105,946;0,02638115;0,001659786;
2107,810;0,02685949;0,002147104;
2109,673;0,02681973;0,002116284;
2111,537;0,02667973;0,001985199;
2113,401;0,02661673;0,001931078;
2115,264;0,02655535;0,001878545;
2117,128;0,02630743;0,001639438;
2118,992;0,026386;0,001726793;
2120,855;0,0263651;0,001714655;
2122,719;0,02624826;0,001606537;
2124,583;0,02598695;0,001353914;
2126,446;0,02572398;0,001099606;
2128,310;0,02495912;0,0003433812;
2130,174;0,02431668;-0,0002904575;
2132,037;0,02359147;-0,001007095;
2133,901;0,0228436;-0,001746415;
2135,765;0,02262735;-0,001954158;
2137,628;0,0227067;-0,001866323;
2139,492;0,02199965;-0,002564917;
2141,356;0,02101062;-0,003545529;
2143,219;0,01998221;-0,004565539;
2145,083;0,01951336;-0,005026027;
2146,947;0,01915155;-0,005379498;
2148,810;0,01830923;-0,006213516;
2150,674;0,01715462;-0,007359843;
2152,538;0,01668131;-0,007824898;
2154,401;0,01530372;-0,009194267;
2156,265;0,0133784;-0,0111114;
2158,129;0,0122356;-0,01224603;
2159,992;0,01316376;-0,01130973;
2161,856;0,01494278;-0,00952261;
2163,720;0,0159035;-0,008553802;
2165,583;0,01566591;-0,008783337;
2167,447;0,01673914;-0,007702083;
2169,311;0,01824276;-0,006190465;
2171,174;0,01888927;-0,005535991;
2173,038;0,01879905;-0,005618266;
2174,902;0,01882745;-0,005581952;
2176,765;0,0190046;-0,005396906;
2178,629;0,01940177;-0,004991872;
2180,493;0,01987357;-0,004512245;
2182,356;0,01978251;-0,004595496;
2184,220;0,02021717;-0,004153047;
2186,084;0,02129316;-0,003069302;
2187,947;0,02114153;-0,003213208;
2189,811;0,02146563;-0,0028814;
2191,675;0,02217491;-0,002164448;
2193,538;0,02232535;-0,002006362;
2195,402;0,02204624;-0,002277843;
2197,266;0,02231138;-0,002005107;
2199,129;0,02290799;-0,001400924;
2200,993;0,02394325;-0,0003581114;
2202,857;0,02432318;2,933897E-5;
2204,720;0,02413501;-0,0001513358;
2206,584;0,02372368;-0,0005551929;
2208,448;0,02373699;-0,0005344397;
2210,311;0,02374237;-0,0005216404;
2212,175;0,02408745;-0,0001691687;
2214,039;0,02474503;0,0004957902;
2215,902;0,0251049;0,0008630023;
2217,766;0,02550272;0,001268144;
2219,630;0,0256842;0,001456917;
2221,493;0,02590725;0,001687242;
2223,357;0,02634635;0,00213359;
2225,221;0,02637473;0,002169191;
2227,084;0,0263353;0,002136968;
2228,948;0,02648769;0,002296533;
2230,812;0,02665156;0,002467554;
2232,675;0,02662521;0,002448332;
2234,539;0,0271914;0,003021623;
2236,403;0,02780764;0,003644938;
2238,266;0,02811576;0,003960121;
2240,130;0,02807678;0,003928171;
2241,994;0,02838782;0,004246226;
2243,857;0,02840628;0,00427167;
2245,721;0,02859991;0,004472262;
2247,585;0,02910559;0,004984884;
2249,448;0,02921524;0,005101451;
2251,312;0,02910624;0,004999343;
2253,176;0,02924193;0,005141912;
2255,039;0,02946141;0,005368239;
2256,903;0,02997601;0,005889661;
2258,767;0,03010439;0,006024843;
2260,630;0,03025677;0,006184006;
2262,494;0,03070666;0,00664066;
2264,358;0,03102422;0,006964955;
2266,221;0,03087766;0,006825111;
2268,085;0,03098972;0,006943863;
2269,949;0,03158328;0,00754409;
2271,812;0,03239626;0,008363718;
2273,676;0,03252109;0,008495179;
2275,540;0,03236477;0,008345461;
2277,403;0,03270934;0,008696616;
2279,267;0,03305856;0,009052396;
2281,131;0,03334798;0,009348363;
2282,994;0,03368522;0,009692119;
2284,858;0,03415109;0,01016449;
2286,722;0,03471361;0,01073348;
2288,585;0,03484385;0,01087018;
2290,449;0,034641;0,01067377;
2292,313;0,03460098;0,01064016;
2294,176;0,03473409;0,01077966;
2296,040;0,03477267;0,01082462;
2297,904;0,03476096;0,01081926;
2299,767;0,0349657;0,01103033;
2301,631;0,03520928;0,01128022;
2303,495;0,03530387;0,0113811;
2305,358;0,03539607;0,01147957;
2307,222;0,03548949;0,01157924;
2309,086;0,03556405;0,01166003;
2310,949;0,03552207;0,01162426;
2312,813;0,0355989;0,01170728;
2314,677;0,03578267;0,01189722;
2316,540;0,03602323;0,01214393;
2318,404;0,03629016;0,01241699;
2320,268;0,03644031;0,01257325;
2322,131;0,0367413;0,01288033;
2323,995;0,03688278;0,01302788;
2325,859;0,03635518;0,01250633;
2327,722;0,03591075;0,01206793;
2329,586;0,03599347;0,01215667;
2331,450;0,03612164;0,01229083;
2333,313;0,03609893;0,0122741;
2335,177;0,03601575;0,01219688;
2337,041;0,03590833;0,01209539;
2338,904;0,03601893;0,0122119;
2340,768;0,0362443;0,01244318;
2342,632;0,03644525;0,01265;
2344,495;0,03649596;0,01270657;
2346,359;0,03629287;0,01250933;
2348,223;0,03578627;0,01200856;
2350,087;0,03543224;0,01166033;
2351,950;0,0354079;0,01164178;
2353,814;0,03555952;0,01179917;
2355,678;0,03573144;0,01197684;
2357,541;0,03579162;0,01204276;
2359,405;0,03566401;0,01192085;
2361,269;0,0355307;0,01179324;
2363,132;0,03551732;0,01178554;
2364,996;0,03578466;0,01205855;
2366,860;0,03600938;0,0122889;
2368,723;0,03611405;0,01239921;
2370,587;0,03615314;0,01244389;
2372,451;0,036028;0,01232435;
2374,314;0,03595153;0,01225345;
2376,178;0,03624168;0,01254916;
2378,042;0,0363807;0,01269371;
2379,905;0,03635887;0,01267741;
2381,769;0,03619;0,01251404;
2383,633;0,03603128;0,0123608;
2385,496;0,03604815;0,01238314;
2387,360;0,0361892;0,01252964;
2389,224;0,03616722;0,0125131;
2391,087;0,03609043;0,01244172;
2392,951;0,0361193;0,012476;
2394,815;0,03604392;0,012406;
2396,678;0,03592027;0,01228771;
2398,542;0,03603933;0,01241213;
2400,406;0,03609802;0,01247616;
2402,269;0,03613347;0,01251692;
2404,133;0,03629666;0,01268541;
2405,997;0,03631425;0,01270829;
2407,860;0,03635064;0,01274994;
2409,724;0,03628227;0,01268683;
2411,588;0,03619775;0,01260754;
2413,451;0,03618655;0,01260156;
2415,315;0,03622182;0,01264204;
2417,179;0,03624345;0,01266885;
2419,042;0,03625197;0,01268255;
2420,906;0,03635339;0,01278912;
2422,770;0,03635222;0,0127931;
2424,633;0,0362396;0,01268559;
2426,497;0,03624879;0,0126999;
2428,361;0,03646578;0,01292197;
2430,224;0,03657565;0,01303693;
2432,088;0,03646499;0,01293133;
2433,952;0,03641506;0,01288644;
2435,815;0,03657741;0,01305383;
2437,679;0,0366971;0,01317853;
2439,543;0,03668544;0,01317186;
2441,406;0,03669061;0,01318202;
2443,270;0,03670422;0,0132006;
2445,134;0,03675152;0,01325285;
2446,997;0,03697448;0,01348075;
2448,861;0,03711124;0,01362244;
2450,725;0,03703461;0,01355071;
2452,588;0,03705221;0,01357321;
2454,452;0,03719191;0,01371779;
2456,316;0,03724315;0,01377389;
2458,179;0,03721609;0,01375168;
2460,043;0,03717575;0,01371618;
2461,907;0,03727939;0,01382464;
2463,770;0,03737508;0,01392513;
2465,634;0,03732765;0,0138825;
2467,498;0,03726905;0,01382867;
2469,361;0,03727253;0,01383691;
2471,225;0,03736609;0,01393522;
2473,089;0,03733308;0,01390694;
2474,952;0,03732781;0,0139064;
2476,816;0,03753641;0,0141197;
2478,680;0,03762284;0,01421083;
2480,543;0,03747899;0,01407165;
2482,407;0,0374832;0,01408053;
2484,271;0,03756093;0,01416291;
2486,134;0,03775781;0,01436442;
2487,998;0,03789744;0,01450867;
2489,862;0,03794252;0,01455835;
2491,725;0,03792037;0,01454081;
2493,589;0,03797186;0,01459687;
2495,453;0,03816114;0,01479072;
2497,316;0,03808813;0,01472227;
2499,180;0,03798955;0,01462822;
2501,044;0,03815809;0,01480128;
2502,907;0,03835283;0,01500054;
2504,771;0,03834199;0,0149942;
2506,635;0,03825594;0,01491263;
2508,498;0,038167;0,01482817;
2510,362;0,0381715;0,01483712;
2512,226;0,03824504;0,01491511;
2514,089;0,03825848;0,01493298;
2515,953;0,03846165;0,01514058;
2517,817;0,03863723;0,01532055;
2519,680;0,03878934;0,01547706;
2521,544;0,03863473;0,01532683;
2523,408;0,03872347;0,01541994;
2525,271;0,03896721;0,01566804;
2527,135;0,0389179;0,01562307;
2528,999;0,03879667;0,01550617;
2530,862;0,03889192;0,01560573;
2532,726;0,0389426;0,01566071;
2534,590;0,03890393;0,01562633;
2536,453;0,03896633;0,01569301;
2538,317;0,03904385;0,0157748;
2540,181;0,03922651;0,01596171;
2542,044;0,03938338;0,01612282;
2543,908;0,03943544;0,01617911;
2545,772;0,0394132;0,01616109;
2547,635;0,0395188;0,01627089;
2549,499;0,03960343;0,01635971;
2551,363;0,03969809;0,01645855;
2553,226;0,03987729;0,01664191;
2555,090;0,03979121;0,01656;
2556,954;0,03979581;0,01656873;
2558,817;0,03990966;0,01668671;
2560,681;0,03995386;0,01673503;
2562,545;0,0400731;0,01685838;
2564,408;0,04022852;0,0170179;
2566,272;0,0403131;0,01710655;
2568,136;0,04059081;0,01738834;
2569,999;0,04069406;0,01749565;
2571,863;0,04066143;0,01746706;
2573,727;0,04058285;0,01739252;
2575,590;0,04072923;0,01754293;
2577,454;0,04100394;0,01782164;
2579,318;0,04125203;0,01807374;
2581,181;0,0411947;0,01802039;
2583,045;0,04117763;0,0180073;
2584,909;0,04127831;0,01811194;
2586,772;0,04144393;0,01828153;
2588,636;0,04157906;0,01842059;
2590,500;0,04161749;0,01846296;
2592,363;0,04166666;0,01851605;
2594,227;0,0418902;0,0187435;
2596,091;0,04201438;0,01887158;
2597,954;0,04220713;0,01906821;
2599,818;0,04235606;0,01922102;
2601,682;0,04247806;0,01934688;
2603,545;0,04256217;0,01943484;
2605,409;0,04263415;0,01951067;
2607,273;0,04272945;0,0196098;
2609,136;0,04293044;0,01981461;
2611,000;0,04306539;0,01995338;
2612,864;0,04319133;0,02008311;
2614,727;0,04337942;0,02027499;
2616,591;0,04350101;0,02040036;
2618,455;0,0435566;0,02045972;
2620,318;0,0435425;0,02044937;
2622,182;0,04360697;0,02051759;
2624,046;0,04399362;0,02090797;
2625,910;0,04424794;0,02116601;
2627,773;0,04432489;0,02124668;
2629,637;0,04437291;0,0212984;
2631,501;0,04447765;0,02140683;
2633,364;0,04466418;0,02159704;
2635,228;0,04487974;0,02181628;
2637,092;0,044893;0,0218332;
2638,955;0,0449436;0,02188745;
2640,819;0,04515259;0,02210008;
2642,683;0,04537462;0,02232574;
2644,546;0,04543828;0,02239302;
2646,410;0,04554367;0,02250203;
2648,274;0,04565562;0,02261758;
2650,137;0,04573582;0,02270137;
2652,001;0,04582833;0,02279745;
2653,865;0,04592429;0,02289698;
2655,728;0,04602009;0,02299634;
2657,592;0,04615835;0,02313815;
2659,456;0,04609717;0,0230805;
2661,319;0,0461175;0,02310436;
2663,183;0,04604083;0,02303122;
2665,047;0,04609855;0,02309245;
2666,910;0,04621647;0,02321387;
2668,774;0,04622136;0,02322225;
2670,638;0,04623916;0,02324353;
2672,501;0,04631946;0,02332731;
2674,365;0,0463514;0,0233627;
2676,229;0,04646334;0,02347809;
2678,092;0,04657099;0,02358919;
2679,956;0,04677154;0,02379317;
2681,820;0,04690442;0,02392947;
2683,683;0,04699011;0,02401858;
2685,547;0,04703808;0,02406994;
2687,411;0,04708125;0,02411652;
2689,274;0,04713269;0,02417134;
2691,138;0,04728873;0,02433075;
2693,002;0,04737871;0,0244241;
2694,865;0,04750465;0,0245534;
2696,729;0,04764845;0,02470055;
2698,593;0,04774287;0,02479831;
2700,456;0,04764986;0,02470863;
2702,320;0,04768653;0,02474862;
2704,184;0,04777506;0,02484046;
2706,047;0,04786504;0,02493373;
2707,911;0,04779455;0,02486654;
2709,775;0,04789194;0,02496721;
2711,638;0,04807361;0,02515216;
2713,502;0,04832082;0,02540264;
2715,366;0,04837008;0,02545515;
2717,229;0,04836836;0,02545669;
2719,093;0,04849285;0,02558441;
2720,957;0,04853815;0,02563294;
2722,820;0,04861025;0,02570826;
2724,684;0,04888162;0,02598284;
2726,548;0,04903936;0,02614378;
2728,411;0,04913666;0,02624429;
2730,275;0,0491865;0,02629731;
2732,139;0,04921288;0,02632687;
2734,002;0,04925848;0,02637564;
2735,866;0,04935808;0,02647839;
2737,730;0,04936595;0,02648941;
2739,593;0,04955028;0,0266769;
2741,457;0,04962272;0,02675246;
2743,321;0,04961824;0,02675112;
2745,184;0,04963468;0,02677067;
2747,048;0,04975945;0,02689855;
2748,912;0,04993896;0,02708116;
2750,775;0,05017833;0,02732362;
2752,639;0,05029774;0,02744611;
2754,503;0,05022376;0,02737521;
2756,366;0,05021549;0,02737001;
2758,230;0,05041649;0,02757406;
2760,094;0,05051503;0,02767566;
2761,957;0,05063122;0,0277949;
2763,821;0,05074442;0,02791112;
2765,685;0,05084314;0,02801287;
2767,548;0,05079819;0,02797094;
2769,412;0,05090861;0,02808437;
2771,276;0,05107539;0,02825415;
2773,139;0,05108936;0,02827111;
2775,003;0,05101503;0,02819978;
2776,867;0,05138771;0,02857543;
2778,730;0,05168993;0,02888062;
2780,594;0,05172777;0,02892142;
2782,458;0,05176524;0,02896185;
2784,321;0,05191528;0,02911483;
2786,185;0,05197296;0,02917545;
2788,049;0,05191938;0,02912479;
2789,912;0,05197986;0,0291882;
2791,776;0,0523567;0,02956796;
2793,640;0,05256862;0,02978278;
2795,503;0,05265779;0,02987485;
2797,367;0,05271082;0,02993078;
2799,231;0,05287135;0,03009419;
2801,094;0,05302822;0,03025393;
2802,958;0,05320022;0,0304288;
2804,822;0,0532566;0,03048804;
2806,685;0,05342696;0,03066126;
2808,549;0,0535245;0,03076164;
2810,413;0,05370889;0,03094887;
2812,276;0,05398544;0,03122825;
2814,140;0,05419184;0,03143747;
2816,004;0,0542547;0,03150315;
2817,867;0,05434454;0,0315958;
2819,731;0,05444414;0,03169819;
2821,595;0,05471817;0,03197502;
2823,458;0,0549435;0,03220314;
2825,322;0,05512827;0,03239068;
2827,186;0,05522303;0,03248822;
2829,049;0,05530678;0,03257473;
2830,913;0,0554352;0,0327059;
2832,777;0,05572102;0,03299448;
2834,640;0,05589031;0,03316651;
2836,504;0,05610808;0,03338702;
2838,368;0,05640442;0,03368608;
2840,231;0,0568047;0,03408908;
2842,095;0,05717901;0,0344661;
2843,959;0,0574697;0,0347595;
2845,822;0,05750886;0,03480136;
2847,686;0,05771336;0,03500855;
2849,550;0,05804094;0,03533882;
2851,413;0,05835988;0,03566043;
2853,277;0,05869837;0,0360016;
2855,141;0,05898791;0,0362938;
2857,004;0,0590222;0,03633075;
2858,868;0,05909665;0,03640786;
2860,732;0,05919717;0,03651101;
2862,595;0,05944879;0,03676527;
2864,459;0,05970921;0,03702832;
2866,323;0,05997619;0,03729792;
2868,186;0,06010076;0,03742511;
2870,050;0,06025029;0,03757725;
2871,914;0,06027028;0,03759984;
2873,777;0,0603702;0,03770236;
2875,641;0,06060458;0,03793933;
2877,505;0,0608318;0,03816913;
2879,368;0,0608071;0,038147;
2881,232;0,06085602;0,03819849;
2883,096;0,06091638;0,03826142;
2884,959;0,06105552;0,03840311;
2886,823;0,06109383;0,03844397;
2888,687;0,06128951;0,0386422;
2890,550;0,06143838;0,0387936;
2892,414;0,0617018;0,03905955;
2894,278;0,06184841;0,03920868;
2896,141;0,06209167;0,03945446;
2898,005;0,06250006;0,03986536;
2899,869;0,06289953;0,04026733;
2901,733;0,06293439;0,04030469;
2903,596;0,06315027;0,04052306;
2905,460;0,06341475;0,04079003;
2907,324;0,06365875;0,0410365;
2909,187;0,0638522;0,04123242;
2911,051;0,06412488;0,04150756;
2912,915;0,06429266;0,0416778;
2914,778;0,06470867;0,04209627;
2916,642;0,06522423;0,04261428;
2918,506;0,06577591;0,0431684;
2920,369;0,06609252;0,04348744;
2922,233;0,06624886;0,04364621;
2924,097;0,06621464;0,04361442;
2925,960;0,06627261;0,0436748;
2927,824;0,06614799;0,04355258;
2929,688;0,06629297;0,04369996;
2931,551;0,0665151;0,0439245;
2933,415;0,06674901;0,0441608;
2935,279;0,06656487;0,04397904;
2937,142;0,06628041;0,04369696;
2939,006;0,06602237;0,04344129;
2940,870;0,06580103;0,04322232;
2942,733;0,06541473;0,04283838;
2944,597;0,06532932;0,04275533;
2946,461;0,0653035;0,04273185;
2948,324;0,06529878;0,04272948;
2950,188;0,06504462;0,04247765;
2952,052;0,06498326;0,04241862;
2953,915;0,06504858;0,04248627;
2955,779;0,06510458;0,0425446;
2957,643;0,06482276;0,04226509;
2959,506;0,06482085;0,04226548;
2961,370;0,06479499;0,04224193;
2963,234;0,0646975;0,04214673;
2965,097;0,0646059;0,04205743;
2966,961;0,06457702;0,04203083;
2968,825;0,06437962;0,0418357;
2970,688;0,06430247;0,04176083;
2972,552;0,0640262;0,04148683;
2974,416;0,06375067;0,04121356;
2976,279;0,06350329;0,04096843;
2978,143;0,06341464;0,04088204;
2980,007;0,06321039;0,04068003;
2981,870;0,06325931;0,04073119;
2983,734;0,06313161;0,04060572;
2985,598;0,06315814;0,04063449;
2987,461;0,06318503;0,04066359;
2989,325;0,06304558;0,04052636;
2991,189;0,06266915;0,04015214;
2993,052;0,06256146;0,04004665;
2994,916;0,06258345;0,04007085;
2996,780;0,06273472;0,04022431;
2998,643;0,06268903;0,04018082;
3000,507;0,06277457;0,04026854;
3002,371;0,06284141;0,04033755;
3004,234;0,06300581;0,04050413;
3006,098;0,062962;0,04046249;
3007,962;0,0628628;0,04036545;
3009,825;0,0628194;0,04032421;
3011,689;0,06308677;0,04059373;
3013,553;0,06325256;0,04076166;
3015,416;0,06339148;0,04090273;
3017,280;0,0635716;0,04108498;
3019,144;0,06397535;0,04149086;
3021,007;0,06415659;0,04167423;
3022,871;0,06428835;0,04180811;
3024,735;0,06426778;0,04178966;
3026,598;0,06453183;0,04205581;
3028,462;0,06480425;0,04233034;
3030,326;0,06492814;0,04245633;
3032,189;0,06496259;0,04249287;
3034,053;0,06514217;0,04267455;
3035,917;0,06530558;0,04284003;
3037,780;0,0655737;0,04311023;
3039,644;0,06551132;0,04304993;
3041,508;0,06560089;0,04314157;
3043,371;0,0659035;0,04344624;
3045,235;0,06628242;0,04382722;
3047,099;0,06652513;0,04407199;
3048,962;0,06677011;0,04431901;
3050,826;0,06689889;0,04444983;
3052,690;0,06719078;0,04474376;
3054,553;0,06727742;0,04483244;
3056,417;0,06760062;0,04515767;
3058,281;0,06782622;0,04538529;
3060,144;0,0680854;0,04564649;
3062,008;0,06812955;0,04569265;
3063,872;0,06820548;0,04577059;
3065,735;0,06821397;0,04578108;
3067,599;0,0684163;0,04598541;
3069,463;0,06878375;0,04635486;
3071,326;0,06931877;0,04689186;
3073,190;0,06936731;0,04694239;
3075,054;0,0693353;0,04691237;
3076,917;0,06918876;0,0467678;
3078,781;0,06926748;0,04684849;
3080,645;0,06947802;0,04706099;
3082,508;0,06976703;0,04735196;
3084,372;0,06971447;0,04730136;
3086,236;0,06990573;0,04749457;
3088,099;0,07016318;0,04775397;
3089,963;0,07044765;0,04804038;
3091,827;0,07068245;0,04827712;
3093,690;0,07115434;0,04875094;
3095,554;0,0712478;0,04884633;
3097,418;0,07137492;0,04897537;
3099,281;0,07143448;0,04903685;
3101,145;0,07177639;0,04938068;
3103,009;0,07207473;0,04968092;
3104,872;0,07227899;0,04988709;
3106,736;0,07211855;0,04972855;
3108,600;0,07228243;0,04989433;
3110,463;0,07239559;0,05000938;
3112,327;0,0725441;0,05015977;
3114,191;0,07246106;0,05007862;
3116,054;0,07241736;0,05003679;
3117,918;0,07234094;0,04996225;
3119,782;0,07278384;0,05040701;
3121,645;0,07345644;0,05108148;
3123,509;0,07410534;0,05173224;
3125,373;0,07440666;0,05203541;
3127,236;0,07470787;0,05233848;
3129,100;0,07471246;0,05234491;
3130,964;0,07494681;0,0525811;
3132,827;0,07508927;0,0527254;
3134,691;0,07543096;0,05306892;
3136,555;0,07535013;0,05298992;
3138,418;0,07532544;0,05296706;
3140,282;0,07548528;0,05312872;
3142,146;0,07600516;0,05365042;
3144,009;0,07642604;0,0540731;
3145,873;0,07668452;0,05433339;
3147,737;0,07670327;0,05435395;
3149,600;0,07682418;0,05447665;
3151,464;0,07668541;0,05433968;
3153,328;0,07679858;0,05445464;
3155,191;0,07710545;0,0547633;
3157,055;0,07761113;0,05527076;
3158,919;0,0779944;0,0556558;
3160,782;0,07833514;0,05599832;
3162,646;0,07834751;0,05601246;
3164,510;0,07853732;0,05620404;
3166,373;0,0786041;0,05627258;
3168,237;0,07900028;0,05667052;
3170,101;0,0792456;0,05691758;
3171,964;0,0794773;0,05715103;
3173,828;0,0797622;0,05743768;
3175,692;0,07993021;0,05760743;
3177,556;0,07982371;0,05750266;
3179,419;0,08011407;0,05779476;
3181,283;0,08027157;0,05795399;
3183,147;0,08063947;0,05832361;
3185,010;0,08081872;0,05850459;
3186,874;0,08106458;0,05875215;
3188,738;0,08106403;0,05875332;
3190,601;0,08121286;0,05890386;
3192,465;0,08113318;0,05882589;
3194,329;0,08131702;0,05901142;
3196,192;0,08150987;0,05920597;
3198,056;0,08173366;0,05943145;
3199,920;0,08168123;0,05938071;
3201,783;0,08178227;0,05948344;
3203,647;0,0818208;0,05952364;
3205,511;0,0818715;0,05957602;
3207,374;0,08182433;0,05953052;
3209,238;0,08218629;0,05989416;
3211,102;0,08236321;0,06007273;
3212,965;0,08253653;0,06024771;
3214,829;0,0825203;0,06023315;
3216,693;0,08253039;0,06024489;
3218,556;0,082461;0,06017715;
3220,420;0,08272892;0,06044672;
3222,284;0,08282743;0,06054687;
3224,147;0,08296662;0,06068769;
3226,011;0,08287436;0,06059707;
3227,875;0,08301164;0,06073598;
3229,738;0,08304752;0,06077349;
3231,602;0,08303281;0,0607604;
3233,466;0,08282337;0,06055258;
3235,329;0,08288434;0,06061516;
3237,193;0,08296254;0,06069498;
3239,057;0,0831696;0,06090364;
3240,920;0,08320901;0,06094466;
3242,784;0,08332139;0,06105864;
3244,648;0,08329959;0,06103844;
3246,511;0,08331172;0,06105217;
3248,375;0,08300899;0,06075102;
3250,239;0,08311151;0,06085513;
3252,102;0,08316784;0,06091304;
3253,966;0,08312251;0,06086929;
3255,830;0,08306076;0,06080911;
3257,693;0,08329605;0,06104598;
3259,557;0,08333014;0,06108163;
3261,421;0,08343593;0,06118899;
3263,284;0,08341821;0,06117283;
3265,148;0,08350998;0,06126616;
3267,012;0,08330015;0,06105788;
3268,875;0,08318719;0,06094647;
3270,739;0,08305562;0,06081645;
3272,603;0,08325266;0,06101504;
3274,466;0,08318965;0,06095356;
3276,330;0,08316489;0,06093034;
3278,194;0,08306475;0,06083174;
3280,057;0,08311457;0,06088308;
3281,921;0,08310904;0,06087907;
3283,785;0,08334845;0,06112001;
3285,648;0,08330606;0,06107914;
3287,512;0,08321184;0,06098644;
3289,376;0,08296083;0,06073694;
3291,239;0,08299863;0,06077625;
3293,103;0,08276288;0,060542;
3294,967;0,08270874;0,06048936;
3296,830;0,08259452;0,06037664;
3298,694;0,08266308;0,0604467;
3300,558;0,08255429;0,0603394;
3302,421;0,08270944;0,06049604;
3304,285;0,08260924;0,06039732;
3306,149;0,08250332;0,06029288;
3308,012;0,08234295;0,06013399;
3309,876;0,08239885;0,06019136;
3311,740;0,08242012;0,0602141;
3313,603;0,08257381;0,06036926;
3315,467;0,08237864;0,06017556;
3317,331;0,08231964;0,06011802;
3319,194;0,08221031;0,06001014;
3321,058;0,08233098;0,06013227;
3322,922;0,0821494;0,05995215;
3324,785;0,08214248;0,05994667;
3326,649;0,08208141;0,05988705;
3328,513;0,08216632;0,0599734;
3330,376;0,08195176;0,05976028;
3332,240;0,0819616;0,05977156;
3334,104;0,08185653;0,05966791;
3335,967;0,08200921;0,05982203;
3337,831;0,08179828;0,05961252;
3339,695;0,0816208;0,05943647;
3341,558;0,08135692;0,05917401;
3343,422;0,08130095;0,05911945;
3345,286;0,08117132;0,05899123;
3347,149;0,08122706;0,05904839;
3349,013;0,08104263;0,05886537;
3350,877;0,08102413;0,05884827;
3352,740;0,08089999;0,05872553;
3354,604;0,080842;0,05866894;
3356,468;0,08054128;0,05836961;
3358,331;0,08052884;0,05835856;
3360,195;0,08030157;0,05813268;
3362,059;0,08029968;0,05813217;
3363,922;0,08002518;0,05785906;
3365,786;0,07988777;0,05772303;
3367,650;0,07950087;0,05733751;
3369,513;0,07918709;0,0570251;
3371,377;0,07895929;0,05679867;
3373,241;0,07882615;0,05666689;
3375,104;0,07861855;0,05646066;
3376,968;0,07870338;0,05654686;
3378,832;0,07840143;0,05624626;
3380,695;0,07805625;0,05590244;
3382,559;0,07776065;0,05560819;
3384,423;0,07797024;0,05581913;
3386,286;0,07767421;0,05552445;
3388,150;0,07723633;0,05508791;
3390,014;0,0769715;0,05482441;
3391,877;0,07675502;0,05460927;
3393,741;0,07640889;0,05426447;
3395,605;0,07618604;0,05404296;
3397,468;0,07583251;0,05369076;
3399,332;0,07588452;0,05374409;
3401,196;0,07551678;0,05337768;
3403,059;0,07518785;0,05305007;
3404,923;0,07487049;0,05273402;
3406,787;0,07477715;0,052642;
3408,650;0,07420871;0,05207487;
3410,514;0,07372863;0,05159609;
3412,378;0,07346035;0,05132912;
3414,241;0,07338928;0,05125935;
3416,105;0,07303821;0,05090958;
3417,969;0,07294346;0,05081613;
3419,832;0,07261449;0,05048846;
3421,696;0,07235136;0,05022661;
3423,560;0,07201332;0,04988987;
3425,423;0,07171599;0,04959382;
3427,287;0,07103615;0,04891526;
3429,151;0,07071496;0,04859535;
3431,014;0,07042479;0,04830646;
3432,878;0,07030931;0,04819225;
3434,742;0,06971786;0,04760208;
3436,605;0,06953959;0,04742508;
3438,469;0,06928266;0,04716941;
3440,333;0,06906314;0,04695116;
3442,196;0,06844857;0,04633785;
3444,060;0,06807342;0,04596395;
3445,924;0,06782893;0,04572072;
3447,787;0,06764975;0,04554279;
3449,651;0,0672155;0,0451098;
3451,515;0,0667332;0,04462874;
3453,379;0,0661592;0,04405599;
3455,242;0,06600325;0,04390127;
3457,106;0,06549545;0,04339471;
3458,970;0,06504802;0,04294852;
3460,833;0,06481959;0,04272133;
3462,697;0,06481079;0,04271376;
3464,561;0,06445643;0,04236063;
3466,424;0,06421167;0,0421171;
3468,288;0,06359522;0,04150187;
3470,152;0,06329817;0,04120604;
3472,015;0,06292166;0,04083074;
3473,879;0,06249375;0,04040405;
3475,743;0,06207817;0,03998968;
3477,606;0,06183139;0,03974411;
3479,470;0,06130252;0,03921645;
3481,334;0,06101937;0,03893451;
3483,197;0,06067934;0,03859568;
3485,061;0,06036813;0,03828567;
3486,925;0,05975993;0,03767867;
3488,788;0,05946541;0,03738534;
3490,652;0,05882689;0,03674801;
3492,516;0,05838372;0,03630603;
3494,379;0,05825943;0,03618293;
3496,243;0,05831393;0,03623862;
3498,107;0,05774098;0,03566684;
3499,970;0,05726423;0,03519127;
3501,834;0,05675422;0,03468244;
3503,698;0,05628662;0,03421602;
3505,561;0,0558788;0,03380936;
3507,425;0,0555212;0,03345294;
3509,289;0,05487384;0,03280675;
3511,152;0,05472979;0,03266386;
3513,016;0,05450734;0,03244257;
3514,880;0,05424435;0,03218074;
3516,743;0,0538281;0,03176565;
3518,607;0,053591;0,0315297;
3520,471;0,05295785;0,0308977;
3522,334;0,05261256;0,03055357;
3524,198;0,05234832;0,03029048;
3526,062;0,052049;0,02999229;
3527,925;0,0515544;0,02949884;
3529,789;0,05128696;0,02923254;
3531,653;0,05055446;0,02850118;
