;Jun16_TPC_0-0-1_HMW;Jun16_TPC_0-0-1_HMW (baseline corrected);
864,742;0,1122717;0,01770242;
866,606;0,1126553;0,01844185;
868,470;0,1130321;0,01917228;
870,333;0,1133229;0,01981444;
872,197;0,113737;0,0205776;
874,061;0,1143137;0,02150109;
875,924;0,1149041;0,0224361;
877,788;0,115649;0,0235235;
879,652;0,1165433;0,02475806;
881,515;0,1175998;0,02615261;
883,379;0,1187823;0,02767109;
885,243;0,1201978;0,02942044;
887,106;0,1217047;0,03125909;
888,970;0,1233414;0,03322544;
890,834;0,1250026;0,03521427;
892,697;0,1265846;0,03712177;
894,561;0,1277618;0,03862249;
896,425;0,1285638;0,03974607;
898,288;0,1289714;0,0404731;
900,152;0,1291307;0,04094996;
902,016;0,1291843;0,04131913;
903,879;0,1292807;0,04172911;
905,743;0,1293185;0,04207852;
907,607;0,129488;0,04255782;
909,470;0,1299435;0,0433212;
911,334;0,1305574;0,04424102;
913,198;0,1312683;0,04525601;
915,061;0,1323826;0,04667259;
916,925;0,1336376;0,04822793;
918,789;0,1348941;0,04978302;
920,652;0,1361379;0,05132352;
922,516;0,137574;0,0530546;
924,380;0,1390672;0,05484103;
926,243;0,1404864;0,05655155;
928,107;0,1419974;0,05835224;
929,971;0,1438139;0,06045664;
931,834;0,1456877;0,06261662;
933,698;0,1477236;0,06493705;
935,562;0,150033;0,06752916;
937,425;0,152651;0,07042832;
939,289;0,1555031;0,07355982;
941,153;0,1584883;0,07682283;
943,016;0,161551;0,08016165;
944,880;0,1647807;0,08366575;
946,744;0,1680799;0,0872379;
948,607;0,171385;0,09081418;
950,471;0,174709;0,09440785;
952,335;0,1780914;0,0980584;
954,198;0,1814814;0,1017149;
956,062;0,1850344;0,1055329;
957,926;0,1885612;0,109323;
959,789;0,1921091;0,1131328;
961,653;0,1955762;0,1168603;
963,517;0,199036;0,120579;
965,380;0,2025555;0,1243558;
967,244;0,206137;0,1281931;
969,108;0,2097436;0,1320541;
970,972;0,2134957;0,1360592;
972,835;0,2172813;0,1400963;
974,699;0,2210765;0,1441414;
976,563;0,2248091;0,1481227;
978,426;0,2284656;0,1520264;
980,290;0,2320766;0,1558832;
982,154;0,2356681;0,159719;
984,017;0,2392501;0,163544;
985,881;0,2429803;0,1675158;
987,745;0,2467671;0,1715429;
989,608;0,2507484;0,1757631;
991,472;0,2547034;0,1799557;
993,336;0,2584795;0,1839679;
995,199;0,2621215;0,1878449;
997,063;0,2657585;0,1917154;
998,927;0,2693645;0,1955536;
1000,790;0,273128;0,1995481;
1002,654;0,2770832;0,203733;
1004,518;0,2811956;0,2080738;
1006,381;0,2854517;0,212557;
1008,245;0,2898795;0,2172107;
1010,109;0,29419;0,2217459;
1011,972;0,2983878;0,226167;
1013,836;0,3022449;0,2302463;
1015,700;0,3056122;0,2338345;
1017,563;0,3084118;0,2368538;
1019,427;0,3106892;0,2393498;
1021,291;0,3122778;0,2411557;
1023,154;0,3132374;0,2423315;
1025,018;0,3135854;0,2428944;
1026,882;0,3134598;0,2429826;
1028,745;0,3128967;0,2426321;
1030,609;0,3120311;0,241978;
1032,473;0,3108279;0,2409851;
1034,336;0,3092107;0,2395771;
1036,200;0,3071837;0,2377582;
1038,064;0,3046449;0,2354264;
1039,927;0,3014722;0,2324594;
1041,791;0,2978009;0,2289929;
1043,655;0,2935974;0,224993;
1045,518;0,2888699;0,220468;
1047,382;0,2837988;0,2155985;
1049,246;0,2786776;0,2106776;
1051,109;0,273499;0,2056984;
1052,973;0,2686142;0,2010119;
1054,837;0,2641596;0,1967545;
1056,700;0,2600643;0,1928554;
1058,564;0,2562077;0,1891939;
1060,428;0,2527363;0,1859166;
1062,291;0,2497747;0,1831481;
1064,155;0,2471976;0,1807631;
1066,019;0,2447822;0,1785388;
1067,882;0,2426336;0,1765803;
1069,746;0,2405414;0,1746772;
1071,610;0,2382616;0,1725854;
1073,473;0,2354885;0,1699995;
1075,337;0,2321395;0,1668366;
1077,201;0,2280385;0,1629208;
1079,064;0,2231847;0,1582513;
1080,928;0,2179532;0,153203;
1082,792;0,2126361;0,1480683;
1084,655;0,2072899;0,1429034;
1086,519;0,2020242;0,1378182;
1088,383;0,1971289;0,1331024;
1090,246;0,1926726;0,1288247;
1092,110;0,1884735;0,1248033;
1093,974;0,1846224;0,121129;
1095,837;0,181011;0,1176935;
1097,701;0,1775295;0,1143869;
1099,565;0,174204;0,1112356;
1101,428;0,1710966;0,1083014;
1103,292;0,1680666;0,1054437;
1105,156;0,1650868;0,1026354;
1107,019;0,1622403;0,09995951;
1108,883;0,1594847;0,09737364;
1110,747;0,156826;0,09488389;
1112,610;0,1542925;0,09251846;
1114,474;0,1518663;0,09025945;
1116,338;0,1495304;0,08808984;
1118,201;0,14731;0,08603501;
1120,065;0,1451441;0,08403386;
1121,929;0,1429577;0,08201132;
1123,792;0,1408066;0,08002325;
1125,656;0,1384252;0,07780418;
1127,520;0,1358725;0,07541295;
1129,383;0,1332527;0,07295376;
1131,247;0,13068;0,07054096;
1133,111;0,1282356;0,06825563;
1134,974;0,1260654;0,06624372;
1136,838;0,1242856;0,06462144;
1138,702;0,1229715;0,06346407;
1140,565;0,1221176;0,06276619;
1142,429;0,1215492;0,06235302;
1144,293;0,121019;0,06197729;
1146,156;0,1204332;0,06154517;
1148,020;0,1197154;0,06098035;
1149,884;0,1187977;0,06021483;
1151,747;0,1174767;0,05904531;
1153,611;0,1157447;0,05746404;
1155,475;0,1135468;0,05541616;
1157,338;0,1109274;0,05294611;
1159,202;0,1080307;0,05019792;
1161,066;0,1048675;0,04718262;
1162,929;0,1015395;0,04400177;
1164,793;0,09818589;0,04079458;
1166,657;0,09497987;0,0377343;
1168,520;0,09208032;0,03497979;
1170,384;0,08950913;0,03255295;
1172,248;0,08712592;0,0303134;
1174,111;0,08492916;0,02825962;
1175,975;0,08292969;0,02640244;
1177,839;0,08108881;0,02470319;
1179,702;0,07942234;0,02317768;
1181,566;0,07789215;0,02178777;
1183,430;0,07650411;0,02053936;
1185,293;0,0753643;0,01953852;
1187,157;0,07454688;0,0188594;
1189,021;0,07405297;0,01850316;
1190,884;0,07388372;0,01847093;
1192,748;0,07404648;0,01877007;
1194,612;0,07459364;0,01945296;
1196,475;0,07541898;0,02041341;
1198,339;0,07635865;0,02148755;
1200,203;0,07734516;0,02260791;
1202,066;0,0784084;0,02380437;
1203,930;0,07944105;0,02496963;
1205,794;0,080404;0,02606458;
1207,657;0,08131177;0,02710373;
1209,521;0,08216124;0,02808398;
1211,385;0,08300523;0,02905814;
1213,248;0,08390813;0,03009062;
1215,112;0,08479374;0,0311052;
1216,976;0,08561338;0,03205322;
1218,839;0,08646962;0,03303727;
1220,703;0,08734307;0,03403793;
1222,567;0,08820979;0,03503128;
1224,430;0,08909015;0,03603769;
1226,294;0,09000505;0,03707807;
1228,158;0,09094629;0,03814422;
1230,021;0,0918945;0,03921677;
1231,885;0,09285267;0,04029872;
1233,749;0,09380055;0,04136981;
1235,612;0,09467315;0,04236507;
1237,476;0,09548196;0,04329599;
1239,340;0,09615018;0,04408577;
1241,203;0,0966577;0,04471429;
1243,067;0,09715957;0,04533662;
1244,931;0,09752786;0,04582484;
1246,795;0,09761829;0,04603466;
1248,658;0,09755265;0,04608787;
1250,522;0,09744047;0,04609401;
1252,386;0,09714286;0,04591419;
1254,249;0,09664481;0,04553341;
1256,113;0,09596856;0,0449739;
1257,977;0,09517229;0,04429386;
1259,840;0,0943517;0,04358899;
1261,704;0,09342243;0,04277492;
1263,568;0,09246468;0,04193186;
1265,431;0,09151912;0,04110048;
1267,295;0,09063594;0,04033098;
1269,159;0,08986746;0,03967569;
1271,022;0,08918698;0,03910789;
1272,886;0,08852696;0,03856006;
1274,750;0,08785123;0,03799603;
1276,613;0,08723256;0,03748856;
1278,477;0,08669339;0,03706012;
1280,341;0,08625638;0,03673335;
1282,204;0,08591843;0,03650516;
1284,068;0,08558204;0,03627805;
1285,932;0,08534224;0,03614706;
1287,795;0,08525153;0,03616468;
1289,659;0,08523315;0,03625417;
1291,523;0,08524214;0,03637056;
1293,386;0,08524827;0,03648362;
1295,250;0,08534628;0,0366881;
1297,114;0,0855759;0,03702374;
1298,977;0,08581007;0,03736346;
1300,841;0,08603238;0,03769088;
1302,705;0,08622994;0,0379931;
1304,568;0,08644696;0,03831432;
1306,432;0,08667465;0,03864577;
1308,296;0,08694603;0,03902048;
1310,159;0,08714339;0,03932071;
1312,023;0,08728738;0,03956714;
1313,887;0,08739741;0,03977917;
1315,750;0,08742119;0,03990452;
1317,614;0,08753956;0,04012403;
1319,478;0,08775196;0,04043715;
1321,341;0,08785336;0,04063883;
1323,205;0,08790155;0,04078688;
1325,069;0,08799799;0,04098276;
1326,932;0,08811215;0,04119594;
1328,796;0,08833194;0,04151435;
1330,660;0,08858729;0,04186788;
1332,523;0,08876583;0,04214421;
1334,387;0,08893949;0,04241523;
1336,251;0,0893859;0,04295861;
1338,114;0,09015754;0,04382681;
1339,978;0,09100177;0,0447672;
1341,842;0,09140249;0,04526367;
1343,705;0,09177206;0,0457286;
1345,569;0,09237644;0,04642794;
1347,433;0,09300923;0,0471553;
1349,296;0,09375358;0,04799383;
1351,160;0,09446789;0,04880193;
1353,024;0,09518893;0,04961637;
1354,887;0,09601303;0,05053348;
1356,751;0,09669678;0,05130986;
1358,615;0,09723428;0,05193961;
1360,478;0,09812016;0,05291736;
1362,342;0,09944433;0,05433302;
1364,206;0,1002533;0,05523315;
1366,069;0,1004075;0,05547809;
1367,933;0,1008048;0,05596575;
1369,797;0,1010447;0,05629562;
1371,660;0,101125;0,05646561;
1373,524;0,1016345;0,05706435;
1375,388;0,1018751;0,05739388;
1377,251;0,1015082;0,05711549;
1379,115;0,1011225;0,056818;
1380,979;0,1004504;0,0562338;
1382,842;0,09966191;0,05553276;
1384,706;0,09892964;0,05488763;
1386,570;0,09868921;0,05473398;
1388,433;0,09835694;0,05448814;
1390,297;0,09736428;0,05358156;
1392,161;0,09673725;0,05304027;
1394,024;0,09717514;0,05356355;
1395,888;0,09772975;0,05420321;
1397,752;0,09784032;0,05439849;
1399,615;0,09820911;0,05485165;
1401,479;0,09803535;0,05476193;
1403,343;0,09814399;0,05495427;
1405,206;0,09871944;0,05561309;
1407,070;0,09871466;0,05569135;
1408,934;0,09847119;0,05553059;
1410,797;0,09828668;0,05542847;
1412,661;0,09778474;0,05500858;
1414,525;0,09703159;0,05433716;
1416,388;0,09653711;0,05392409;
1418,252;0,09669975;0,05416782;
1420,116;0,09618796;0,05373679;
1421,979;0,09447395;0,05210324;
1423,843;0,09328463;0,05099406;
1425,707;0,09199824;0,04978749;
1427,570;0,09051711;0,04838587;
1429,434;0,08922897;0,04717693;
1431,298;0,08763849;0,04566534;
1433,161;0,08589565;0,04400108;
1435,025;0,08490208;0,04308579;
1436,889;0,08450974;0,04277142;
1438,752;0,08308122;0,04142057;
1440,616;0,0817344;0,04015112;
1442,480;0,08101584;0,03950963;
1444,343;0,0803984;0,03896895;
1446,207;0,08008179;0,03872882;
1448,071;0,07987078;0,03859399;
1449,934;0,07910076;0,03789985;
1451,798;0,07807814;0,03695283;
1453,662;0,07730188;0,03625188;
1455,525;0,0773141;0,0363391;
1457,389;0,07814636;0,0372461;
1459,253;0,07666955;0,03584372;
1461,116;0,07486378;0,0341121;
1462,980;0,07378436;0,03310656;
1464,844;0,07299921;0,032395;
1466,707;0,07100025;0,03046934;
1468,571;0,06845651;0,02799864;
1470,435;0,0663467;0,02596158;
1472,298;0,06464673;0,02433409;
1474,162;0,06257774;0,0223373;
1476,026;0,06073302;0,02056451;
1477,889;0,05922559;0,01912874;
1479,753;0,05804189;0,01801643;
1481,617;0,05720787;0,01725352;
1483,480;0,05649184;0,01660834;
1485,344;0,05603395;0,01622104;
1487,208;0,05626588;0,01652328;
1489,071;0,05707693;0,01740439;
1490,935;0,0575139;0,01791115;
1492,799;0,05719014;0,01765692;
1494,662;0,05751871;0,01805476;
1496,526;0,05894658;0,01955165;
1498,390;0,05982813;0,02050195;
1500,253;0,05985292;0,02059523;
1502,117;0,05967903;0,02048959;
1503,981;0,05997929;0,02085784;
1505,844;0,06227478;0,02322106;
1507,708;0,06498851;0,02600228;
1509,572;0,06458518;0,02566619;
1511,435;0,06448896;0,02563696;
1513,299;0,06470435;0,02591909;
1515,163;0,0647977;0,02607893;
1517,026;0,06477627;0,02612375;
1518,890;0,0640432;0,02545669;
1520,754;0,06398901;0,02546827;
1522,618;0,06386833;0,02541311;
1524,481;0,06305316;0,02466321;
1526,345;0,06310033;0,02477543;
1528,209;0,06305046;0,02479037;
1530,072;0,06274429;0,02454877;
1531,936;0,06319947;0,02506827;
1533,800;0,06432958;0,02626249;
1535,663;0,06412955;0,02612632;
1537,527;0,06400594;0,02606635;
1539,391;0,06613612;0,02825993;
1541,254;0,06795608;0,03014306;
1543,118;0,06773925;0,02998917;
1544,982;0,06778738;0,03010002;
1546,845;0,06767637;0,03005151;
1548,709;0,06776691;0,03020431;
1550,573;0,06819187;0,03069131;
1552,436;0,06809102;0,03065227;
1554,300;0,06827006;0,03089291;
1556,164;0,06871534;0,03139956;
1558,027;0,07119883;0,03394421;
1559,891;0,07422959;0,0370359;
1561,755;0,07246858;0,0353356;
1563,618;0,07189809;0,03482561;
1565,482;0,07257624;0,03556405;
1567,346;0,07327903;0,03632691;
1569,209;0,0748703;0,03797803;
1571,073;0,07584897;0,03901634;
1572,937;0,07570004;0,03892685;
1574,800;0,07719129;0,04047731;
1576,664;0,07999855;0,04334358;
1578,528;0,08042885;0,04383268;
1580,391;0,08053567;0,04399809;
1582,255;0,08165229;0,0451731;
1584,119;0,08275084;0,04632983;
1585,982;0,08383647;0,04747343;
1587,846;0,08489997;0,0485947;
1589,710;0,08595675;0,04970905;
1591,573;0,08687824;0,0506879;
1593,437;0,08780501;0,05167184;
1595,301;0,08860555;0,05252934;
1597,164;0,08907706;0,05305761;
1599,028;0,0892643;0,05330142;
1600,892;0,0894856;0,05357909;
1602,755;0,08957122;0,05372088;
1604,619;0,08946126;0,0536669;
1606,483;0,08909561;0,05335703;
1608,346;0,08881561;0,05313262;
1610,210;0,08836742;0,05273983;
1612,074;0,08779708;0,05222469;
1613,937;0,08747386;0,05195648;
1615,801;0,08831979;0,05285723;
1617,665;0,08894809;0,05354016;
1619,528;0,08804303;0,05268955;
1621,392;0,08780667;0,05250745;
1623,256;0,08869725;0,05345209;
1625,119;0,08888371;0,05369243;
1626,983;0,0886666;0,05352902;
1628,847;0,08850347;0,0534194;
1630,710;0,08772697;0,05269624;
1632,574;0,08697923;0,05200164;
1634,438;0,08735835;0,05243374;
1636,301;0,08797824;0,05310641;
1638,165;0,08649421;0,05167499;
1640,029;0,08487586;0,05010906;
1641,892;0,08366347;0,04894892;
1643,756;0,08262766;0,04796518;
1645,620;0,08229494;0,04768436;
1647,483;0,08173754;0,04717868;
1649,347;0,07987245;0,04536513;
1651,211;0,07890498;0,04444902;
1653,074;0,08001525;0,04561049;
1654,938;0,07847871;0,04412496;
1656,802;0,07599717;0,04169428;
1658,665;0,07435729;0,04010507;
1660,529;0,07312238;0,03892068;
1662,393;0,071775;0,03762363;
1664,256;0,06980478;0,03570358;
1666,120;0,06784067;0,03378946;
1667,984;0,06648726;0,03248589;
1669,847;0,06507305;0,03112134;
1671,711;0,06309887;0,02919667;
1673,575;0,06141308;0,02756021;
1675,438;0,05995789;0,02615419;
1677,302;0,05798437;0,02422968;
1679,166;0,05612849;0,02242264;
1681,029;0,05458309;0,02092592;
1682,893;0,05347132;0,01986268;
1684,757;0,05222801;0,01866772;
1686,620;0,05041592;0,01690383;
1688,484;0,04885191;0,01538786;
1690,348;0,04751183;0,01409566;
1692,211;0,04602834;0,01265989;
1694,075;0,04484746;0,01152658;
1695,939;0,04379691;0,01052343;
1697,802;0,04267018;0,009443961;
1699,666;0,04179141;0,008612279;
1701,530;0,04098729;0,00785511;
1703,393;0,04001368;0,006928285;
1705,257;0,03964816;0,006609397;
1707,121;0,03927746;0,006285185;
1708,984;0,03873892;0,005792968;
1710,848;0,03828178;0,005382004;
1712,712;0,03808765;0,005233904;
1714,575;0,03808559;0,005277723;
1716,439;0,03836146;0,005599327;
1718,303;0,03865453;0,00593797;
1720,166;0,03862279;0,005951668;
1722,030;0,03855685;0,005931011;
1723,894;0,03878166;0,006200956;
1725,757;0,0386657;0,006129986;
1727,621;0,03836533;0,005874468;
1729,485;0,0379925;0,005546334;
1731,348;0,03775221;0,005350598;
1733,212;0,0375414;0,005184207;
1735,076;0,03708961;0,004776681;
1736,939;0,03619562;0,003926818;
1738,803;0,0354296;0,003204784;
1740,667;0,03447674;0,002295773;
1742,530;0,03339663;0,001259364;
1744,394;0,0321906;9,6899E-5;
1746,258;0,0309385;-0,001111773;
1748,121;0,02956627;-0,00244072;
1749,985;0,0282468;-0,003717043;
1751,849;0,02683308;-0,005087752;
1753,712;0,02577066;-0,0061073;
1755,576;0,0247728;-0,007062425;
1757,440;0,0237881;-0,008004524;
1759,303;0,02293158;-0,008818576;
1761,167;0,02233977;-0,009368062;
1763,031;0,02191066;-0,009754971;
1764,894;0,02153952;-0,01008405;
1766,758;0,02115548;-0,01042616;
1768,622;0,02084753;-0,01069231;
1770,485;0,02055044;-0,01094773;
1772,349;0,02037433;-0,01108232;
1774,213;0,0202406;-0,01117464;
1776,076;0,02016723;-0,01120674;
1777,940;0,02024093;-0,0110919;
1779,804;0,0202753;-0,01101651;
1781,667;0,02023603;-0,0110149;
1783,531;0,02019039;-0,01101978;
1785,395;0,02012867;-0,01104087;
1787,258;0,0199971;-0,01113194;
1789,122;0,01982087;-0,01126779;
1790,986;0,01976739;-0,01128102;
1792,849;0,01984065;-0,01116764;
1794,713;0,01988211;-0,01108617;
1796,577;0,01975426;-0,01117415;
1798,441;0,01971507;-0,01117359;
1800,304;0,019802;-0,01104703;
1802,168;0,01984763;-0,0109619;
1804,032;0,01977397;-0,01099617;
1805,895;0,01973798;-0,0109929;
1807,759;0,01964401;-0,01104773;
1809,623;0,01948962;-0,01116311;
1811,486;0,01938777;-0,01122606;
1813,350;0,01938721;-0,01118784;
1815,214;0,01927191;-0,01126448;
1817,077;0,0193247;-0,01117315;
1818,941;0,01945173;-0,0110077;
1820,805;0,01943248;-0,01098865;
1822,668;0,0193365;-0,01104644;
1824,532;0,01926377;-0,0110811;
1826,396;0,01923793;-0,01106898;
1828,259;0,01913692;-0,01113216;
1830,123;0,01900973;-0,01122163;
1831,987;0,01919127;-0,01100248;
1833,850;0,01910885;-0,01104741;
1835,714;0,01900751;-0,01111137;
1837,578;0,01903219;-0,01104942;
1839,441;0,01901656;-0,01102791;
1841,305;0,01898739;-0,01102004;
1843,169;0,01910131;-0,01086919;
1845,032;0,01910138;-0,01083231;
1846,896;0,01883532;-0,01106167;
1848,760;0,01880352;-0,01105688;
1850,623;0,01895866;-0,01086525;
1852,487;0,01904913;-0,01073841;
1854,351;0,01914449;-0,0106068;
1856,214;0,01901489;-0,01070024;
1858,078;0,01893456;-0,01074452;
1859,942;0,0188636;-0,01077956;
1861,805;0,01883428;-0,01077305;
1863,669;0,01874886;-0,01082274;
1865,533;0,0186644;-0,01087159;
1867,396;0,01847735;-0,01102313;
1869,260;0,01822827;-0,01123682;
1871,124;0,01840485;-0,01102495;
1872,987;0,01864096;-0,01075364;
1874,851;0,01850976;-0,01084975;
1876,715;0,01847605;-0,01084848;
1878,578;0,01849615;-0,01079351;
1880,442;0,01862931;-0,01062558;
1882,306;0,01839107;-0,01082915;
1884,169;0,01825808;-0,01092757;
1886,033;0,01839189;-0,0107593;
1887,897;0,01835017;-0,01076666;
1889,760;0,01776942;-0,01131315;
1891,624;0,01769464;-0,01135377;
1893,488;0,01797011;-0,01104425;
1895,351;0,01800291;-0,01097748;
1897,215;0,01798511;-0,01096142;
1899,079;0,01795792;-0,01095486;
1900,942;0,01782916;-0,01104996;
1902,806;0,01783123;-0,01101434;
1904,670;0,01778899;-0,01102311;
1906,533;0,01769864;-0,0110801;
1908,397;0,01737301;-0,01137247;
1910,261;0,01701128;-0,01170103;
1912,124;0,01690368;-0,01177555;
1913,988;0,0169887;-0,01165755;
1915,852;0,01685284;-0,01176054;
1917,715;0,01673921;-0,01184139;
1919,579;0,01662463;-0,01192328;
1921,443;0,01637784;-0,01213748;
1923,306;0,01577724;-0,01270558;
1925,170;0,01568225;-0,01276816;
1927,034;0,01571867;-0,01269944;
1928,897;0,01551366;-0,01287223;
1930,761;0,01533621;-0,01301755;
1932,625;0,01541786;-0,01290388;
1934,488;0,01541862;-0,01287118;
1936,352;0,01523971;-0,01301825;
1938,216;0,01490218;-0,01332402;
1940,079;0,01450483;-0,01368971;
1941,943;0,01349547;-0,0146675;
1943,807;0,01309761;-0,01503388;
1945,670;0,01333063;-0,01476948;
1947,534;0,01322312;-0,01484569;
1949,398;0,01275154;-0,01528606;
1951,261;0,01244016;-0,01556631;
1953,125;0,01193695;-0,0160385;
1954,989;0,01141914;-0,01652537;
1956,852;0,01082841;-0,01708523;
1958,716;0,01039104;-0,01749184;
1960,580;0,009993707;-0,0178585;
1962,443;0,009901503;-0,01792011;
1964,307;0,008872332;-0,01891878;
1966,171;0,007452048;-0,02030864;
1968,034;0,006955757;-0,0207746;
1969,898;0,006784069;-0,02091605;
1971,762;0,006036996;-0,02163296;
1973,625;0,005910158;-0,02172973;
1975,489;0,005376757;-0,02223314;
1977,353;0,005748974;-0,02183102;
1979,216;0,006418932;-0,02113124;
1981,080;0,006780287;-0,02074015;
1982,944;0,007547522;-0,01994326;
1984,807;0,008014633;-0,01944658;
1986,671;0,008034628;-0,0193971;
1988,535;0,008486585;-0,01891575;
1990,398;0,00867071;-0,0187023;
1992,262;0,008330517;-0,01901326;
1994,126;0,008562079;-0,01875254;
1995,989;0,009442243;-0,0178433;
1997,853;0,009293704;-0,01796285;
1999,717;0,008706597;-0,01852105;
2001,580;0,008428688;-0,01877012;
2003,444;0,008231834;-0,01893823;
2005,308;0,007525288;-0,0196161;
2007,171;0,006990779;-0,02012202;
2009,035;0,006677827;-0,02040646;
2010,899;0,006191092;-0,02086477;
2012,762;0,005109993;-0,02191751;
2014,626;0,004723144;-0,02227609;
2016,490;0,004993026;-0,02197801;
2018,353;0,004884398;-0,02205852;
2020,217;0,004688382;-0,0222265;
2022,081;0,004827976;-0,02205894;
2023,944;0,005220459;-0,02163858;
2025,808;0,00548672;-0,02134451;
2027,672;0,005411497;-0,021392;
2029,535;0,004310817;-0,02246502;
2031,399;0,003628705;-0,02311956;
2033,263;0,004124024;-0,02259673;
2035,126;0,00444127;-0,02225206;
2036,990;0,005176661;-0,02148932;
2038,854;0,005943409;-0,02069529;
2040,717;0,00721284;-0,01939866;
2042,581;0,007573658;-0,01901071;
2044,445;0,007477056;-0,01908026;
2046,308;0,008335593;-0,01819474;
2048,172;0,009692594;-0,01681084;
2050,036;0,01102313;-0,01545347;
2051,899;0,01159429;-0,01485555;
2053,763;0,01191418;-0,01450897;
2055,627;0,01287269;-0,01352384;
2057,490;0,01373555;-0,01263444;
2059,354;0,0140832;-0,01226032;
2061,218;0,01393311;-0,01238401;
2063,081;0,01391863;-0,01237216;
2064,945;0,01466398;-0,01160056;
2066,809;0,01527017;-0,01096819;
2068,672;0,01505616;-0,01115608;
2070,536;0,01509209;-0,01109411;
2072,400;0,0152795;-0,01088072;
2074,264;0,01544701;-0,01068731;
2076,127;0,01593974;-0,01016875;
2077,991;0,0167526;-0,009330121;
2079,855;0,0171233;-0,008933728;
2081,718;0,0171417;-0,008889701;
2083,582;0,01753825;-0,008467589;
2085,446;0,01801684;-0,007963511;
2087,309;0,0178918;-0,00806313;
2089,173;0,01778214;-0,008147444;
