;May11_TPC_04-04-02_LMW;May11_TPC_04-04-02_LMW (baseline corrected);
Wavelength [nm];Absorbance;absorbance;
650,420;0,05391763;0,003353429;
652,284;0,05350544;0,003183664;
654,148;0,05328808;0,003206652;
656,011;0,05319283;0,0033497;
657,875;0,05300279;0,00339594;
659,739;0,0526221;0,003249541;
661,602;0,05239697;0,003256709;
663,466;0,05240206;0,003492156;
665,330;0,05203205;0,003350561;
667,193;0,05242169;0,003966706;
669,057;0,05346464;0,00523427;
670,921;0,05331676;0,005309142;
672,784;0,05343675;0,005650027;
674,648;0,05353305;0,005965398;
676,512;0,05381942;0,006469033;
678,375;0,05415309;0,007018168;
680,239;0,05439855;0,007477341;
682,103;0,05444572;0,007736462;
683,966;0,05471378;0,008214752;
685,830;0,05481975;0,008529236;
687,694;0,05477004;0,008686349;
689,557;0,05478255;0,008904002;
691,421;0,05495413;0,009279073;
693,285;0,05505979;0,009586586;
695,149;0,0550928;0,009819826;
697,012;0,05489707;0,009822715;
698,876;0,05460984;0,009732527;
700,740;0,05419953;0,00951769;
702,603;0,05375738;0,00926945;
704,467;0,05319467;0,008899123;
706,331;0,05264047;0,008535779;
708,194;0,05210168;0,008186344;
710,058;0,05151036;0,007782889;
711,922;0,05082686;0,007285773;
713,785;0,05037018;0,00701403;
715,649;0,04981486;0,006642197;
717,513;0,04908741;0,006096805;
719,376;0,04844017;0,005630214;
721,240;0,04800335;0,005372643;
723,104;0,04761779;0,005164956;
724,967;0,04741397;0,00513763;
726,831;0,04725253;0,005151333;
728,695;0,04712735;0,005199947;
730,558;0,04689644;0,005141505;
732,422;0,04663993;0,005056153;
734,286;0,04642401;0,005010086;
736,149;0,04620175;0,004956384;
738,013;0,04601056;0,004932488;
739,877;0,04580777;0,004895727;
741,740;0,04562988;0,004882611;
743,604;0,04551243;0,004928701;
745,468;0,04530616;0,004884742;
747,331;0,04516752;0,004907206;
749,195;0,0451571;0,005056691;
751,059;0,04513032;0,005188622;
752,922;0,04501724;0,005233079;
754,786;0,04488992;0,005262128;
756,650;0,04470849;0,005235907;
758,513;0,0446183;0,005299792;
760,377;0,04454353;0,005377962;
762,241;0,04448523;0,005471482;
764,104;0,04445459;0,00559155;
765,968;0,0444099;0,005696475;
767,832;0,04428254;0,005717643;
769,695;0,04424994;0,005832484;
771,559;0,04420221;0,005931134;
773,423;0,04417371;0,006047959;
775,286;0,04406196;0,006080486;
777,150;0,04402327;0,006185031;
779,014;0,04398416;0,006288138;
780,877;0,04404347;0,006488641;
782,741;0,04410642;0,006691782;
784,605;0,04417238;0,006896937;
786,468;0,04423669;0,007099443;
788,332;0,04424135;0,007241328;
790,196;0,04407974;0,007215974;
792,059;0,04400927;0,00728079;
793,923;0,0439332;0,007339067;
795,787;0,04377737;0,007316633;
797,650;0,04378856;0,007460291;
799,514;0,04386349;0,007666755;
801,378;0,04383231;0,007766196;
803,241;0,04392576;0,007989358;
805,105;0,04412105;0,008313469;
806,969;0,04447246;0,008792803;
808,832;0,04511418;0,00956156;
810,696;0,04579422;0,01036777;
812,560;0,04624608;0,01094493;
814,423;0,04724455;0,01206783;
816,287;0,04936114;0,01430801;
818,151;0,05346475;0,01853436;
820,014;0,06124289;0,0264344;
821,878;0,07394711;0,03925971;
823,742;0,08557635;0,05100921;
825,605;0,08369821;0,04925051;
827,469;0,06995736;0,0356283;
829,333;0,05910234;0,02489112;
831,196;0,055391;0,02129682;
833,060;0,0541037;0,0201258;
834,924;0,05226724;0,01840482;
836,787;0,05043609;0,01668838;
838,651;0,04922661;0,01559286;
840,515;0,04855357;0,01503301;
842,378;0,04810528;0,01469716;
844,242;0,04782044;0,01452402;
846,106;0,04774748;0,01456202;
847,969;0,0480233;0,01494807;
849,833;0,04863469;0,01566897;
851,697;0,04965132;0,01679439;
853,560;0,05095795;0,0182091;
855,424;0,05254843;0,01990694;
857,288;0,05408009;0,02154528;
859,151;0,05534067;0,02291184;
861,015;0,05633088;0,02400734;
862,879;0,05699613;0,0247772;
864,742;0,05713258;0,02501758;
866,606;0,05670468;0,02469295;
868,470;0,05565029;0,02374115;
870,333;0,05415804;0,02235085;
872,197;0,05241641;0,02071051;
874,061;0,05083293;0,01922767;
875,924;0,04923265;0,01772739;
877,788;0,04743884;0,01603294;
879,652;0,04555268;0,01424552;
881,515;0,04385813;0,01264907;
883,379;0,04247029;0,01135872;
885,243;0,04133483;0,01032013;
887,106;0,04035815;0,009439718;
888,970;0,03971139;0,008888613;
890,834;0,03916731;0,008439587;
892,697;0,03870955;0,008076289;
894,561;0,03833675;0,007797366;
896,425;0,03805762;0,007611524;
898,288;0,03807273;0,007719345;
900,152;0,03817425;0,007913;
902,016;0,03809282;0,007923131;
903,879;0,0380725;0,007993801;
905,743;0,03813417;0,008145912;
907,607;0,03821388;0,008315504;
909,470;0,03823352;0,00842447;
911,334;0,03829629;0,008576011;
913,198;0,03838513;0,008753092;
915,061;0,03845395;0,008909612;
916,925;0,03849596;0,009038784;
918,789;0,03863297;0,009262426;
920,652;0,03879735;0,00951292;
922,516;0,03887971;0,009680864;
924,380;0,03893933;0,009825556;
926,243;0,03901157;0,009982351;
928,107;0,03911438;0,01016921;
929,971;0,03920464;0,01034301;
931,834;0,03932211;0,01054353;
933,698;0,03950657;0,01081053;
935,562;0,03965681;0,01104283;
937,425;0,03978161;0,01124918;
939,289;0,03991113;0,01145979;
941,153;0,04005071;0,01167997;
943,016;0,04018114;0,01189052;
944,880;0,04038713;0,01217615;
946,744;0,04058445;0,01245265;
948,607;0,0407817;0,01272861;
950,471;0,04098409;0,01300925;
952,335;0,04122676;0,01332971;
954,198;0,04146709;0,01364737;
956,062;0,0417179;0,01397506;
957,926;0,041999;0,0143326;
959,789;0,04234812;0,0147577;
961,653;0,04270706;0,01519219;
963,517;0,04309418;0,01565442;
