;Apr22_TPC_02-06-02_HMW;Apr22_TPC_02-06-02_HMW (baseline corrected);
Wavelength [nm];Absorbance;absorbance;
650,420;0,13765;-0,006379465;
652,284;0,1369876;-0,006265647;
654,148;0,1363344;-0,006149269;
656,011;0,13565;-0,0060706;
657,875;0,1351553;-0,00580872;
659,739;0,1346333;-0,005580539;
661,602;0,1339216;-0,005548384;
663,466;0,1330991;-0,005633324;
665,330;0,1319369;-0,006064163;
667,193;0,1320133;-0,005262416;
669,057;0,1328045;-0,003752034;
670,921;0,1314313;-0,004412005;
672,784;0,1306171;-0,004518871;
674,648;0,1301122;-0,004322378;
676,512;0,1297402;-0,003998646;
678,375;0,129086;-0,00396297;
680,239;0,1285243;-0,003840293;
682,103;0,1278176;-0,003868403;
683,966;0,127321;-0,003691782;
685,830;0,1268237;-0,003521491;
687,694;0,1263591;-0,003323831;
689,557;0,1258916;-0,003134424;
691,421;0,1257146;-0,002659853;
693,285;0,1253604;-0,002367757;
695,149;0,1250209;-0,00206615;
697,012;0,1245819;-0,001869117;
698,876;0,1241401;-0,001680002;
700,740;0,1235309;-0,001663336;
702,603;0,1227819;-0,001791376;
704,467;0,1217808;-0,002176515;
706,331;0,1208871;-0,002459084;
708,194;0,1199736;-0,002766238;
710,058;0,1192035;-0,002934852;
711,922;0,1184963;-0,003045248;
713,785;0,1178343;-0,003115024;
715,649;0,1171954;-0,003166382;
717,513;0,1165881;-0,003190762;
719,376;0,1160059;-0,003194516;
721,240;0,1155676;-0,003058879;
723,104;0,1149416;-0,003115396;
724,967;0,1144243;-0,003067546;
726,831;0,113816;-0,003115036;
728,695;0,1131306;-0,003243899;
730,558;0,1125743;-0,00324802;
732,422;0,1121608;-0,003113416;
734,286;0,1116096;-0,003120771;
736,149;0,1111388;-0,003051777;
738,013;0,1106903;-0,002964662;
739,877;0,1103259;-0,002797428;
741,740;0,110073;-0,002522768;
743,604;0,1098;-0,002272077;
745,468;0,1094715;-0,002080872;
747,331;0,1092788;-0,001757733;
749,195;0,1089862;-0,001538315;
751,059;0,1085999;-0,001416439;
752,922;0,1082767;-0,001235162;
754,786;0,1081087;-0,0009024928;
756,650;0,1077432;-0,0007709941;
758,513;0,1073709;-0,000649923;
760,377;0,1071168;-0,0004143744;
762,241;0,1068553;-0,0001897031;
764,104;0,1065407;-2,169327E-5;
765,968;0,1062915;0,0002080686;
767,832;0,1060103;0,000402532;
769,695;0,1057651;0,0006293884;
771,559;0,1054509;0,0007839048;
773,423;0,1051548;0,0009531861;
775,286;0,1049077;0,001168059;
777,150;0,1048135;0,001532449;
779,014;0,1046571;0,001831448;
780,877;0,1043685;0,001994942;
782,741;0,1041719;0,002247178;
784,605;0,1039551;0,002476096;
786,468;0,1035949;0,002558415;
788,332;0,1032595;0,002662399;
790,196;0,1028874;0,002726632;
792,059;0,1023695;0,002641879;
793,923;0,1019133;0,002615818;
795,787;0,1016565;0,002786234;
797,650;0,101387;0,002940822;
799,514;0,1011399;0,003114884;
801,378;0,1007949;0,003188179;
803,241;0,1006613;0,003469968;
805,105;0,100452;0,003673135;
806,969;0,1000674;0,00369807;
808,832;0,09953431;0,003571787;
810,696;0,09902432;0,003465774;
812,560;0,09845839;0,003301044;
814,423;0,09785901;0,003100113;
816,287;0,09727199;0,002908815;
818,151;0,09671026;0,002740115;
820,014;0,09617325;0,002593448;
821,878;0,09568065;0,002488547;
823,742;0,09528441;0,002477369;
825,605;0,09503262;0,002608042;
827,469;0,09468708;0,002642382;
829,333;0,09435152;0,002684135;
831,196;0,09410031;0,002807715;
833,060;0,09393088;0,003010559;
834,924;0,09367673;0,003126198;
836,787;0,09345359;0,003270374;
838,651;0,09312427;0,003305917;
840,515;0,09256849;0,003112581;
842,378;0,09190896;0,002813096;
844,242;0,09139563;0,002657432;
846,106;0,09086764;0,002484741;
847,969;0,09040307;0,002373127;
849,833;0,08994332;0,002264014;
851,697;0,08958497;0,002254005;
853,560;0,08939492;0,002410022;
855,424;0,08919303;0,002551935;
857,288;0,08909075;0,00279122;
859,151;0,08900257;0,003042383;
861,015;0,08879809;0,003175044;
862,879;0,08873879;0,003450695;
864,742;0,08876707;0,003811778;
866,606;0,08882571;0,004201065;
868,470;0,08878241;0,004486288;
870,333;0,08879298;0,004823273;
872,197;0,08887571;0,005230334;
874,061;0,08888718;0,00556406;
875,924;0,08889764;0,005894716;
877,788;0,08902843;0,006343669;
879,652;0,08910246;0,006733838;
881,515;0,08924911;0,007194628;
883,379;0,08935942;0,007617094;
885,243;0,08951173;0,008079581;
887,106;0,08969671;0,008572796;
888,970;0,08988643;0,009068812;
890,834;0,09003836;0,009525115;
892,697;0,0901577;0,009946918;
894,561;0,09031949;0,01040929;
896,425;0,09051882;0,01090733;
898,288;0,09072724;0,0114126;
900,152;0,09097575;0,01195611;
902,016;0,09129783;0,01257138;
903,879;0,09164573;0,01321065;
905,743;0,09200876;0,01386326;
907,607;0,09251824;0,01466053;
909,470;0,09307014;0,01549845;
911,334;0,09358993;0,01630251;
913,198;0,09414259;0,0171377;
915,061;0,0946498;0,01792573;
916,925;0,09500565;0,01856067;
918,789;0,09544965;0,01928207;
920,652;0,09581245;0,01992058;
922,516;0,09619086;0,02057305;
924,380;0,09659703;0,02125161;
926,243;0,09698107;0,02190641;
928,107;0,09741908;0,02261353;
929,971;0,09797184;0,0234338;
931,834;0,09855826;0,02428612;
933,698;0,0992578;0,02524997;
935,562;0,1000535;0,02630838;
937,425;0,10092;0,02743612;
939,289;0,1018584;0,02863404;
941,153;0,1028234;0,02985719;
943,016;0,1037291;0,0310194;
944,880;0,1047489;0,0322942;
946,744;0,1058096;0,03360843;
948,607;0,106897;0,03494787;
950,471;0,1080151;0,03631653;
952,335;0,1091353;0,0376858;
954,198;0,1103607;0,03915882;
956,062;0,1115682;0,04061247;
957,926;0,1127008;0,04198982;
959,789;0,1138961;0,04342851;
961,653;0,1150871;0,04486133;
963,517;0,1163315;0,04634628;
965,380;0,1176388;0,04789267;
967,244;0,1189513;0,04944293;
969,108;0,1202388;0,05096674;
970,972;0,1215033;0,05246623;
972,835;0,1226474;0,05384399;
974,699;0,123814;0,05524297;
976,563;0,1248674;0,05652727;
978,426;0,1257855;0,05767508;
980,290;0,1266124;0,05873033;
982,154;0,1273997;0,05974464;
984,017;0,1282605;0,06083128;
985,881;0,1291194;0,06191459;
987,745;0,1300137;0,06303213;
989,608;0,1311374;0,06437776;
991,472;0,1323407;0,06580184;
993,336;0,1336155;0,06729606;
995,199;0,1350326;0,06893137;
997,063;0,1365656;0,07068138;
998,927;0,1380791;0,07241074;
1000,790;0,1396306;0,07417684;
1002,654;0,1412702;0,07602983;
1004,518;0,1428363;0,07780814;
1006,381;0,1444516;0,0796345;
1008,245;0,146246;0,08163868;
1010,109;0,1479898;0,08359127;
1011,972;0,149668;0,08547696;
1013,836;0,1512563;0,08727171;
1015,700;0,1526772;0,08889791;
1017,563;0,1539024;0,09032717;
1019,427;0,1550731;0,09170095;
1021,291;0,1560652;0,09289493;
1023,154;0,1569722;0,09400281;
1025,018;0,1576474;0,09487773;
1026,882;0,1580897;0,09551863;
1028,745;0,1583928;0,09601928;
1030,609;0,1586176;0,09644056;
1032,473;0,1587091;0,09672745;
1034,336;0,1587453;0,09695802;
1036,200;0,1585403;0,09694636;
1038,064;0,1582118;0,09681014;
1039,927;0,1577866;0,09657616;
1041,791;0,1572505;0,09623027;
1043,655;0,156597;0,09576602;
1045,518;0,1559926;0,09534985;
1047,382;0,1553569;0,0949013;
1049,246;0,1545912;0,09432181;
1051,109;0,153661;0,09357682;
1052,973;0,1528053;0,09290529;
1054,837;0,1518409;0,0921242;
