;Mar22_TPC_0-1-0_HMW;Mar22_TPC_0-1-0_HMW (baseline corrected);
1513,299;0,1260817;0,09867812;
1515,163;0,1282528;0,100928;
1517,026;0,1303149;0,1030685;
1518,890;0,1327684;0,1056001;
1520,754;0,1361816;0,1090911;
1522,618;0,1390341;0,1120212;
1524,481;0,1400747;0,1131391;
1526,345;0,1417493;0,1148906;
1528,209;0,1432798;0,1164978;
1530,072;0,1440711;0,1173655;
1531,936;0,1464594;0,11983;
1533,800;0,1485552;0,1220017;
1535,663;0,148962;0,122484;
1537,527;0,1507256;0,1243229;
1539,391;0,1564667;0,130139;
1541,254;0,1606751;0,1344222;
1543,118;0,1612545;0,1350761;
1544,982;0,1616368;0,1355326;
1546,845;0,162086;0,1360558;
1548,709;0,1628377;0,1368812;
1550,573;0,1636701;0,137787;
1552,436;0,1643178;0,1385078;
1554,300;0,1645892;0,1388521;
1556,164;0,1663683;0,1407039;
1558,027;0,1706869;0,1450949;
1559,891;0,1727885;0,1472686;
1561,755;0,1693223;0,1438742;
1563,618;0,1667542;0,1413777;
1565,482;0,1658637;0,1405586;
1567,346;0,1656541;0,14042;
1569,209;0,165419;0,1402558;
1571,073;0,1638985;0,1388059;
1572,937;0,1621841;0,1371619;
1574,800;0,1625177;0,1375655;
1576,664;0,1625877;0,1377054;
1578,528;0,160533;0,1357203;
1580,391;0,1583518;0,1336084;
1582,255;0,1572929;0,1326186;
1584,119;0,1565615;0,131956;
1585,982;0,1558058;0,131269;
1587,846;0,1552329;0,1307645;
1589,710;0,1547368;0,1303365;
1591,573;0,1543682;0,1300358;
1593,437;0,153998;0,1297332;
1595,301;0,1535798;0,1293824;
1597,164;0,1529323;0,1288021;
1599,028;0,1523178;0,1282546;
1600,892;0,151633;0,1276365;
1602,755;0,1508935;0,1269635;
1604,619;0,1498881;0,1260243;
1606,483;0,1490289;0,1252311;
1608,346;0,14803;0,124298;
1610,210;0,1468663;0,1231999;
1612,074;0,1454499;0,1218488;
1613,937;0,1454024;0,1218664;
1615,801;0,1461147;0,1226436;
1617,665;0,1457381;0,1223316;
1619,528;0,1441949;0,1208529;
1621,392;0,144048;0,1207702;
1623,256;0,1447457;0,1215318;
1625,119;0,1447007;0,1215507;
1626,983;0,1441087;0,1210222;
1628,847;0,1435785;0,1205553;
1630,710;0,1425038;0,1195438;
1632,574;0,1423637;0,1194665;
1634,438;0,1439292;0,1210948;
1636,301;0,1443845;0,1216126;
1638,165;0,1424905;0,1197808;
1640,029;0,140208;0,1175604;
1641,892;0,1387186;0,1161328;
1643,756;0,1378445;0,1153203;
1645,620;0,137297;0,1148342;
1647,483;0,1352351;0,1128335;
1649,347;0,132619;0,1102784;
1651,211;0,1323135;0,1100337;
1653,074;0,1321005;0,1098813;
1654,938;0,1285374;0,1063786;
1656,802;0,1238364;0,1017377;
1658,665;0,1204867;0,09844805;
1660,529;0,1181498;0,09617092;
1662,393;0,1154524;0,09353311;
1664,256;0,1122066;0,0903467;
1666,120;0,1091266;0,08732584;
1667,984;0,1068353;0,08509357;
1669,847;0,1043297;0,08264668;
1671,711;0,1013703;0,07974588;
1673,575;0,09886112;0,0772951;
1675,438;0,09604256;0,07453473;
1677,302;0,09295247;0,07150264;
1679,166;0,08969835;0,06830633;
1681,029;0,08763259;0,06629818;
1682,893;0,08648168;0,0652047;
1684,757;0,08401917;0,06279942;
1686,620;0,08075456;0,05959185;
1688,484;0,07742959;0,05632374;
1690,348;0,07477661;0,05372742;
1692,211;0,07203347;0,05104076;
1694,075;0,0700225;0,04908608;
1695,939;0,06753189;0,04665158;
1697,802;0,06610318;0,04527879;
1699,666;0,06352225;0,0427536;
1701,530;0,06128952;0,04057643;
1703,393;0,05864992;0,0379922;
1705,257;0,0562301;0,03562757;
1707,121;0,05435808;0,03381056;
1708,984;0,05184205;0,03134937;
1710,848;0,04957752;0,02913949;
1712,712;0,04768048;0,02729692;
1714,575;0,04606687;0,02573761;
1716,439;0,04442957;0,02415443;
1718,303;0,04203547;0,02181427;
1720,166;0,03988593;0,0197185;
1722,030;0,03764787;0,01753403;
1723,894;0,03598724;0,01592683;
1725,757;0,0344336;0,01442644;
1727,621;0,03317384;0,01321975;
1729,485;0,03187478;0,01197359;
1731,348;0,03119419;0,01134574;
1733,212;0,03055909;0,0107632;
1735,076;0,02989469;0,01015119;
1736,939;0,02874999;0,009058713;
1738,803;0,02761863;0,007979412;
1740,667;0,02754925;0,007961926;
1742,530;0,02659208;0,007056478;
1744,394;0,02583954;0,006355496;
1746,258;0,02554516;0,006112506;
1748,121;0,02522016;0,005838739;
1749,985;0,02479485;0,005464492;
1751,849;0,02411747;0,004838015;
1753,712;0,02348479;0,004256075;
1755,576;0,02287232;0,003694185;
1757,440;0,02276327;0,003635555;
1759,303;0,02257912;0,003501663;
1761,167;0,02201882;0,002991457;
1763,031;0,02162448;0,00264706;
1764,894;0,02118706;0,002259422;
1766,758;0,0209204;0,002042384;
1768,622;0,02102985;0,002201297;
1770,485;0,02104435;0,002265107;
1772,349;0,02071302;0,001982941;
1774,213;0,02070058;0,002019502;
1776,076;0,02010758;0,001475339;
1777,940;0,01996934;0,001385792;
1779,804;0,01973377;0,001198771;
1781,667;0,01975023;0,001263612;
1783,531;0,01953953;0,001101153;
1785,395;0,01945092;0,001060626;
1787,258;0,01926212;0,0009197614;
1789,122;0,01907165;0,0007770741;
1790,986;0,01929113;0,001044191;
1792,849;0,01957114;0,001371687;
1794,713;0,01932756;0,001175446;
1796,577;0,01891954;0,0008146181;
1798,441;0,0189883;0,0009304233;
1800,304;0,01903094;0,001019971;
1802,168;0,01900206;0,001037844;
1804,032;0,01880278;0,000885176;
1805,895;0,01857685;0,000705704;
1807,759;0,01846223;0,0006374071;
1809,623;0,01850593;0,0007272908;
1811,486;0,01857963;0,0008470248;
1813,350;0,01851663;0,0008299155;
1815,214;0,01819651;0,0005555549;
1817,077;0,01809759;0,0005022443;
1818,941;0,01831941;0,0007695337;
1820,805;0,01844743;0,0009428845;
1822,668;0,01861837;0,001159027;
1824,532;0,01854344;0,00112915;
1826,396;0,01857743;0,001208059;
1828,259;0,01861679;0,001292191;
1830,123;0,01873404;0,001454085;
1831,987;0,01858425;0,001348807;
1833,850;0,01821549;0,001024415;
1835,714;0,01815014;0,001003304;
1837,578;0,0180416;0,0009388632;
1839,441;0,01803983;0,0009810653;
1841,305;0,01816574;0,001150813;
1843,169;0,01842599;0,001454763;
1845,032;0,01883782;0,001910161;
1846,896;0,01860777;0,001723548;
1848,760;0,01827404;0,001433123;
1850,623;0,01845722;0,00165948;
1852,487;0,01827711;0,001522416;
1854,351;0,01805116;0,001339379;
1856,214;0,01801937;0,00135038;
1858,078;0,01812371;0,001497377;
1859,942;0,01805725;0,001473444;
1861,805;0,01808853;0,001547123;
1863,669;0,01798127;0,00148214;
1865,533;0,01796886;0,001511878;
1867,396;0,01797759;0,001562624;
1869,260;0,01796095;0,001587885;
1871,124;0,01783374;0,001502445;
1872,987;0,01783985;0,001550207;
1874,851;0,01782317;0,001575045;
1876,715;0,01769244;0,001485716;
1878,578;0,01778937;0,001623915;
1880,442;0,01802478;0,001900483;
1882,306;0,01771776;0,001634489;
1884,169;0,01752919;0,001486827;
1886,033;0,01758771;0,001586138;
1887,897;0,01744;0,001479095;
1889,760;0,01743876;0,001518406;
1891,624;0,01745857;0,001578638;
1893,488;0,01713473;0,001295113;
1895,351;0,01706315;0,001263718;
1897,215;0,01695836;0,001198997;
1899,079;0,01673147;0,001012061;
1900,942;0,01686392;0,00118435;
1902,806;0,01737108;0,001731224;
1904,670;0,01704907;0,001448813;
1906,533;0,01676183;0,001201066;
1908,397;0,01677127;0,001249866;
1910,261;0,01652847;0,001046329;
1912,124;0,01628771;0,0008447073;
1913,988;0,01640166;0,0009976772;
1915,852;0,01629497;0,000929903;
1917,715;0,01605825;0,0007319787;
1919,579;0,0160724;0,0007848138;
1921,443;0,01553851;0,0002895051;
1923,306;0,01530768;9,713098E-5;
1925,170;0,01529474;0,0001225385;
1927,034;0,01525063;0,0001166715;
1928,897;0,01453603;-0,0005598024;
1930,761;0,01383739;-0,001220427;
1932,625;0,01390832;-0,001111586;
1934,488;0,01369529;-0,001286821;
1936,352;0,01311169;-0,001832734;
1938,216;0,01321799;-0,001688849;
1940,079;0,01325439;-0,001614985;
1941,943;0,01265889;-0,002173122;
1943,807;0,01223537;-0,002559378;
1945,670;0,01178599;-0,002971613;
1947,534;0,01147482;-0,00324574;
1949,398;0,01142831;-0,003255309;
1951,261;0,01065855;-0,003988247;
1953,125;0,009442479;-0,005167589;
1954,989;0,009075593;-0,005497854;
1956,852;0,008632473;-0,005904459;
1958,716;0,007126734;-0,007373786;
1960,580;0,006616585;-0,007847627;
1962,443;0,006959121;-0,007468887;
1964,307;0,007088042;-0,007303864;
1966,171;0,006196311;-0,008159597;
1968,034;0,005706997;-0,008613014;
1969,898;0,005586639;-0,008697576;
1971,762;0,004640624;-0,009607898;
1973,625;0,003952024;-0,01026091;
1975,489;0,003498003;-0,01067944;
1977,353;0,00398847;-0,01015358;
1979,216;0,005661472;-0,008445285;
1981,080;0,007232393;-0,006839171;
1982,944;0,007670704;-0,006365767;
1984,807;0,007139476;-0,006862002;
1986,671;0,007758665;-0,006207917;
1988,535;0,008777291;-0,005154494;
1990,398;0,008570873;-0,005326212;
1992,262;0,007788579;-0,006073905;
1994,126;0,007896644;-0,005931335;
1995,989;0,007641368;-0,006152201;
1997,853;0,007054904;-0,006704353;
1999,717;0,007143092;-0,006581948;
2001,580;0,007332352;-0,006358568;
2003,444;0,006633693;-0,007023201;
2005,308;0,006141067;-0,007481895;
2007,171;0,00531009;-0,008279036;
2009,035;0,005028065;-0,008527319;
2010,899;0,004607228;-0,008914507;
2012,762;0,003881192;-0,009606988;
2014,626;0,002868083;-0,01058663;
2016,490;0,003910787;-0,009510562;
2018,353;0,003558637;-0,009829434;
2020,217;0,003138415;-0,01021647;
2022,081;0,003036972;-0,01028482;
2023,944;0,003312243;-0,009976548;
2025,808;0,004543934;-0,008711946;
2027,672;0,003662755;-0,009560305;
2029,535;0,002256937;-0,01093339;
2031,399;0,003077323;-0,01008037;
2033,263;0,003549831;-0,00957531;
2035,126;0,003751324;-0,009341356;
2036,990;0,003780265;-0,009280044;
2038,854;0,005355462;-0,007672564;
2040,717;0,006312912;-0,006682919;
2042,581;0,006551728;-0,006411996;
2044,445;0,007413099;-0,005518607;
2046,308;0,008687297;-0,004212478;
2048,172;0,009462363;-0,003405568;
2050,036;0,01144844;-0,001387734;
2051,899;0,01275044;-5,406489E-5;
2053,763;0,0125217;-0,0002512203;
2055,627;0,01234664;-0,0003947764;
2057,490;0,01232059;-0,0003894134;
2059,354;0,01254255;-0,0001361313;
2061,218;0,01382856;0,001181127;
2063,081;0,01504566;0,00242938;
2064,945;0,01500912;0,002423912;
2066,809;0,01472715;0,002172938;
2068,672;0,01501014;0,002486828;
2070,536;0,01518574;0,002693251;
2072,400;0,01563589;0,003174142;
2074,264;0,01611599;0,003684902;
2076,127;0,0165293;0,004128789;
2077,991;0,01715735;0,004787331;
2079,855;0,01781202;0,005472413;
2081,718;0,01802895;0,005719671;
2083,582;0,0180636;0,005784567;
2085,446;0,01765679;0,005407917;
2087,309;0,01746144;0,005242651;
2089,173;0,01753932;0,005350544;
2091,037;0,01751663;0,005357775;
2092,900;0,01673127;0,004602259;
2094,764;0,0169015;0,004802257;
2096,628;0,01774232;0,005672764;
2098,491;0,01791243;0,005872483;
2100,355;0,01803861;0,006028188;
