;Mar25_TPC_02-08-0_HMW;Mar25_TPC_02-08-0_HMW (baseline corrected);
853,560;0,0803199;0,005894795;
855,424;0,08046417;0,006465974;
857,288;0,08060385;0,007028855;
859,151;0,08069537;0,007539908;
861,015;0,08077975;0,008040204;
862,879;0,08087022;0,008543006;
864,742;0,08084482;0,008926385;
866,606;0,08073852;0,009225355;
868,470;0,08055917;0,009447809;
870,333;0,08030776;0,009594764;
872,197;0,07992537;0,009607345;
874,061;0,07956807;0,009641647;
875,924;0,07917779;0,009639651;
877,788;0,0787257;0,009572552;
879,652;0,07819902;0,009427613;
881,515;0,07780752;0,009414621;
883,379;0,07740332;0,009385755;
885,243;0,07704265;0,009397256;
887,106;0,07680285;0,009526502;
888,970;0,07668368;0,009773301;
890,834;0,07648102;0,009933543;
892,697;0,07631974;0,01013215;
894,561;0,07620317;0,01037248;
896,425;0,07614025;0,01066348;
898,288;0,07614802;0,01102224;
900,152;0,07628185;0,01150417;
902,016;0,07644363;0,01201118;
903,879;0,07667343;0,01258337;
905,743;0,07696554;0,01321505;
907,607;0,07740137;0,01398766;
909,470;0,07801766;0,01493799;
911,334;0,07851578;0,01576742;
913,198;0,07873558;0,01631583;
915,061;0,07901512;0,01692131;
916,925;0,07927708;0,01750656;
918,789;0,07941512;0,01796528;
920,652;0,07945798;0,01832621;
922,516;0,07953272;0,01871648;
924,380;0,07958059;0,01907732;
926,243;0,07974807;0,01955527;
928,107;0,0800536;0,02016877;
929,971;0,08032525;0,02074593;
931,834;0,08073053;0,02145429;
933,698;0,08135068;0,02237509;
935,562;0,08198898;0,02331167;
937,425;0,08260825;0,02422683;
939,289;0,08335752;0,02526966;
941,153;0,08431527;0,02651865;
943,016;0,08534054;0,02783286;
944,880;0,08636281;0,02914179;
946,744;0,08731897;0,03038235;
948,607;0,0884749;0,03182047;
950,471;0,08983752;0,03346306;
952,335;0,09111045;0,03501377;
954,198;0,09235879;0,03653773;
956,062;0,09373664;0,03818905;
957,926;0,09509284;0,0398166;
959,789;0,09631021;0,04130322;
961,653;0,09742386;0,04268402;
963,517;0,09854657;0,04407184;
965,380;0,09954811;0,04533643;
967,244;0,1005308;0,04658013;
969,108;0,1015736;0,047882;
970,972;0,1025598;0,04912524;
972,835;0,1033579;0,05017842;
974,699;0,1042178;0,05129143;
976,563;0,1051777;0,05250254;
978,426;0,1061823;0,05375647;
980,290;0,107074;0,05489551;
982,154;0,1080108;0,05607787;
984,017;0,1090925;0,05740325;
985,881;0,1102485;0,05880105;
987,745;0,1115062;0,06029878;
989,608;0,1128668;0,06189754;
991,472;0,1143513;0,0636185;
993,336;0,1159819;0,06548372;
995,199;0,1175463;0,06728103;
997,063;0,1191691;0,06913492;
998,927;0,120857;0,07105226;
1000,790;0,122586;0,07300899;
1002,654;0,1243283;0,07497738;
1004,518;0,1260989;0,07697227;
1006,381;0,1278963;0,07899247;
1008,245;0,1297766;0,08109376;
1010,109;0,1317819;0,08331854;
1011,972;0,1338314;0,08558581;
1013,836;0,1357891;0,08775974;
1015,700;0,1376153;0,0898006;
1017,563;0,1393002;0,09169857;
1019,427;0,1409362;0,09354606;
1021,291;0,1424071;0,09522695;
1023,154;0,143728;0,09675626;
1025,018;0,1448372;0,09807239;
1026,882;0,1457933;0,09923388;
1028,745;0,1465842;0,1002288;
1030,609;0,1473011;0,1011481;
1032,473;0,1479024;0,1019504;
1034,336;0,1483371;0,1025847;
1036,200;0,1485793;0,103025;
1038,064;0,1487852;0,1034277;
1039,927;0,148839;0,1036767;
1041,791;0,1487696;0,1038013;
1043,655;0,1486051;0,1038292;
1045,518;0,148449;0,1038643;
1047,382;0,148221;0,1038261;
1049,246;0,1479389;0,1037324;
1051,109;0,1475484;0,1035291;
1052,973;0,1471114;0,1032779;
1054,837;0,146553;0,102904;
1056,700;0,1457791;0,1023133;
1058,564;0,1446929;0,1014089;
1060,428;0,1435614;0,1004581;
1062,291;0,1423889;0,09946491;
1064,155;0,1411592;0,09841336;
1066,019;0,1398707;0,09730168;
1067,882;0,1385204;0,09612701;
1069,746;0,1370981;0,0948791;
1071,610;0,1356986;0,09365285;
1073,473;0,1342215;0,09234769;
1075,337;0,1328019;0,09109892;
1077,201;0,1313801;0,08984671;
1079,064;0,1299364;0,0885715;
1080,928;0,1284748;0,08727717;
1082,792;0,1270185;0,08598703;
1084,655;0,1255793;0,08471286;
1086,519;0,1241282;0,0834256;
1088,383;0,1225393;0,08199948;
1090,246;0,1209327;0,08055445;
1092,110;0,1193272;0,07910956;
1093,974;0,1178151;0,07775689;
1095,837;0,1162544;0,07635458;
1097,701;0,1146122;0,07486958;
1099,565;0,1129387;0,07335234;
1101,428;0,1113212;0,07189004;
1103,292;0,109768;0,07049092;
1105,156;0,1082556;0,0691316;
1107,019;0,1067181;0,06774623;
1108,883;0,1053528;0,06653191;
1110,747;0,1041047;0,06543384;
1112,610;0,1028488;0,06432699;
1114,474;0,101635;0,06326117;
1116,338;0,100444;0,06221724;
1118,201;0,09921198;0,06113128;
1120,065;0,09797249;0,06003687;
1121,929;0,0966546;0,05886312;
1123,792;0,09535359;0,05770528;
1125,656;0,09407009;0,056564;
1127,520;0,09269941;0,05533461;
1129,383;0,09129047;0,05406603;
1131,247;0,08990557;0,05282056;
1133,111;0,08850731;0,05156081;
1134,974;0,08715983;0,05035094;
1136,838;0,08583241;0,04916023;
1138,702;0,08454196;0,0480056;
1140,565;0,0833456;0,04694417;
1142,429;0,08219507;0,04592768;
1144,293;0,08104254;0,04490834;
1146,156;0,07997741;0,04397551;
1148,020;0,07900087;0,04313043;
1149,884;0,07804201;0,04230218;
1151,747;0,07709156;0,04148149;
1153,611;0,07623181;0,04075066;
1155,475;0,07541394;0,04006088;
1157,338;0,07462856;0,03940277;
1159,202;0,07401231;0,03891297;
1161,066;0,07350968;0,03853598;
1162,929;0,07300938;0,03816052;
1164,793;0,07256332;0,0378385;
1166,657;0,07218711;0,03758553;
1168,520;0,07187709;0,03739798;
1170,384;0,0715946;0,03723717;
1172,248;0,07133652;0,03710001;
1174,111;0,07106858;0,03695221;
1175,975;0,07076646;0,03676947;
1177,839;0,07057991;0,03670155;
1179,702;0,07058796;0,03682748;
1181,566;0,07059141;0,03694807;
1183,430;0,07069819;0,03717125;
1185,293;0,07100372;0,03759246;
1187,157;0,07142143;0,03812512;
1189,021;0,07195226;0,03877017;
1190,884;0,07259665;0,03952807;
1192,748;0,07332262;0,04036685;
1194,612;0,07413415;0,04129048;
1196,475;0,07503899;0,04230672;
1198,339;0,07601804;0,04339649;
1200,203;0,07705609;0,04454456;
1202,066;0,07813247;0,04573029;
1203,930;0,07917647;0,04688296;
1205,794;0,08020972;0,04802421;
1207,657;0,08122646;0,04914828;
1209,521;0,08219006;0,05021855;
1211,385;0,08314789;0,0512824;
1213,248;0,08409211;0,05233198;
1215,112;0,08492844;0,05327303;
1216,976;0,08571581;0,05416448;
1218,839;0,08640909;0,05496121;
1220,703;0,08709454;0,05574947;
1222,567;0,0877115;0,05646861;
1224,430;0,08819189;0,05705057;
1226,294;0,08863976;0,0575994;
1228,158;0,08912165;0,05818162;
1230,021;0,08954993;0,05870963;
1231,885;0,08986166;0,05912049;
1233,749;0,09008355;0,05944092;
1235,612;0,09023657;0,05969187;
1237,476;0,09030001;0,05985266;
1239,340;0,09031494;0,05996435;
1241,203;0,09022003;0,05996562;
1243,067;0,09000278;0,05984398;
1244,931;0,08968924;0,05962548;
1246,795;0,08934597;0,05937667;
1248,658;0,08895887;0,05908348;
1250,522;0,08853977;0,05875772;
1252,386;0,08814113;0,05845187;
1254,249;0,08776581;0,05816879;
1256,113;0,08736157;0,05785625;
1257,977;0,08698228;0,05756811;
1259,840;0,08660083;0,05727727;
1261,704;0,08616776;0,05693428;
1263,568;0,08572466;0,05658072;
1265,431;0,08533329;0,05627838;
1267,295;0,08492646;0,05596004;
1269,159;0,08461217;0,05573373;
1271,022;0,08445057;0,05565959;
1272,886;0,08427209;0,05556806;
1274,750;0,0841059;0,05548832;
1276,613;0,08400905;0,05547741;
1278,477;0,08398822;0,05554201;
1280,341;0,08413124;0,05576998;
1282,204;0,08428881;0,056012;
1284,068;0,08446494;0,05627209;
1285,932;0,08475055;0,05664117;
1287,795;0,08515148;0,0571251;
1289,659;0,08557549;0,05763162;
1291,523;0,08605148;0,05818964;
1293,386;0,08653689;0,05875662;
1295,250;0,08703682;0,05933765;
1297,114;0,08758477;0,05996623;
1298,977;0,08808892;0,06055054;
1300,841;0,0885495;0,06109083;
1302,705;0,08899093;0,06161152;
1304,568;0,08937358;0,06207297;
1306,432;0,08971201;0,06248976;
1308,296;0,09001702;0,06287267;
1310,159;0,09028712;0,06322024;
1312,023;0,09058182;0,06359196;
1313,887;0,09082033;0,06390706;
1315,750;0,09094533;0,06410822;
1317,614;0,09114829;0,0643869;
1319,478;0,09137163;0,06468554;
1321,341;0,09150126;0,06489004;
1323,205;0,09166121;0,06512444;
1325,069;0,09194451;0,06548178;
1326,932;0,09227748;0,06588837;
1328,796;0,0926825;0,0663666;
1330,660;0,09316085;0,06691775;
1332,523;0,09367614;0,06750542;
1334,387;0,09418866;0,06808993;
1336,251;0,09501351;0,06898636;
1338,114;0,09630436;0,0703484;
1339,978;0,09767735;0,07179218;
1341,842;0,09844605;0,07263128;
1343,705;0,09911762;0,07337286;
1345,569;0,1000705;0,07439541;
1347,433;0,101187;0,07558113;
1349,296;0,1024758;0,07693872;
1351,160;0,1037082;0,07823962;
1353,024;0,1049176;0,07951709;
1354,887;0,1062451;0,08091236;
1356,751;0,1074101;0,08214469;
1358,615;0,1085184;0,08331997;
1360,478;0,1101782;0,08504645;
1362,342;0,1125744;0,08750888;
1364,206;0,1142855;0,0892858;
1366,069;0,1151137;0,09017962;
1367,933;0,1163328;0,09146381;
1369,797;0,1176122;0,09280809;
1371,660;0,1187402;0,09400058;
1373,524;0,1206556;0,09598005;
1375,388;0,1223709;0,09775916;
1377,251;0,1231087;0,09856037;
1379,115;0,1238674;0,09938215;
1380,979;0,124696;0,1002736;
1382,842;0,1253938;0,1010337;
1384,706;0,1261337;0,1018357;
1386,570;0,1275514;0,1033152;
1388,433;0,1285536;0,1043787;
1390,297;0,1281615;0,1040478;
1392,161;0,1280813;0,1040283;
1394,024;0,1290786;0,105086;
1395,888;0,1298508;0,1059183;
1397,752;0,1299369;0,1060642;
1399,615;0,1298813;0,106068;
1401,479;0,1288147;0,1050606;
1403,343;0,1278013;0,1041061;
1405,206;0,1270757;0,103439;
1407,070;0,1255938;0,1020153;
1408,934;0,1236991;0,1001785;
1410,797;0,1218407;0,09837776;
1412,661;0,119603;0,09619728;
1414,525;0,1171024;0,09375369;
1416,388;0,1151464;0,09185442;
1418,252;0,1143975;0,09116193;
1420,116;0,1129677;0,08978822;
1421,979;0,110306;0,08718232;
1423,843;0,1081625;0,08509436;
1425,707;0,1061271;0,08311418;
1427,570;0,1042947;0,08133674;
1429,434;0,1030488;0,08014548;
1431,298;0,1015776;0,07872866;
1433,161;0,09992657;0,07713171;
1435,025;0,09964091;0,07689986;
1436,889;0,1002721;0,07758454;
1438,752;0,09900688;0,07637262;
1440,616;0,09743746;0,07485616;
1442,480;0,09645585;0,07392726;
1444,343;0,09563807;0,07316191;
1446,207;0,09521859;0,0727946;
1448,071;0,09496495;0,07259285;
1449,934;0,09380729;0,07148683;
1451,798;0,0921184;0,06984929;
1453,662;0,09070919;0,06849119;
1455,525;0,09111125;0,06894408;
1457,389;0,09243906;0,07032247;
1459,253;0,0905329;0,06846664;
1461,116;0,08779771;0,06578151;
1462,980;0,08641618;0,06444979;
1464,844;0,08591323;0,0639964;
1466,707;0,08446657;0,06259904;
1468,571;0,08253503;0,06071656;
1470,435;0,08179653;0,06002686;
1472,298;0,08266474;0,06094363;
1474,162;0,08294845;0,06127566;
1476,026;0,0824158;0,06079108;
1477,889;0,08184081;0,06026392;
1479,753;0,08165874;0,06012944;
1481,617;0,08200297;0,06052102;
1483,480;0,08218242;0,06074758;
1485,344;0,08264601;0,06125805;
1487,208;0,08410654;0,06276522;
1489,071;0,08621309;0,06491818;
1490,935;0,08735222;0,06610348;
1492,799;0,08683341;0,06563061;
1494,662;0,08736358;0,0662065;
1496,526;0,08968534;0,06857375;
1498,390;0,09113441;0,07006809;
1500,253;0,09083374;0,06981246;
1502,117;0,09008988;0,06911341;
1503,981;0,09067614;0,06974426;
1505,844;0,09524287;0,07435536;
1507,708;0,100149;0,07930568;
1509,572;0,09945785;0,07865844;
1511,435;0,09893137;0,07817567;
1513,299;0,09932548;0,07861329;
1515,163;0,1003117;0,07964277;
1517,026;0,1019859;0,08136006;
1518,890;0,1031094;0,08252649;
1520,754;0,1056058;0,08506552;
1522,618;0,108137;0,08763911;
1524,481;0,1086681;0,08821248;
1526,345;0,1098987;0,08948512;
1528,209;0,1107533;0,09038158;
1530,072;0,111014;0,09068388;
1531,936;0,1125352;0,09224649;
1533,800;0,1149267;0,09467925;
1535,663;0,1148029;0,09459649;
1537,527;0,1152577;0,09509212;
1539,391;0,1202774;0,1001524;
1541,254;0,1252957;0,1052111;
1543,118;0,1261466;0,1061023;
1544,982;0,1268169;0,1068126;
1546,845;0,1269444;0,1069799;
1548,709;0,1275346;0,1076099;
1550,573;0,128743;0,1088577;
1552,436;0,1292287;0,1093827;
1554,300;0,1296884;0,1098815;
1556,164;0,1308905;0,1111225;
1558,027;0,135439;0,1157097;
1559,891;0,1401566;0,1204658;
1561,755;0,1368948;0,1172424;
1563,618;0,1347494;0,1151351;
1565,482;0,1342347;0,1146584;
1567,346;0,1342369;0,1146984;
1569,209;0,1350359;0,115535;
1571,073;0,1346136;0,1151501;
1572,937;0,1330525;0,1136264;
1574,800;0,1333712;0,1139822;
1576,664;0,1344573;0,1151052;
1578,528;0,1332452;0,1139298;
1580,391;0,1316057;0,1123269;
1582,255;0,1306263;0,1113839;
1584,119;0,1298554;0,1106493;
1585,982;0,1292191;0,1100489;
1587,846;0,128593;0,1094588;
1589,710;0,1279767;0,1088781;
1591,573;0,1272934;0,1082304;
1593,437;0,1267287;0,1077011;
1595,301;0,1261364;0,107144;
1597,164;0,1253132;0,1063559;
1599,028;0,1243517;0,1054293;
1600,892;0,1234881;0,1046004;
1602,755;0,122513;0,1036599;
1604,619;0,1214156;0,1025969;
1606,483;0,1203217;0,1015372;
1608,346;0,1192712;0,1005208;
1610,210;0,1179554;0,09923894;
1612,074;0,1164194;0,09773678;
1613,937;0,115393;0,09674401;
1615,801;0,1156007;0,09698519;
1617,665;0,115361;0,09677876;
1619,528;0,1136385;0,09508937;
1621,392;0,1126693;0,09415321;
1623,256;0,1127799;0,09429671;
1625,119;0,1122869;0,0938364;
1626,983;0,1115848;0,09316681;
1628,847;0,1108083;0,09242271;
1630,710;0,1095324;0,09117912;
1632,574;0,1086605;0,09033934;
1634,438;0,1093499;0,09106068;
1636,301;0,1103355;0,0920781;
1638,165;0,108936;0,09071031;
1640,029;0,1068611;0,08866692;
1641,892;0,1052636;0,08710075;
1643,756;0,1042169;0,0860853;
1645,620;0,1038196;0,08571918;
1647,483;0,1028398;0,08477033;
1649,347;0,1005842;0,08254552;
1651,211;0,09963262;0,08162464;
1653,074;0,1003669;0,0823895;
1654,938;0,09837057;0,08042355;
1656,802;0,09495905;0,0770423;
1658,665;0,09216185;0,07427524;
1660,529;0,09014128;0,07228467;
1662,393;0,08830284;0,07047609;
1664,256;0,08606779;0,06827078;
1666,120;0,08373238;0,06596498;
1667,984;0,08198556;0,06424762;
1669,847;0,08037382;0,06266522;
1671,711;0,0782935;0,06061411;
1673,575;0,07636204;0,05871172;
1675,438;0,07448319;0,05686182;
1677,302;0,07203959;0,05444704;
1679,166;0,06967056;0,05210671;
1681,029;0,06763423;0,05009894;
1682,893;0,06651115;0,04900429;
1684,757;0,06524846;0,04776992;
1686,620;0,06304264;0,04559228;
1688,484;0,0606334;0,04321111;
1690,348;0,05832882;0,04093446;
1692,211;0,05592903;0,03856249;
1694,075;0,0540784;0,03673956;
1695,939;0,05235983;0,03504856;
1697,802;0,05086739;0,03358357;
1699,666;0,04963353;0,03237704;
1701,530;0,04791022;0,03068094;
1703,393;0,04594608;0,0287439;
1705,257;0,04421858;0,02704338;
1707,121;0,04261141;0,02546306;
1708,984;0,04079225;0,02367064;
1710,848;0,03896365;0,02186867;
1712,712;0,03745701;0,02038853;
1714,575;0,03622628;0,0191842;
1716,439;0,03544151;0,0184257;
1718,303;0,03447111;0,01748147;
1720,166;0,03296864;0,01600504;
1722,030;0,03153028;0,01459263;
1723,894;0,03032596;0,01341413;
1725,757;0,02915332;0,0122672;
1727,621;0,02812221;0,0112617;
1729,485;0,02734602;0,010511;
1731,348;0,02675341;0,009943781;
1733,212;0,02663329;0,009848934;
1735,076;0,02644606;0,009686869;
1736,939;0,02567463;0,0089405;
1738,803;0,02494112;0,008231942;
1740,667;0,02456373;0,007879397;
1742,530;0,02419429;0,007534691;
1744,394;0,02376026;0,007125295;
1746,258;0,02337186;0,00676142;
1748,121;0,02311214;0,006526123;
1749,985;0,02314581;0,006584118;
1751,849;0,02283242;0,00629494;
1753,712;0,02229186;0,005778494;
1755,576;0,02197769;0,005488333;
1757,440;0,02178899;0,005323548;
1759,303;0,02151642;0,005074779;
1761,167;0,02135341;0,004935479;
1763,031;0,02117938;0,00478506;
1764,894;0,02062343;0,00425261;
1766,758;0,02021251;0,003865107;
1768,622;0,01999632;0,003672223;
1770,485;0,01988756;0,003586669;
1772,349;0,02001377;0,003735993;
1774,213;0,01991071;0,003655954;
1776,076;0,01941089;0,003179059;
1777,940;0,0190596;0,002850595;
1779,804;0,01895112;0,002764839;
1781,667;0,01875873;0,002595082;
1783,531;0,01856898;0,002427873;
1785,395;0,01836248;0,00224382;
1787,258;0,01818365;0,002087341;
1789,122;0,01797782;0,001903774;
1790,986;0,01808327;0,002031386;
1792,849;0,01820216;0,002172356;
1794,713;0,01809709;0,00208926;
1796,577;0,01783399;0,001848055;
1798,441;0,01768719;0,00172306;
1800,304;0,01771488;0,001772458;
1802,168;0,01776354;0,001842737;
1804,032;0,01763788;0,001738615;
1805,895;0,01753384;0,001656016;
1807,759;0,01746006;0,001603589;
1809,623;0,01746386;0,001628654;
1811,486;0,0175095;0,001695479;
1813,350;0,01738323;0,001590299;
1815,214;0,01711916;0,001347239;
1817,077;0,01697184;0,001220837;
1818,941;0,01709779;0,001367616;
1820,805;0,01731689;0,00160747;
1822,668;0,01733737;0,001648617;
1824,532;0,01732967;0,001661495;
1826,396;0,01726116;0,001613476;
1828,259;0,01725034;0,001623069;
1830,123;0,01740793;0,001800996;
1831,987;0,01753532;0,001948627;
1833,850;0,01724175;0,00167522;
1835,714;0,01715456;0,00160812;
1837,578;0,01717528;0,001648835;
1839,441;0,0170582;0,001551682;
1841,305;0,01705125;0,001564563;
1843,169;0,01725169;0,001784763;
1845,032;0,01756813;0,00212089;
1846,896;0,01764399;0,002216346;
1848,760;0,01743299;0,00202487;
1850,623;0,01729172;0,001903047;
1852,487;0,01710161;0,001732294;
1854,351;0,01703526;0,001685237;
1856,214;0,01705613;0,001725314;
1858,078;0,01722741;0,001915727;
1859,942;0,01713545;0,001842821;
1861,805;0,01701813;0,001744484;
1863,669;0,0171819;0,001927162;
1865,533;0,0172622;0,002026291;
1867,396;0,01721188;0,00199472;
1869,260;0,01732896;0,002130481;
1871,124;0,01739718;0,002217301;
1872,987;0,01703464;0,001873296;
1874,851;0,01678066;0,00163777;
1876,715;0,01687908;0,001754575;
1878,578;0,01697461;0,00186842;
1880,442;0,01696046;0,001872509;
1882,306;0,01695165;0,001881863;
1884,169;0,01697941;0,001927711;
1886,033;0,01693588;0,001902205;
1887,897;0,01691883;0,001903113;
1889,760;0,01663614;0,001638303;
1891,624;0,01658962;0,001609587;
1893,488;0,0168429;0,001880614;
1895,351;0,01698132;0,002036707;
1897,215;0,0169478;0,002020787;
1899,079;0,01683568;0,001926194;
1900,942;0,01663002;0,001738001;
1902,806;0,01654675;0,001672125;
1904,670;0,01644709;0,00158979;
1906,533;0,01627212;0,001432084;
1908,397;0,01632019;0,001497349;
1910,261;0,01644473;0,001639014;
1912,124;0,01617193;0,00138327;
1913,988;0,0159295;0,00115783;
1915,852;0,0160066;0,001251857;
1917,715;0,01596966;0,00123178;
1919,579;0,01563281;0,0009117269;
1921,443;0,01545968;0,0007553233;
1923,306;0,01527537;0,0005876796;
1925,170;0,01522297;0,0005518755;
1927,034;0,01523526;0,000580708;
1928,897;0,01525124;0,0006131604;
1930,761;0,01488096;0,0002592897;
1932,625;0,01455105;-5,427542E-5;
1934,488;0,01445052;-0,0001385181;
1936,352;0,01424945;-0,000323374;
1938,216;0,01411052;-0,0004461451;
1940,079;0,01395671;-0,0005838619;
1941,943;0,01347329;-0,00105124;
1943,807;0,01295249;-0,001556071;
1945,670;0,01291643;-0,001576218;
1947,534;0,01255623;-0,001920566;
1949,398;0,01209612;-0,002364891;
1951,261;0,01210824;-0,002337033;
1953,125;0,01181114;-0,002618471;
1954,989;0,01117609;-0,00323791;
1956,852;0,01077891;-0,003619539;
1958,716;0,01053136;-0,003851597;
1960,580;0,01031968;-0,00404784;
1962,443;0,01030561;-0,004046538;
1964,307;0,009725486;-0,004611344;
1966,171;0,008975298;-0,005346274;
1968,034;0,008618366;-0,005688006;
1969,898;0,007629679;-0,00666155;
1971,762;0,006850428;-0,007425716;
1973,625;0,007005178;-0,007255936;
1975,489;0,00693016;-0,007315983;
1977,353;0,007457855;-0,006773372;
1979,216;0,008555569;-0,005660798;
1981,080;0,009023768;-0,005177795;
1982,944;0,009439084;-0,004747731;
1984,807;0,009861375;-0,004310747;
1986,671;0,009993343;-0,004164142;
1988,535;0,01016964;-0,003973264;
1990,398;0,01056497;-0,003563406;
1992,262;0,01045978;-0,003654117;
1994,126;0,01019992;-0,003899559;
1995,989;0,0103205;-0,00376461;
1997,853;0,01084783;-0,003222966;
1999,717;0,01083059;-0,003225948;
2001,580;0,01027642;-0,003765917;
2003,444;0,00920328;-0,004824901;
2005,308;0,008261582;-0,005752498;
2007,171;0,007924762;-0,00607527;
2009,035;0,008046309;-0,005939726;
2010,899;0,00806278;-0,005909311;
2012,762;0,007491706;-0,006466491;
2014,626;0,007013226;-0,00693113;
2016,490;0,007393805;-0,00653676;
2018,353;0,007317282;-0,006599543;
2020,217;0,007151577;-0,006751559;
2022,081;0,007146542;-0,006742956;
2023,944;0,00705523;-0,006820679;
2025,808;0,006981327;-0,006881044;
2027,672;0,006889499;-0,006959384;
2029,535;0,007092635;-0,006742808;
2031,399;0,007605066;-0,006216987;
2033,263;0,007659449;-0,006149263;
2035,126;0,007647724;-0,006147696;
2036,990;0,008488057;-0,00529412;
2038,854;0,009278496;-0,004490485;
2040,717;0,009575963;-0,004179872;
2042,581;0,009873544;-0,003869191;
2044,445;0,01053274;-0,003196941;
2046,308;0,0115905;-0,002126176;
2048,172;0,01191859;-0,001785133;
2050,036;0,01235905;-0,001331765;
2051,899;0,01329115;-0,0003868064;
2053,763;0,01377831;0,0001131777;
2055,627;0,01431445;0,0006620826;
2057,490;0,01466953;0,00102989;
2059,354;0,01500886;0,001381899;
2061,218;0,01517013;0,0015558;
2063,081;0,01531586;0,001714109;
2064,945;0,01592867;0,002339466;
2066,809;0,01589949;0,002322772;
2068,672;0,01589378;0,002329516;
2070,536;0,01619308;0,002641222;
2072,400;0,01657532;0,003035827;
2074,264;0,01681421;0,00328703;
2076,127;0,01719164;0,003676731;
2077,991;0,01756695;0,004064271;
2079,855;0,01766372;0,004173223;
2081,718;0,01764308;0,004164728;
2083,582;0,01781116;0,004344908;
2085,446;0,01817103;0,004716833;
2087,309;0,0183157;0,004873511;
2089,173;0,01838185;0,004951624;
2091,037;0,01793448;0,004516188;
2092,900;0,01755846;0,004152047;
2094,764;0,01754532;0,004150753;
