;Apr27_TPC_08-02-0_LMW;Apr27_TPC_08-02-0_LMW (baseline corrected);
1215,112;0,1044684;0,08082359;
1216,976;0,1037053;0,08011071;
1218,839;0,1033292;0,0797845;
1220,703;0,1032972;0,0798021;
1222,567;0,1035017;0,08005595;
1224,430;0,1039448;0,08054805;
1226,294;0,1045082;0,08116012;
1228,158;0,1051984;0,08189875;
1230,021;0,1060182;0,08276665;
1231,885;0,1069988;0,08379502;
1233,749;0,1079627;0,08480649;
1235,612;0,1089172;0,08580816;
1237,476;0,1099712;0,08690921;
1239,340;0,1111319;0,08811657;
1241,203;0,1123262;0,08935721;
1243,067;0,1136136;0,09069078;
1244,931;0,1149019;0,09202489;
1246,795;0,1161859;0,09335443;
1248,658;0,1174551;0,09466894;
1250,522;0,1188312;0,09609008;
1252,386;0,1201666;0,09747023;
1254,249;0,1215212;0,09886934;
1256,113;0,1229065;0,1002989;
1257,977;0,1243699;0,1018063;
1259,840;0,1259298;0,1034098;
1261,704;0,1275774;0,1051009;
1263,568;0,1292035;0,1067702;
1265,431;0,1308711;0,1084807;
1267,295;0,1325469;0,1101993;
1269,159;0,1343162;0,112011;
1271,022;0,1361271;0,1138641;
1272,886;0,1379468;0,1157257;
1274,750;0,1397333;0,117554;
1276,613;0,141645;0,1195071;
1278,477;0,1435913;0,1214946;
1280,341;0,1455765;0,1235208;
1282,204;0,1475891;0,1255741;
1284,068;0,1497532;0,1277787;
1285,932;0,1519569;0,1300227;
1287,795;0,1542358;0,1323416;
1289,659;0,1564935;0,1346391;
1291,523;0,1588355;0,1370207;
1293,386;0,1612222;0,1394467;
1295,250;0,1636923;0,1419559;
1297,114;0,166139;0,1444415;
1298,977;0,1686185;0,1469597;
1300,841;0,1711194;0,149499;
1302,705;0,1737089;0,1521268;
1304,568;0,1763285;0,1547844;
1306,432;0,1789846;0,1574783;
1308,296;0,1816171;0,1601484;
1310,159;0,1842931;0,1628618;
1312,023;0,1870657;0,1656715;
1313,887;0,1900059;0,1686487;
1315,750;0,1928909;0,1715704;
1317,614;0,1958756;0,1745917;
1319,478;0,1989088;0,1776612;
1321,341;0,2019656;0,1807541;
1323,205;0,2049948;0,1838192;
1325,069;0,2081045;0,1869646;
1326,932;0,2110504;0,1899461;
1328,796;0,2139435;0,1928744;
1330,660;0,2167931;0,1957592;
1332,523;0,2196498;0,1986508;
1334,387;0,222194;0,2012297;
1336,251;0,2247908;0,203861;
1338,114;0,2279402;0,2070448;
1339,978;0,2314871;0,2106258;
1341,842;0,2342762;0,2134489;
1343,705;0,2366206;0,2158271;
1345,569;0,2390936;0,2183336;
1347,433;0,2415277;0,2208011;
1349,296;0,2439247;0,2232313;
1351,160;0,2461847;0,2255243;
1353,024;0,248012;0,2273845;
1354,887;0,2498505;0,2292557;
1356,751;0,251537;0,2309747;
1358,615;0,2532353;0,2327053;
1360,478;0,2551884;0,2346906;
1362,342;0,2576838;0,2372178;
1364,206;0,2598494;0,2394153;
1366,069;0,2612302;0,2408277;
1367,933;0,262618;0,2422469;
1369,797;0,2638174;0,2434776;
1371,660;0,2638556;0,2435469;
1373,524;0,2622193;0,2419416;
1375,388;0,2576656;0,2374186;
1377,251;0,2501566;0,2299402;
1379,115;0,2407759;0,2205899;
1380,979;0,2306532;0,2104975;
1382,842;0,2203105;0,2001848;
1384,706;0,2102415;0,1901459;
1386,570;0,2005171;0,1804512;
1388,433;0,1913722;0,1713359;
1390,297;0,1836119;0,1636051;
1392,161;0,17677;0,1567926;
1394,024;0,170399;0,1504507;
1395,888;0,1647333;0,144814;
1397,752;0,1598068;0,1399163;
1399,615;0,1548774;0,1350156;
1401,479;0,1499708;0,1301376;
1403,343;0,1454955;0,1256906;
1405,206;0,1409906;0,121214;
1407,070;0,1366676;0,116919;
1408,934;0,1325513;0,1128307;
1410,797;0,1284685;0,1087756;
1412,661;0,124405;0,1047398;
1414,525;0,1205318;0,1008941;
1416,388;0,1168637;0,09725337;
1418,252;0,113241;0,09365785;
1420,116;0,1092866;0,08973055;
1421,979;0,1056448;0,08611566;
1423,843;0,1020399;0,08253746;
1425,707;0,09842924;0,07895348;
1427,570;0,09589756;0,07644832;
1429,434;0,09561496;0,07619208;
1431,298;0,09664704;0,07725039;
1433,161;0,09478665;0,07541609;
1435,025;0,09012104;0,07077644;
1436,889;0,08478415;0,06546537;
1438,752;0,08031795;0,06102485;
1440,616;0,07661326;0,05734572;
1442,480;0,0724405;0,05319839;
1444,343;0,06802604;0,04880921;
1446,207;0,06342248;0,04423082;
1448,071;0,05822128;0,03905465;
1449,934;0,05295864;0,03381692;
1451,798;0,04838312;0,02926618;
1453,662;0,04476693;0,02567463;
1455,525;0,04281514;0,02374738;
1457,389;0,04160458;0,02256121;
1459,253;0,04004292;0,02102382;
1461,116;0,03868135;0,0196864;
1462,980;0,03761716;0,01864624;
1464,844;0,03693747;0,01799046;
1466,707;0,03594548;0,01702225;
1468,571;0,03492581;0,01602625;
1470,435;0,03408719;0,01521117;
1472,298;0,03364969;0,0147971;
1474,162;0,03282018;0,01399089;
1476,026;0,03186895;0,01306285;
1477,889;0,03079809;0,01201506;
1479,753;0,02996109;0,01120102;
1481,617;0,02933068;0,01059345;
1483,480;0,02858869;0,009874184;
1485,344;0,02795626;0,009264366;
1487,208;0,02762357;0,008954173;
1489,071;0,02745658;0,008809572;
1490,935;0,0270089;0,00838417;
1492,799;0,02613786;0,007535296;
1494,662;0,02573984;0,007159328;
1496,526;0,02570811;0,007149538;
1498,390;0,02561556;0,007078826;
1500,253;0,02513661;0,006621596;
1502,117;0,0243876;0,005894203;
1503,981;0,02387271;0,005400825;
1505,844;0,02426676;0,00581628;
1507,708;0,02461576;0,006186587;
1509,572;0,02398979;0,005581804;
1511,435;0,02333364;0,004946743;
1513,299;0,02272199;0,004356078;
1515,163;0,02240695;0,004061921;
1517,026;0,02239898;0,004074737;
1518,890;0,02205051;0,003746944;
1520,754;0,02220056;0,003917574;
1522,618;0,02219596;0,003933451;
1524,481;0,02197503;0,003732894;
1526,345;0,02187487;0,003653015;
1528,209;0,0216462;0,003444517;
1530,072;0,0215334;0,003351798;
1531,936;0,02166866;0,003507049;
1533,800;0,02202067;0,003878937;
1535,663;0,02173137;0,003609425;
1537,527;0,02160728;0,003505035;
1539,391;0,02213672;0,004054071;
1541,254;0,02277445;0,004711305;
1543,118;0,02300518;0,004961443;
1544,982;0,02314231;0,00511789;
1546,845;0,02308204;0,005076848;
1548,709;0,02334857;0,005362508;
1550,573;0,02373918;0,005772147;
1552,436;0,02387289;0,005924812;
1554,300;0,02427156;0,006342334;
1556,164;0,02445136;0,006540904;
1558,027;0,02572968;0,007837903;
1559,891;0,02711923;0,009246039;
1561,755;0,02658369;0,008729;
1563,618;0,02637685;0,008540565;
1565,482;0,026615;0,008797036;
1567,346;0,0269942;0,009194479;
1569,209;0,02792316;0,01014159;
1571,073;0,02841649;0,01065298;
1572,937;0,02840218;0,01065664;
1574,800;0,02893755;0,01120991;
1576,664;0,03004091;0,01233108;
1578,528;0,03032325;0,01263115;
1580,391;0,03045452;0,01278005;
1582,255;0,03071738;0,01306047;
1584,119;0,03114407;0,01350464;
1585,982;0,03163434;0,01401231;
1587,846;0,03212065;0,01451592;
1589,710;0,03253613;0,01494863;
1591,573;0,03291577;0,01534543;
1593,437;0,03338197;0,0158287;
1595,301;0,03384256;0,01630627;
1597,164;0,03415388;0,0166345;
1599,028;0,03447548;0,01697294;
1600,892;0,0348739;0,01738811;
1602,755;0,03525072;0,01778161;
1604,619;0,03566205;0,01820954;
1606,483;0,03607444;0,01863845;
1608,346;0,03652448;0,01910494;
1610,210;0,03686485;0,01946168;
1612,074;0,03714829;0,01976141;
1613,937;0,0374831;0,02011243;
1615,801;0,0384486;0,02109408;
1617,665;0,03924856;0,02191011;
1619,528;0,03927061;0,02194816;
1621,392;0,03956355;0,02225702;
1623,256;0,04039371;0,02310303;
1625,119;0,04099352;0,02371862;
1626,983;0,04174623;0,02448703;
1628,847;0,04265569;0,02541213;
1630,710;0,043358;0,02613;
1632,574;0,04424313;0,02703062;
1634,438;0,04590163;0,02870454;
1636,301;0,04773165;0,0305499;
1638,165;0,04747209;0,03030563;
1640,029;0,04614827;0,02899701;
1641,892;0,0441504;0,02701429;
1643,756;0,04224328;0,02512224;
1645,620;0,04080899;0,02370295;
1647,483;0,03897845;0,02188735;
1649,347;0,03690608;0,01982985;
1651,211;0,03549294;0,01843151;
1653,074;0,03461476;0,01756807;
1654,938;0,03348418;0,01645216;
1656,802;0,03247741;0,01545999;
1658,665;0,03135359;0,01435071;
1660,529;0,03049984;0,01351143;
1662,393;0,0300736;0,0130996;
1664,256;0,02940288;0,01244322;
1666,120;0,02866383;0,01171845;
1667,984;0,02821779;0,01128662;
1669,847;0,02781681;0,0108998;
1671,711;0,02718291;0,01027999;
1673,575;0,02661401;0,009725116;
1675,438;0,02619915;0,009324223;
1677,302;0,02529819;0,008437164;
1679,166;0,02445327;0,007606079;
1681,029;0,02353047;0,006697058;
1682,893;0,0231023;0,006282611;
1684,757;0,02287455;0,006068516;
1686,620;0,02194687;0,005154431;
1688,484;0,02119115;0,004412254;
1690,348;0,02026865;0,003503227;
1692,211;0,0193684;0,002616401;
1694,075;0,0186359;0,001897256;
1695,939;0,01833149;0,001606151;
1697,802;0,01773893;0,001026827;
1699,666;0,01763059;0,0009316756;
1701,530;0,01716436;0,0004785726;
1703,393;0,01654762;-0,0001251041;
1705,257;0,01618694;-0,0004727679;
1707,121;0,01582884;-0,000817912;
1708,984;0,01545888;-0,001174971;
1710,848;0,01508627;-0,001534741;
1712,712;0,01476409;-0,001844137;
1714,575;0,01447633;-0,002119158;
1716,439;0,01430587;-0,002276946;
1718,303;0,01453412;-0,002036072;
1720,166;0,0141632;-0,002394424;
1722,030;0,01375231;-0,00279281;
1723,894;0,01350879;-0,003023867;
1725,757;0,01345131;-0,003068943;
1727,621;0,0132951;-0,0032128;
1729,485;0,01312488;-0,003370721;
1731,348;0,0128522;-0,003631162;
1733,212;0,01299347;-0,003477694;
1735,076;0,01319086;-0,003268171;
1736,939;0,01282799;-0,003618953;
1738,803;0,01278627;-0,003648636;
1740,667;0,01267927;-0,003743649;
1742,530;0,01267391;-0,003737074;
1744,394;0,01274585;-0,003653252;
1746,258;0,01266577;-0,003721494;
1748,121;0,0128054;-0,003570089;
1749,985;0,01320788;-0,003155874;
1751,849;0,01368044;-0,002671635;
1753,712;0,01404623;-0,002294211;
1755,576;0,0151209;-0,001207965;
1757,440;0,01751139;0,001194064;
1759,303;0,02126776;0,004961915;
1761,167;0,0273773;0,0110829;
1763,031;0,02995804;0,01367502;
1764,894;0,02306506;0,006793384;
1766,758;0,01551589;-0,0007445019;
1768,622;0,01226353;-0,003985608;
1770,485;0,01143361;-0,004804339;
1772,349;0,0115288;-0,004698;
1774,213;0,01140484;-0,004810856;
1776,076;0,01114622;-0,005058416;
1777,940;0,01087942;-0,005314204;
1779,804;0,01085133;-0,005331327;
1781,667;0,01080923;-0,005362512;
1783,531;0,01081143;-0,005349438;
1785,395;0,01070414;-0,005445905;
1787,258;0,01053733;-0,005601926;
1789,122;0,01044482;-0,005683699;
1790,986;0,01049459;-0,00562324;
1792,849;0,01061513;-0,005492048;
1794,713;0,01052974;-0,005566838;
1796,577;0,010326;-0,005760015;
1798,441;0,0102117;-0,005863796;
1800,304;0,01030815;-0,00575688;
1802,168;0,01035392;-0,00570068;
1804,032;0,01029645;-0,005747762;
1805,895;0,01027036;-0,005763502;
1807,759;0,01017221;-0,005851356;
1809,623;0,01014414;-0,005869162;
1811,486;0,01026126;-0,005741827;
1813,350;0,01019206;-0,005800849;
1815,214;0,009969728;-0,006013053;
1817,077;0,009970483;-0,006002206;
1818,941;0,0101042;-0,005858442;
1820,805;0,01010979;-0,005842838;
1822,668;0,01001823;-0,005924432;
1824,532;0,010138;-0,005794735;
1826,396;0,01019044;-0,005732411;
1828,259;0,01011533;-0,00579767;
1830,123;0,010141;-0,005762198;
1831,987;0,01014628;-0,005747143;
1833,850;0,01018273;-0,005700969;
1835,714;0,01009971;-0,005774297;
1837,578;0,01006169;-0,005802672;
1839,441;0,009957599;-0,005897154;
1841,305;0,009829254;-0,006015929;
1843,169;0,01003786;-0,005797794;
1845,032;0,01020817;-0,005617986;
1846,896;0,01019199;-0,005624716;
1848,760;0,01015065;-0,005656635;
1850,623;0,009964415;-0,005833491;
1852,487;0,01004984;-0,005738723;
1854,351;0,01005048;-0,005728783;
1856,214;0,01000903;-0,005760966;
1858,078;0,01021865;-0,005542118;
1859,942;0,01034776;-0,005403817;
1861,805;0,01009725;-0,005645164;
1863,669;0,009947317;-0,005785981;
1865,533;0,01000158;-0,005722638;
1867,396;0,01000712;-0,005708053;
1869,260;0,009859239;-0,005846919;
1871,124;0,009825292;-0,005871891;
1872,987;0,00984402;-0,005844225;
1874,851;0,009931135;-0,005748206;
1876,715;0,009933381;-0,005737091;
1878,578;0,009779213;-0,005882427;
1880,442;0,009785309;-0,005867533;
1882,306;0,009926793;-0,005717286;
1884,169;0,009960907;-0,005674443;
1886,033;0,009773199;-0,005853457;
1887,897;0,009609422;-0,006008574;
1889,760;0,009578628;-0,006030743;
1891,624;0,009514195;-0,006086584;
1893,488;0,009432955;-0,006159266;
1895,351;0,009466909;-0,006116789;
1897,215;0,009468649;-0,006106557;
1899,079;0,009246025;-0,006320724;
1900,942;0,009037101;-0,006521224;
1902,806;0,009063414;-0,006486519;
1904,670;0,009030557;-0,006511018;
1906,533;0,008984666;-0,006548582;
1908,397;0,009039056;-0,006485899;
1910,261;0,009102782;-0,006413912;
1912,124;0,009235747;-0,006272718;
1913,988;0,009247688;-0,00625258;
1915,852;0,008877328;-0,006614775;
1917,715;0,008666273;-0,006817697;
1919,579;0,008699259;-0,00677661;
1921,443;0,008398186;-0,007069612;
1923,306;0,008007398;-0,00745236;
1925,170;0,008115876;-0,007335875;
1927,034;0,008297005;-0,007146769;
1928,897;0,008133158;-0,007302669;
1930,761;0,008052272;-0,00737564;
1932,625;0,007899962;-0,007520065;
1934,488;0,007833932;-0,00757824;
1936,352;0,00787592;-0,007528427;
1938,216;0,007887987;-0,007508566;
1940,079;0,007808266;-0,007580523;
1941,943;0,007409172;-0,007971882;
1943,807;0,007036015;-0,008337333;
1945,670;0,006744097;-0,008621576;
1947,534;0,006115928;-0,009242099;
1949,398;0,005915092;-0,009435318;
1951,261;0,006232007;-0,009110814;
1953,125;0,006310625;-0,009024637;
1954,989;0,006420594;-0,008907138;
1956,852;0,006029429;-0,009290801;
1958,716;0,005039969;-0,01027279;
1960,580;0,004248153;-0,01105716;
1962,443;0,003909416;-0,01138848;
1964,307;0,003944925;-0,01134558;
1966,171;0,003758192;-0,01152496;
1968,034;0,002926327;-0,01234949;
1969,898;0,002907142;-0,01236137;
1971,762;0,003084945;-0,01217629;
1973,625;0,002517119;-0,01273686;
1975,489;0,002035789;-0,01321097;
1977,353;0,002559439;-0,01268013;
1979,216;0,003604028;-0,01162837;
1981,080;0,004275962;-0,01094929;
1982,944;0,004128172;-0,01108997;
1984,807;0,003833062;-0,01137799;
1986,671;0,004156806;-0,01104719;
1988,535;0,004450787;-0,01074617;
1990,398;0,004354213;-0,01083574;
1992,262;0,004258429;-0,01092454;
1994,126;0,00436201;-0,010814;
1995,989;0,00504861;-0,01012047;
1997,853;0,005110741;-0,01005144;
1999,717;0,00494481;-0,01021049;
2001,580;0,004905089;-0,01024336;
2003,444;0,004244537;-0,01089708;
2005,308;0,003137311;-0,01199751;
2007,171;0,002532375;-0,01259566;
2009,035;0,00258037;-0,01254092;
2010,899;0,00291283;-0,01220173;
2012,762;0,003108223;-0,01199964;
2014,626;0,00327947;-0,01182171;
2016,490;0,002749612;-0,01234492;
2018,353;0,001550769;-0,01353713;
2020,217;0,001752385;-0,01332891;
2022,081;0,002952184;-0,01212254;
2023,944;0,002850714;-0,01221745;
2025,808;0,001836002;-0,01322563;
2027,672;0,001488994;-0,01356613;
2029,535;0,001791246;-0,0132574;
2031,399;0,002380233;-0,01266195;
2033,263;0,00250746;-0,01252829;
2035,126;0,002763201;-0,01226614;
2036,990;0,003965343;-0,01105761;
2038,854;0,004402379;-0,0106142;
2040,717;0,004090493;-0,01091975;
2042,581;0,004286766;-0,01071716;
2044,445;0,004572373;-0,01042525;
2046,308;0,004963006;-0,01002835;
2048,172;0,006054367;-0,008930738;
2050,036;0,006963005;-0,008015872;
2051,899;0,00760278;-0,007369892;
2053,763;0,007742616;-0,007223875;
2055,627;0,007929607;-0,007030723;
2057,490;0,008269284;-0,006684909;
2059,354;0,009057953;-0,005890124;
2061,218;0,009694401;-0,005247583;
2063,081;0,009709936;-0,005225977;
2064,945;0,009860881;-0,005068983;
2066,809;0,01000392;-0,004919918;
2068,672;0,00983063;-0,0050872;
2070,536;0,009776195;-0,00513565;
2072,400;0,009742551;-0,005163332;
2074,264;0,009532514;-0,005367427;
2076,127;0,009559371;-0,005334651;
2077,991;0,009902393;-0,00498573;
2079,855;0,01034099;-0,004541251;
2081,718;0,01025952;-0,004616866;
2083,582;0,0102308;-0,004639753;
2085,446;0,01069096;-0,004173776;
2087,309;0,01089161;-0,003967336;
