;Jun30_TPC_1-0-0_LMW;Jun30_TPC_1-0-0_LMW (baseline corrected);
1084,655;0,1828511;0,1610988;
1086,519;0,1865005;0,1648018;
1088,383;0,1895398;0,1678941;
1090,246;0,1918259;0,1702329;
1092,110;0,1931468;0,171606;
1093,974;0,1932367;0,1717477;
1095,837;0,1921052;0,1706675;
1097,701;0,1904305;0,1690437;
1099,565;0,1883703;0,1670339;
1101,428;0,1863286;0,1650423;
1103,292;0,1845179;0,1632812;
1105,156;0,1832084;0,1620209;
1107,019;0,1824089;0,1612701;
1108,883;0,1821451;0,1610547;
1110,747;0,1824634;0,161421;
1112,610;0,1835343;0,1625394;
1114,474;0,1851389;0,1641912;
1116,338;0,1870931;0,1661922;
1118,201;0,1891401;0,1682856;
1120,065;0,1908435;0,1700349;
1121,929;0,1913636;0,1706007;
1123,792;0,1900003;0,1692827;
1125,656;0,18662;0,1659472;
1127,520;0,1827324;0,1621041;
1129,383;0,1797728;0,1591887;
1131,247;0,1782822;0,1577418;
1133,111;0,1779858;0,1574888;
1134,974;0,1781934;0,1577395;
1136,838;0,1778267;0,1574154;
1138,702;0,1763022;0,1559333;
1140,565;0,1737268;0,1533999;
1142,429;0,1705402;0,150255;
1144,293;0,166924;0,1466801;
1146,156;0,1632284;0,1430256;
1148,020;0,1596083;0,1394461;
1149,884;0,156144;0,1360221;
1151,747;0,1527362;0,1326543;
1153,611;0,1494263;0,1293841;
1155,475;0,1460426;0,1260398;
1157,338;0,1426332;0,1226694;
1159,202;0,1391482;0,1192231;
1161,066;0,1355978;0,1157112;
1162,929;0,1319954;0,1121469;
1164,793;0,1285058;0,1086951;
1166,657;0,1252112;0,1054381;
1168,520;0,1222245;0,1024886;
1170,384;0,1196571;0,09995805;
1172,248;0,1176295;0,09796705;
1174,111;0,1161445;0,09651838;
1175,975;0,1153671;0,09577705;
1177,839;0,1153791;0,09582481;
1179,702;0,1163185;0,09679973;
1181,566;0,1181256;0,09864204;
1183,430;0,1208067;0,101358;
1185,293;0,1241439;0,1047299;
1187,157;0,127666;0,1082864;
1189,021;0,1305666;0,1112211;
1190,884;0,1321907;0,112879;
1192,748;0,1322848;0,1130068;
1194,612;0,1310903;0,1118455;
1196,475;0,1289115;0,1096998;
1198,339;0,1260498;0,1068709;
1200,203;0,1227673;0,103621;
1202,066;0,11946;0,100346;
1203,930;0,11626;0,09717805;
1205,794;0,1133111;0,09426088;
1207,657;0,1107782;0,09175963;
1209,521;0,1087013;0,08971401;
1211,385;0,1070157;0,08805949;
1213,248;0,1057819;0,08685649;
1215,112;0,1049076;0,08601285;
1216,976;0,1044617;0,08559725;
1218,839;0,1043235;0,08548919;
1220,703;0,1044683;0,08566393;
1222,567;0,1048093;0,08603466;
1224,430;0,1053786;0,08663341;
1226,294;0,1061214;0,08740538;
1228,158;0,1070008;0,08831382;
1230,021;0,1079599;0,08930171;
1231,885;0,1089886;0,09035897;
1233,749;0,1100223;0,09142098;
1235,612;0,1111622;0,09258911;
1237,476;0,1123811;0,0938359;
1239,340;0,1136919;0,09517447;
1241,203;0,1149915;0,09650151;
1243,067;0,1163213;0,09785863;
1244,931;0,1176875;0,09925199;
1246,795;0,1191422;0,1007336;
1248,658;0,120637;0,1022551;
1250,522;0,1221493;0,1037939;
1252,386;0,1236079;0,1052788;
1254,249;0,1251291;0,1068261;
1256,113;0,1266831;0,108406;
1257,977;0,1283045;0,1100532;
1259,840;0,1300545;0,1118287;
1261,704;0,1318509;0,1136505;
1263,568;0,1336018;0,1154265;
1265,431;0,1354733;0,117323;
1267,295;0,1373723;0,1192468;
1269,159;0,1393338;0,1212329;
1271,022;0,1413085;0,123232;
1272,886;0,1433313;0,1252791;
1274,750;0,1453173;0,1272891;
1276,613;0,1473734;0,1293691;
1278,477;0,1495369;0,1315564;
1280,341;0,1518415;0,1338845;
1282,204;0,1540516;0,136118;
1284,068;0,1563243;0,1384139;
1285,932;0,1587365;0,1408492;
1287,795;0,161325;0,1434606;
1289,659;0,1639001;0,1460583;
1291,523;0,1664043;0,1485852;
1293,386;0,1689046;0,1511079;
1295,250;0,1715854;0,1538109;
1297,114;0,1742823;0,1565298;
1298,977;0,1769836;0,159253;
1300,841;0,1795656;0,1618568;
1302,705;0,1822413;0,1645541;
1304,568;0,184975;0,1673092;
1306,432;0,1877559;0,1701115;
1308,296;0,1905178;0,1728945;
1310,159;0,1933175;0,1757152;
1312,023;0,1962184;0,1786369;
1313,887;0,1992309;0,1816701;
1315,750;0,2020547;0,1845144;
1317,614;0,2050877;0,1875679;
1319,478;0,208287;0,1907875;
1321,341;0,21131;0,1938306;
1323,205;0,2141372;0,1966778;
1325,069;0,2171641;0,1997244;
1326,932;0,2201072;0,2026873;
1328,796;0,2229194;0,205519;
1330,660;0,2255729;0,208192;
1332,523;0,228351;0,2109894;
1334,387;0,2307728;0,2134303;
1336,251;0,2332194;0,215896;
1338,114;0,2362091;0,2189045;
1339,978;0,2395613;0,2222755;
1341,842;0,242072;0,2248048;
1343,705;0,244187;0,2269383;
1345,569;0,246458;0,2292277;
1347,433;0,2487257;0,2315137;
1349,296;0,2509423;0,2337484;
1351,160;0,2530506;0,2358746;
1353,024;0,2548042;0,2376461;
1354,887;0,2564593;0,239319;
1356,751;0,2579089;0,2407862;
1358,615;0,2594394;0,2423342;
1360,478;0,2612672;0,2441793;
1362,342;0,2636801;0,2466096;
1364,206;0,2656283;0,2485749;
1366,069;0,2666585;0,2496221;
1367,933;0,2679975;0,2509781;
1369,797;0,2692716;0,2522689;
1371,660;0,2694089;0,2524229;
1373,524;0,2682692;0,2512998;
1375,388;0,2644955;0,2475425;
1377,251;0,2575368;0,2406002;
1379,115;0,2485768;0,2316565;
1380,979;0,2384217;0,2215175;
1382,842;0,2275338;0,2106456;
1384,706;0,2165098;0,1996375;
1386,570;0,2055639;0,1887074;
1388,433;0,1950842;0,1782435;
1390,297;0,1860505;0,1692254;
1392,161;0,178325;0,1615153;
1394,024;0,1711848;0,1543905;
1395,888;0,1647005;0,1479215;
1397,752;0,1589137;0,14215;
1399,615;0,1534695;0,1367208;
1401,479;0,1480928;0,1313591;
1403,343;0,1430655;0,1263466;
1405,206;0,1380005;0,1212965;
1407,070;0,132847;0,1161577;
1408,934;0,1278665;0,1111917;
1410,797;0,1230164;0,1063561;
1412,661;0,1182483;0,1016024;
1414,525;0,1137544;0,09712288;
1416,388;0,1094985;0,09288111;
1418,252;0,1050137;0,08841047;
1420,116;0,1002147;0,08362552;
1421,979;0,09589601;0,07932076;
1423,843;0,09214131;0,0755799;
1425,707;0,08863218;0,07208452;
1427,570;0,08612815;0,06959416;
1429,434;0,08630199;0,06978157;
1431,298;0,08799094;0,071484;
1433,161;0,08628998;0,06979644;
1435,025;0,08138557;0,06490535;
1436,889;0,07615586;0,05968887;
1438,752;0,07185194;0,05539809;
1440,616;0,06824206;0,05180127;
1442,480;0,06462592;0,0481981;
1444,343;0,06060106;0,04418613;
1446,207;0,05610288;0,03970075;
1448,071;0,05080615;0,03441675;
1449,934;0,04545563;0,02907887;
1451,798;0,0408652;0,024501;
1453,662;0,03749556;0,02114384;
1455,525;0,03511014;0,01877082;
1457,389;0,03380171;0,01747471;
1459,253;0,03205444;0,01573968;
1461,116;0,03077235;0,01446977;
1462,980;0,02973242;0,01344192;
1464,844;0,0291071;0,01282861;
1466,707;0,02804439;0,01177784;
1468,571;0,02710536;0,01085067;
1470,435;0,02640772;0,01016481;
1472,298;0,02611641;0,00988521;
1474,162;0,02529357;0,009074007;
1476,026;0,02436397;0,008155967;
1477,889;0,02363308;0,007436568;
1479,753;0,02291364;0,006728548;
1481,617;0,02248628;0,006312534;
1483,480;0,02197814;0,005815668;
1485,344;0,02160826;0,005456991;
1487,208;0,02147261;0,00533248;
1489,071;0,0210902;0,004961129;
1490,935;0,02069791;0,004579839;
1492,799;0,0200104;0,003903258;
1494,662;0,0195775;0,003481221;
1496,526;0,01960556;0,003520064;
1498,390;0,01931033;0,003235558;
1500,253;0,01885216;0,002788051;
1502,117;0,01853591;0,002482395;
1503,981;0,01818936;0,002146366;
1505,844;0,01834917;0,002316643;
1507,708;0,01844515;0,00242302;
1509,572;0,01748588;0,001474088;
1511,435;0,01694469;0,0009431597;
1513,299;0,016789;0,0007976832;
1515,163;0,01653158;0,0005504057;
1517,026;0,01660243;0,0006313306;
1518,890;0,01598948;2,839977E-5;
1520,754;0,01575238;-0,0001987368;
1522,618;0,01586637;-7,485126E-5;
1524,481;0,01527683;-0,0006545542;
1526,345;0,01530656;-0,0006150427;
1528,209;0,01521968;-0,0006922023;
1530,072;0,01509556;-0,000806668;
1531,936;0,0149256;-0,0009670312;
1533,800;0,01526973;-0,0006133589;
1535,663;0,01514256;-0,0007310373;
1537,527;0,01483657;-0,001027606;
1539,391;0,01561092;-0,0002438804;
1541,254;0,01586054;1,505483E-5;
1543,118;0,01552005;-0,0003161845;
1544,982;0,01568797;-0,000139057;
1546,845;0,01586946;5,157558E-5;
1548,709;0,01591873;0,0001099349;
1550,573;0,01644295;0,0006431964;
1552,436;0,01632687;0,0005360985;
1554,300;0,01686841;0,001086568;
1556,164;0,01711417;0,001341195;
1558,027;0,0174925;0,001728355;
1559,891;0,01867871;0,002923331;
1561,755;0,01807455;0,002327891;
1563,618;0,01797158;0,002233583;
1565,482;0,01867539;0,002946011;
1567,346;0,01883268;0,003111861;
1569,209;0,01934357;0,00363127;
1571,073;0,01984951;0,004145663;
1572,937;0,01964939;0,003953955;
1574,800;0,01991079;0,004223723;
1576,664;0,02093652;0,005257765;
1578,528;0,02106785;0,005397354;
1580,391;0,02110069;0,005438411;
1582,255;0,02157536;0,005921254;
1584,119;0,02183261;0,006186617;
1585,982;0,02215135;0,006513427;
1587,846;0,02246022;0,006830322;
1589,710;0,02282118;0,007199266;
1591,573;0,02311524;0,007501256;
1593,437;0,02347022;0,007864112;
1595,301;0,02387348;0,00827522;
1597,164;0,02418449;0,00859402;
1599,028;0,02441434;0,008831618;
1600,892;0,02478747;0,009212449;
1602,755;0,02514378;0,009576411;
1604,619;0,02552136;0,009961604;
1606,483;0,02589356;0,01034138;
1608,346;0,02636754;0,01082288;
1610,210;0,02677818;0,01124101;
1612,074;0,02718741;0,01165767;
1613,937;0,02746964;0,0119473;
1615,801;0,02814517;0,01263018;
1617,665;0,02926795;0,01376027;
1619,528;0,02938344;0,01388303;
1621,392;0,02966249;0,01416931;
1623,256;0,03064516;0,01515916;
1625,119;0,03130669;0,01582784;
1626,983;0,03181836;0,01634662;
1628,847;0,03302847;0,01756379;
1630,710;0,03395765;0,01849999;
1632,574;0,03496403;0,01951335;
1634,438;0,03629901;0,02085528;
1636,301;0,03807979;0,02264296;
1638,165;0,0374038;0,02197383;
1640,029;0,03602854;0,0206054;
1641,892;0,03458114;0,01916479;
1643,756;0,03291053;0,01750093;
1645,620;0,03129993;0,01589704;
1647,483;0,02996469;0,01456847;
1649,347;0,02823024;0,01284066;
1651,211;0,02647057;0,01108758;
1653,074;0,0258117;0,01043527;
1654,938;0,02512817;0,009758268;
1656,802;0,0240357;0,008672281;
1658,665;0,02357686;0,008219888;
1660,529;0,02307982;0,007729271;
1662,393;0,02281863;0,007474452;
1664,256;0,02245708;0,007119244;
1666,120;0,02175946;0,006427936;
1667,984;0,02139643;0,006071178;
1669,847;0,0214173;0,00609829;
1671,711;0,0210518;0,005738986;
1673,575;0,020317;0,00501036;
1675,438;0,02017469;0,004874181;
1677,302;0,01977392;0,004479507;
1679,166;0,01920893;0,003920588;
1681,029;0,01899266;0,003710344;
1682,893;0,01823965;0,00296334;
1684,757;0,01838841;0,003118067;
1686,620;0,01746694;0,002202526;
1688,484;0,01691082;0,001652308;
1690,348;0,01667013;0,001417483;
1692,211;0,01616928;0,0009224694;
1694,075;0,01539615;0,000155143;
1695,939;0,01571353;0,0004782964;
1697,802;0,01533139;0,00010189;
1699,666;0,01470498;-0,0005188076;
1701,530;0,01498616;-0,0002319442;
1703,393;0,01419057;-0,001021897;
1705,257;0,0141915;-0,001015345;
1707,121;0,01406808;-0,001133177;
1708,984;0,01366656;-0,001529149;
1710,848;0,0134906;-0,001699583;
1712,712;0,01343665;-0,001748041;
1714,575;0,01353326;-0,001645959;
1716,439;0,01330938;-0,001864413;
1718,303;0,01325639;-0,001911993;
1720,166;0,01298984;-0,002173166;
1722,030;0,01263085;-0,002526805;
1723,894;0,01278743;-0,002364912;
1725,757;0,01278803;-0,002359023;
1727,621;0,01272974;-0,002412048;
1729,485;0,01281601;-0,002320546;
1731,348;0,01280466;-0,002326695;
1733,212;0,01254073;-0,002585447;
1735,076;0,01292123;-0,002199797;
1736,939;0,01226754;-0,00284836;
1738,803;0,01231086;-0,00279995;
1740,667;0,01270981;-0,002395928;
1742,530;0,01264981;-0,002450889;
1744,394;0,01262962;-0,002466072;
1746,258;0,01277106;-0,002319641;
1748,121;0,01313562;-0,001950122;
1749,985;0,01337712;-0,001703693;
1751,849;0,01374834;-0,001327559;
1753,712;0,01422017;-0,0008508513;
1755,576;0,01534451;0,0002783388;
1757,440;0,018177;0,003115666;
1759,303;0,02173465;0,00667812;
1761,167;0,02753375;0,012482;
1763,031;0,03020029;0,01515329;
1764,894;0,02306522;0,008022945;
1766,758;0,01533763;0,0003000621;
1768,622;0,01230563;-0,002727264;
1770,485;0,01142521;-0,003603022;
1772,349;0,01159728;-0,003426329;
1774,213;0,01137547;-0,003643532;
1776,076;0,01112825;-0,003886167;
1777,940;0,01118987;-0,003819994;
1779,804;0,01127789;-0,003727442;
1781,667;0,01127577;-0,003725048;
1783,531;0,01100515;-0,003991182;
1785,395;0,01108375;-0,003908114;
1787,258;0,0111163;-0,00387113;
1789,122;0,01105231;-0,003930698;
1790,986;0,01107749;-0,003901128;
1792,849;0,01124865;-0,003725593;
1794,713;0,01109644;-0,00387346;
1796,577;0,01102077;-0,003944808;
1798,441;0,01094986;-0,004011414;
1800,304;0,0109178;-0,004039191;
1802,168;0,01098979;-0,003962935;
1804,032;0,01096101;-0,003987482;
1805,895;0,01090184;-0,004042439;
1807,759;0,01080586;-0,004134225;
1809,623;0,01083108;-0,004104832;
1811,486;0,01092938;-0,004002385;
1813,350;0,0108707;-0,004056931;
1815,214;0,01062193;-0,00430159;
1817,077;0,01060674;-0,004312693;
1818,941;0,01082139;-0,004093976;
1820,805;0,01098947;-0,003921855;
1822,668;0,0110212;-0,003886096;
1824,532;0,01112326;-0,003780037;
1826,396;0,01124372;-0,003655596;
1828,259;0,01101862;-0,003876725;
1830,123;0,01112972;-0,003761685;
1831,987;0,01092493;-0,003962552;
1833,850;0,01074157;-0,004142013;
1835,714;0,01083531;-0,004044389;
1837,578;0,0109369;-0,003938931;
1839,441;0,0110142;-0,003857782;
1841,305;0,01100336;-0,003864798;
1843,169;0,01085513;-0,004009222;
1845,032;0,01102603;-0,003834534;
1846,896;0,01105153;-0,003805276;
1848,760;0,01104405;-0,003809006;
1850,623;0,01095127;-0,00389805;
1852,487;0,01088236;-0,003963251;
1854,351;0,01110417;-0,003737751;
1856,214;0,01122328;-0,003614965;
1858,078;0,01116572;-0,00366887;
1859,942;0,01101873;-0,003812223;
1861,805;0,011009;-0,003818337;
1863,669;0,01103205;-0,003791685;
1865,533;0,01118061;-0,003639545;
1867,396;0,01110921;-0,003707377;
1869,260;0,01115258;-0,003660464;
1871,124;0,01098694;-0,003822565;
1872,987;0,01092696;-0,003879032;
1874,851;0,01102024;-0,003782263;
1876,715;0,01112979;-0,003669231;
1878,578;0,01134874;-0,00344682;
1880,442;0,01129051;-0,003501614;
1882,306;0,01097634;-0,003812351;
1884,169;0,01081288;-0,003972404;
1886,033;0,01072341;-0,004058489;
1887,897;0,01080397;-0,003974548;
1889,760;0,010763;-0,00401216;
1891,624;0,01057111;-0,004200708;
1893,488;0,01048652;-0,004281971;
1895,351;0,01070293;-0,004062251;
1897,215;0,0106759;-0,004085984;
1899,079;0,01054331;-0,004215301;
1900,942;0,01060276;-0,004152592;
1902,806;0,01068507;-0,004067037;
1904,670;0,0106749;-0,004073974;
1906,533;0,01070178;-0,004043881;
1908,397;0,01041603;-0,004326432;
1910,261;0,01032903;-0,004410254;
1912,124;0,01035349;-0,004382622;
1913,988;0,01051349;-0,004219473;
1915,852;0,0102124;-0,00451743;
1917,715;0,01002021;-0,004706492;
1919,579;0,01023015;-0,004493454;
1921,443;0,01014032;-0,004580189;
1923,306;0,009847156;-0,004870277;
1925,170;0,009459305;-0,005255066;
1927,034;0,009522842;-0,005188483;
1928,897;0,009710101;-0,004998193;
1930,761;0,009525525;-0,005179751;
1932,625;0,009367184;-0,00533509;
1934,488;0,00916907;-0,005530216;
1936,352;0,00927017;-0,005426142;
1938,216;0,009040013;-0,00565334;
1940,079;0,009125078;-0,00556533;
1941,943;0,009392018;-0,005295459;
1943,807;0,008982747;-0,005701813;
1945,670;0,008099269;-0,006582388;
1947,534;0,007817567;-0,0068612;
1949,398;0,007879862;-0,00679603;
1951,261;0,007821053;-0,006851977;
1953,125;0,007411019;-0,007259163;
1954,989;0,007638371;-0,007028977;
1956,852;0,007521893;-0,007142634;
1958,716;0,006926933;-0,007734786;
1960,580;0,00630852;-0,008350405;
1962,443;0,005782764;-0,00887338;
1964,307;0,005594355;-0,009059021;
1966,171;0,005658197;-0,008992424;
1968,034;0,005412596;-0,009235284;
1969,898;0,005170128;-0,009475023;
1971,762;0,005008107;-0,009634327;
1973,625;0,004971929;-0,009667802;
1975,489;0,004495172;-0,01014187;
1977,353;0,004639511;-0,009994852;
1979,216;0,005393349;-0,009238349;
1981,080;0,006347167;-0,008281878;
1982,944;0,00626555;-0,008360856;
1984,807;0,006304615;-0,008319162;
1986,671;0,006665626;-0,007955536;
1988,535;0,007251417;-0,007367142;
1990,398;0,007172011;-0,007443957;
1992,262;0,006767121;-0,007846268;
1994,126;0,006445085;-0,008165737;
1995,989;0,006925589;-0,007682678;
1997,853;0,007373792;-0,007231932;
1999,717;0,00696751;-0,007635683;
2001,580;0,006082297;-0,008518376;
2003,444;0,005555781;-0,009042384;
2005,308;0,005093939;-0,00950173;
2007,171;0,004658622;-0,009934563;
2009,035;0,004290561;-0,01030015;
2010,899;0,004712702;-0,009875548;
2012,762;0,004763254;-0,009822546;
2014,626;0,004514912;-0,01006845;
2016,490;0,004850252;-0,009730681;
2018,353;0,005359361;-0,009219155;
2020,217;0,005011927;-0,009564184;
2022,081;0,004691931;-0,009881786;
2023,944;0,004366132;-0,0102052;
2025,808;0,004814381;-0,00975458;
2027,672;0,004866516;-0,009700084;
2029,535;0,005334452;-0,009229797;
2031,399;0,004892306;-0,009669603;
2033,263;0,004576817;-0,009982763;
2035,126;0,005398054;-0,009159208;
2036,990;0,005891672;-0,008663282;
2038,854;0,006013394;-0,008539263;
2040,717;0,006339393;-0,008210976;
2042,581;0,006560291;-0,007987802;
2044,445;0,006770161;-0,007775666;
2046,308;0,00736572;-0,007177852;
2048,172;0,008894938;-0,005646388;
2050,036;0,009898507;-0,004640584;
2051,899;0,009642464;-0,004894401;
2053,763;0,009660003;-0,004874647;
2055,627;0,009997081;-0,004535364;
2057,490;0,01034601;-0,004184244;
2059,354;0,01094847;-0,003579593;
2061,218;0,01118789;-0,003338002;
2063,081;0,01145621;-0,003067518;
2064,945;0,01204464;-0,002476931;
2066,809;0,01214668;-0,002372745;
2068,672;0,01174853;-0,002768751;
2070,536;0,01180028;-0,002714879;
2072,400;0,01146108;-0,003051962;
2074,264;0,01156658;-0,002944352;
2076,127;0,01185068;-0,002658158;
2077,991;0,01197158;-0,002535163;
2079,855;0,01202248;-0,002482186;
2081,718;0,0123155;-0,002187092;
2083,582;0,01252754;-0,001972995;
