;Jun30_TPC_1-0-0_LMW;Jun30_TPC_1-0-0_LMW (baseline corrected);
2085,446;0,01244751;-0,002050975;
2087,309;0,01216021;-0,002336231;
2089,173;0,01218739;-0,002307018;
2091,037;0,01205902;-0,002433365;
2092,900;0,01224923;-0,002241142;
2094,764;0,01242801;-0,002060355;
2096,628;0,01235424;-0,002132121;
2098,491;0,01254534;-0,001939032;
2100,355;0,01250082;-0,001981572;
2102,219;0,01214609;-0,002334332;
2104,082;0,01213568;-0,002342777;
2105,946;0,01238523;-0,002091272;
2107,810;0,01232973;-0,002144834;
2109,673;0,01213747;-0,002335157;
2111,537;0,01235187;-0,002118832;
2113,401;0,01228857;-0,002180207;
2115,264;0,01210011;-0,002366759;
2117,128;0,01184768;-0,002617286;
2118,992;0,01185954;-0,002603533;
2120,855;0,01159841;-0,002862773;
2122,719;0,01127954;-0,003179768;
2124,583;0,01100526;-0,003452178;
2126,446;0,01075254;-0,003703032;
2128,310;0,01065889;-0,003794834;
2130,174;0,01027858;-0,004173297;
2132,037;0,009192008;-0,00525803;
2133,901;0,008365775;-0,006082434;
2135,765;0,008440875;-0,006005513;
2137,628;0,008881884;-0,00556269;
2139,492;0,008789663;-0,005653106;
2141,356;0,008478123;-0,005962849;
2143,219;0,007420814;-0,007018368;
2145,083;0,006726713;-0,007710688;
2146,947;0,006261866;-0,00817376;
2148,810;0,005481005;-0,008952854;
2150,674;0,00447107;-0,009961031;
2152,538;0,003858872;-0,01057148;
2154,401;0,003345196;-0,01108341;
2156,265;0,002787447;-0,01163942;
2158,129;0,001667389;-0,01275775;
2159,992;0,002072301;-0,01235112;
2161,856;0,003210749;-0,01121096;
2163,720;0,003699684;-0,01072032;
2165,583;0,00385947;-0,01055883;
2167,447;0,004595384;-0,009821225;
2169,311;0,004708944;-0,00970598;
2171,174;0,004670977;-0,009742269;
2173,038;0,004627904;-0,009783673;
2174,902;0,005302325;-0,009107589;
2176,765;0,005965505;-0,008442753;
2178,629;0,005619087;-0,008787522;
2180,493;0,005051144;-0,009353823;
2182,356;0,005707987;-0,008695346;
2184,220;0,005611262;-0,008790442;
2186,084;0,006005577;-0,008394507;
2187,947;0,006635454;-0,007763016;
2189,811;0,007116663;-0,0072802;
2191,675;0,007611025;-0,006784237;
2193,538;0,007504305;-0,006889363;
2195,402;0,006954806;-0,007437275;
2197,266;0,00735295;-0,007037552;
2199,129;0,007771098;-0,00661783;
2200,993;0,007840625;-0,006546736;
2202,857;0,00778535;-0,006600451;
2204,720;0,007798604;-0,006585644;
2206,584;0,008195646;-0,006187055;
2208,448;0,008550283;-0,005830878;
2210,311;0,00873421;-0,005645416;
2212,175;0,009343914;-0,005034185;
2214,039;0,009262768;-0,00511381;
2215,902;0,009222521;-0,005152542;
2217,766;0,009445251;-0,004928304;
2219,630;0,009375338;-0,004996715;
2221,493;0,009315226;-0,005055331;
2223,357;0,01010312;-0,004265949;
2225,221;0,01042469;-0,003942895;
2227,084;0,01042666;-0,003939447;
2228,948;0,01031338;-0,00405126;
2230,812;0,01063584;-0,003727334;
2232,675;0,01068792;-0,003673797;
2234,539;0,01121576;-0,003144505;
2236,403;0,01154043;-0,002818382;
2238,266;0,01106895;-0,003288425;
2240,130;0,01127867;-0,003077271;
2241,994;0,01202221;-0,002332296;
2243,857;0,0122326;-0,002120488;
2245,721;0,01201889;-0,002332779;
2247,585;0,01206884;-0,002281417;
2249,448;0,01229665;-0,002052206;
2251,312;0,01253632;-0,001811138;
2253,176;0,0129659;-0,001380167;
2255,039;0,0130625;-0,001282174;
2256,903;0,01311442;-0,001228869;
2258,767;0,013013;-0,001328916;
2260,630;0,01334231;-0,0009982314;
2262,494;0,01361974;-0,0007194387;
2264,358;0,01374834;-0,0005894813;
2266,221;0,01401058;-0,0003258928;
2268,085;0,01439291;5,779273E-5;
2269,949;0,01484658;0,0005128073;
2271,812;0,01484136;0,00050892;
2273,676;0,01500058;0,0006694681;
2275,540;0,01518253;0,000852752;
2277,403;0,01531915;0,0009906885;
2279,267;0,01569294;0,001365791;
2281,131;0,01585197;0,001526137;
2282,994;0,01607125;0,001746718;
2284,858;0,01632782;0,002004593;
2286,722;0,01643353;0,002111594;
2288,585;0,01662218;0,002301536;
2290,449;0,01671041;0,002391046;
2292,313;0,01659466;0,00227657;
2294,176;0,01682512;0,002508309;
2296,040;0,01687135;0,002555808;
2297,904;0,01674065;0,002426364;
2299,767;0,01678261;0,002469589;
2301,631;0,01689891;0,002587138;
2303,495;0,01684363;0,002533111;
2305,358;0,01689211;0,002582826;
2307,222;0,01696116;0,002653114;
2309,086;0,01714887;0,002842057;
2310,949;0,01719603;0,002890444;
2312,813;0,01695061;0,002646253;
2314,677;0,0170157;0,002712556;
2316,540;0,01724572;0,00294379;
2318,404;0,01743748;0,003136755;
2320,268;0,0177158;0,003416281;
2322,131;0,01790808;0,003609759;
2323,995;0,01786992;0,003572797;
2325,859;0,0173451;0,003049161;
2327,722;0,01683491;0,002540161;
2329,586;0,0166778;0,002384222;
2331,450;0,01663947;0,002347075;
2333,313;0,01654396;0,002252728;
2335,177;0,01652259;0,002232527;
2337,041;0,01654936;0,002260455;
2338,904;0,01665506;0,002367311;
2340,768;0,0167104;0,002423808;
2342,632;0,01667326;0,002387815;
2344,495;0,01669007;0,002405759;
2346,359;0,01681632;0,002533153;
2348,223;0,01692658;0,002644541;
2350,087;0,01688756;0,002606658;
2351,950;0,01692552;0,002645732;
2353,814;0,01679899;0,002520324;
2355,678;0,01632651;0,002048964;
2357,541;0,01616821;0,001891775;
2359,405;0,0160364;0,00176107;
2361,269;0,01612855;0,001854327;
2363,132;0,01637549;0,002102357;
2364,996;0,0164319;0,002159867;
2366,860;0,01663967;0,002368718;
2368,723;0,01708209;0,002812226;
2370,587;0,01745572;0,003186944;
2372,451;0,01781752;0,003549821;
2374,314;0,01836165;0,004095016;
2376,178;0,01901663;0,00475107;
2378,042;0,01965688;0,005392384;
2379,905;0,02040152;0,006138076;
2381,769;0,02130725;0,00704487;
2383,633;0,02232178;0,008060447;
2385,496;0,02340636;0,009146077;
2387,360;0,02447574;0,0102165;
2389,224;0,0254861;0,0112279;
2391,087;0,02632665;0,01206948;
2392,951;0,02697336;0,01271723;
2394,815;0,02733195;0,01307684;
2396,678;0,02681048;0,0125564;
2398,542;0,02544767;0,01119461;
2400,406;0,02403722;0,009785172;
2402,269;0,0227119;0,008460864;
2404,133;0,02146912;0,007219089;
2405,997;0,02072363;0,006474604;
2407,860;0,02028823;0,0060402;
2409,724;0,019903;0,005655971;
2411,588;0,01962724;0,005381198;
2413,451;0,01960081;0,005355755;
2415,315;0,01957382;0,00532975;
2417,179;0,0195987;0,005355613;
2419,042;0,01951268;0,005270573;
2420,906;0,01943823;0,005197091;
2422,770;0,01956576;0,005325595;
2424,633;0,01966064;0,005421436;
2426,497;0,01945388;0,005215634;
2428,361;0,01898779;0,004750502;
2430,224;0,01852899;0,004292655;
2432,088;0,01824446;0,004009081;
2433,952;0,01794904;0,003714604;
2435,815;0,01785292;0,003619433;
2437,679;0,01781776;0,003585207;
2439,543;0,01767416;0,003442546;
2441,406;0,01773628;0,003505597;
2443,270;0,01770062;0,003470874;
2445,134;0,01747573;0,003246909;
2446,997;0,01747322;0,003245319;
2448,861;0,01739104;0,003164056;
2450,725;0,01729182;0,003065754;
2452,588;0,01729896;0,003073804;
2454,452;0,01737159;0,003147342;
2456,316;0,01741098;0,003187632;
2458,179;0,0173173;0,00309486;
2460,043;0,01720148;0,002979935;
2461,907;0,01705579;0,002835141;
2463,770;0,01702549;0,002805728;
2465,634;0,01741375;0,003194879;
2467,498;0,01757577;0,003357782;
2469,361;0,01745351;0,003236409;
2471,225;0,01746848;0,003252258;
2473,089;0,01748012;0,003264768;
2474,952;0,01752522;0,00331074;
2476,816;0,01765756;0,00344395;
2478,680;0,01747143;0,003258679;
2480,543;0,01732621;0,003114322;
2482,407;0,01716335;0,00295232;
2484,271;0,01706405;0,002853876;
2486,134;0,01728052;0,003071194;
2487,998;0,0174123;0,003203832;
2489,862;0,01722417;0,003016541;
2491,725;0,01693364;0,00272686;
2493,589;0,01685605;0,002650106;
2495,453;0,01683072;0,002625615;
2497,316;0,01670715;0,002502874;
2499,180;0,01644095;0,002237507;
2501,044;0,01622106;0,002018444;
2502,907;0,01624318;0,00204138;
2504,771;0,01637321;0,002172235;
2506,635;0,01631594;0,002115777;
2508,498;0,01627339;0,002074047;
2510,362;0,01622714;0,00202861;
2512,226;0,01605733;0,00185961;
2514,089;0,01605992;0,001863;
2515,953;0,01626106;0,002064946;
2517,817;0,01617015;0,001974835;
2519,680;0,0160158;0,001821284;
2521,544;0,01621297;0,002019241;
2523,408;0,01635829;0,002165355;
2525,271;0,0163521;0,002159955;
2527,135;0,01635561;0,002164252;
2528,999;0,01636512;0,002174539;
2530,862;0,0163165;0,002126697;
2532,726;0,01627272;0,00208369;
2534,590;0,01628882;0,002100564;
2536,453;0,01629666;0,002109174;
2538,317;0,01625309;0,002066374;
2540,181;0,01624681;0,002060864;
2542,044;0,01634895;0,002163768;
2543,908;0,01656005;0,002375619;
2545,772;0,01652808;0,002344406;
2547,635;0,01642351;0,002240589;
2549,499;0,01642203;0,002239866;
2551,363;0,01655888;0,002377464;
2553,226;0,01657283;0,002392163;
2555,090;0,01660109;0,00242116;
2556,954;0,01668477;0,00250558;
2558,817;0,01664399;0,002465539;
2560,681;0,01672561;0,002547895;
2562,545;0,01681197;0,002634991;
2564,408;0,01663886;0,002462601;
2566,272;0,01662133;0,002445803;
2568,136;0,01676827;0,002593464;
2569,999;0,01691702;0,002742939;
2571,863;0,01699813;0,00282477;
2573,727;0,01704208;0,002869437;
2575,590;0,01724447;0,003072537;
2577,454;0,01744263;0,003271404;
2579,318;0,01726309;0,003092579;
2581,181;0,01717118;0,003001374;
2583,045;0,01734553;0,003176424;
2584,909;0,01747326;0,00330486;
2586,772;0,01756285;0,003395149;
2588,636;0,01756819;0,003401184;
2590,500;0,01758233;0,003416018;
2592,363;0,01765696;0,003491333;
2594,227;0,01754043;0,003375499;
2596,091;0,0175862;0,003421951;
2597,954;0,01774491;0,003581345;
2599,818;0,01785868;0,003695793;
2601,682;0,01786439;0,003702183;
2603,545;0,0178661;0,003704571;
2605,409;0,01799519;0,003834335;
2607,273;0,01802887;0,003868687;
2609,136;0,01811025;0,003950737;
2611,000;0,01829343;0,004134579;
2612,864;0,01840906;0,004250872;
2614,727;0,01841511;0,004257587;
2616,591;0,01836523;0,004208366;
2618,455;0,01839777;0,004241569;
2620,318;0,01852119;0,004365637;
2622,182;0,01867655;0,004521649;
2624,046;0,01874785;0,004593601;
2625,910;0,01886873;0,004715126;
2627,773;0,01891835;0,004765393;
2629,637;0,01889069;0,004738383;
2631,501;0,01885252;0,004700849;
2633,364;0,01899872;0,004847687;
2635,228;0,01918713;0,00503674;
2637,092;0,01924815;0,00509839;
2638,955;0,01929331;0,005144178;
2640,819;0,019432;0,005283502;
2642,683;0,01949102;0,00534315;
2644,546;0,01943348;0,005286235;
2646,410;0,01945053;0,005303913;
2648,274;0,01961296;0,005466963;
2650,137;0,01969364;0,005548259;
2652,001;0,01967397;0,005529202;
2653,865;0,0196774;0,005533252;
2655,728;0,01965591;0,005512369;
2657,592;0,019636;0,005493077;
2659,456;0,0196205;0,00547818;
2661,319;0,01962076;0,00547905;
2663,183;0,01959575;0,005454639;
2665,047;0,01961885;0,005478337;
2666,910;0,01961786;0,005477952;
2668,774;0,01952084;0,005381524;
2670,638;0,01939633;0,005257611;
2672,501;0,0193167;0,00517858;
2674,365;0,01932479;0,005187258;
2676,229;0,0193957;0,005258757;
2678,092;0,01948001;0,005343657;
2679,956;0,01967138;0,005535612;
2681,820;0,01999185;0,005856667;
2683,683;0,02020697;0,006072367;
2685,547;0,02017936;0,006045333;
2687,411;0,0201235;0,005990054;
2689,274;0,02006981;0,005936939;
2691,138;0,02008525;0,005952952;
2693,002;0,02010983;0,005978106;
2694,865;0,02017983;0,006048665;
2696,729;0,0202471;0,006116505;
2698,593;0,02029824;0,006168213;
2700,456;0,02035419;0,006224727;
2702,320;0,02036114;0,006232236;
2704,184;0,02044326;0,006314915;
2706,047;0,02068553;0,006557744;
2707,911;0,02078794;0,006660708;
2709,775;0,02089273;0,006766058;
2711,638;0,02100174;0,006875616;
2713,502;0,02111003;0,006984458;
2715,366;0,02128471;0,007159687;
2717,229;0,02138456;0,007260083;
2719,093;0,02132776;0,007203822;
2720,957;0,02144268;0,007319284;
2722,820;0,02172502;0,007602165;
2724,684;0,02205022;0,007927906;
2726,548;0,02250586;0,008384079;
2728,411;0,02301093;0,008889691;
2730,275;0,02309711;0,008976399;
2732,139;0,0231038;0,00898362;
2734,002;0,02309904;0,008979395;
2735,866;0,02298545;0,008866327;
2737,730;0,02287852;0,008759928;
2739,593;0,02277336;0,008655288;
2741,457;0,02263257;0,008515024;
2743,321;0,0224201;0,008303072;
2745,184;0,02215742;0,008040911;
2747,048;0,02201134;0,007895349;
2748,912;0,02216009;0,008044611;
2750,775;0,02225837;0,008143405;
2752,639;0,02222673;0,008112274;
2754,503;0,02212456;0,008010616;
2756,366;0,02198256;0,007869128;
2758,230;0,02194894;0,007836009;
2760,094;0,02196757;0,007855144;
2761,957;0,02198712;0,007875202;
2763,821;0,02207304;0,007961627;
2765,685;0,02226459;0,008153676;
2767,548;0,02228373;0,008173307;
2769,412;0,02226018;0,008150253;
2771,276;0,0221822;0,008072771;
2773,139;0,02214838;0,008039449;
2775,003;0,02225629;0,00814785;
2776,867;0,02252277;0,008414814;
2778,730;0,02257126;0,008463797;
2780,594;0,02243509;0,008328115;
2782,458;0,02237215;0,008265658;
2784,321;0,02224423;0,008138224;
2786,185;0,02199162;0,007886094;
2788,049;0,02180069;0,007695647;
2789,912;0,02176762;0,007663054;
2791,776;0,02184734;0,007743247;
2793,640;0,02166307;0,007559454;
2795,503;0,02144361;0,007340471;
2797,367;0,02141305;0,007310382;
2799,231;0,02154399;0,007441785;
2801,094;0,02168876;0,007587031;
2802,958;0,02161866;0,007517394;
2804,822;0,02141899;0,007318197;
2806,685;0,02124458;0,007144249;
2808,549;0,02108615;0,006986281;
2810,413;0,02114646;0,007047052;
2812,276;0,02129383;0,007194879;
2814,140;0,02126533;0,007166842;
2816,004;0,02114206;0,007044024;
2817,867;0,02114063;0,007043047;
2819,731;0,02115542;0,007058298;
2821,595;0,02117202;0,007075351;
2823,458;0,02115449;0,007058265;
2825,322;0,02116414;0,007068365;
2827,186;0,02111139;0,007016064;
2829,049;0,02106322;0,006968341;
2830,913;0,02111748;0,007023051;
2832,777;0,02111288;0,007018886;
2834,640;0,02096345;0,0068699;
2836,504;0,0208692;0,00677609;
2838,368;0,02099337;0,006900704;
2840,231;0,02132451;0,00723228;
2842,095;0,02150518;0,007413381;
2843,959;0,0214204;0,007329039;
2845,822;0,02132424;0,007233311;
2847,686;0,02130899;0,007218493;
2849,550;0,0213601;0,007270038;
2851,413;0,02151449;0,007424858;
2853,277;0,02155985;0,007470648;
2855,141;0,02147398;0,007385204;
2857,004;0,02154136;0,007453002;
2858,868;0,02163367;0,00754574;
2860,732;0,02165017;0,007562662;
2862,595;0,02176413;0,007677039;
2864,459;0,02178964;0,007702968;
2866,323;0,0217642;0,007677952;
2868,186;0,02177815;0,007692311;
2870,050;0,02171738;0,007631961;
2871,914;0,02157068;0,00748567;
2873,777;0,02168912;0,007604525;
2875,641;0,02190783;0,007823651;
2877,505;0,0219797;0,007895925;
2879,368;0,02201157;0,007928203;
2881,232;0,02206476;0,007981803;
2883,096;0,02206201;0,007979456;
2884,959;0,02206237;0,007980228;
2886,823;0,02204497;0,007963228;
2888,687;0,02202066;0,007939324;
2890,550;0,02213079;0,008049847;
2892,414;0,02214979;0,00806925;
2894,278;0,02204919;0,007969045;
2896,141;0,0219888;0,007909054;
2898,005;0,02214236;0,008063016;
2899,869;0,02227879;0,008199841;
2901,733;0,02226652;0,008187963;
2903,596;0,022303;0,008224827;
2905,460;0,02226462;0,008186846;
2907,324;0,02229074;0,008213348;
2909,187;0,02224957;0,008172568;
2911,051;0,022274;0,008197383;
2912,915;0,02233435;0,00825812;
2914,778;0,02234278;0,008266932;
2916,642;0,02242897;0,008353508;
2918,506;0,02258145;0,008506374;
2920,369;0,02265787;0,008583172;
2922,233;0,02283664;0,008762324;
2924,097;0,02289411;0,008820171;
2925,960;0,02285257;0,008779012;
2927,824;0,02286428;0,008791092;
2929,688;0,02300995;0,00893714;
2931,551;0,02315951;0,009087074;
2933,415;0,02320889;0,009136824;
2935,279;0,02331538;0,009243686;
2937,142;0,0233556;0,00928428;
2939,006;0,02316477;0,009093817;
2940,870;0,02320332;0,00913273;
2942,733;0,02333212;0,009261896;
2944,597;0,02349701;0,009427153;
2946,461;0,02348348;0,009413985;
2948,324;0,02342754;0,009358408;
2950,188;0,02356367;0,009494904;
2952,052;0,02364815;0,009579748;
2953,915;0,02364713;0,009579081;
2955,779;0,02368935;0,009621658;
2957,643;0,0237601;0,009692766;
2959,506;0,02395848;0,009891507;
2961,370;0,02396041;0,009893795;
2963,234;0,02397143;0,009905164;
2965,097;0,02408718;0,01002127;
2966,961;0,02419584;0,01013028;
2968,825;0,02422772;0,01016251;
2970,688;0,02419717;0,01013231;
2972,552;0,02425262;0,01018811;
2974,416;0,02444458;0,01038041;
2976,279;0,02443699;0,01037318;
2978,143;0,02438167;0,01031819;
2980,007;0,02452315;0,01046003;
2981,870;0,02454973;0,01048695;
2983,734;0,02453444;0,010472;
2985,598;0,02465526;0,01059316;
2987,461;0,02478148;0,01071972;
2989,325;0,02482777;0,01076635;
2991,189;0,02475527;0,01069418;
2993,052;0,02487217;0,01081142;
2994,916;0,02511201;0,0110516;
2996,780;0,02525335;0,01119327;
2998,643;0,02519468;0,01113493;
3000,507;0,02521565;0,01115623;
3002,371;0,0252082;0,01114912;
3004,234;0,02531673;0,01125798;
3006,098;0,02551748;0,01145906;
3007,962;0,02566308;0,01160499;
3009,825;0,0257369;0,01167913;
3011,689;0,02575965;0,01170221;
3013,553;0,02581103;0,01175391;
3015,416;0,02603059;0,0119738;
3017,280;0,02612385;0,01206739;
3019,144;0,02607116;0,01201502;
3021,007;0,02606869;0,01201287;
3022,871;0,02613702;0,01208152;
3024,735;0,02628621;0,01223103;
3026,598;0,02646094;0,01240607;
3028,462;0,02653139;0,01247685;
3030,326;0,02653742;0,01248319;
3032,189;0,02657365;0,01251974;
3034,053;0,0267661;0,0127125;
3035,917;0,02702831;0,01297503;
3037,780;0,02712531;0,01307233;
3039,644;0,02694991;0,01289725;
3041,508;0,026999;0,01294665;
3043,371;0,02713702;0,01308498;
3045,235;0,02726528;0,01321354;
3047,099;0,02736358;0,01331215;
3048,962;0,02747283;0,01342171;
3050,826;0,02755971;0,0135089;
3052,690;0,02765921;0,0136087;
3054,553;0,02776005;0,01370984;
3056,417;0,02788347;0,01383358;
3058,281;0,02804136;0,01399177;
3060,144;0,02841664;0,01436734;
3062,008;0,02850555;0,01445656;
3063,872;0,0286072;0,0145585;
3065,735;0,02871553;0,01466714;
3067,599;0,02873101;0,01468291;
3069,463;0,02872402;0,01467621;
3071,326;0,02881941;0,0147719;
3073,190;0,02904185;0,01499464;
3075,054;0,02924753;0,01520061;
3076,917;0,02916786;0,01512124;
3078,781;0,02927797;0,01523164;
3080,645;0,02940584;0,0153598;
3082,508;0,02951497;0,01546922;
3084,372;0,02977174;0,01572628;
3086,236;0,02992276;0,01587759;
3088,099;0,03001394;0,01596905;
3089,963;0,03010501;0,01606041;
3091,827;0,030282;0,01623769;
3093,690;0,03049784;0,01645382;
3095,554;0,03050802;0,01646428;
3097,418;0,03066173;0,01661828;
3099,281;0,03091316;0,01686999;
3101,145;0,03110649;0,0170636;
3103,009;0,03121823;0,01717562;
3104,872;0,03134953;0,0173072;
3106,736;0,03143878;0,01739673;
3108,600;0,03157627;0,01753449;
3110,463;0,03181626;0,01777476;
3112,327;0,03207002;0,0180288;
3114,191;0,03202777;0,01798683;
3116,054;0,03205559;0,01801492;
3117,918;0,03209287;0,01805248;
3119,782;0,03222806;0,01818794;
3121,645;0,03260873;0,01856888;
3123,509;0,03287199;0,01883242;
3125,373;0,03301618;0,01897688;
3127,236;0,03328224;0,01924321;
3129,100;0,03331898;0,01928022;
3130,964;0,0332881;0,0192496;
3132,827;0,03351206;0,01947383;
3134,691;0,03387841;0,01984045;
3136,555;0,03400638;0,01996869;
3138,418;0,03409726;0,02005984;
3140,282;0,03426756;0,0202304;
3142,146;0,03455563;0,02051874;
3144,009;0,0345708;0,02053416;
3145,873;0,03485302;0,02081665;
3147,737;0,03517539;0,02113928;
3149,600;0,03532273;0,02128688;
3151,464;0,03547886;0,02144327;
3153,328;0,03573802;0,02170269;
3155,191;0,03586604;0,02183097;
3157,055;0,03628235;0,02224754;
3158,919;0,03647733;0,02244277;
3160,782;0,03650712;0,02247282;
3162,646;0,03678954;0,0227555;
3164,510;0,03714251;0,02310872;
3166,373;0,0372224;0,02318887;
3168,237;0,03748407;0,02345079;
3170,101;0,0377983;0,02376527;
3171,964;0,03801104;0,02397826;
3173,828;0,0381362;0,02410367;
3175,692;0,03845533;0,02442306;
3177,556;0,03864398;0,02461196;
3179,419;0,03871288;0,02468111;
3181,283;0,03870823;0,0246767;
3183,147;0,03898937;0,02495809;
3185,010;0,03928022;0,02524919;
3186,874;0,0395031;0,02547232;
3188,738;0,03969189;0,02566135;
3190,601;0,04014929;0,02611899;
3192,465;0,04051734;0,02648728;
3194,329;0,04074819;0,02671838;
3196,192;0,04090601;0,02687644;
3198,056;0,04121531;0,02718599;
3199,920;0,04158053;0,02755144;
3201,783;0,0417288;0,02769995;
3203,647;0,04185561;0,027827;
3205,511;0,04220234;0,02817397;
3207,374;0,04236248;0,02833435;
3209,238;0,04266152;0,02863363;
3211,102;0,04300786;0,0289802;
3212,965;0,04333761;0,0293102;
3214,829;0,04353974;0,02951256;
3216,693;0,04373391;0,02970697;
3218,556;0,04397434;0,02994763;
3220,420;0,04429971;0,03027323;
3222,284;0,04478219;0,03075595;
3224,147;0,04519803;0,03117202;
3226,011;0,04537516;0,03134938;
3227,875;0,04561985;0,0315943;
3229,738;0,04566471;0,03163939;
3231,602;0,04594788;0,03192279;
3233,466;0,04630372;0,03227886;
3235,329;0,04670779;0,03268315;
3237,193;0,04689103;0,03286663;
3239,057;0,04702054;0,03299636;
3240,920;0,04727379;0,03324984;
3242,784;0,04759289;0,03356916;
3244,648;0,04772746;0,03370396;
3246,511;0,04787659;0,03385331;
3248,375;0,04787181;0,03384875;
3250,239;0,04771221;0,03368937;
3252,102;0,0475489;0,03352629;
3253,966;0,04791375;0,03389136;
3255,830;0,04811732;0,03409515;
3257,693;0,04813452;0,03411258;
3259,557;0,0481618;0,03414007;
3261,421;0,04818627;0,03416476;
3263,284;0,04820241;0,03418112;
3265,148;0,04849124;0,03447017;
3267,012;0,04871004;0,03468919;
3268,875;0,0487135;0,03469286;
3270,739;0,04868873;0,03466831;
3272,603;0,04900486;0,03498465;
3274,466;0,04934077;0,03532077;
3276,330;0,04968088;0,0356611;
3278,194;0,04984751;0,03582794;
3280,057;0,0500655;0,03604615;
3281,921;0,05026759;0,03624845;
3283,785;0,05043031;0,03641138;
3285,648;0,05059583;0,03657711;
3287,512;0,05105693;0,03703842;
3289,376;0,05130866;0,03729036;
3291,239;0,05137853;0,03736044;
3293,103;0,05152899;0,03751112;
3294,967;0,05197057;0,0379529;
3296,830;0,05212004;0,03810258;
3298,694;0,0521635;0,03814625;
3300,558;0,0521764;0,03815935;
3302,421;0,05235467;0,03833783;
3304,285;0,05254201;0,03852538;
3306,149;0,05291691;0,03890048;
3308,012;0,05309632;0,03908009;
3309,876;0,05310295;0,03908693;
3311,740;0,05293321;0,03891739;
3313,603;0,05322214;0,03920652;
3315,467;0,05330955;0,03929413;
3317,331;0,0534087;0,03939348;
3319,194;0,05352458;0,03950956;
3321,058;0,05364761;0,0396328;
3322,922;0,05351255;0,03949793;
3324,785;0,05356076;0,03954634;
3326,649;0,05377052;0,0397563;
3328,513;0,05390284;0,03988882;
3330,376;0,05377695;0,03976313;
3332,240;0,05387265;0,03985902;
3334,104;0,05403733;0,0400239;
3335,967;0,05425832;0,04024509;
3337,831;0,05422405;0,04021101;
3339,695;0,05417187;0,04015903;
3341,558;0,05423301;0,04022036;
3343,422;0,05426874;0,04025628;
3345,286;0,05425483;0,04024257;
3347,149;0,05445017;0,0404381;
3349,013;0,05464642;0,04063454;
3350,877;0,0548948;0,04088312;
3352,740;0,055021;0,0410095;
3354,604;0,05503557;0,04102426;
3356,468;0,05492254;0,04091142;
3358,331;0,05494553;0,0409346;
3360,195;0,05512043;0,04110969;
3362,059;0,05550653;0,04149598;
3363,922;0,05548206;0,04147169;
3365,786;0,05548556;0,04147539;
3367,650;0,05569487;0,04168488;
3369,513;0,05592272;0,04191292;
3371,377;0,05570787;0,04169825;
3373,241;0,05576308;0,04175365;
3375,104;0,05591217;0,04190292;
3376,968;0,05596352;0,04195445;
3378,832;0,05582591;0,04181703;
3380,695;0,05581667;0,04180797;
3382,559;0,05583349;0,04182498;
3384,423;0,05574783;0,0417395;
3386,286;0,05529238;0,04128423;
3388,150;0,05496681;0,04095884;
3390,014;0,05510974;0,04110195;
3391,877;0,05525298;0,04124537;
3393,741;0,05472662;0,04071919;
3395,605;0,05427251;0,04026526;
3397,468;0,05395624;0,03994917;
3399,332;0,05373673;0,03972984;
3401,196;0,05334399;0,03933727;
3403,059;0,05303703;0,03903049;
3404,923;0,05251068;0,03850432;
3406,787;0,05209651;0,03809033;
3408,650;0,05169543;0,03768942;
3410,514;0,05146615;0,03746032;
3412,378;0,05088458;0,03687892;
3414,241;0,05035929;0,03635381;
3416,105;0,04986955;0,03586424;
3417,969;0,04953709;0,03553195;
3419,832;0,04899194;0,03498698;
3421,696;0,04853624;0,03453145;
3423,560;0,04801186;0,03400724;
3425,423;0,04773195;0,0337275;
3427,287;0,04738069;0,03337641;
3429,151;0,04674383;0,03273973;
3431,014;0,04616397;0,03216003;
3432,878;0,04578148;0,03177771;
3434,742;0,04524539;0,03124179;
3436,605;0,04492572;0,03092229;
3438,469;0,04449942;0,03049615;
3440,333;0,04383613;0,02983304;
3442,196;0,04333587;0,02933294;
3444,060;0,04328686;0,0292841;
3445,924;0,04308622;0,02908363;
3447,787;0,0426754;0,02867298;
3449,651;0,04195395;0,02795168;
3451,515;0,04138151;0,02737941;
3453,379;0,0407483;0,02674637;
3455,242;0,04058617;0,0265844;
3457,106;0,04059184;0,02659024;
3458,970;0,04026092;0,02625948;
3460,833;0,0398117;0,02581043;
3462,697;0,03950728;0,02550617;
3464,561;0,03913948;0,02513852;
3466,424;0,03893673;0,02493593;
3468,288;0,03842421;0,02442358;
3470,152;0,0380277;0,02402723;
3472,015;0,03780119;0,02380088;
3473,879;0,03754161;0,02354146;
3475,743;0,03712511;0,02312512;
3477,606;0,03689409;0,02289426;
3479,470;0,03660973;0,02261006;
3481,334;0,03644716;0,02244764;
3483,197;0,03623516;0,0222358;
3485,061;0,03617414;0,02217494;
3486,925;0,03584044;0,0218414;
3488,788;0,03560299;0,02160411;
3490,652;0,03514136;0,02114263;
3492,516;0,03487584;0,02087727;
3494,379;0,0346143;0,02061588;
3496,243;0,0344081;0,02040983;
3498,107;0,03407478;0,02007667;
3499,970;0,03369462;0,01969667;
3501,834;0,03348171;0,0194839;
3503,698;0,03336313;0,01936548;
3505,561;0,03300065;0,01900316;
3507,425;0,03294897;0,01895163;
3509,289;0,03272749;0,01873029;
3511,152;0,03255365;0,01855661;
3513,016;0,0322331;0,01823621;
3514,880;0,03210985;0,01811311;
3516,743;0,03200634;0,01800975;
