;Jun02_TPC_1-0-0_LMW;Jun02_TPC_1-0-0_LMW (baseline corrected);
Wavelength [nm];Absorbance;absorbance;
2055,627;0,008103549;-0,007182147;
2057,490;0,008106431;-0,007167615;
2059,354;0,008087405;-0,007175023;
2061,218;0,008445033;-0,006805807;
2063,081;0,008801759;-0,006437525;
2064,945;0,008622533;-0,006605226;
2066,809;0,008539183;-0,006677083;
2068,672;0,009059326;-0,006145478;
2070,536;0,009179172;-0,0060142;
2072,400;0,009002443;-0,006179528;
2074,264;0,009191735;-0,005978867;
2076,127;0,009373183;-0,005786079;
2077,991;0,009449495;-0,005698458;
2079,855;0,00972509;-0,005411585;
2081,718;0,009576688;-0,005548739;
2083,582;0,009354195;-0,005760014;
2085,446;0,009630828;-0,005472192;
2087,309;0,009662092;-0,005429771;
2089,173;0,009491948;-0,005588787;
2091,037;0,009588264;-0,005481372;
2092,900;0,00960277;-0,005455797;
2094,764;0,009488816;-0,005558712;
2096,628;0,00954481;-0,005491708;
2098,491;0,009602217;-0,005423321;
2100,355;0,009510338;-0,005504249;
2102,219;0,009654551;-0,005349114;
2104,082;0,009569381;-0,00542339;
2105,946;0,009665412;-0,005316496;
2107,810;0,009977374;-0,004993698;
2109,673;0,01002718;-0,004933086;
2111,537;0,009715299;-0,005234188;
2113,401;0,009632062;-0,005306676;
2115,264;0,009816769;-0,005111247;
2117,128;0,009531479;-0,005385845;
2118,992;0,008918435;-0,005988223;
2120,855;0,0088291;-0,006066922;
2122,719;0,009094488;-0,005790926;
2124,583;0,008966791;-0,005908042;
2126,446;0,008484929;-0,00637935;
2128,310;0,008045706;-0,006808048;
2130,174;0,007803718;-0,007039539;
2132,037;0,00757251;-0,007260277;
2133,901;0,006818575;-0,008003769;
2135,765;0,00618168;-0,008630249;
2137,628;0,00569217;-0,009109371;
2139,492;0,005422576;-0,009368604;
2141,356;0,005532031;-0,009248815;
2143,219;0,005212355;-0,009558184;
2145,083;0,004751575;-0,01000868;
2146,947;0,004759842;-0,009990163;
2148,810;0,004337325;-0,01040245;
2150,674;0,00351955;-0,01121003;
2152,538;0,003178234;-0,01154117;
2154,401;0,001996441;-0,01271282;
2156,265;0,0002310157;-0,01446812;
2158,129;-0,0008259853;-0,01551503;
2159,992;-0,0002341538;-0,01491313;
2161,856;0,0009248029;-0,01374413;
2163,720;0,0007602987;-0,01389862;
2165,583;0,0007562935;-0,01389263;
2167,447;0,001639597;-0,01299936;
2169,311;0,002450845;-0,01217817;
2171,174;0,002288514;-0,01233059;
2173,038;0,002321377;-0,01228784;
2174,902;0,002734541;-0,01186481;
2176,765;0,002863822;-0,0117257;
2178,629;0,003122244;-0,01145746;
2180,493;0,003509946;-0,01105997;
2182,356;0,003512895;-0,01104726;
2184,220;0,003818663;-0,01073175;
2186,084;0,004113877;-0,01042683;
2187,947;0,004420057;-0,01011096;
2189,811;0,004663875;-0,009857481;
2191,675;0,004245852;-0,01026587;
2193,538;0,004162389;-0,01033972;
2195,402;0,004879348;-0,009613167;
2197,266;0,005861623;-0,008621328;
2199,129;0,006220306;-0,008253104;
2200,993;0,005859754;-0,00860414;
2202,857;0,005766159;-0,008688243;
2204,720;0,005747236;-0,008697698;
2206,584;0,006116533;-0,008318957;
2208,448;0,006595054;-0,007831016;
2210,311;0,006699619;-0,007717055;
2212,175;0,006613833;-0,007793468;
2214,039;0,006858192;-0,00753976;
2215,902;0,007049553;-0,007339075;
2217,766;0,007269836;-0,00710949;
2219,630;0,007318621;-0,007051426;
2221,493;0,007465614;-0,006895178;
2223,357;0,007479469;-0,006872092;
2225,221;0,007739484;-0,006602868;
2227,084;0,008206258;-0,006126909;
2228,948;0,008296495;-0,006027509;
2230,812;0,008143628;-0,006171237;
2232,675;0,008135907;-0,006169842;
2234,539;0,008455681;-0,005840973;
2236,403;0,008708844;-0,005578739;
2238,266;0,008899426;-0,005379109;
2240,130;0,009383527;-0,004885983;
2241,994;0,009557549;-0,004702956;
2243,857;0,009332412;-0,004919113;
2245,721;0,009369798;-0,004872768;
2247,585;0,009570836;-0,004662794;
2249,448;0,009518164;-0,004706552;
2251,312;0,009509663;-0,004706162;
2253,176;0,009920128;-0,004286827;
2255,039;0,01015447;-0,004043639;
2256,903;0,01041604;-0,003773237;
2258,767;0,01069636;-0,003484113;
2260,630;0,01081383;-0,003357865;
2262,494;0,0111992;-0,002963732;
2264,358;0,01147486;-0,002679337;
2266,221;0,01152998;-0,002615494;
2268,085;0,01158454;-0,00255224;
2269,949;0,01190609;-0,002222019;
2271,812;0,01209425;-0,002025199;
2273,676;0,01211267;-0,00199815;
2275,540;0,01233377;-0,001768439;
2277,403;0,01261317;-0,001480452;
2279,267;0,01263192;-0,001453132;
2281,131;0,01281871;-0,001257789;
2282,994;0,01301309;-0,001054891;
2284,858;0,013264;-0,0007954706;
2286,722;0,01349137;-0,0005596187;
2288,585;0,01342638;-0,000616145;
2290,449;0,01334944;-0,000684642;
2292,313;0,01348886;-0,0005367999;
2294,176;0,01348264;-0,0005346134;
2296,040;0,01347045;-0,0005384178;
2297,904;0,01363242;-0,0003680869;
2299,767;0,01367423;-0,0003179411;
2301,631;0,01369457;-0,000289275;
2303,495;0,01377038;-0,0002051679;
2305,358;0,01378504;-0,0001822288;
2307,222;0,01379953;-0,0001594758;
2309,086;0,01384283;-0,0001079335;
2310,949;0,01389876;-4,378283E-5;
2312,813;0,01399346;5,911852E-5;
2314,677;0,01405596;0,0001297986;
2316,540;0,01391955;1,552821E-6;
2318,404;0,01388945;-2,040984E-5;
2320,268;0,01398226;8,053054E-5;
2322,131;0,01421323;0,000319597;
2323,995;0,01419823;0,0003126782;
2325,859;0,01383001;-4,747156E-5;
2327,722;0,01350258;-0,0003668591;
2329,586;0,01339809;-0,0004633236;
2331,450;0,01330037;-0,0005530354;
2333,313;0,0132461;-0,000599324;
2335,177;0,01319241;-0,0006450481;
2337,041;0,01315722;-0,0006722912;
2338,904;0,0130959;-0,0007256806;
2340,768;0,01301123;-0,0008024356;
2342,632;0,0129818;-0,0008239724;
2344,495;0,01305846;-0,0007394404;
2346,359;0,01311278;-0,0006772664;
2348,223;0,01329757;-0,0004846397;
2350,087;0,01353993;-0,000234463;
2351,950;0,01353416;-0,0002324354;
2353,814;0,01345889;-0,0002999288;
2355,678;0,01319979;-0,0005512633;
2357,541;0,01291192;-0,0008313938;
2359,405;0,01271304;-0,001022545;
2361,269;0,0126021;-0,001125782;
2363,132;0,01286594;-0,0008542595;
2364,996;0,01304624;-0,0006662873;
2366,860;0,01304408;-0,0006607979;
2368,723;0,01326856;-0,0004286794;
2370,587;0,01376082;7,119499E-5;
2372,451;0,01395803;0,0002760085;
2374,314;0,01430109;0,0006266462;
2376,178;0,01507523;0,001408345;
2378,042;0,01575666;0,002097321;
2379,905;0,01649796;0,002846142;
2381,769;0,0173877;0,003743398;
2383,633;0,01842206;0,004785247;
2385,496;0,01964401;0,006014667;
2387,360;0,02091261;0,007290725;
2389,224;0,0219814;0,008366951;
2391,087;0,02285509;0,009248071;
2392,951;0,02359465;0,009995028;
2394,815;0,02393912;0,01034688;
2396,678;0,02342655;0,009841687;
2398,542;0,02203397;0,008456461;
2400,406;0,02032596;0,006755781;
2402,269;0,01888652;0,005323661;
2404,133;0,01781653;0,004260979;
2405,997;0,0170457;0,003497424;
2407,860;0,01655822;0,003017211;
2409,724;0,01610365;0,002569898;
2411,588;0,01592794;0,00240142;
2413,451;0,0159496;0,002430297;
2415,315;0,01595541;0,002443311;
2417,179;0,01601789;0,002512972;
2419,042;0,01603539;0,002537642;
2420,906;0,01596041;0,002469812;
2422,770;0,01598413;0,002500662;
2424,633;0,01590865;0,002432301;
2426,497;0,0156293;0,002160051;
2428,361;0,01535503;0,001892863;
2430,224;0,01511291;0,001657809;
2432,088;0,01491698;0,001468935;
2433,952;0,01458243;0,001141418;
2435,815;0,01413613;0,00070214;
2437,679;0,01386252;0,0004355326;
2439,543;0,01394086;0,0005208638;
2441,406;0,0139879;0,0005748743;
2443,270;0,01398766;0,0005815942;
2445,134;0,01386479;0,0004656637;
2446,997;0,01360006;0,0002078554;
2448,861;0,01338359;-1,710109E-6;
2450,725;0,01348226;0,0001038509;
2452,588;0,01355179;0,000180264;
2454,452;0,01342128;5,66164E-5;
2456,316;0,01331818;-3,963742E-5;
2458,179;0,01326651;-8,447668E-5;
2460,043;0,01323109;-0,0001130831;
2461,907;0,01320836;-0,0001290171;
2463,770;0,0132172;-0,0001133918;
2465,634;0,01326578;-5,804341E-5;
2467,498;0,01341159;9,451533E-5;
2469,361;0,01328748;-2,285091E-5;
2471,225;0,01327598;-2,762975E-5;
2473,089;0,01344856;0,0001516535;
2474,952;0,01348125;0,0001910352;
2476,816;0,01338733;0,0001037949;
2478,680;0,01356562;0,000288744;
2480,543;0,01357055;0,0003003216;
2482,407;0,0133423;7,86992E-5;
2484,271;0,01325845;1,466334E-6;
2486,134;0,01328755;3,717055E-5;
2487,998;0,01319558;-4,820794E-5;
2489,862;0,01316499;-7,222934E-5;
2491,725;0,01324219;1,152855E-5;
2493,589;0,01308387;-0,0001402501;
2495,453;0,0127652;-0,0004523861;
2497,316;0,01262207;-0,000589007;
2499,180;0,01228161;-0,000922964;
2501,044;0,01198414;-0,001213956;
2502,907;0,01196891;-0,001222712;
2504,771;0,01201809;-0,001167073;
2506,635;0,01194683;-0,001231898;
2508,498;0,01181564;-0,001356661;
2510,362;0,01207323;-0,001092653;
2512,226;0,01225982;-0,0008996715;
2514,089;0,0121071;-0,001046003;
2515,953;0,01199481;-0,001151921;
2517,817;0,01195258;-0,001187798;
2519,680;0,01200648;-0,001127559;
2521,544;0,01210667;-0,001021039;
2523,408;0,0120584;-0,001062995;
2525,271;0,01198435;-0,001130741;
2527,135;0,01208209;-0,00102672;
2528,999;0,01202708;-0,001075454;
2530,862;0,01184323;-0,001253051;
2532,726;0,01194715;-0,001142879;
2534,590;0,01223954;-0,0008442645;
2536,453;0,01223246;-0,0008451235;
2538,317;0,01213664;-0,000934739;
2540,181;0,01222448;-0,0008407128;
2542,044;0,01232206;-0,0007369579;
2543,908;0,01228784;-0,0007650151;
2545,772;0,01216123;-0,0008854786;
2547,635;0,01206051;-0,0009800605;
2549,499;0,01219208;-0,0008423706;
2551,363;0,01229227;-0,0007360711;
2553,226;0,01232105;-0,0007012004;
2555,090;0,01232352;-0,0006926413;
2556,954;0,01239455;-0,0006155438;
2558,817;0,01233771;-0,0006663348;
2560,681;0,01230041;-0,0006975862;
2562,545;0,01235799;-0,0006339809;
2564,408;0,01235782;-0,0006281328;
2566,272;0,01237095;-0,0006090059;
2568,136;0,01232787;-0,0006460912;
2569,999;0,01244343;-0,0005245596;
2571,863;0,01272006;-0,0002419677;
2573,727;0,01271851;-0,0002375678;
2575,590;0,0125882;-0,000361937;
2577,454;0,01263765;-0,0003065602;
2579,318;0,01292576;-1,254094E-5;
2581,181;0,01293286;4,550711E-7;
2583,045;0,01289337;-3,314817E-5;
2584,909;0,0129947;7,405742E-5;
2586,772;0,01304311;0,0001283247;
2588,636;0,01299088;8,194934E-5;
2590,500;0,01321043;0,0003073382;
2592,363;0,01333195;0,0004346724;
2594,227;0,01322748;0,0003360136;
2596,091;0,01334531;0,0004596475;
2597,954;0,01346186;0,0005819801;
2599,818;0,01339502;0,0005209118;
2601,682;0,01342619;0,0005578463;
2603,545;0,0136043;0,0007417067;
2605,409;0,01360671;0,0007498497;
2607,273;0,01350799;0,0006568524;
2609,136;0,01354921;0,0007037792;
2611,000;0,01363469;0,0007949583;
2612,864;0,01374619;0,0009121492;
2614,727;0,01375777;0,0009294028;
2616,591;0,01381847;0,0009957702;
2618,455;0,01402491;0,00120786;
2620,318;0,01412453;0,001313113;
2622,182;0,01409648;0,001290691;
2624,046;0,01407238;0,001272206;
2625,910;0,01413701;0,001342439;
2627,773;0,01436944;0,00158046;
2629,637;0,01460359;0,001820187;
2631,501;0,01462779;0,001849954;
2633,364;0,01452611;0,001753832;
2635,228;0,01449882;0,001732082;
2637,092;0,01452455;0,001763344;
2638,955;0,01474201;0,001986321;
2640,819;0,01491861;0,002168433;
2642,683;0,01488622;0,002141542;
2644,546;0,01486102;0,002121829;
2646,410;0,0148965;0,002162778;
2648,274;0,01493915;0,00221089;
2650,137;0,01511146;0,002388653;
2652,001;0,01512112;0,002403745;
2653,865;0,0150762;0,002364254;
2655,728;0,01516103;0,002454501;
2657,592;0,01521873;0,002517603;
2659,456;0,01521473;0,002518995;
2661,319;0,01517005;0,002479698;
2663,183;0,01512097;0,002435996;
2665,047;0,0150517;0,002372082;
2666,910;0,01498204;0,002307773;
2668,774;0,01496086;0,002291923;
2670,638;0,01499633;0,002332727;
2672,501;0,01500475;0,002346453;
2674,365;0,01501491;0,002361921;
2676,229;0,01506928;0,00242158;
2678,092;0,01514478;0,002502362;
2679,956;0,01528716;0,002650012;
2681,820;0,01552799;0,002896099;
2683,683;0,01571278;0,003086145;
2685,547;0,01570303;0,003081627;
2687,411;0,01567475;0,003058578;
2689,274;0,01566803;0,003057067;
2691,138;0,01563435;0,0030286;
2693,002;0,01566748;0,003066919;
2694,865;0,01575731;0,003161935;
2696,729;0,01570284;0,003112636;
2698,593;0,01577407;0,00318903;
2700,456;0,01598108;0,00340119;
2702,320;0,01614158;0,003566828;
2704,184;0,0161965;0,003626883;
2706,047;0,01628115;0,003716647;
2707,911;0,01635927;0,003799875;
2709,775;0,0164826;0,003928306;
2711,638;0,01672156;0,004172351;
2713,502;0,0169118;0,004367673;
2715,366;0,0169056;0,004366537;
2717,229;0,01699404;0,004460028;
2719,093;0,01714564;0,004616677;
2720,957;0,01725039;0,00472646;
2722,820;0,01741328;0,004894384;
2724,684;0,01766573;0,00515184;
2726,548;0,01812098;0,005612101;
2728,411;0,01871221;0,006208323;
2730,275;0,01906605;0,006567144;
2732,139;0,01900586;0,006511935;
2734,002;0,01883891;0,006349941;
2735,866;0,01874683;0,006262823;
2737,730;0,01865825;0,00617918;
2739,593;0,01858454;0,006110402;
2741,457;0,01839587;0,005926663;
2743,321;0,01819244;0,005728145;
2745,184;0,01797349;0,005514101;
2747,048;0,01788068;0,005426181;
2748,912;0,01799214;0,005542522;
2750,775;0,01802396;0,005579217;
2752,639;0,01802213;0,005582251;
2754,503;0,01798899;0,005553964;
2756,366;0,01791286;0,005482677;
2758,230;0,01797339;0,005548042;
2760,094;0,01804252;0,005621999;
2761,957;0,01802386;0,005608153;
2763,821;0,01796809;0,005557184;
2765,685;0,01792327;0,005517161;
2767,548;0,0179019;0,005500576;
2769,412;0,01795306;0,005556509;
2771,276;0,01814447;0,005752688;
2773,139;0,01824659;0,005859561;
2775,003;0,01832761;0,005945327;
2776,867;0,0184918;0,006114255;
2778,730;0,01854283;0,006170016;
2780,594;0,01846178;0,006093688;
2782,458;0,01841203;0,00604864;
2784,321;0,01837003;0,006011347;
2786,185;0,01817531;0,005821316;
2788,049;0,01788566;0,005536342;
2789,912;0,01784207;0,005497426;
2791,776;0,01796177;0,005621786;
2793,640;0,01794352;0,00560819;
2795,503;0,01777531;0,005444624;
2797,367;0,01751636;0,00519031;
2799,231;0,01750667;0,00518524;
2801,094;0,01757382;0,00525701;
2802,958;0,01754596;0,005233752;
2804,822;0,01754421;0,005236595;
2806,685;0,01744044;0,005137418;
2808,549;0,01729846;0,005000014;
2810,413;0,01732274;0,005028862;
2812,276;0,01742285;0,005133534;
2814,140;0,01739168;0,005106916;
2816,004;0,01736015;0,005079926;
2817,867;0,01748213;0,005206445;
2819,731;0,01753733;0,005266166;
2821,595;0,01753641;0,005269763;
2823,458;0,01756255;0,005300411;
2825,322;0,01757399;0,005316343;
2827,186;0,01749526;0,00524211;
2829,049;0,01742534;0,005176664;
2830,913;0,0174136;0,005169394;
2832,777;0,0173589;0,005119157;
2834,640;0,0173023;0,005067009;
2836,504;0,01733708;0,005106234;
2838,368;0,01747939;0,005252983;
2840,231;0,01780044;0,005578466;
2842,095;0,01799381;0,005776248;
2843,959;0,01792798;0,005714827;
2845,822;0,01792256;0,005713807;
2847,686;0,01793197;0,005727615;
2849,550;0,01794191;0,005741942;
2851,413;0,01795994;0,005764342;
2853,277;0,01798907;0,005797837;
2855,141;0,01806264;0,005875764;
2857,004;0,01804629;0,005863764;
2858,868;0,01809832;0,00592014;
2860,732;0,0183099;0,006136053;
2862,595;0,01846746;0,00629794;
2864,459;0,0185267;0,006361491;
2866,323;0,01851007;0,006349172;
2868,186;0,01841662;0,006260022;
2870,050;0,01837116;0,006218849;
2871,914;0,01846604;0,006318005;
2873,777;0,01856853;0,00642477;
2875,641;0,01867465;0,00653516;
2877,505;0,01896569;0,006830456;
2879,368;0,01910632;0,006975332;
2881,232;0,01897319;0,006846446;
2883,096;0,01888976;0,006767246;
2884,959;0,01893352;0,006815237;
2886,823;0,01902892;0,006914846;
2888,687;0,01913279;0,007022932;
2890,550;0,01911456;0,007008902;
2892,414;0,01910916;0,007007692;
2894,278;0,0190659;0,006968612;
2896,141;0,01911078;0,007017672;
2898,005;0,01928151;0,007192569;
2899,869;0,01937472;0,007289933;
2901,733;0,019419;0,007338369;
2903,596;0,01951913;0,007442639;
2905,460;0,01968009;0,007607742;
2907,324;0,01968779;0,007619565;
2909,187;0,01953352;0,007469416;
2911,051;0,01948261;0,007422615;
2912,915;0,01958251;0,007526622;
2914,778;0,01972253;0,007670731;
2916,642;0,01992187;0,007874165;
2918,506;0,02019718;0,008153558;
2920,369;0,02024253;0,008202974;
2922,233;0,02016316;0,008127674;
2924,097;0,02022132;0,008189885;
2925,960;0,02033578;0,008308397;
2927,824;0,02047565;0,008452314;
2929,688;0,02053972;0,008520418;
2931,551;0,02066288;0,008647597;
2933,415;0,02077872;0,008767462;
2935,279;0,0208598;0,008852552;
2937,142;0,02105127;0,009048023;
2939,006;0,02108355;0,009084296;
2940,870;0,02127549;0,00928023;
2942,733;0,02150203;0,009510745;
2944,597;0,02149088;0,009503564;
2946,461;0,02144466;0,009461319;
2948,324;0,02151997;0,009540586;
2950,188;0,02163227;0,009656835;
2952,052;0,02175165;0,009780155;
2953,915;0,02180697;0,009839411;
2955,779;0,02173666;0,009773025;
2957,643;0,02187607;0,00991636;
2959,506;0,02211941;0,01016361;
2961,370;0,02223535;0,01028345;
2963,234;0,02223333;0,01028534;
2965,097;0,02227021;0,01032611;
2966,961;0,02253462;0,0105944;
2968,825;0,02274672;0,01081038;
2970,688;0,02262328;0,0106908;
2972,552;0,02264261;0,010714;
2974,416;0,02291023;0,01098547;
2976,279;0,02312772;0,01120681;
2978,143;0,02314784;0,01123077;
2980,007;0,02323127;0,01131804;
2981,870;0,02343248;0,01152307;
2983,734;0,02359677;0,01169118;
2985,598;0,02356944;0,01166766;
2987,461;0,02362084;0,01172286;
2989,325;0,02379951;0,01190533;
2991,189;0,0239122;0,01202181;
2993,052;0,02398557;0,01209896;
2994,916;0,02420103;0,01231819;
2996,780;0,02439627;0,0125172;
2998,643;0,0243915;0,0125162;
3000,507;0,02449394;0,0126224;
3002,371;0,02452945;0,01266165;
3004,234;0,02458352;0,01271947;
3006,098;0,02477804;0,01291771;
3007,962;0,02491297;0,01305638;
3009,825;0,02508965;0,01323678;
3011,689;0,02532939;0,01348023;
3013,553;0,02541824;0,01357278;
3015,416;0,02539091;0,01354915;
3017,280;0,02548566;0,01364759;
3019,144;0,02557235;0,01373797;
3021,007;0,02568126;0,01385055;
3022,871;0,02593992;0,01411289;
3024,735;0,02616802;0,01434465;
3026,598;0,02637902;0,01455932;
3028,462;0,0265914;0,01477535;
3030,326;0,02669765;0,01488524;
3032,189;0,02692364;0,01511487;
3034,053;0,02695154;0,0151464;
3035,917;0,02707584;0,01527433;
3037,780;0,02734449;0,01554659;
3039,644;0,02765258;0,01585829;
3041,508;0,02781428;0,0160236;
3043,371;0,02774502;0,01595794;
3045,235;0,02780346;0,01601997;
3047,099;0,0279605;0,0161806;
3048,962;0,02825043;0,0164741;
3050,826;0,02865004;0,01687729;
3052,690;0,02872005;0,01695086;
3054,553;0,02871349;0,01694786;
3056,417;0,02896644;0,01720437;
3058,281;0,02918046;0,01742192;
3060,144;0,02940278;0,01764779;
3062,008;0,02963239;0,01788093;
3063,872;0,02977527;0,01802734;
3065,735;0,03005823;0,01831381;
3067,599;0,03015447;0,01841357;
3069,463;0,03023908;0,01850169;
3071,326;0,03042964;0,01869575;
3073,190;0,03069483;0,01896443;
3075,054;0,03087629;0,01914938;
3076,917;0,03107871;0,01935528;
3078,781;0,03138477;0,01966482;
3080,645;0,03159543;0,01987895;
3082,508;0,03179784;0,02008483;
3084,372;0,03195795;0,02024838;
3086,236;0,03220024;0,02049413;
3088,099;0,03240363;0,02070096;
3089,963;0,03264786;0,02094864;
3091,827;0,03290476;0,02120896;
3093,690;0,03305236;0,02135999;
3095,554;0,03321144;0,02152249;
3097,418;0,03347794;0,0217924;
3099,281;0,03391073;0,0222286;
3101,145;0,03408117;0,02240243;
3103,009;0,03406861;0,02239327;
3104,872;0,03418126;0,02250931;
3106,736;0,03450733;0,02283876;
3108,600;0,03480424;0,02313905;
3110,463;0,03498875;0,02332693;
3112,327;0,03520494;0,02354649;
3114,191;0,03554223;0,02388714;
3116,054;0,03587357;0,02422183;
3117,918;0,03620604;0,02455764;
3119,782;0,03646758;0,02482252;
3121,645;0,03659152;0,0249498;
3123,509;0,03672596;0,02508757;
3125,373;0,03701684;0,02538177;
3127,236;0,03718812;0,02555637;
3129,100;0,03753747;0,02590902;
3130,964;0,03784608;0,02622094;
3132,827;0,03798666;0,02636482;
3134,691;0,03814937;0,02653082;
3136,555;0,03850449;0,02688923;
3138,418;0,03869482;0,02708284;
3140,282;0,03892209;0,02731338;
3142,146;0,03929621;0,02769077;
3144,009;0,03964199;0,02803982;
3145,873;0,0398346;0,02823568;
3147,737;0,04011451;0,02851885;
3149,600;0,04052972;0,0289373;
3151,464;0,04086604;0,02927687;
3153,328;0,04113258;0,02954664;
3155,191;0,04136739;0,02978467;
3157,055;0,04153632;0,02995683;
3158,919;0,04203575;0,03045948;
3160,782;0,04230792;0,03073486;
3162,646;0,04269166;0,03112181;
3164,510;0,04304763;0,03148097;
3166,373;0,04322754;0,03166408;
3168,237;0,04347821;0,03191794;
3170,101;0,04375577;0,03219869;
3171,964;0,04409512;0,03254121;
3173,828;0,04456477;0,03301404;
3175,692;0,04495958;0,03341201;
3177,556;0,04515675;0,03361235;
3179,419;0,04521594;0,03367469;
3181,283;0,04564834;0,03411024;
3183,147;0,04608892;0,03455396;
3185,010;0,04635857;0,03482675;
3186,874;0,04659129;0,0350626;
3188,738;0,04700058;0,03547502;
3190,601;0,04759296;0,03607053;
3192,465;0,04804645;0,03652713;
3194,329;0,04833297;0,03681677;
3196,192;0,04864103;0,03712794;
3198,056;0,04906715;0,03755716;
3199,920;0,04952784;0,03802094;
3201,783;0,0497269;0,03822309;
3203,647;0,04999747;0,03849675;
3205,511;0,05032646;0,03882882;
3207,374;0,05082016;0,03932558;
3209,238;0,05118661;0,0396951;
3211,102;0,05152013;0,04003169;
3212,965;0,05199048;0,0405051;
3214,829;0,0524668;0,04098447;
3216,693;0,05275737;0,04127808;
3218,556;0,05333657;0,04186033;
3220,420;0,05380389;0,04233068;
3222,284;0,05422086;0,04275068;
3224,147;0,05472947;0,04326233;
3226,011;0,05529762;0,04383349;
3227,875;0,05572305;0,04426194;
3229,738;0,05611655;0,04465845;
3231,602;0,05641976;0,04496466;
3233,466;0,0569906;0,04553851;
3235,329;0,05714418;0,04569508;
3237,193;0,05721858;0,04577247;
3239,057;0,05759939;0,04615627;
3240,920;0,05805815;0,046618;
3242,784;0,0584278;0,04699062;
3244,648;0,05846726;0,04703306;
3246,511;0,05833084;0,0468996;
3248,375;0,0584545;0,04702623;
3250,239;0,0583776;0,04695227;
3252,102;0,0583252;0,04690282;
3253,966;0,05830051;0,04688108;
3255,830;0,05842316;0,04700667;
3257,693;0,05842261;0,04700905;
3259,557;0,05831078;0,04690015;
3261,421;0,05836068;0,04695297;
3263,284;0,05865207;0,04724728;
3265,148;0,05882178;0,0474199;
3267,012;0,05900012;0,04760115;
3268,875;0,0591899;0,04779384;
3270,739;0,0594131;0,04801994;
3272,603;0,05969703;0,04830676;
3274,466;0,06003199;0,04864461;
3276,330;0,06033191;0,04894741;
3278,194;0,06066132;0,04927969;
3280,057;0,06080768;0,04942894;
3281,921;0,06110986;0,04973399;
3283,785;0,06160136;0,05022834;
3285,648;0,06177033;0,05040018;
3287,512;0,06198521;0,05061791;
3289,376;0,06236853;0,05100408;
3291,239;0,06257353;0,05121193;
3293,103;0,06306107;0,0517023;
3294,967;0,06346852;0,05211259;
3296,830;0,06363854;0,05228544;
3298,694;0,0639845;0,05263422;
3300,558;0,06429267;0,05294521;
3302,421;0,06443941;0,05309478;
3304,285;0,06480348;0,05346166;
3306,149;0,06510708;0,05376806;
3308,012;0,06546919;0,05413297;
3309,876;0,06549925;0,05416583;
3311,740;0,06557721;0,05424658;
3313,603;0,06577199;0,05444415;
3315,467;0,06594417;0,05461911;
3317,331;0,0662192;0,05489693;
3319,194;0,06641607;0,05509657;
3321,058;0,0664407;0,05512397;
3322,922;0,06685928;0,05554531;
3324,785;0,06709634;0,05578513;
3326,649;0,06723196;0,0559235;
3328,513;0,0673462;0,05604049;
3330,376;0,06745983;0,05615686;
3332,240;0,06744622;0,05614599;
3334,104;0,06784926;0,05655178;
3335,967;0,06833823;0,05704348;
3337,831;0,06862924;0,05733722;
3339,695;0,06873286;0,05744356;
3341,558;0,06886391;0,05757732;
3343,422;0,06910215;0,05781828;
3345,286;0,06928154;0,05800037;
3347,149;0,06935646;0,058078;
3349,013;0,06982347;0,05854771;
3350,877;0,07017991;0,05890685;
3352,740;0,07032186;0,05905149;
3354,604;0,0704418;0,05917411;
3356,468;0,07074958;0,05948458;
3358,331;0,07123812;0,05997579;
3360,195;0,0715567;0,06029705;
3362,059;0,0715049;0,06024792;
3363,922;0,07167435;0,06042004;
3365,786;0,07196899;0,06071733;
3367,650;0,07241669;0,06116769;
3369,513;0,07251739;0,06127104;
3371,377;0,07280324;0,06155953;
3373,241;0,07314701;0,06190595;
3375,104;0,0733426;0,06210418;
3376,968;0,07353873;0,06230294;
3378,832;0,07358907;0,06235591;
3380,695;0,07348742;0,06225688;
3382,559;0,07345672;0,0622288;
3384,423;0,07314252;0,06191722;
3386,286;0,07308997;0,06186728;
3388,150;0,07297413;0,06175405;
3390,014;0,07290761;0,06169014;
3391,877;0,07268874;0,06147386;
3393,741;0,07234324;0,06113096;
3395,605;0,07183207;0,06062238;
3397,468;0,07144943;0,06024233;
3399,332;0,07099999;0,05979547;
3401,196;0,0706041;0,05940216;
3403,059;0,07012098;0,0589216;
3404,923;0,06918521;0,05798841;
3406,787;0,06827012;0,05707588;
3408,650;0,06778437;0,05659269;
3410,514;0,0671693;0,05598018;
3412,378;0,06643279;0,05524622;
3414,241;0,06554946;0,05436543;
3416,105;0,0648077;0,05362622;
3417,969;0,0641089;0,05292996;
3419,832;0,06338161;0,05220521;
3421,696;0,06276939;0,05159552;
3423,560;0,06215728;0,05098594;
3425,423;0,06135164;0,05018282;
3427,287;0,06055718;0,04939088;
3429,151;0,0597315;0,04856771;
3431,014;0,05908787;0,04792659;
3432,878;0,05831528;0,04715652;
3434,742;0,05766849;0,04651222;
3436,605;0,05708415;0,04593038;
3438,469;0,0562452;0,04509392;
3440,333;0,05525928;0,0441105;
3442,196;0,05457;0,0434237;
3444,060;0,05406303;0,04291922;
3445,924;0,05359661;0,04245527;
3447,787;0,05274604;0,04160718;
3449,651;0,05205841;0,04092202;
3451,515;0,05164973;0,04051581;
3453,379;0,05107191;0,03994046;
3455,242;0,05033657;0,03920757;
3457,106;0,04992041;0,03879386;
