;Apr19_TPC_02-04-04_HMW;Apr19_TPC_02-04-04_HMW (baseline corrected);
764,104;0,08094808;0,000915134;
765,968;0,08086466;0,001186239;
767,832;0,08063112;0,001304645;
769,695;0,08049192;0,001514837;
771,559;0,08030802;0,001677801;
773,423;0,08016265;0,001876786;
775,286;0,08005336;0,002109382;
777,150;0,08007437;0,002469808;
779,014;0,08007367;0,002806104;
780,877;0,07997074;0,003037747;
782,741;0,07979194;0,003191139;
784,605;0,07968227;0,0034113;
786,468;0,07945387;0,003510385;
788,332;0,07920565;0,003587332;
790,196;0,07897714;0,003681695;
792,059;0,07878138;0,003806527;
793,923;0,07853896;0,00388244;
795,787;0,07832303;0,003982611;
797,650;0,07800766;0,003981133;
799,514;0,07778392;0,00406909;
801,378;0,07769369;0,004288388;
803,241;0,07761085;0,004512924;
805,105;0,07741791;0,004625227;
806,969;0,07719449;0,004704932;
808,832;0,07689767;0,004709152;
810,696;0,07668499;0,004795433;
812,560;0,0764328;0,004840144;
814,423;0,07609194;0,00479416;
816,287;0,07570799;0,004703064;
818,151;0,07537112;0,004657051;
820,014;0,07494356;0,004518368;
821,878;0,07470663;0,004568342;
823,742;0,07449329;0,004639977;
825,605;0,07423696;0,004666681;
827,469;0,07405463;0,004765484;
829,333;0,07394182;0,004931905;
831,196;0,07371735;0,004984795;
833,060;0,07348824;0,005031187;
834,924;0,07338251;0,005199115;
836,787;0,07329455;0,005382984;
838,651;0,0730903;0,005448753;
840,515;0,07281935;0,005446025;
842,378;0,07255679;0,005449921;
844,242;0,07228666;0,005444468;
846,106;0,07197317;0,005393918;
847,969;0,07174681;0,005428767;
849,833;0,07158831;0,005529753;
851,697;0,07136922;0,005568458;
853,560;0,07118276;0,005638101;
855,424;0,07114154;0,005851308;
857,288;0,07108101;0,006043548;
859,151;0,07103534;0,006249006;
861,015;0,07099436;0,006457527;
862,879;0,0709905;0,006701554;
864,742;0,07103121;0,006988548;
866,606;0,07103861;0,007240647;
868,470;0,07113394;0,007579096;
870,333;0,07129665;0,007983368;
872,197;0,07134371;0,008270447;
874,061;0,07142889;0,008594111;
875,924;0,07142866;0,008830843;
877,788;0,07154925;0,009186891;
879,652;0,07178351;0,009655107;
881,515;0,07189218;0,009996256;
883,379;0,07201057;0,01034565;
885,243;0,07218223;0,01074686;
887,106;0,07228607;0,0110788;
888,970;0,07248081;0,01150022;
890,834;0,07264286;0,01188752;
892,697;0,07283809;0,01230659;
894,561;0,07303819;0,01272914;
896,425;0,07325246;0,01316446;
898,288;0,07347476;0,01360644;
900,152;0,07375797;0,01410797;
902,016;0,07406299;0,01462996;
903,879;0,07439619;0,01517879;
905,743;0,07478599;0,01578288;
907,607;0,07513439;0,01634427;
909,470;0,07548662;0,01690816;
911,334;0,07599919;0,01763111;
913,198;0,07644181;0,01828282;
915,061;0,07679562;0,01884444;
916,925;0,07717975;0,01943512;
918,789;0,07760494;0,0200656;
920,652;0,07798302;0,02064771;
922,516;0,07838254;0,02125005;
924,380;0,07883843;0,02190752;
926,243;0,07924794;0,0225174;
928,107;0,07965793;0,02312655;
929,971;0,08017918;0,02384577;
931,834;0,08068344;0,02454681;
933,698;0,08120079;0,02525976;
935,562;0,08180732;0,02606072;
937,425;0,08255997;0,02700665;
939,289;0,08331494;0,02795374;
941,153;0,08403484;0,02886463;
943,016;0,08477922;0,02979887;
944,880;0,08552021;0,03072859;
946,744;0,08617796;0,03157395;
948,607;0,08696957;0,03255208;
950,471;0,08785101;0,03361894;
952,335;0,08862876;0,03458102;
954,198;0,08934928;0,03548479;
956,062;0,09014198;0,03645967;
957,926;0,09090565;0,03740447;
959,789;0,09167596;0,03835484;
961,653;0,09249316;0,03935106;
963,517;0,09336758;0,04040346;
965,380;0,09418079;0,04139362;
967,244;0,09505381;0,04244258;
969,108;0,09594896;0,04351264;
970,972;0,09679125;0,04452884;
972,835;0,09760606;0,04551656;
974,699;0,09833391;0,04641633;
976,563;0,09905083;0,04730419;
978,426;0,09977461;0,04819793;
980,290;0,1004768;0,04906915;
982,154;0,1012271;0,0499874;
984,017;0,1019738;0,05090122;
985,881;0,1027039;0,05179747;
987,745;0,1034937;0,05275239;
989,608;0,1043696;0,05379256;
991,472;0,1053577;0,05494401;
993,336;0,1064985;0,05624721;
995,199;0,1075543;0,05746451;
997,063;0,1085452;0,0586161;
998,927;0,1095793;0,05980981;
1000,790;0,1106778;0,06106711;
1002,654;0,1118261;0,06237342;
1004,518;0,1129841;0,06368848;
1006,381;0,1140992;0,06495974;
1008,245;0,1151684;0,06618422;
1010,109;0,1162417;0,067412;
1011,972;0,1173929;0,06871675;
1013,836;0,1184416;0,06991817;
1015,700;0,1193074;0,07093597;
1017,563;0,1201212;0,07190084;
1019,427;0,1208621;0,07279193;
1021,291;0,1214637;0,07354294;
1023,154;0,1219707;0,07419862;
1025,018;0,1223448;0,07472051;
1026,882;0,1226609;0,07518361;
1028,745;0,1228947;0,07556364;
1030,609;0,1230661;0,07588036;
1032,473;0,1231375;0,07609648;
1034,336;0,1230887;0,07619149;
1036,200;0,1229281;0,07617393;
1038,064;0,1227297;0,07611787;
1039,927;0,1224356;0,0759653;
1041,791;0,1220348;0,07570528;
1043,655;0,1215572;0,07536766;
1045,518;0,121053;0,07500273;
1047,382;0,1205347;0,07462294;
1049,246;0,119925;0,07415104;
1051,109;0,1192672;0,07363028;
1052,973;0,1186432;0,07314262;
1054,837;0,1179044;0,07253948;
1056,700;0,1171474;0,07191732;
1058,564;0,116346;0,07125014;
1060,428;0,1155813;0,07061888;
1062,291;0,1148016;0,06997194;
1064,155;0,1140765;0,06937891;
1066,019;0,1133487;0,06878255;
1067,882;0,1126093;0,06817383;
1069,746;0,1118289;0,06752344;
1071,610;0,1109431;0,06676693;
1073,473;0,1099873;0,06593979;
1075,337;0,1090436;0,06512408;
1077,201;0,1081011;0,06430892;
1079,064;0,1071038;0,0634383;
1080,928;0,1060025;0,06246307;
1082,792;0,1049399;0,06152582;
1084,655;0,1038792;0,06058985;
1086,519;0,1026873;0,05952194;
1088,383;0,1014445;0,05840265;
1090,246;0,1003115;0,05739248;
1092,110;0,09912104;0,05632416;
1093,974;0,09795004;0,05527472;
1095,837;0,09684647;0,05429208;
1097,701;0,09579537;0,0533613;
1099,565;0,09476943;0,05245507;
1101,428;0,09372431;0,05152906;
1103,292;0,09272381;0,05064707;
1105,156;0,09185744;0,04989859;
1107,019;0,09103523;0,04919369;
1108,883;0,09026988;0,04854505;
1110,747;0,08960358;0,04799489;
1112,610;0,08903273;0,04753958;
1114,474;0,08847062;0,04709244;
1116,338;0,08796362;0,04669983;
1118,201;0,0875062;0,04635623;
1120,065;0,08697258;0,04593586;
1121,929;0,08626381;0,04533978;
1123,792;0,08550972;0,04469782;
1125,656;0,08468305;0,04398272;
1127,520;0,08371654;0,04312723;
1129,383;0,08264668;0,04216784;
1131,247;0,08149159;0,04112267;
1133,111;0,08031229;0,04005276;
1134,974;0,07919132;0,03904063;
1136,838;0,07811315;0,03807077;
1138,702;0,07715973;0,03722512;
1140,565;0,07632158;0,03649422;
1142,429;0,07552003;0,0357994;
1144,293;0,07472331;0,03510888;
1146,156;0,07405192;0,03454318;
1148,020;0,07342273;0,03401916;
1149,884;0,0728056;0,03350669;
1151,747;0,07228561;0,03309085;
1153,611;0,07173201;0,0326409;
1155,475;0,07111997;0,03213201;
1157,338;0,0705914;0,0317061;
1159,202;0,07015416;0,03137101;
1161,066;0,06967673;0,03099524;
1162,929;0,06913347;0,03055316;
1164,793;0,06866813;0,03018851;
1166,657;0,06826768;0,02988827;
1168,520;0,06787999;0,0296003;
1170,384;0,06750551;0,02932508;
1172,248;0,0671529;0,02907125;
1174,111;0,06684396;0,02886062;
1175,975;0,06649506;0,02860956;
1177,839;0,06616968;0,02838156;
1179,702;0,06594311;0,02825191;
1181,566;0,06569429;0,02809955;
1183,430;0,06551885;0,02802012;
1185,293;0,06545674;0,02805356;
1187,157;0,06545278;0,02814469;
1189,021;0,0654803;0,02826687;
1190,884;0,06565015;0,02853093;
1192,748;0,06594596;0,02892051;
1194,612;0,06635691;0,02942479;
1196,475;0,0667575;0,02991828;
1198,339;0,06712153;0,03037477;
1200,203;0,06757213;0,0309174;
1202,066;0,0680142;0,03145108;
1203,930;0,06835102;0,03187908;
1205,794;0,06874844;0,03236725;
1207,657;0,06914793;0,03285708;
1209,521;0,06953569;0,03333477;
1211,385;0,06993726;0,03382584;
1213,248;0,07029917;0,03427685;
1215,112;0,07062399;0,03469035;
1216,976;0,0709585;0,03511313;
1218,839;0,07131094;0,03555344;
1220,703;0,07161618;0,03594615;
1222,567;0,07187367;0,03629071;
1224,430;0,07208421;0,03658792;
1226,294;0,07222961;0,03681961;
1228,158;0,07231422;0,03699009;
1230,021;0,07237519;0,03713656;
1231,885;0,07248863;0,03733511;
1233,749;0,0725417;0,0374729;
1235,612;0,07250964;0,03752518;
1237,476;0,0724431;0,0375426;
1239,340;0,07234277;0,03752585;
1241,203;0,07221781;0,03748409;
1243,067;0,07203539;0,0373845;
1244,931;0,07180098;0,03723255;
1246,795;0,07157494;0,0370886;
1248,658;0,07132098;0,03691636;
1250,522;0,07108354;0,03676027;
1252,386;0,07083925;0,03659698;
1254,249;0,0705942;0,03643256;
1256,113;0,07041023;0,03632886;
1257,977;0,07024436;0,03624291;
1259,840;0,07001149;0,0360896;
1261,704;0,06978804;0,03594536;
1263,568;0,06957497;0,03581115;
1265,431;0,06933283;0,03564753;
1267,295;0,06906116;0,03545402;
1269,159;0,06879336;0,03526404;
1271,022;0,06861589;0,03516405;
1272,886;0,06844187;0,03506717;
1274,750;0,0682518;0,0349539;
1276,613;0,06810468;0,03488325;
1278,477;0,0680233;0,034878;
1280,341;0,06800182;0,03493232;
1282,204;0,06802564;0,03503161;
1284,068;0,06810535;0,03518646;
1285,932;0,06823518;0,0353911;
1287,795;0,06838559;0,035616;
1289,659;0,06856568;0,03587026;
1291,523;0,06886753;0,03624596;
1293,386;0,06914641;0,03659836;
1295,250;0,06942727;0,03695243;
1297,114;0,06972303;0,03732109;
1298,977;0,07002559;0,03769622;
1300,841;0,07035999;0,0381029;
1302,705;0,07061993;0,03843479;
1304,568;0,07087828;0,03876479;
1306,432;0,07121292;0,03917077;
1308,296;0,07150719;0,03953609;
1310,159;0,07170099;0,03980062;
1312,023;0,07192261;0,04009268;
1313,887;0,0721488;0,04038901;
1315,750;0,07231731;0,04062735;
1317,614;0,07258523;0,04096482;
1319,478;0,07290339;0,04135223;
1321,341;0,07307736;0,04159515;
1323,205;0,0732087;0,04179516;
1325,069;0,07341255;0,04206738;
1326,932;0,07367912;0,04240203;
1328,796;0,07396272;0,04275344;
1330,660;0,07428744;0,04314567;
1332,523;0,07459798;0,04352345;
1334,387;0,07487175;0,04386416;
1336,251;0,07538472;0,0444438;
1338,114;0,07613946;0,04526494;
1339,978;0,0769174;0,04610899;
1341,842;0,07723659;0,04649402;
1343,705;0,07749331;0,04681631;
1345,569;0,07801222;0,04740052;
1347,433;0,0786038;0,04805712;
1349,296;0,07922985;0,04874792;
1351,160;0,07978705;0,04936961;
1353,024;0,08035314;0,04999992;
1354,887;0,08102916;0,0507399;
1356,751;0,08161432;0,05138875;
1358,615;0,08210662;0,05194448;
1360,478;0,08292518;0,05282621;
1362,342;0,08416325;0,05412719;
1364,206;0,08490733;0,05493392;
1366,069;0,08515207;0,05524106;
1367,933;0,08574717;0,0558983;
1369,797;0,08629679;0,05650981;
1371,660;0,08669936;0,05697401;
1373,524;0,08751042;0,05784646;
1375,388;0,08811934;0,05851652;
1377,251;0,08817183;0,05862989;
1379,115;0,08838157;0,05890028;
1380,979;0,08857823;0,05915734;
1382,842;0,08867323;0,05931248;
1384,706;0,08880217;0,05950133;
1386,570;0,0893486;0,06010743;
1388,433;0,08960908;0,06042734;
1390,297;0,08911946;0,05999691;
1392,161;0,0889477;0,0598841;
1394,024;0,08943758;0,0604327;
1395,888;0,08970287;0,06075647;
1397,752;0,0896194;0,06073124;
1399,615;0,08963707;0,06080692;
1401,479;0,08896999;0,06019763;
1403,343;0,08849374;0,05977893;
1405,206;0,08827841;0,05962093;
1407,070;0,08758545;0,05898506;
1408,934;0,08664872;0,0581052;
1410,797;0,08579537;0,0573085;
1412,661;0,08482573;0,05639527;
1414,525;0,08367082;0,05529657;
1416,388;0,08274876;0,05443048;
1418,252;0,08241106;0,05414853;
1420,116;0,0814753;0,05326831;
1421,979;0,07971527;0,0515636;
1423,843;0,078522;0,05042543;
1425,707;0,07722044;0,04917875;
1427,570;0,07593021;0,0479432;
1429,434;0,07503528;0,04710272;
1431,298;0,07393393;0,04605562;
1433,161;0,07275012;0,04492584;
1435,025;0,07250106;0,0447306;
1436,889;0,07289286;0,04517601;
1438,752;0,07186154;0,0441981;
1440,616;0,07086625;0,04325601;
1442,480;0,07044689;0,04288964;
1444,343;0,06997923;0,04247476;
1446,207;0,06975279;0,04230091;
1448,071;0,06957391;0,04217441;
1449,934;0,06878392;0,04143659;
1451,798;0,06776775;0,0404724;
1453,662;0,06697846;0,03973488;
1455,525;0,06715583;0,03996384;
1457,389;0,06784287;0,04070225;
1459,253;0,06609062;0,03900119;
1461,116;0,06425934;0,0372209;
1462,980;0,06335862;0,03637097;
1464,844;0,06300997;0,03607292;
1466,707;0,06169845;0,03481181;
1468,571;0,06012585;0,03328942;
1470,435;0,05934228;0,03255588;
1472,298;0,0596721;0,03293553;
1474,162;0,05929534;0,03260841;
1476,026;0,05858506;0,03194759;
1477,889;0,05815653;0,03156833;
1479,753;0,05802914;0,03149003;
1481,617;0,05841125;0,03192103;
1483,480;0,05866192;0,03222043;
1485,344;0,05915344;0,03276048;
1487,208;0,0603806;0,03403599;
1489,071;0,06205138;0,03575493;
1490,935;0,06306343;0,03681497;
1492,799;0,0628609;0,03666025;
1494,662;0,06357939;0,03742637;
1496,526;0,06572227;0,0396167;
1498,390;0,06693653;0,04087823;
1500,253;0,06698462;0,04097342;
1502,117;0,0668525;0,04088823;
1503,981;0,06746716;0,04154964;
1505,844;0,0707166;0,04484565;
1507,708;0,07393836;0,04811381;
1509,572;0,07318761;0,0474093;
1511,435;0,07292168;0,04718942;
1513,299;0,07334916;0,04766279;
1515,163;0,07414235;0,0485017;
1517,026;0,07532937;0,04973428;
1518,890;0,07587452;0,05032481;
1520,754;0,0775337;0,05202921;
1522,618;0,07912072;0,05366128;
1524,481;0,07931018;0,05389563;
1526,345;0,08039965;0,05502982;
1528,209;0,08113601;0,05581074;
1530,072;0,08154732;0,05626645;
1531,936;0,08273062;0,05749399;
1533,800;0,08464348;0,05945092;
1535,663;0,08459095;0,0594423;
1537,527;0,0849265;0,0598216;
1539,391;0,0883114;0,0632501;
1541,254;0,09108031;0,06606245;
1543,118;0,09117615;0,06620156;
1544,982;0,09144268;0,06651122;
1546,845;0,09141448;0,06652598;
1548,709;0,09182004;0,06697436;
1550,573;0,09253352;0,06773049;
1552,436;0,09268254;0,06792202;
1554,300;0,09303373;0,06831556;
1556,164;0,09363107;0,0689551;
1558,027;0,09632657;0,07169265;
1559,891;0,09875096;0,07415893;
1561,755;0,09625856;0,07170828;
1563,618;0,09520809;0,07069942;
1565,482;0,09533277;0,07086554;
1567,346;0,09554602;0,07112009;
1569,209;0,0962525;0,07186773;
1571,073;0,09618837;0,0718446;
1572,937;0,09541676;0,07111386;
1574,800;0,09598259;0,07172041;
1576,664;0,09704619;0,07282458;
1578,528;0,09641368;0,0722325;
1580,391;0,09574802;0,07160713;
1582,255;0,09574988;0,07164914;
1584,119;0,09565052;0,07158977;
1585,982;0,09555468;0,0715338;
1587,846;0,09534226;0,0713611;
1589,710;0,09502614;0,07108456;
1591,573;0,09458953;0,07068739;
1593,437;0,0943233;0,07046047;
1595,301;0,09396568;0,07014202;
1597,164;0,09342487;0,06964024;
1599,028;0,09275937;0,06901364;
1600,892;0,09221784;0,06851086;
1602,755;0,09156937;0,06790102;
1604,619;0,09093709;0,06730722;
1606,483;0,09022701;0,06663549;
1608,346;0,08962055;0,06606726;
1610,210;0,08881164;0,06529643;
1612,074;0,08788452;0,06440728;
1613,937;0,08715618;0,06371676;
1615,801;0,08719195;0,06379022;
1617,665;0,08678903;0,06342487;
1619,528;0,08545272;0,06212599;
1621,392;0,0847266;0,06143718;
1623,256;0,0845758;0,06132356;
1625,119;0,08388043;0,06066524;
1626,983;0,08314609;0,05996782;
1628,847;0,08235234;0,05921086;
1630,710;0,08126712;0,05816231;
1632,574;0,08052414;0,05745587;
1634,438;0,08067987;0,05764803;
1636,301;0,08060782;0,05761228;
1638,165;0,0790105;0,05605113;
1640,029;0,0775461;0,05462277;
1641,892;0,07642126;0,05353386;
1643,756;0,07554512;0,05269351;
1645,620;0,07523888;0,05242296;
1647,483;0,0742982;0,05151784;
1649,347;0,07261373;0,04986881;
1651,211;0,07193429;0,04922469;
1653,074;0,07219369;0,04951929;
1654,938;0,07027808;0,04763876;
1656,802;0,06814761;0,04554326;
1658,665;0,06669031;0,0441208;
1660,529;0,0655548;0,04302002;
1662,393;0,06444923;0,04194907;
1664,256;0,06288008;0,04041441;
1666,120;0,06118495;0,03875365;
1667,984;0,0600362;0,03763917;
1669,847;0,05890887;0,03654599;
1671,711;0,05731569;0,03498684;
1673,575;0,05589139;0,03359646;
1675,438;0,05457409;0,03231297;
1677,302;0,05278839;0,03056097;
1679,166;0,05130691;0,02911308;
1681,029;0,05008846;0,0279281;
1682,893;0,04934817;0,02722117;
1684,757;0,04835225;0,02625851;
1686,620;0,04633012;0,02426952;
1688,484;0,04491225;0,02288467;
1690,348;0,04374461;0,02174995;
1692,211;0,04250389;0,02054204;
1694,075;0,04159875;0,01966961;
1695,939;0,04088961;0,01899307;
1697,802;0,03969865;0,0178346;
1699,666;0,03890936;0,01707769;
1701,530;0,03782646;0,01602707;
1703,393;0,03648303;0,0147158;
1705,257;0,03582935;0,0140942;
1707,121;0,03499866;0,01329546;
1708,984;0,03410083;0,01242949;
1710,848;0,03333452;0,01169493;
1712,712;0,03278956;0,01118162;
1714,575;0,03234527;0,01076887;
1716,439;0,03197864;0,01043369;
1718,303;0,03134378;0,009830171;
1720,166;0,03031823;0,00883585;
1722,030;0,02957286;0,008121621;
1723,894;0,02912243;0,00770223;
1725,757;0,02846422;0,007074949;
1727,621;0,0279648;0,006606367;
1729,485;0,02754497;0,006217274;
1731,348;0,0271853;0,005888237;
1733,212;0,02698268;0,005716159;
1735,076;0,02656269;0,00532661;
1736,939;0,02560967;0,004403934;
1738,803;0,02530432;0,004128824;
1740,667;0,02501397;0,003868623;
1742,530;0,02455352;0,003438221;
1744,394;0,0240955;0,003010158;
1746,258;0,02370509;0,002649602;
1748,121;0,02346289;0,002437169;
1749,985;0,02328996;0,002293905;
1751,849;0,02294772;0,001981233;
1753,712;0,02240416;0,001467152;
1755,576;0,02200983;0,001102212;
1757,440;0,02176075;0,0008824247;
1759,303;0,02143049;0,0005813616;
1761,167;0,0213909;0,0005708789;
1763,031;0,02115023;0,0003592222;
1764,894;0,02072718;-3,490621E-5;
1766,758;0,02049968;-0,0002335766;
1768,622;0,02041565;-0,0002888733;
1770,485;0,02019641;-0,0004794648;
1772,349;0,02019322;-0,0004540938;
1774,213;0,01982675;-0,0007920976;
1776,076;0,01939929;-0,001191182;
1777,940;0,01916064;-0,00140154;
1779,804;0,0191325;-0,001401473;
1781,667;0,0191123;-0,001393565;
1783,531;0,01893328;-0,001544563;
1785,395;0,01875382;-0,001696086;
1787,258;0,01857064;-0,001851413;
1789,122;0,01845097;-0,001943327;
1790,986;0,01846056;-0,001906056;
1792,849;0,01848131;-0,001857724;
1794,713;0,01828982;-0,002021704;
1796,577;0,01809988;-0,002184231;
1798,441;0,01812751;-0,002129272;
1800,304;0,018184;-0,00204553;
1802,168;0,01812118;-0,002081188;
1804,032;0,01803777;-0,00213752;
1805,895;0,01803922;-0,002109072;
1807,759;0,01803574;-0,002085642;
1809,623;0,01806246;-0,002032097;
1811,486;0,01794618;-0,002121628;
1813,350;0,01780458;-0,002236564;
1815,214;0,01778718;-0,00222738;
1817,077;0,01793503;-0,002053034;
1818,941;0,01798125;-0,001980397;
1820,805;0,01793441;-0,002000897;
1822,668;0,01793151;-0,001977536;
1824,532;0,0179689;-0,001913975;
1826,396;0,0179815;-0,001875278;
1828,259;0,01793408;-0,001896678;
1830,123;0,01798471;-0,001820118;
1831,987;0,01798631;-0,001792662;
1833,850;0,01799769;-0,001755501;
1835,714;0,01803687;-0,001690619;
1837,578;0,01797662;-0,001725249;
1839,441;0,01797465;-0,001701676;
1841,305;0,01795055;-0,001700309;
1843,169;0,01816391;-0,001461553;
1845,032;0,01824789;-0,00135226;
1846,896;0,01810127;-0,001473643;
1848,760;0,01815264;-0,00139712;
1850,623;0,01820584;-0,001318831;
1852,487;0,01809335;-0,001406312;
1854,351;0,01806085;-0,001413883;
1856,214;0,01806117;-0,001388702;
1858,078;0,01810291;-0,001322181;
1859,942;0,01812404;-0,001276341;
1861,805;0,01809201;-0,001283744;
1863,669;0,01797312;-0,001378066;
1865,533;0,01812011;-0,001206592;
1867,396;0,01816573;-0,001136555;
1869,260;0,01824492;-0,001033026;
1871,124;0,01808282;-0,001170858;
1872,987;0,01793927;-0,001290216;
1874,851;0,01804562;-0,001159743;
1876,715;0,0181122;-0,001069111;
1878,578;0,01803946;-0,001117867;
1880,442;0,01800819;-0,001125228;
1882,306;0,01796376;-0,001145825;
1884,169;0,01803504;-0,001050773;
1886,033;0,01805303;-0,001009091;
1887,897;0,01804586;-0,0009926301;
1889,760;0,01781054;-0,0012044;
1891,624;0,01768526;-0,001306185;
1893,488;0,01788129;-0,001086742;
1895,351;0,01781757;-0,001127111;
1897,215;0,01762991;-0,00129149;
1899,079;0,01766201;-0,001236183;
1900,942;0,01759658;-0,001278465;
1902,806;0,01745881;-0,001393163;
1904,670;0,01757471;-0,001254253;
1906,533;0,01774618;-0,001059842;
1908,397;0,01741354;-0,00136961;
1910,261;0,01717476;-0,001585585;
1912,124;0,01707532;-0,00166229;
1913,988;0,01718453;-0,001530407;
1915,852;0,01723335;-0,00145898;
1917,715;0,01740292;-0,001266871;
1919,579;0,01737758;-0,001269733;
1921,443;0,01709144;-0,001533464;
1923,306;0,01660094;-0,002001619;
1925,170;0,01661107;-0,00196921;
1927,034;0,01648714;-0,002070916;
1928,897;0,01639825;-0,002137663;
1930,761;0,01652105;-0,001992771;
1932,625;0,01653113;-0,001960673;
1934,488;0,01568898;-0,002780855;
1936,352;0,01529064;-0,003157302;
1938,216;0,01541358;-0,003012534;
1940,079;0,015392;-0,003012344;
1941,943;0,01503462;-0,003348014;
1943,807;0,01492371;-0,003437278;
1945,670;0,01456159;-0,003777819;
1947,534;0,01440145;-0,003916436;
1949,398;0,01440795;-0,003888472;
1951,261;0,01423311;-0,004041915;
1953,125;0,01381358;-0,004440114;
1954,989;0,01328049;-0,00495193;
1956,852;0,01272073;-0,005490476;
1958,716;0,01258566;-0,005604387;
1960,580;0,01197287;-0,006196088;
1962,443;0,01169652;-0,0064514;
1964,307;0,01182077;-0,006306172;
1966,171;0,01141199;-0,006694042;
1968,034;0,01067756;-0,007407612;
1969,898;0,01014084;-0,007923542;
1971,762;0,00995608;-0,008087563;
1973,625;0,009929328;-0,008093638;
1975,489;0,009488988;-0,008513358;
1977,353;0,008735164;-0,00924662;
1979,216;0,009517171;-0,00844411;
1981,080;0,01093027;-0,007010567;
1982,944;0,01084841;-0,007072038;
1984,807;0,01100838;-0,006891736;
1986,671;0,01233968;-0,005540162;
1988,535;0,01264065;-0,005218982;
1990,398;0,01175291;-0,006086558;
1992,262;0,01160096;-0,006218402;
1994,126;0,01167501;-0,006124309;
1995,989;0,01164295;-0,006136381;
1997,853;0,01156733;-0,006192066;
1999,717;0,01165363;-0,006085884;
2001,580;0,01144895;-0,006270738;
2003,444;0,01135508;-0,006344841;
2005,308;0,01121466;-0,006465551;
2007,171;0,009976129;-0,007684423;
2009,035;0,009341393;-0,008299554;
2010,899;0,009729784;-0,007891615;
2012,762;0,009838082;-0,007763822;
2014,626;0,01004027;-0,007542191;
2016,490;0,009259817;-0,00830326;
2018,353;0,008950757;-0,008592986;
2020,217;0,009372411;-0,008152053;
2022,081;0,009391166;-0,008114072;
2023,944;0,008515702;-0,008970363;
2025,808;0,00887391;-0,008593035;
2027,672;0,009410904;-0,008036972;
2029,535;0,009606307;-0,007822555;
2031,399;0,009161375;-0,008248523;
2033,263;0,008798531;-0,008592457;
2035,126;0,008405118;-0,008967011;
2036,990;0,008755929;-0,008597393;
2038,854;0,009999793;-0,007334773;
2040,717;0,01101273;-0,006303136;
2042,581;0,01125474;-0,006042467;
2044,445;0,01217378;-0,005104825;
2046,308;0,012519;-0,004741053;
2048,172;0,01286699;-0,004374566;
2050,036;0,0136872;-0,003535905;
2051,899;0,0142706;-0,002934103;
2053,763;0,01414348;-0,003042876;
2055,627;0,01460016;-0,002567898;
2057,490;0,01513203;-0,002017776;
2059,354;0,01573561;-0,001395996;
2061,218;0,01585345;-0,001260006;
2063,081;0,01636246;-0,0007328941;
2064,945;0,01665084;-0,0004264554;
2066,809;0,01667934;-0,0003799559;
2068,672;0,01668831;-0,0003530243;
2070,536;0,01692771;-9,571689E-5;
2072,400;0,01739068;0,0003851032;
2074,264;0,01755755;0,0005697907;
2076,127;0,01733087;0,0003608719;
2077,991;0,01744019;0,0004879099;
2079,855;0,01795925;0,001024638;
