Initial DOC (ppm)	Avg. equil. DOC (mg OC/L) (blank-corrected)	Equil. sorbed (ug OC/g dry FeS)	OC:Fe molar ratio
7.44	3.32	656.7	0.0048
7.44	3.32	656.5	0.0048
14.88	7.06	1245.9	0.0091
14.88	6.71	1300.9	0.0095
22.32	9.92	1975.0	0.0145
22.32	10.61	1865.0	0.0137
29.76	13.80	2542.1	0.0186
29.76	14.26	2470.1	0.0181
37.20	17.29	3171.3	0.0232
37.20	16.03	3372.3	0.0247
