Initial DOC (ppm)	Avg. equil. DOC (mg OC/L) (blank-corrected)	Equil. sorbed (ug OC/g dry FeS)	OC:Fe molar ratio
4.87	2.43	388.6	0.0028
4.87	2.57	366.7	0.0027
9.75	6.44	527.6	0.0039
9.75	6.28	552.9	0.0040
14.62	9.64	793.1	0.0058
14.62	10.24	697.9	0.0051
19.50	13.00	1035.3	0.0076
19.50	12.84	1060.5	0.0078
24.37	15.98	1335.8	0.0098
24.37	16.14	1310.5	0.0096
