Initial DOC (ppm)	Avg. equil. DOC (mg OC/L) (blank-corrected)	Equil. sorbed (ug OC/g dry FeS)	OC:Fe molar ratio
6.23	0.82	861.8	0.0063
6.23	1.09	819.5	0.0060
12.47	2.50	1588.6	0.0116
12.47	2.42	1600.4	0.0117
18.70	3.25	2461.0	0.0180
18.70	3.58	2408.8	0.0176
24.94	4.29	3288.3	0.0241
24.94	5.29	3130.0	0.0229
