Initial DOC (ppm)	Avg. equil. DOC (mg OC/L) (blank-corrected)	Equil. sorbed (ug OC/g dry FeS)	OC:Fe molar ratio
6.84	0.76	968.6	0.0071
6.84	0.99	931.9	0.0068
13.69	1.65	1917.0	0.0140
13.69	1.53	1935.7	0.0142
20.53	2.75	2832.6	0.0207
20.53	2.71	2838.4	0.0208
27.37	4.22	3687.7	0.0270
27.37	4.04	3716.2	0.0272
34.22	5.86	4516.0	0.0331
34.22	5.76	4533.3	0.0332
