Initial DOC (ppm)	Avg. equil. DOC (mg OC/L) (blank-corrected)	Equil. sorbed (ug OC/g dry FeS)	OC:Fe molar ratio
4.37	3.36	161.9	0.0012
4.37	3.36	161.8	0.0012
8.74	6.43	369.3	0.0027
8.74	6.34	382.4	0.0028
13.12	9.14	633.3	0.0046
13.12	9.26	614.2	0.0045
17.49	11.08	1021.0	0.0075
21.86	14.56	1162.3	0.0085
21.86	14.24	1213.6	0.0089
