Initial DOC (ppm)	Avg. equil. DOC (mg OC/L) (blank-corrected)	Equil. sorbed (ug OC/g dry FeS)	OC:Fe molar ratio
7.86	2.22	898.7	0.0066
7.86	1.56	1004.4	0.0074
15.73	4.73	1751.0	0.0128
15.73	5.04	1702.2	0.0125
23.59	7.64	2540.2	0.0186
23.59	6.91	2656.7	0.0195
31.46	9.84	3442.9	0.0252
31.46	10.57	3326.3	0.0244
39.32	12.37	4291.9	0.0314
39.32	12.82	4220.1	0.0309
