Initial DOC (ppm)	Avg. equil. DOC (mg OC/L) (blank-corrected)	Equil. sorbed (ug OC/g dry FeS)	OC:Fe molar ratio
7.76	2.16	892.1	0.0065
7.76	2.29	871.3	0.0064
15.53	5.33	1624.6	0.0119
15.53	5.09	1662.4	0.0122
23.29	8.15	2412.2	0.0177
23.29	8.38	2374.4	0.0174
31.06	11.51	3113.2	0.0228
31.06	12.06	3024.6	0.0222
38.82	14.01	3950.6	0.0289
38.82	12.98	4114.9	0.0301
