Initial DOC (ppm)	Avg. equil. DOC (mg OC/L) (blank-corrected)	Equil. sorbed (ug OC/g dry FeS)	OC:Fe molar ratio
7.21	1.96	835.1	0.0061
7.21	1.72	873.8	0.0064
14.41	3.37	1758.7	0.0129
14.41	3.80	1690.2	0.0124
21.62	5.54	2561.0	0.0188
21.62	5.64	2544.9	0.0186
28.83	8.04	3310.3	0.0242
28.83	7.37	3416.7	0.0250
36.03	9.86	4169.1	0.0305
36.03	10.33	4093.8	0.0300
