Initial DOC (ppm)	Avg. equil. DOC (mg OC/L) (blank-corrected)	Equil. sorbed (ug OC/g dry FeS)	OC:Fe molar ratio
7.32	5.92	223.0	0.0016
7.32	5.62	270.5	0.0020
14.63	11.65	474.3	0.0035
14.63	11.78	453.5	0.0033
21.95	17.51	706.8	0.0052
21.95	17.78	664.2	0.0049
29.26	23.35	941.3	0.0069
29.26	23.55	909.6	0.0067
36.58	29.31	1156.9	0.0085
36.58	29.66	1102.5	0.0081
