Initial DOC (ppm)	Avg. equil. DOC (mg OC/L) (blank-corrected)	Equil. sorbed (ug OC/g dry FeS)	OC:Fe molar ratio
8.15	2.26	937.0	0.0069
8.15	2.17	951.3	0.0070
16.29	4.10	1942.5	0.0142
16.29	4.27	1915.2	0.0140
24.44	6.37	2877.8	0.0211
24.44	6.31	2886.7	0.0211
32.58	9.20	3724.7	0.0273
32.58	8.88	3775.2	0.0277
40.73	11.15	4711.2	0.0345
40.73	11.46	4661.7	0.0341
