Initial DOC (ppm)	Avg. equil. DOC (mg OC/L) (blank-corrected)	Equil. sorbed (ug OC/g dry FeS)	OC:Fe molar ratio
6.61	-0.11	1071.0	0.0078
6.61	0.89	912.0	0.0067
13.22	2.16	1762.4	0.0129
13.22	2.77	1664.4	0.0122
19.84	5.62	2264.6	0.0166
19.84	5.04	2356.5	0.0173
26.45	9.32	2728.1	0.0200
26.45	8.18	2909.2	0.0213
33.06	8.84	3858.5	0.0283
33.06	11.09	3499.4	0.0256
