Initial DOC (ppm)	Avg. equil. DOC (mg OC/L) (blank-corrected)	Equil. sorbed (ug OC/g dry FeS)	OC:Fe molar ratio
6.47	2.53	626.4	0.0046
6.47	2.40	646.9	0.0047
12.93	5.51	1181.9	0.0087
12.93	5.08	1251.0	0.0092
19.40	6.96	1981.3	0.0145
19.40	6.75	2015.4	0.0148
25.87	9.27	2643.5	0.0194
25.87	9.67	2579.4	0.0189
32.33	11.98	3241.5	0.0237
32.33	11.78	3272.6	0.0240
