;May12_TPC_02-08-0_LMW_salt;May12_TPC_02-08-0_LMW_salt (baseline corrected);
1101,428;0,1458877;0,1284136;
1103,292;0,1449601;0,1275173;
1105,156;0,1439798;0,126568;
1107,019;0,143005;0,1256243;
1108,883;0,1420307;0,1246807;
1110,747;0,140895;0,1235758;
1112,610;0,139698;0,1224093;
1114,474;0,1383725;0,1211141;
1116,338;0,1369433;0,1197151;
1118,201;0,1354945;0,1182963;
1120,065;0,1339825;0,1168143;
1121,929;0,1324034;0,1152649;
1123,792;0,1308346;0,1137257;
1125,656;0,1291437;0,1120643;
1127,520;0,1275885;0,1105384;
1129,383;0,1259838;0,1089629;
1131,247;0,1244475;0,1074556;
1133,111;0,1230257;0,1060627;
1134,974;0,1216559;0,1047216;
1136,838;0,1203083;0,1034026;
1138,702;0,118971;0,1020937;
1140,565;0,1176775;0,1008286;
1142,429;0,1164074;0,0995867;
1144,293;0,1151248;0,09833212;
1146,156;0,1139619;0,09719712;
1148,020;0,1127772;0,0960402;
1149,884;0,11152;0,09481065;
1151,747;0,1101468;0,09346487;
1153,611;0,1087259;0,09207133;
1155,475;0,1073528;0,09072551;
1157,338;0,1060224;0,08942219;
1159,202;0,1047578;0,0881846;
1161,066;0,1036979;0,0871515;
1162,929;0,1026351;0,08611545;
1164,793;0,101534;0,08504091;
1166,657;0,1004965;0,08402987;
1168,520;0,0995007;0,08306043;
1170,384;0,09842526;0,08201119;
1172,248;0,09748323;0,08109524;
1174,111;0,09655786;0,08019583;
1175,975;0,09547777;0,07914157;
1177,839;0,09439932;0,07808884;
1179,702;0,09348957;0,07720467;
1181,566;0,09245882;0,0761994;
1183,430;0,09138666;0,07515258;
1185,293;0,09030629;0,07409745;
1187,157;0,08915301;0,07296927;
1189,021;0,08788533;0,07172659;
1190,884;0,0866209;0,07048704;
1192,748;0,08528104;0,06917193;
1194,612;0,08398433;0,06789987;
1196,475;0,08256895;0,06650901;
1198,339;0,08105893;0,06502341;
1200,203;0,07954489;0,06353367;
1202,066;0,07798238;0,06199535;
1203,930;0,07637587;0,06041291;
1205,794;0,07472414;0,05878514;
1207,657;0,07286661;0,05695147;
1209,521;0,07100843;0,05511703;
1211,385;0,06925388;0,05338611;
1213,248;0,06764739;0,05180315;
1215,112;0,06614195;0,05032112;
1216,976;0,06482927;0,04903175;
1218,839;0,06369356;0,04791925;
1220,703;0,06274177;0,04699055;
1222,567;0,06198012;0,04625189;
1224,430;0,0614884;0,04578305;
1226,294;0,06123791;0,04555534;
1228,158;0,06117979;0,0455199;
1230,021;0,0612605;0,04562318;
1231,885;0,06157374;0,0459589;
1233,749;0,06204828;0,04645581;
1235,612;0,06264715;0,04707695;
1237,476;0,06328676;0,04773873;
1239,340;0,0640234;0,04849743;
1241,203;0,06477354;0,04926954;
1243,067;0,06562445;0,05014232;
1244,931;0,0665538;0,05109345;
1246,795;0,06747773;0,05203905;
1248,658;0,06844876;0,05303166;
1250,522;0,06949689;0,05410127;
1252,386;0,07061561;0,05524137;
1254,249;0,07184005;0,0564871;
1256,113;0,07308548;0,05775373;
1257,977;0,07435887;0,05904822;
1259,840;0,07573951;0,06044987;
1261,704;0,07717506;0,06190633;
1263,568;0,07857977;0,06333187;
1265,431;0,08008523;0,06485805;
1267,295;0,0816517;0,06644517;
1269,159;0,0833656;0,06817961;
1271,022;0,0851284;0,06996287;
1272,886;0,08688023;0,07173507;
1274,750;0,08855761;0,07343273;
1276,613;0,09029477;0,07519008;
1278,477;0,09209834;0,07701375;
1280,341;0,09401805;0,07895347;
1282,204;0,09598629;0,08094164;
1284,068;0,09793883;0,08291402;
1285,932;0,1000186;0,08501353;
1287,795;0,1023292;0,08734383;
1289,659;0,1045884;0,08962261;
1291,523;0,1068883;0,09194197;
1293,386;0,1092196;0,09429271;
1295,250;0,1115826;0,09667505;
1297,114;0,1139993;0,099111;
1298,977;0,1164348;0,1015656;
1300,841;0,1190093;0,1041592;
1302,705;0,1217672;0,1069361;
1304,568;0,1245546;0,1097424;
1306,432;0,1274981;0,1127048;
1308,296;0,1304813;0,1157068;
1310,159;0,13338;0,1186241;
1312,023;0,1365943;0,121857;
1313,887;0,1400435;0,1253248;
1315,750;0,1433685;0,1286682;
1317,614;0,1471182;0,1324363;
1319,478;0,1510387;0,1363751;
1321,341;0,1546357;0,1399902;
1323,205;0,1582446;0,1436172;
1325,069;0,1622611;0,1476518;
1326,932;0,1663193;0,151728;
1328,796;0,1703562;0,1557828;
1330,660;0,1743653;0,1598097;
1332,523;0,1783558;0,163818;
1334,387;0,1820631;0,167543;
1336,251;0,1861395;0,1716369;
1338,114;0,1915751;0,1770901;
1339,978;0,1973732;0,1829056;
1341,842;0,2015569;0,1871067;
1343,705;0,2056193;0,1911865;
1345,569;0,2102839;0,1958682;
1347,433;0,2151306;0,2007321;
1349,296;0,2199529;0,2055715;
1351,160;0,2243313;0,209967;
1353,024;0,2283073;0,2139599;
1354,887;0,2320954;0,2177649;
1356,751;0,2352966;0,220983;
1358,615;0,2385492;0,2242522;
1360,478;0,2431747;0,2288945;
1362,342;0,2488089;0,2345453;
1364,206;0,2524161;0,238169;
1366,069;0,2551374;0,2409068;
1367,933;0,2585237;0,2443095;
1369,797;0,2612122;0,2470144;
1371,660;0,2632736;0,249092;
1373,524;0,2639487;0,2497834;
1375,388;0,2596726;0,2455234;
1377,251;0,2516034;0,2374703;
1379,115;0,2417692;0,227652;
1380,979;0,2311458;0,2170446;
1382,842;0,2204718;0,2063865;
1384,706;0,2107383;0,1966688;
1386,570;0,2014452;0,1873915;
1388,433;0,1915599;0,1775218;
1390,297;0,1833928;0,1693704;
1392,161;0,1768489;0,1628421;
1394,024;0,1708392;0,1568478;
1395,888;0,1645583;0,1505824;
1397,752;0,1594277;0,1454672;
1399,615;0,153955;0,1400098;
1401,479;0,1486331;0,1347031;
1403,343;0,1442366;0,1303218;
1405,206;0,1393146;0,125415;
1407,070;0,1341927;0,1203082;
1408,934;0,1294812;0,1156116;
1410,797;0,1246886;0,1108341;
1412,661;0,1197481;0,1059084;
1414,525;0,1148408;0,1010159;
1416,388;0,1105147;0,09670462;
1418,252;0,1063545;0,09255921;
1420,116;0,1008278;0,08704712;
1421,979;0,09621502;0,08244896;
1423,843;0,09169182;0,0779403;
1425,707;0,08692837;0,07319134;
1427,570;0,08372283;0,07000024;
1429,434;0,08291474;0,06920652;
1431,298;0,08373904;0,07004515;
1433,161;0,08161924;0,06793962;
1435,025;0,07649509;0,06282968;
1436,889;0,06974291;0,05609165;
1438,752;0,06432414;0,05068698;
1440,616;0,06018299;0,04655988;
1442,480;0,05585479;0,04224567;
1444,343;0,05170462;0,03810944;
1446,207;0,04778525;0,03420395;
1448,071;0,04355187;0,0299844;
1449,934;0,03964646;0,02609278;
1451,798;0,03637304;0,02283307;
1453,662;0,03391725;0,02039096;
1455,525;0,03271895;0,01920627;
1457,389;0,03193802;0,01843891;
1459,253;0,03071768;0,01723209;
1461,116;0,0297314;0,01625927;
1462,980;0,02924421;0,01578549;
1464,844;0,02913129;0,01568593;
1466,707;0,02857508;0,01514303;
1468,571;0,02785466;0,01443587;
1470,435;0,02758958;0,014184;
1472,298;0,02786751;0,01447509;
1474,162;0,02787358;0,01449427;
1476,026;0,02760452;0,01423827;
1477,889;0,02726838;0,01391514;
1479,753;0,02692421;0,01358392;
1481,617;0,02673353;0,01340616;
1483,480;0,02645178;0,01313727;
1485,344;0,0261389;0,0128372;
1487,208;0,02609311;0,01280418;
1489,071;0,02623385;0,01295763;
1490,935;0,0260425;0,01277896;
1492,799;0,02537943;0,01212851;
1494,662;0,02503517;0,01179682;
1496,526;0,02514273;0,01191692;
1498,390;0,02497727;0,01176394;
1500,253;0,02444488;0,01124399;
1502,117;0,02378079;0,01059228;
1503,981;0,02321401;0,01003785;
1505,844;0,02332902;0,01016515;
1507,708;0,02367821;0,0105266;
1509,572;0,0228689;0,009729499;
1511,435;0,02208465;0,008957407;
1513,299;0,02141921;0,008304088;
1515,163;0,02093192;0,007828867;
1517,026;0,02062972;0,007538693;
1518,890;0,0201656;0,007086553;
1520,754;0,01989402;0,006826917;
1522,618;0,01970719;0,006651985;
1524,481;0,01923838;0,006195026;
1526,345;0,01885095;0,005819405;
1528,209;0,01850853;0,005488748;
1530,072;0,0180616;0,005053541;
1531,936;0,01777654;0,004780157;
1533,800;0,01754201;0,004557268;
1535,663;0,01691928;0,003946134;
1537,527;0,01639345;0,00343186;
1539,391;0,01642912;0,003479032;
1541,254;0,01649771;0,003559094;
1543,118;0,01604881;0,003121626;
1544,982;0,01579649;0,002880687;
1546,845;0,01557452;0,00267006;
1548,709;0,01521352;0,002320363;
1550,573;0,01503137;0,002149482;
1552,436;0,01478978;0,001919111;
1554,300;0,01452116;0,001661681;
1556,164;0,01421855;0,001370213;
1558,027;0,01433881;0,001501569;
1559,891;0,01489919;0,002073014;
1561,755;0,01431137;0,001496217;
1563,618;0,01390728;0,001103112;
1565,482;0,01385914;0,001065915;
1567,346;0,01374136;0,0009590398;
1569,209;0,01384061;0,00106916;
1571,073;0,01398975;0,001229129;
1572,937;0,01370802;0,0009581816;
1574,800;0,01359571;0,0008566283;
1576,664;0,01396414;0,001235764;
1578,528;0,01387152;0,001153823;
1580,391;0,01363189;0,0009248307;
1582,255;0,01360682;0,0009103615;
1584,119;0,01361553;0,0009296389;
1585,982;0,01364204;0,0009666713;
1587,846;0,01362266;0,0009577756;
1589,710;0,01365674;0,00100231;
1591,573;0,01366319;0,001019174;
1593,437;0,01371033;0,001076689;
1595,301;0,01382228;0,001198983;
1597,164;0,01388854;0,00127555;
1599,028;0,01397964;0,001376915;
1600,892;0,01410921;0,001516726;
1602,755;0,0142385;0,001656212;
1604,619;0,01430745;0,001735321;
1606,483;0,01439269;0,00183069;
1608,346;0,01458945;0,002037542;
1610,210;0,01468092;0,002139069;
1612,074;0,01458987;0,00205804;
1613,937;0,01443599;0,00191415;
1615,801;0,01458335;0,002071462;
1617,665;0,01503777;0,002535804;
1619,528;0,01483341;0,002341326;
1621,392;0,01452737;0,002045139;
1623,256;0,0145933;0,002120877;
1625,119;0,01461067;0,002148033;
1626,983;0,01445301;0,002000119;
1628,847;0,01436515;0,001921982;
1630,710;0,01407418;0,001640693;
1632,574;0,01367919;0,001255355;
1634,438;0,01358086;0,001166639;
1636,301;0,01384818;0,001443536;
1638,165;0,01371146;0,001316367;
1640,029;0,01345592;0,001070345;
1641,892;0,01314232;0,0007662319;
1643,756;0,01280903;0,0004424014;
1645,620;0,01270809;0,0003508809;
1647,483;0,01260631;0,0002584865;
1649,347;0,01218182;-0,0001566415;
1651,211;0,01188616;-0,0004429771;
1653,074;0,01242267;0,0001028252;
1654,938;0,01285622;0,0005456415;
1656,802;0,01260975;0,0003084004;
1658,665;0,01259225;0,0003000999;
1660,529;0,01264621;0,0003632326;
1662,393;0,01278319;0,0005093515;
1664,256;0,01283482;0,0005700869;
1666,120;0,0126868;0,0004311413;
1667,984;0,01256113;0,0003145222;
1669,847;0,01265359;0,0004159975;
1671,711;0,01258537;0,000356766;
1673,575;0,01228314;6,349571E-5;
1675,438;0,0121643;-4,641834E-5;
1677,302;0,01191343;-0,0002883952;
1679,166;0,01146724;-0,0007257135;
1681,029;0,01123191;-0,0009522108;
1682,893;0,01118086;-0,0009944515;
1684,757;0,01121509;-0,0009514337;
1686,620;0,0107307;-0,001427074;
1688,484;0,01033809;-0,001810964;
1690,348;0,01004344;-0,002096928;
1692,211;0,00962844;-0,00250326;
1694,075;0,009137698;-0,002985366;
1695,939;0,00880069;-0,003313767;
1697,802;0,008604811;-0,003501068;
1699,666;0,008378102;-0,003719226;
1701,530;0,008365799;-0,003723007;
1703,393;0,007975201;-0,004105111;
1705,257;0,00767596;-0,004395886;
1707,121;0,00756565;-0,004497757;
1708,984;0,00735118;-0,004703815;
1710,848;0,00712308;-0,004923532;
1712,712;0,006794566;-0,00524369;
1714,575;0,006570276;-0,00545965;
1716,439;0,006616959;-0,005404665;
1718,303;0,006866941;-0,005146408;
1720,166;0,006851208;-0,005153893;
1722,030;0,006618667;-0,005378212;
1723,894;0,006455482;-0,005533203;
1725,757;0,006434091;-0,005546425;
1727,621;0,006328188;-0,005644186;
1729,485;0,006224227;-0,005740032;
1731,348;0,006074159;-0,005882011;
1733,212;0,00597871;-0,005969396;
1735,076;0,006316848;-0,005623221;
1736,939;0,006161694;-0,005770364;
1738,803;0,00591929;-0,006004782;
1740,667;0,006095226;-0,005820886;
1742,530;0,006154817;-0,005753361;
1744,394;0,006167115;-0,005733154;
1746,258;0,006154586;-0,005737799;
1748,121;0,006217569;-0,005666958;
1749,985;0,006605118;-0,005271575;
1751,849;0,007267359;-0,004601526;
1753,712;0,007727326;-0,004133776;
1755,576;0,00863602;-0,003217322;
1757,440;0,01067146;-0,001174143;
1759,303;0,01347939;0,001641491;
1761,167;0,01795521;0,006124999;
1763,031;0,02052427;0,008701713;
1764,894;0,01555822;0,003743301;
1766,758;0,009516671;-0,002290632;
1768,622;0,006833804;-0,004965911;
1770,485;0,006068856;-0,005723295;
1772,349;0,006034186;-0,005750425;
1774,213;0,006037107;-0,005739987;
1776,076;0,005968626;-0,005800975;
1777,940;0,006092252;-0,005669879;
1779,804;0,006274487;-0,005480198;
1781,667;0,006379832;-0,00536743;
1783,531;0,006469914;-0,005269949;
1785,395;0,006666836;-0,005065651;
1787,258;0,006745272;-0,004979862;
1789,122;0,006457869;-0,005259935;
1790,986;0,006224198;-0,005486298;
1792,849;0,006235634;-0,005467577;
1794,713;0,006187594;-0,005508355;
1796,577;0,005969333;-0,005719377;
1798,441;0,005722867;-0,005958626;
1800,304;0,005640463;-0,006033836;
1802,168;0,005740279;-0,005926848;
1804,032;0,005730403;-0,005929574;
1805,895;0,005700778;-0,00595207;
1807,759;0,005803747;-0,005841996;
1809,623;0,00577442;-0,005864239;
1811,486;0,005617956;-0,006013641;
1813,350;0,005559312;-0,006065244;
1815,214;0,005557025;-0,006060513;
1817,077;0,005646984;-0,005963557;
1818,941;0,005672289;-0,005931277;
1820,805;0,00568581;-0,005910802;
1822,668;0,005615446;-0,005974233;
1824,532;0,005669178;-0,005913589;
1826,396;0,005778558;-0,005797318;
1828,259;0,005659082;-0,005909925;
1830,123;0,00580447;-0,00575769;
1831,987;0,005904087;-0,005651245;
1833,850;0,005683954;-0,005864571;
1835,714;0,005638436;-0,005903303;
1837,578;0,005751511;-0,005783463;
1839,441;0,005567912;-0,005960317;
1841,305;0,005322264;-0,006199241;
1843,169;0,005370047;-0,006144754;
1845,032;0,005514311;-0,005993807;
1846,896;0,005496798;-0,006004656;
1848,760;0,005625677;-0,005869134;
1850,623;0,005712021;-0,005776167;
1852,487;0,005620693;-0,005860892;
1854,351;0,005681334;-0,005793667;
1856,214;0,005680576;-0,005787862;
1858,078;0,005510483;-0,005951411;
1859,942;0,005371514;-0,006083856;
1861,805;0,005560222;-0,005888644;
1863,669;0,005400446;-0,006041935;
1865,533;0,005146545;-0,00628937;
1867,396;0,005252205;-0,006177264;
1869,260;0,005467084;-0,005955958;
1871,124;0,005552496;-0,005864138;
1872,987;0,005709206;-0,005701039;
1874,851;0,005642472;-0,005761404;
1876,715;0,005570993;-0,005826532;
1878,578;0,005551252;-0,005839941;
1880,442;0,005486561;-0,00589832;
1882,306;0,005480351;-0,005898236;
1884,169;0,005455268;-0,005917044;
1886,033;0,00540283;-0,005963225;
1887,897;0,005602501;-0,005757315;
1889,760;0,005799564;-0,005554032;
1891,624;0,005639696;-0,005707698;
1893,488;0,005493002;-0,005848209;
1895,351;0,005359626;-0,00597542;
1897,215;0,005245127;-0,006083772;
1899,079;0,005206579;-0,006116192;
1900,942;0,005036369;-0,006280291;
1902,806;0,005010754;-0,006299813;
1904,670;0,005372976;-0,005931516;
1906,533;0,005296752;-0,006001683;
1908,397;0,005138792;-0,006153604;
1910,261;0,005285206;-0,006001168;
1912,124;0,00504042;-0,006239949;
1913,988;0,004965652;-0,006308731;
1915,852;0,004967049;-0,006301365;
1917,715;0,004735587;-0,006526875;
1919,579;0,004809277;-0,006447251;
1921,443;0,005216056;-0,006034555;
1923,306;0,005280702;-0,005964009;
1925,170;0,004637205;-0,006601623;
1927,034;0,004116113;-0,00711685;
1928,897;0,00455784;-0,006669273;
1930,761;0,004751435;-0,006469847;
1932,625;0,004532871;-0,006682596;
1934,488;0,004650883;-0,006558786;
1936,352;0,004535884;-0,006668003;
1938,216;0,004256699;-0,006941423;
1940,079;0,004221768;-0,006970606;
1941,943;0,003762725;-0,007423918;
1943,807;0,003647833;-0,007533095;
1945,670;0,003739647;-0,007435582;
1947,534;0,003343264;-0,007826282;
1949,398;0,003255522;-0,007908358;
1951,261;0,003559509;-0,007598722;
1953,125;0,003199324;-0,007953273;
1954,989;0,002963189;-0,008183789;
1956,852;0,002763414;-0,008377963;
1958,716;0,002461617;-0,008674175;
1960,580;0,002142705;-0,008987518;
1962,443;0,002065631;-0,009059037;
1964,307;0,002231547;-0,008887583;
1966,171;0,002259105;-0,008854504;
1968,034;0,001829144;-0,009278957;
1969,898;0,001747884;-0,009354727;
1971,762;0,001737548;-0,009359588;
1973,625;0,001229185;-0,009862491;
1975,489;0,001287675;-0,009798556;
1977,353;0,002227509;-0,008853293;
1979,216;0,002924011;-0,008151377;
1981,080;0,00254881;-0,00852118;
1982,944;0,001821527;-0,009243079;
1984,807;0,002827896;-0,008231343;
1986,671;0,002932466;-0,008121419;
1988,535;0,001814831;-0,009233716;
1990,398;0,001943278;-0,009099946;
1992,262;0,002756509;-0,008281407;
1994,126;0,003353512;-0,007679112;
1995,989;0,003324748;-0,007702597;
1997,853;0,003318113;-0,007703969;
1999,717;0,003539278;-0,007477555;
2001,580;0,002162217;-0,008849381;
2003,444;0,001010019;-0,00999636;
2005,308;0,001452315;-0,009548858;
2007,171;0,001826844;-0,009169139;
2009,035;0,002488213;-0,008502594;
2010,899;0,002572227;-0,008413419;
2012,762;0,001982365;-0,008998133;
2014,626;0,002155664;-0,008819701;
2016,490;0,002290143;-0,008680103;
2018,353;0,001997036;-0,008968105;
2020,217;0,001743918;-0,009216133;
2022,081;0,00120644;-0,009748534;
2023,944;0,0008233051;-0,01012661;
2025,808;0,0008472493;-0,01009761;
2027,672;0,00192175;-0,009018078;
2029,535;0,002305757;-0,00862905;
2031,399;0,001558248;-0,009371552;
2033,263;0,00170672;-0,009218087;
2035,126;0,002579024;-0,008340804;
2036,990;0,002718279;-0,008196583;
2038,854;0,002680452;-0,008229458;
2040,717;0,002706388;-0,008198583;
2042,581;0,002921399;-0,007978647;
2044,445;0,00371394;-0,007181194;
2046,308;0,004236864;-0,006653372;
2048,172;0,004131157;-0,006754194;
2050,036;0,004866636;-0,006013844;
2051,899;0,005849573;-0,005026048;
2053,763;0,005474895;-0,005395882;
2055,627;0,005375821;-0,005490123;
2057,490;0,005307885;-0,00555324;
2059,354;0,005733941;-0,005122379;
2061,218;0,006310047;-0,00454148;
2063,081;0,006117515;-0,004729232;
2064,945;0,006020559;-0,004821421;
2066,809;0,006019431;-0,004817796;
2068,672;0,005535984;-0,005296502;
2070,536;0,005328877;-0,00549888;
2072,400;0,005849258;-0,004973784;
2074,264;0,006138412;-0,004679927;
2076,127;0,006115265;-0,004698384;
2077,991;0,006521287;-0,004287685;
2079,855;0,006877332;-0,003926975;
