;Apr09_TPC_0-1-0_LMW_salt;Apr09_TPC_0-1-0_LMW_salt (baseline corrected);
868,470;0,1681833;0,1238062;
870,333;0,1683629;0,1243866;
872,197;0,1633894;0,1198115;
874,061;0,1580438;0,1148616;
875,924;0,152758;0,109969;
877,788;0,148377;0,1059789;
879,652;0,1451864;0,1031765;
881,515;0,1429912;0,101367;
883,379;0,1415108;0,10027;
885,243;0,1406188;0,09975895;
887,106;0,139713;0,09923167;
888,970;0,1385847;0,09847951;
890,834;0,1374438;0,09771249;
892,697;0,1366513;0,09729145;
894,561;0,1358119;0,09682118;
896,425;0,1353113;0,09668743;
898,288;0,1350748;0,09681549;
900,152;0,1351795;0,09728242;
902,016;0,1354496;0,09791263;
903,879;0,1361062;0,09892706;
905,743;0,1371919;0,1003683;
907,607;0,1388597;0,1023896;
909,470;0,1409309;0,104812;
911,334;0,143543;0,1077733;
913,198;0,1465424;0,1111196;
915,061;0,150188;0,1151101;
916,925;0,1544217;0,1196866;
918,789;0,1592208;0,1248264;
920,652;0,1643801;0,1303242;
922,516;0,1697748;0,1360555;
924,380;0,1748549;0,1414702;
926,243;0,1795359;0,1464837;
928,107;0,183429;0,1507073;
929,971;0,1867815;0,1543883;
931,834;0,1897246;0,1576579;
933,698;0,1924242;0,1606822;
935,562;0,195046;0,1636266;
937,425;0,1979649;0,1668663;
939,289;0,2007973;0,1700174;
941,153;0,2036295;0,1731666;
943,016;0,2062945;0,1761467;
944,880;0,2088901;0,1790554;
946,744;0,2108146;0,1812913;
948,607;0,2121625;0,1829487;
950,471;0,2126387;0,1837327;
952,335;0,2125996;0,1839995;
954,198;0,2120062;0,1837102;
956,062;0,2109252;0,1829315;
957,926;0,209347;0,1816538;
959,789;0,2077195;0,1803252;
961,653;0,2058638;0,1787665;
963,517;0,2040864;0,1772845;
965,380;0,2023882;0,17588;
967,244;0,2010178;0,1748015;
969,108;0,1998067;0,1738806;
970,972;0,1990618;0,1734244;
972,835;0,1987209;0,1733704;
974,699;0,1986552;0,17359;
976,563;0,1986633;0,1738818;
978,426;0,1987175;0,1742181;
980,290;0,1982637;0,1740447;
982,154;0,1974307;0,1734905;
984,017;0,1960257;0,1723628;
985,881;0,1936888;0,1703016;
987,745;0,1903459;0,1672328;
989,608;0,1864029;0,1635623;
991,472;0,1815685;0,158999;
993,336;0,176211;0,1539111;
995,199;0,1704849;0,148453;
997,063;0,1647874;0,1430219;
998,927;0,1594702;0,1379698;
1000,790;0,1547079;0,1334711;
1002,654;0,1503867;0,1294119;
1004,518;0,1466988;0,1259846;
1006,381;0,1436525;0,1231975;
1008,245;0,1413715;0,1211742;
1010,109;0,1397764;0,1198355;
1011,972;0,1390146;0,1193285;
1013,836;0,1388923;0,1194598;
1015,700;0,1390546;0,1198741;
1017,563;0,1388497;0,11992;
1019,427;0,1382843;0,1196039;
1021,291;0,1372151;0,1187826;
1023,154;0,1357291;0,1175433;
1025,018;0,1339894;0,1160488;
1026,882;0,1325258;0,1148292;
1028,745;0,131652;0,114198;
1030,609;0,1313582;0,1141456;
1032,473;0,1314883;0,1145156;
1034,336;0,1324107;0,1156768;
1036,200;0,1344883;0,1179917;
1038,064;0,1377814;0,121521;
1039,927;0,141932;0,1259064;
1041,791;0,1469269;0,131135;
1043,655;0,1521523;0,1365927;
1045,518;0,1568903;0,1415618;
1047,382;0,1604305;0,1453319;
1049,246;0,1626874;0,1478175;
1051,109;0,1636905;0,149048;
1052,973;0,1637356;0,1493193;
1054,837;0,1630966;0,1489054;
1056,700;0,1622952;0,1483279;
1058,564;0,1617153;0,1479706;
1060,428;0,161589;0,1480659;
1062,291;0,1617561;0,1484533;
1064,155;0,1624005;0,1493168;
1066,019;0,1634012;0,1505356;
1067,882;0,164664;0,1520152;
1069,746;0,1658638;0,1534308;
1071,610;0,1670174;0,154799;
1073,473;0,1680377;0,1560328;
1075,337;0,168791;0,1569985;
1077,201;0,1689253;0,1573441;
1079,064;0,1684866;0,1571156;
1080,928;0,1677571;0,1565953;
1082,792;0,1671694;0,1562156;
1084,655;0,1666128;0,155866;
1086,519;0,1662675;0,1557265;
1088,383;0,1661136;0,1557776;
1090,246;0,166169;0,1560367;
1092,110;0,1663207;0,1563912;
1093,974;0,1664519;0,1567241;
1095,837;0,1665573;0,1570302;
1097,701;0,1669162;0,1575888;
1099,565;0,16707;0,1579412;
1101,428;0,1671595;0,1582283;
1103,292;0,1670943;0,1583598;
1105,156;0,1669993;0,1584605;
1107,019;0,1667839;0,1584398;
1108,883;0,1663087;0,1581583;
1110,747;0,165516;0,1575582;
1112,610;0,1646698;0,1569039;
1114,474;0,1634425;0,1558673;
1116,338;0,1620006;0,1546152;
1118,201;0,1605228;0,1533263;
1120,065;0,1589667;0,1519581;
1121,929;0,1569412;0,1501197;
1123,792;0,1547204;0,148085;
1125,656;0,1522487;0,1457984;
1127,520;0,1496718;0,1434057;
1129,383;0,1469379;0,1408551;
1131,247;0,1441074;0,138207;
1133,111;0,1412612;0,1355424;
1134,974;0,1385466;0,1330084;
1136,838;0,1357813;0,1304229;
1138,702;0,1331078;0,1279282;
1140,565;0,1306155;0,1256139;
1142,429;0,1281825;0,123358;
1144,293;0,1257878;0,1211395;
1146,156;0,1235973;0,1191244;
1148,020;0,1215017;0,1172034;
1149,884;0,1196166;0,1154919;
1151,747;0,1178183;0,1138664;
1153,611;0,1160631;0,1122833;
1155,475;0,114409;0,1108003;
1157,338;0,1128885;0,1094502;
1159,202;0,1113305;0,1080618;
1161,066;0,110004;0,1069039;
1162,929;0,108932;0,1059999;
1164,793;0,1080008;0,1052357;
1166,657;0,1071366;0,1045378;
1168,520;0,10645;0,1040167;
1170,384;0,1060054;0,1037368;
1172,248;0,1058562;0,1037515;
1174,111;0,1057947;0,1038532;
1175,975;0,1058317;0,1040525;
1177,839;0,1059657;0,1043482;
1179,702;0,1063984;0,1049417;
1181,566;0,1068124;0,1055158;
1183,430;0,1071541;0,1060168;
1185,293;0,1075836;0,1066049;
1187,157;0,1082521;0,1074312;
1189,021;0,1089152;0,1082513;
1190,884;0,1095182;0,1090107;
1192,748;0,1100678;0,1097159;
1194,612;0,1106352;0,1104382;
1196,475;0,1111077;0,1110649;
1198,339;0,1116446;0,1117552;
1200,203;0,112033;0,1122964;
1202,066;0,1123924;0,1128078;
1203,930;0,1127715;0,1133382;
1205,794;0,1132199;0,1139372;
1207,657;0,1135503;0,1144175;
1209,521;0,1138674;0,1148838;
1211,385;0,1142101;0,115375;
1213,248;0,1146287;0,1159415;
1215,112;0,11504;0,1164999;
1216,976;0,1154635;0,1170699;
1218,839;0,1158604;0,1176126;
1220,703;0,1163246;0,118222;
1222,567;0,1167646;0,1188065;
1224,430;0,117261;0,1194467;
1226,294;0,1177061;0,120035;
1228,158;0,118309;0,1207804;
1230,021;0,1191716;0,1217849;
1231,885;0,1203;0,1230545;
1233,749;0,1216826;0,1245778;
1235,612;0,1234273;0,1264624;
1237,476;0,1253641;0,1285386;
1239,340;0,1273835;0,1306966;
1241,203;0,1295205;0,1329717;
1243,067;0,1319142;0,1355029;
1244,931;0,1344052;0,1381307;
1246,795;0,1371107;0,1409724;
1248,658;0,1399759;0,1439732;
1250,522;0,1430864;0,1472187;
1252,386;0,1462736;0,1505403;
1254,249;0,149411;0,1538116;
1256,113;0,1524222;0,1569559;
1257,977;0,1553988;0,1600652;
1259,840;0,158362;0,1631604;
1261,704;0,1612064;0,1661363;
1263,568;0,1637983;0,168859;
1265,431;0,1666425;0,1718336;
1267,295;0,1696627;0,1749834;
1269,159;0,172915;0,1783649;
1271,022;0,1765157;0,1820942;
1272,886;0,18043;0,1861364;
1274,750;0,1843292;0,1901631;
1276,613;0,1886007;0,1945616;
1278,477;0,1931376;0,1992247;
1280,341;0,1980609;0,2042739;
1282,204;0,2032268;0,209565;
1284,068;0,2086905;0,2151534;
1285,932;0,2145069;0,221094;
1287,795;0,2208866;0,2275972;
1289,659;0,2273027;0,2341364;
1291,523;0,2338345;0,2407908;
1293,386;0,2403406;0,2474189;
1295,250;0,2470948;0,2542946;
1297,114;0,2537296;0,2610503;
1298,977;0,2600089;0,2674501;
1300,841;0,2657592;0,2733203;
1302,705;0,2711511;0,2788316;
1304,568;0,2759695;0,283769;
1306,432;0,280325;0,2882428;
1308,296;0,2839291;0,2919648;
1310,159;0,2868629;0,295016;
1312,023;0,2894927;0,2977628;
1313,887;0,2921602;0,3005466;
1315,750;0,2944146;0,3029169;
1317,614;0,2970611;0,3056788;
1319,478;0,3001431;0,3088757;
1321,341;0,3032969;0,3121439;
1323,205;0,3065788;0,3155398;
1325,069;0,3106218;0,3196962;
1326,932;0,3151971;0,3243845;
1328,796;0,3205533;0,3298532;
1330,660;0,3262332;0,3356452;
1332,523;0,3321117;0,3416353;
1334,387;0,3376437;0,3472784;
1336,251;0,3433104;0,3530557;
1338,114;0,3491645;0,35902;
1339,978;0,3548934;0,3648586;
1341,842;0,3584004;0,3684749;
1343,705;0,3603846;0,3705679;
1345,569;0,3623515;0,3726432;
1347,433;0,3645346;0,3749341;
1349,296;0,3667571;0,3772641;
1351,160;0,369212;0,379826;
1353,024;0,3711334;0,381854;
1354,887;0,3728552;0,3836819;
1356,751;0,3737439;0,3846763;
1358,615;0,3741191;0,3851568;
1360,478;0,3744143;0,3855569;
1362,342;0,375323;0,3865699;
1364,206;0,3757607;0,3871115;
1366,069;0,3757338;0,3871882;
1367,933;0,3761658;0,3877234;
1369,797;0,3777939;0,3894542;
1371,660;0,3795386;0,3913011;
1373,524;0,3821193;0,3939837;
1375,388;0,3852804;0,3972462;
1377,251;0,3878031;0,39987;
1379,115;0,3898657;0,4020332;
1380,979;0,3924862;0,404754;
1382,842;0,3950337;0,4074013;
1384,706;0,3983519;0,4108189;
1386,570;0,4020111;0,4145772;
1388,433;0,4065176;0,4191823;
1390,297;0,409718;0,4224808;
1392,161;0,4128773;0,425738;
1394,024;0,4161815;0,4291396;
1395,888;0,4201322;0,4331874;
1397,752;0,4219901;0,4351419;
1399,615;0,4224331;0,4356812;
1401,479;0,4223638;0,4357078;
1403,343;0,4203874;0,4338269;
1405,206;0,4162203;0,4297549;
1407,070;0,4111753;0,4248046;
1408,934;0,4044489;0,4181726;
1410,797;0,3963175;0,4101353;
1412,661;0,3873981;0,4013095;
1414,525;0,3785664;0,3925711;
1416,388;0,3698145;0,383912;
1418,252;0,3593976;0,3735877;
1420,116;0,3479249;0,3622071;
1421,979;0,3399608;0,3543349;
1423,843;0,3306956;0,345161;
1425,707;0,3218018;0,3363583;
1427,570;0,3137315;0,3283788;
1429,434;0,3048988;0,3196365;
1431,298;0,2963431;0,3111707;
1433,161;0,288979;0,3038963;
1435,025;0,2811888;0,2961954;
1436,889;0,2709665;0,2860621;
1438,752;0,2623351;0,2775194;
1440,616;0,2545911;0,2698636;
1442,480;0,2458916;0,261252;
1444,343;0,2377981;0,2532461;
1446,207;0,2302598;0,2457951;
1448,071;0,2221475;0,2377698;
1449,934;0,2147249;0,2304337;
1451,798;0,2080149;0,22381;
1453,662;0,202257;0,218138;
1455,525;0,1968965;0,2128631;
1457,389;0,1899849;0,2060368;
1459,253;0,1839352;0,200072;
1461,116;0,1788781;0,1950995;
1462,980;0,1740388;0,1903445;
1464,844;0,1685083;0,184898;
1466,707;0,162984;0,1794573;
1468,571;0,158176;0,1747326;
1470,435;0,1535301;0,1701697;
1472,298;0,148178;0,1649003;
1474,162;0,1424006;0,1592053;
1476,026;0,136634;0,1535208;
1477,889;0,1307089;0,1476775;
1479,753;0,12497;0,1420201;
1481,617;0,1187573;0,1358885;
1483,480;0,1125694;0,1297814;
1485,344;0,1066257;0,1239183;
1487,208;0,100578;0,1179508;
1489,071;0,09421291;0,1116657;
1490,935;0,087589;0,1051214;
1492,799;0,08176096;0,09937268;
1494,662;0,07693175;0,09462251;
1496,526;0,07227983;0,09004934;
1498,390;0,06835179;0,08619974;
1500,253;0,06494638;0,08287249;
1502,117;0,0621817;0,08018569;
1503,981;0,06012711;0,07820867;
1505,844;0,06025874;0,07841759;
1507,708;0,06182719;0,08006304;
1509,572;0,06083009;0,07914266;
1511,435;0,06019664;0,07858565;
1513,299;0,06068019;0,07914536;
1515,163;0,06174934;0,08029038;
1517,026;0,06427842;0,08289505;
1518,890;0,06601304;0,08470499;
1520,754;0,06905422;0,08782121;
1522,618;0,07340025;0,092242;
1524,481;0,07582356;0,0947398;
1526,345;0,0794872;0,09847766;
1528,209;0,08356659;0,102631;
1530,072;0,08673626;0,1058743;
1531,936;0,09127933;0,1104908;
1533,800;0,09875694;0,1180416;
1535,663;0,1030796;0,1224371;
1537,527;0,105826;0,1252562;
1539,391;0,1151103;0,1346128;
1541,254;0,1273001;0,1468746;
1543,118;0,1326524;0,1522988;
1544,982;0,1381984;0,1579163;
1546,845;0,1428882;0,1626775;
1548,709;0,1473079;0,1671682;
1550,573;0,1528867;0,1728178;
1552,436;0,1562876;0,1762892;
1554,300;0,1587285;0,1788004;
1556,164;0,1608873;0,1810292;
1558,027;0,16371;0,1839217;
1559,891;0,1675954;0,1878766;
1561,755;0,1635778;0,1839282;
1563,618;0,1599904;0,1804099;
1565,482;0,1568769;0,1773652;
1567,346;0,1539038;0,1744607;
1569,209;0,1506904;0,1713156;
1571,073;0,1468823;0,1675755;
1572,937;0,1424569;0,163218;
1574,800;0,1389991;0,1598277;
1576,664;0,1356312;0,1565271;
1578,528;0,13149;0,152453;
1580,391;0,1269131;0,1479429;
1582,255;0,122995;0,1440915;
1584,119;0,1190943;0,1402571;
1585,982;0,1153696;0,1365986;
1587,846;0,1113805;0,1326755;
1589,710;0,1076958;0,1290564;
1591,573;0,1038836;0,1253097;
1593,437;0,1004349;0,1219262;
1595,301;0,09696386;0,1185202;
1597,164;0,09367619;0,1152973;
1599,028;0,09026407;0,1119497;
1600,892;0,08727797;0,1090279;
1602,755;0,08418354;0,1059976;
1604,619;0,08148077;0,1033587;
1606,483;0,07891298;0,1008545;
1608,346;0,07666667;0,09867165;
1610,210;0,07444227;0,09651046;
1612,074;0,07246779;0,09459897;
1613,937;0,07058644;0,09278039;
1615,801;0,06965518;0,09191168;
1617,665;0,06908829;0,09140713;
1619,528;0,06767429;0,09005525;
1621,392;0,06667871;0,08912158;
1623,256;0,06700854;0,08951311;
1625,119;0,06677419;0,08934024;
1626,983;0,06604984;0,08867716;
1628,847;0,06554635;0,08823474;
1630,710;0,06483086;0,08758009;
1632,574;0,06390795;0,08671783;
1634,438;0,06401561;0,08688593;
1636,301;0,06496974;0,08790028;
1638,165;0,06403637;0,08702694;
1640,029;0,06274232;0,08579271;
1641,892;0,06207139;0,0851814;
1643,756;0,06156707;0,08473649;
1645,620;0,06197502;0,08520366;
1647,483;0,06269968;0,08598733;
1649,347;0,06173476;0,08508122;
1651,211;0,06106479;0,08446986;
1653,074;0,06412862;0,08759211;
1654,938;0,065164;0,08868571;
1656,802;0,06373742;0,08731715;
1658,665;0,06347254;0,08711009;
1660,529;0,06405597;0,08775116;
1662,393;0,06499147;0,08874409;
1664,256;0,06524396;0,08905383;
1666,120;0,06444678;0,0883137;
1667,984;0,06419336;0,08811714;
1669,847;0,06440005;0,0883805;
1671,711;0,06350111;0,08753804;
1673,575;0,0620513;0,08614452;
1675,438;0,06106211;0,08521145;
1677,302;0,05929788;0,08350313;
1679,166;0,05726589;0,08152688;
1681,029;0,05548452;0,07980105;
1682,893;0,0543056;0,07867749;
1684,757;0,05359017;0,07801724;
1686,620;0,05140622;0,07588829;
1688,484;0,04937621;0,07391309;
1690,348;0,04768186;0,07227338;
1692,211;0,04590811;0,07055408;
1694,075;0,04460619;0,06930643;
1695,939;0,04384419;0,06859852;
1697,802;0,04273192;0,06754017;
1699,666;0,0414914;0,06635339;
1701,530;0,04028045;0,065196;
1703,393;0,0386823;0,06365124;
1705,257;0,03800104;0,06302319;
1707,121;0,03738641;0,0624616;
1708,984;0,03650799;0,06163604;
1710,848;0,03563037;0,06081111;
1712,712;0,03504004;0,0602733;
1714,575;0,03455428;0,05983989;
1716,439;0,03423426;0,05957205;
1718,303;0,03353443;0,05892423;
1720,166;0,03223851;0,05768015;
1722,030;0,03082679;0,05632009;
1723,894;0,02972346;0,05526828;
1725,757;0,02841232;0,05400847;
1727,621;0,02722379;0,05287111;
1729,485;0,02580973;0,05150806;
1731,348;0,0244115;0,05016067;
1733,212;0,02316108;0,04896092;
1735,076;0,0216953;0,04754565;
1736,939;0,0197491;0,04564981;
1738,803;0,01873447;0,04468537;
1740,667;0,01779917;0,04380009;
1742,530;0,01669614;0,04274693;
1744,394;0,01553615;0,04163665;
1746,258;0,01454034;0,0406904;
1748,121;0,01381856;0,040018;
1749,985;0,01347601;0,03972469;
1751,849;0,01295258;0,03925033;
1753,712;0,01235625;0,03870292;
1755,576;0,01203458;0,03843001;
1757,440;0,01234185;0,03878589;
1759,303;0,01231357;0,03880607;
1761,167;0,01248563;0,03902643;
1763,031;0,01279329;0,03938223;
1764,894;0,01295456;0,03959151;
1766,758;0,01314317;0,03982796;
1768,622;0,01359489;0,04032737;
1770,485;0,01385913;0,04063915;
1772,349;0,01477583;0,04160324;
1774,213;0,01508229;0,04195694;
1776,076;0,01507515;0,0419969;
1777,940;0,01532679;0,04229548;
1779,804;0,01588844;0,04290393;
1781,667;0,01629332;0,04335546;
1783,531;0,0164777;0,04358634;
1785,395;0,01676276;0,04391777;
1787,258;0,01683805;0,04403927;
1789,122;0,01691624;0,04416353;
1790,986;0,01748038;0,04477359;
1792,849;0,01808282;0,04542183;
1794,713;0,01824626;0,04563091;
1796,577;0,01833127;0,04576141;
1798,441;0,01872188;0,04619738;
1800,304;0,01936611;0,04688683;
1802,168;0,0198471;0,0474129;
1804,032;0,01991314;0,04752387;
1805,895;0,02031867;0,0479742;
1807,759;0,02093891;0,0486391;
1809,623;0,02156833;0,04931304;
1811,486;0,02194816;0,04973726;
1813,350;0,02220999;0,05004334;
1815,214;0,02230582;0,05018328;
1817,077;0,0227648;0,05068623;
1818,941;0,02333752;0,0513028;
1820,805;0,02396332;0,05197229;
1822,668;0,02447386;0,05252641;
1824,532;0,02501016;0,05310615;
1826,396;0,02550313;0,05364243;
1828,259;0,02595188;0,05413435;
1830,123;0,02657847;0,05480398;
1831,987;0,02673951;0,05500792;
1833,850;0,02680179;0,05511299;
1835,714;0,02713957;0,05549341;
1837,578;0,02758633;0,0559827;
1839,441;0,02783312;0,05627188;
1841,305;0,02792676;0,05640778;
1843,169;0,028742;0,05726516;
1845,032;0,02922893;0,05779409;
1846,896;0,02909345;0,05770049;
1848,760;0,02923119;0,05787999;
1850,623;0,02972658;0,058417;
1852,487;0,02985195;0,05858387;
1854,351;0,02989804;0,05867134;
1856,214;0,03011112;0,05892567;
1858,078;0,03042065;0,05927632;
1859,942;0,0304604;0,05935708;
1861,805;0,03065484;0,0595924;
1863,669;0,03062415;0,05960246;
1865,533;0,03065481;0,05967376;
1867,396;0,03077546;0,05983492;
1869,260;0,03061612;0,05971597;
1871,124;0,03001652;0,05915665;
1872,987;0,03012246;0,05930274;
1874,851;0,03027966;0,05949997;
1876,715;0,03019298;0,05945321;
1878,578;0,02998138;0,0592814;
1880,442;0,02996301;0,05930271;
1882,306;0,02962863;0,05900788;
1884,169;0,02915892;0,05857762;
1886,033;0,02865842;0,05811644;
1887,897;0,02830503;0,05780226;
1889,760;0,02780602;0,05734235;
1891,624;0,0274866;0,0570619;
1893,488;0,02711533;0,05672949;
1895,351;0,02654267;0,05619557;
1897,215;0,02549086;0,0551824;
1899,079;0,02502712;0,05475717;
1900,942;0,02482645;0,05459492;
1902,806;0,02427508;0,05408184;
1904,670;0,02340722;0,05325216;
1906,533;0,02298967;0,05287268;
1908,397;0,02230827;0,05222923;
1910,261;0,02187242;0,05183123;
1912,124;0,02142093;0,05141747;
1913,988;0,02105383;0,051088;
1915,852;0,02029976;0,05037145;
1917,715;0,01958711;0,04969621;
1919,579;0,01875506;0,04890145;
1921,443;0,01849981;0,04868339;
1923,306;0,01786124;0,0480819;
1925,170;0,01726739;0,04752502;
1927,034;0,01651211;0,04680661;
1928,897;0,01597961;0,04631087;
1930,761;0,01518437;0,04555228;
1932,625;0,01471022;0,04511468;
1934,488;0,01396261;0,04440351;
1936,352;0,01320177;0,04367901;
1938,216;0,01269138;0,04320484;
1940,079;0,01229873;0,04284832;
1941,943;0,01091141;0,04149703;
1943,807;0,009824678;0,04044622;
1945,670;0,008887273;0,03954463;
1947,534;0,008289383;0,03898245;
1949,398;0,007623747;0,03835243;
1951,261;0,007463148;0,03822734;
1953,125;0,006474335;0,03727393;
1954,989;0,005134492;0,03596939;
1956,852;0,003718013;0,03458812;
1958,716;0,002815307;0,03372052;
1960,580;0,001560548;0,03250077;
1962,443;0,0004185025;0,03139363;
1964,307;-0,0006194563;0,03039047;
1966,171;-0,001516581;0,02952806;
1968,034;-0,00293441;0,02814483;
1969,898;-0,00341044;0,02770332;
1971,762;-0,005199003;0,02594917;
1973,625;-0,0059712;0,02521128;
1975,489;-0,0064612;0,0247555;
1977,353;-0,005882728;0,02536809;
1979,216;-0,003796495;0,02748835;
1981,080;-0,001573154;0,02974562;
1982,944;-0,001481883;0,02987073;
1984,807;-0,0006505676;0,03073578;
1986,671;0,0003112083;0,0317312;
1988,535;0,0007755903;0,03222913;
1990,398;0,0008549941;0,03234199;
1992,262;0,001739548;0,0332599;
1994,126;0,002016908;0,03357053;
1995,989;0,001963386;0,03355018;
1997,853;0,001367798;0,03298768;
1999,717;0,001477203;0,03313007;
2001,580;0,0009218704;0,03260763;
2003,444;0,0002680417;0,03198661;
2005,308;-0,0008895266;0,03086176;
2007,171;-0,002304167;0,02947974;
2009,035;-0,002767338;0,0290491;
2010,899;-0,002107713;0,02974117;
2012,762;-0,00330301;0,02857822;
2014,626;-0,004066109;0,02784738;
2016,490;-0,003629348;0,02831631;
2018,353;-0,003258351;0,02871939;
2020,217;-0,003295486;0,02871425;
2022,081;-0,003678504;0,02836314;
2023,944;-0,004169353;0,02790411;
2025,808;-0,002964993;0,0291402;
2027,672;-0,002631016;0,02950582;
2029,535;-0,002478794;0,0296896;
2031,399;-0,002731836;0,02946802;
2033,263;-0,001458733;0,03077251;
2035,126;-5,139153E-6;0,0322574;
2036,990;0,001095312;0,03338906;
2038,854;0,001982964;0,03430784;
2040,717;0,004190881;0,03654679;
2042,581;0,005188452;0,03757532;
2044,445;0,005217005;0,03763474;
2046,308;0,005330302;0,03777882;
2048,172;0,00774825;0,04022747;
2050,036;0,0102106;0,04272044;
2051,899;0,01185466;0,04439503;
2053,763;0,01270964;0,04528047;
2055,627;0,01375135;0,04635255;
2057,490;0,01384164;0,04647312;
2059,354;0,01447515;0,04713683;
2061,218;0,0149419;0,04763371;
2063,081;0,01510054;0,04782239;
2064,945;0,01496623;0,04771804;
2066,809;0,01534697;0,04812866;
2068,672;0,01574773;0,04855921;
2070,536;0,01624667;0,04908787;
2072,400;0,01649452;0,04936536;
2074,264;0,01687231;0,0497727;
2076,127;0,01675937;0,04968924;
2077,991;0,01674556;0,04970482;
2079,855;0,01727221;0,0502608;
2081,718;0,01742415;0,05044198;
2083,582;0,01728187;0,05032886;
2085,446;0,01772477;0,05080084;
2087,309;0,01777699;0,05088206;
2089,173;0,0174731;0,05060711;
2091,037;0,01697772;0,05014057;
2092,900;0,01664495;0,04983659;
2094,764;0,01610694;0,04932726;
2096,628;0,01647456;0,04972351;
2098,491;0,01666815;0,04994564;
2100,355;0,01649287;0,04979884;
2102,219;0,0160444;0,04937876;
2104,082;0,01614757;0,04951024;
2105,946;0,01653775;0,04992866;
2107,810;0,01709496;0,05051405;
2109,673;0,01724138;0,05068856;
