;Jun30_TPC_1-0-0_LMW_salt;Jun30_TPC_1-0-0_LMW_salt (baseline corrected);
Wavelength [nm];Absorbance;absorbance;
2036,990;0,002820373;-0,01239453;
2038,854;0,002939725;-0,01227143;
2040,717;0,003579162;-0,01162826;
2042,581;0,003487979;-0,01171571;
2044,445;0,003219836;-0,01198015;
2046,308;0,003767881;-0,0114284;
2048,172;0,006431253;-0,008761348;
2050,036;0,00756328;-0,007625651;
2051,899;0,006828333;-0,008356941;
2053,763;0,006260067;-0,008921564;
2055,627;0,006214531;-0,008963469;
2057,490;0,006662375;-0,008512007;
2059,354;0,008436548;-0,00673423;
2061,218;0,008451846;-0,00671534;
2063,081;0,00773151;-0,007432098;
2064,945;0,007951467;-0,007208575;
2066,809;0,008218377;-0,006938113;
2068,672;0,008302478;-0,006850472;
2070,536;0,008675137;-0,006474286;
2072,400;0,008551859;-0,00659405;
2074,264;0,007772449;-0,007369958;
2076,127;0,008035139;-0,007103778;
2077,991;0,008912413;-0,006223027;
2079,855;0,008741734;-0,006390243;
2081,718;0,00812528;-0,007003244;
2083,582;0,008218681;-0,006906403;
2085,446;0,008434161;-0,006687496;
2087,309;0,008591132;-0,006527111;
2089,173;0,008663527;-0,006451312;
2091,037;0,009107835;-0,006003614;
2092,900;0,008875671;-0,006232399;
2094,764;0,008411254;-0,00669345;
2096,628;0,008741288;-0,006360061;
2098,491;0,008866742;-0,006231264;
2100,355;0,008975333;-0,006119342;
2102,219;0,008361175;-0,00673018;
2104,082;0,007800062;-0,007287986;
2105,946;0,008497921;-0,006586831;
2107,810;0,008635021;-0,006446447;
2109,673;0,008156564;-0,006921632;
2111,537;0,007903761;-0,007171175;
2113,401;0,008373859;-0,006697827;
2115,264;0,008634044;-0,006434403;
2117,128;0,008383007;-0,006682214;
2118,992;0,008305389;-0,006756617;
2120,855;0,007781504;-0,007277297;
2122,719;0,007359504;-0,007696105;
2124,583;0,007236565;-0,007815862;
2126,446;0,006528544;-0,008520713;
2128,310;0,0062299;-0,008816198;
2130,174;0,006601961;-0,008440989;
2132,037;0,006206567;-0,008833245;
2133,901;0,005276798;-0,009759888;
2135,765;0,004942611;-0,01009096;
2137,628;0,004167075;-0,01086339;
2139,492;0,003917094;-0,01111028;
2141,356;0,004014659;-0,01100963;
2143,219;0,002752566;-0,01226865;
2145,083;0,001092894;-0,01392526;
2146,947;0,0007166461;-0,01429846;
2148,810;0,002059618;-0,01295245;
2150,674;0,002298966;-0,01271007;
2152,538;0,001891187;-0,01311483;
2154,401;0,00109243;-0,01391058;
2156,265;0,0003920766;-0,01460793;
2158,129;5,80338E-5;-0,01493899;
2159,992;0,0004523663;-0,01454167;
2161,856;0,0005010465;-0,01449003;
2163,720;0,0001723937;-0,01481572;
2165,583;-0,0002486423;-0,01523381;
2167,447;4,803341E-5;-0,0149342;
2169,311;0,0006407452;-0,01433856;
2171,174;0,001184891;-0,0137915;
2173,038;0,001232648;-0,01374083;
2174,902;0,001029024;-0,01394156;
2176,765;0,002320756;-0,01264694;
2178,629;0,003450821;-0,011514;
2180,493;0,001865008;-0,01309694;
2182,356;0,001592008;-0,01336709;
2184,220;0,001976189;-0,01298006;
2186,084;0,001284205;-0,0136692;
2187,947;0,001218702;-0,01373188;
2189,811;0,00295502;-0,01199274;
2191,675;0,004127066;-0,01081788;
2193,538;0,0039757;-0,01096645;
2195,402;0,003322924;-0,01161644;
2197,266;0,003875334;-0,01106125;
2199,129;0,004523727;-0,01041008;
2200,993;0,004251169;-0,01067988;
2202,857;0,003898337;-0,01102996;
2204,720;0,003725931;-0,01119962;
2206,584;0,003523005;-0,01139981;
2208,448;0,003595012;-0,01132508;
2210,311;0,004676358;-0,01024102;
2212,175;0,005204063;-0,009710606;
2214,039;0,00513301;-0,009778962;
2215,902;0,005281594;-0,00962769;
2217,766;0,005422786;-0,009483818;
2219,630;0,005522956;-0,009380978;
2221,493;0,005246842;-0,00965443;
2223,357;0,005407838;-0,009490781;
2225,221;0,005591113;-0,009304863;
2227,084;0,005499156;-0,009394185;
2228,948;0,006200804;-0,008689911;
2230,812;0,006597133;-0,008290965;
2232,675;0,006777284;-0,008108206;
2234,539;0,007033627;-0,007849263;
2236,403;0,006861547;-0,008018752;
2238,266;0,006860498;-0,008017218;
2240,130;0,006968717;-0,007906425;
2241,994;0,007349785;-0,007522792;
2243,857;0,007438853;-0,007431166;
2245,721;0,007048565;-0,007818906;
2247,585;0,007728313;-0,007136619;
2249,448;0,008234098;-0,006628301;
2251,312;0,007999858;-0,006860019;
2253,176;0,00803617;-0,006821192;
2255,039;0,008521412;-0,006333444;
2256,903;0,009020913;-0,005831444;
2258,767;0,008435929;-0,006413939;
2260,630;0,0087231;-0,006124285;
2262,494;0,009083406;-0,005761506;
2264,358;0,008725941;-0,006116505;
2266,221;0,008603397;-0,006236592;
2268,085;0,009575844;-0,005261695;
2269,949;0,01002846;-0,004806641;
2271,812;0,009639374;-0,005193291;
2273,676;0,009818863;-0,005011376;
2275,540;0,01021516;-0,004612663;
2277,403;0,010704;-0,004121412;
2279,267;0,01131876;-0,003504252;
2281,131;0,01123883;-0,003581788;
2282,994;0,01107088;-0,003747354;
2284,858;0,01120767;-0,003608184;
2286,722;0,01131094;-0,003502544;
2288,585;0,01185398;-0,002957143;
2290,449;0,01204415;-0,002764618;
2292,313;0,01162877;-0,003177645;
2294,176;0,01153301;-0,003271066;
2296,040;0,01157034;-0,003231405;
2297,904;0,01204382;-0,002755602;
2299,767;0,0127005;-0,002096603;
2301,631;0,01259221;-0,002202584;
2303,495;0,01228307;-0,002509422;
2305,358;0,01227871;-0,002511486;
2307,222;0,01224915;-0,00253876;
2309,086;0,01230924;-0,002476391;
2310,949;0,01257606;-0,002207298;
2312,813;0,01248084;-0,00230025;
2314,677;0,01219419;-0,002584641;
2316,540;0,01241883;-0,002357755;
2318,404;0,01283774;-0,001936606;
2320,268;0,01317147;-0,001600639;
2322,131;0,0139741;-0,0007957797;
2323,995;0,01415139;-0,0006162611;
2325,859;0,01326467;-0,001500772;
2327,722;0,01244019;-0,002323041;
2329,586;0,01245771;-0,002303325;
2331,450;0,01227551;-0,002483327;
2333,313;0,01211264;-0,002644015;
2335,177;0,01230889;-0,002445584;
2337,041;0,01254865;-0,002203649;
2338,904;0,01269387;-0,002056264;
2340,768;0,01247588;-0,002272093;
2342,632;0,01240225;-0,002343572;
2344,495;0,01227796;-0,002465717;
2346,359;0,01243734;-0,002304197;
2348,223;0,01279144;-0,001947971;
2350,087;0,01286648;-0,001870803;
2351,950;0,01268343;-0,002051736;
2353,814;0,01249844;-0,002234609;
2355,678;0,01224097;-0,002489978;
2357,541;0,01228297;-0,002445882;
2359,405;0,01273104;-0,001995717;
2361,269;0,01264999;-0,002074678;
2363,132;0,01211291;-0,002609683;
2364,996;0,01156362;-0,003156903;
2366,860;0,0118477;-0,002870761;
2368,723;0,01275368;-0,001962715;
2370,587;0,01322532;-0,001489024;
2372,451;0,01376255;-0,0009497517;
2374,314;0,01444191;-0,000268348;
2376,178;0,01515198;0,0004437545;
2378,042;0,01607096;0,001364754;
2379,905;0,01760663;0,002902445;
2381,769;0,01896885;0,004266678;
2383,633;0,01984288;0,005142715;
2385,496;0,02085761;0,006159452;
2387,360;0,02224691;0,007550742;
2389,224;0,02411539;0,009421212;
2391,087;0,02569047;0,01099828;
2392,951;0,02677521;0,012085;
2394,815;0,02700725;0,01231901;
2396,678;0,0262943;0,01160802;
2398,542;0,02456512;0,009880797;
2400,406;0,02228936;0,00760699;
2402,269;0,02034133;0,005660909;
2404,133;0,01912655;0,004448063;
2405,997;0,01870955;0,004032999;
2407,860;0,01793458;0,003259953;
2409,724;0,01720476;0,002532058;
2411,588;0,01707479;0,002404011;
2413,451;0,01738785;0,002718977;
2415,315;0,0174561;0,002789129;
2417,179;0,01719047;0,002525395;
2419,042;0,01713669;0,002473511;
2420,906;0,01703521;0,002373914;
2422,770;0,01724493;0,002585516;
2424,633;0,0174093;0,002751766;
2426,497;0,01695698;0,002301315;
2428,361;0,01644881;0,001795011;
2430,224;0,01579931;0,001147371;
2432,088;0,01502243;0,0003723399;
2433,952;0,01479995;0,0001517049;
2435,815;0,01457927;-6,71345E-5;
2437,679;0,01452341;-0,0001211623;
2439,543;0,01484021;0,0001974722;
2441,406;0,0146351;-5,811831E-6;
2443,270;0,01400553;-0,0006335657;
2445,134;0,01407052;-0,0005667587;
2446,997;0,01398342;-0,000652051;
2448,861;0,01384867;-0,0007850057;
2450,725;0,01413434;-0,0004975316;
2452,588;0,0140177;-0,0006123835;
2454,452;0,01379566;-0,0008326399;
2456,316;0,01392647;-0,000700052;
2458,179;0,0139932;-0,000631545;
2460,043;0,01378255;-0,0008404202;
2461,907;0,01367492;-0,0009462886;
2463,770;0,01367669;-0,0009427637;
2465,634;0,01349533;-0,001122369;
2467,498;0,01357631;-0,001039641;
2469,361;0,01377173;-0,0008424822;
2471,225;0,01384768;-0,0007647858;
2473,089;0,01387073;-0,0007400036;
2474,952;0,01393916;-0,000669851;
2476,816;0,01400435;-0,0006029334;
2478,680;0,01398546;-0,0006201101;
2480,543;0,01403135;-0,0005725046;
2482,407;0,01393439;-0,0006677614;
2484,271;0,01381963;-0,0007808197;
2486,134;0,01352342;-0,001075338;
2487,998;0,01318797;-0,001409088;
2489,862;0,01352067;-0,001074704;
2491,725;0,0134397;-0,001153993;
2493,589;0,01303332;-0,001558696;
2495,453;0,0129315;-0,001658849;
2497,316;0,01259633;-0,001992352;
2499,180;0,01202702;-0,002560001;
2501,044;0,01181016;-0,002775204;
2502,907;0,0119807;-0,002603016;
2504,771;0,01201539;-0,002566678;
2506,635;0,0122058;-0,002374623;
2508,498;0,01230216;-0,002276626;
2510,362;0,01205967;-0,002517483;
2512,226;0,01201649;-0,002559044;
2514,089;0,01208847;-0,002485433;
2515,953;0,01193699;-0,002635298;
2517,817;0,01193526;-0,002635413;
2519,680;0,0120259;-0,002543167;
2521,544;0,01186955;-0,002697914;
2523,408;0,01210791;-0,002457964;
2525,271;0,01195708;-0,002607198;
2527,135;0,01126344;-0,003299248;
2528,999;0,01123273;-0,003328377;
2530,862;0,01161349;-0,002946028;
2532,726;0,01194591;-0,002612036;
2534,590;0,01195168;-0,002604694;
2536,453;0,01198099;-0,002573826;
2538,317;0,01229454;-0,002258713;
2540,181;0,01242596;-0,002125739;
2542,044;0,01224392;-0,002306226;
2543,908;0,01197225;-0,002576348;
2545,772;0,01169649;-0,002850564;
2547,635;0,01187474;-0,002670773;
2549,499;0,01215415;-0,002389827;
2551,363;0,01243321;-0,002109237;
2553,226;0,01251151;-0,002029419;
2555,090;0,01233382;-0,002205583;
2556,954;0,01200177;-0,002536124;
2558,817;0,01205575;-0,002480626;
2560,681;0,0126048;-0,001930071;
2562,545;0,01295915;-0,001574222;
2564,408;0,01289917;-0,001632698;
2566,272;0,01267214;-0,001858239;
2568,136;0,01267626;-0,001852627;
2569,999;0,01286218;-0,001665221;
2571,863;0,01250263;-0,002023291;
2573,727;0,01243741;-0,002087031;
2575,590;0,01311908;-0,00140389;
2577,454;0,0130958;-0,001425701;
2579,318;0,01277125;-0,001748786;
2581,181;0,01286646;-0,001652119;
2583,045;0,01324585;-0,001271272;
2584,909;0,01313298;-0,001382689;
2586,772;0,01307546;-0,001438759;
2588,636;0,01328075;-0,001232032;
2590,500;0,01325033;-0,001261013;
2592,363;0,01317997;-0,001329939;
2594,227;0,01299618;-0,001512297;
2596,091;0,01301541;-0,00149164;
2597,954;0,01343374;-0,001071885;
2599,818;0,01370739;-0,0007968192;
2601,682;0,0136582;-0,0008445953;
2603,545;0,01357052;-0,0009308655;
2605,409;0,01344837;-0,001051609;
2607,273;0,01371965;-0,0007789227;
2609,136;0,01377926;-0,0007179183;
2611,000;0,0138849;-0,0006108794;
2612,864;0,01407029;-0,000424105;
2614,727;0,01426901;-0,0002239897;
2616,591;0,01436982;-0,0001218058;
2618,455;0,01418314;-0,0003071027;
2620,318;0,0142465;-0,0002423674;
2622,182;0,0143139;-0,000173594;
2624,046;0,01429598;-0,00019015;
2625,910;0,01459363;0,0001088663;
2627,773;0,01469154;0,0002081296;
2629,637;0,01440733;-7,472498E-5;
2631,501;0,0144547;-2,600595E-5;
2633,364;0,01476902;0,0002896627;
2635,228;0,01489155;0,0004135362;
2637,092;0,01499251;0,0005158417;
2638,955;0,01513357;0,0006582304;
2640,819;0,01507266;0,0005986541;
2642,683;0,01507034;0,0005976697;
2644,546;0,01502788;0,000556527;
2646,410;0,01512181;0,0006517785;
2648,274;0,01531391;0,0008451996;
2650,137;0,01540906;0,0009416655;
2652,001;0,0155427;0,001076613;
2653,865;0,0154947;0,001029916;
2655,728;0,015338;0,0008745235;
2657,592;0,01525616;0,0007939773;
2659,456;0,01524473;0,0007838497;
2661,319;0,01523282;0,0007732306;
2663,183;0,01525889;0,0008005846;
2665,047;0,01511331;0,0006562885;
2666,910;0,01506677;0,0006110346;
2668,774;0,01502414;0,0005696816;
2670,638;0,01510663;0,0006534409;
2672,501;0,0151514;0,0006994881;
2674,365;0,01505716;0,000606512;
2676,229;0,01507488;0,0006254968;
2678,092;0,01510643;0,0006583031;
2679,956;0,01532248;0,0008756088;
2681,820;0,01566619;0,001220569;
2683,683;0,01581688;0,001372513;
2685,547;0,01575156;0,001308433;
2687,411;0,01576235;0,001320474;
2689,274;0,01574993;0,001309288;
2691,138;0,01568858;0,001249169;
2693,002;0,01578652;0,001348347;
2694,865;0,01594661;0,001509663;
2696,729;0,01605607;0,00162035;
2698,593;0,0160533;0,001618805;
2700,456;0,01617335;0,001740074;
2702,320;0,01639245;0,001960388;
2704,184;0,01634539;0,001914542;
2706,047;0,01644061;0,002010962;
2707,911;0,0166562;0,002227761;
2709,775;0,01677265;0,002345416;
2711,638;0,01701288;0,002586837;
2713,502;0,01721686;0,002792016;
2715,366;0,01743297;0,003009314;
2717,229;0,01767056;0,003248101;
2719,093;0,01759855;0,003177274;
2720,957;0,01751605;0,00309595;
2722,820;0,01782099;0,003402073;
2724,684;0,01836894;0,003951202;
2726,548;0,0190469;0,004630331;
2728,411;0,01977249;0,005357093;
2730,275;0,02000394;0,005589709;
2732,139;0,02004845;0,005635378;
2734,002;0,01981559;0,005403679;
2735,866;0,01934945;0,004938693;
2737,730;0,01928357;0,004873971;
2739,593;0,01942048;0,005012031;
2741,457;0,01937088;0,004963577;
2743,321;0,01899464;0,004588486;
2745,184;0,01863365;0,004228634;
2747,048;0,01857013;0,004166252;
2748,912;0,01859613;0,004193382;
2750,775;0,01881233;0,004410715;
2752,639;0,01885695;0,004456468;
2754,503;0,0186087;0,004209341;
2756,366;0,01849497;0,004096729;
2758,230;0,01859984;0,004202721;
2760,094;0,01864143;0,00424543;
2761,957;0,01879307;0,004398184;
2763,821;0,0187703;0,004376522;
2765,685;0,01868661;0,004293938;
2767,548;0,01878015;0,004388584;
2769,412;0,01885684;0,004466381;
2771,276;0,01862025;0,004230882;
2773,139;0,01835066;0,003962396;
2775,003;0,01856575;0,004178574;
2776,867;0,019009;0,004622914;
2778,730;0,01922929;0,004844289;
2780,594;0,0189134;0,004529488;
2782,458;0,01888695;0,004504119;
2784,321;0,01878428;0,004402526;
2786,185;0,01821908;0,003838403;
2788,049;0,01758199;0,003202377;
2789,912;0,01768854;0,003309997;
2791,776;0,01833405;0,003956575;
2793,640;0,01833647;0,003960063;
2795,503;0,01790376;0,003528414;
2797,367;0,01762831;0,003254025;
2799,231;0,01773751;0,00336428;
2801,094;0,01797102;0,003598839;
2802,958;0,01782645;0,003455317;
2804,822;0,01759317;0,003223081;
2806,685;0,01732087;0,002951828;
2808,549;0,01678046;0,002412465;
2810,413;0,01676901;0,002402047;
2812,276;0,01698453;0,002618602;
2814,140;0,01711043;0,002745543;
2816,004;0,01711255;0,002748686;
2817,867;0,01703539;0,002672553;
2819,731;0,01682474;0,002462936;
2821,595;0,01671385;0,002353061;
2823,458;0,0167881;0,002428338;
2825,322;0,01675155;0,002392801;
2827,186;0,01658357;0,002225832;
2829,049;0,01672054;0,00236382;
2830,913;0,0167419;0,002386186;
2832,777;0,01650429;0,002149586;
2834,640;0,01639464;0,002040933;
2836,504;0,01638086;0,002028152;
2838,368;0,01626101;0,001909309;
2840,231;0,01650078;0,00215007;
2842,095;0,01686628;0,002516563;
2843,959;0,01656266;0,002213932;
2845,822;0,01621161;0,001863868;
2847,686;0,01633878;0,00199203;
2849,550;0,01654141;0,002195635;
2851,413;0,01662923;0,002284437;
2853,277;0,0165603;0,002216482;
2855,141;0,01629734;0,001954499;
2857,004;0,01617785;0,001835985;
2858,868;0,01624747;0,001906574;
2860,732;0,01651018;0,002170256;
2862,595;0,01673208;0,002393121;
2864,459;0,01672511;0,002387105;
2866,323;0,01671214;0,002375098;
2868,186;0,01682294;0,002486861;
2870,050;0,01671597;0,002380837;
2871,914;0,01644596;0,002111788;
2873,777;0,01663373;0,0023005;
2875,641;0,01677392;0,002441644;
2877,505;0,01648547;0,002154137;
2879,368;0,01639635;0,002065963;
2881,232;0,01664354;0,00231409;
2883,096;0,01663869;0,002310173;
2884,959;0,01669104;0,002363461;
2886,823;0,01669309;0,002366446;
2888,687;0,0166692;0,002343486;
2890,550;0,01670951;0,002384727;
2892,414;0,01666138;0,002337516;
2894,278;0,01654369;0,002220756;
2896,141;0,01672498;0,002402965;
2898,005;0,01689854;0,002577438;
2899,869;0,01689463;0,002574448;
2901,733;0,01668322;0,002363955;
2903,596;0,01650515;0,002186795;
2905,460;0,01654738;0,002229938;
2907,324;0,01652486;0,002208317;
2909,187;0,01659389;0,002278254;
2911,051;0,01665952;0,002344786;
2912,915;0,016644;0,002330163;
2914,778;0,01664085;0,002327919;
2916,642;0,01647995;0,00216791;
2918,506;0,01653661;0,002225462;
2920,369;0,01683369;0,002523438;
2922,233;0,01672815;0,002418787;
2924,097;0,0164639;0,002155415;
2925,960;0,01629899;0,001991391;
2927,824;0,01657599;0,00226928;
2929,688;0,01689975;0,002593918;
2931,551;0,01702874;0,002723783;
2933,415;0,01704169;0,002737603;
2935,279;0,01687742;0,002574211;
2937,142;0,01668248;0,002380139;
2939,006;0,0167817;0,002480224;
2940,870;0,01691264;0,002612038;
2942,733;0,01707855;0,002778808;
2944,597;0,01713736;0,002838483;
2946,461;0,01722445;0,002926426;
2948,324;0,01764038;0,003343219;
2950,188;0,01765539;0,003359087;
2952,052;0,01723344;0,002937987;
2953,915;0,01743141;0,003136807;
2955,779;0,01774063;0,003446878;
2957,643;0,0178128;0,00351989;
2959,506;0,01775354;0,00346148;
2961,370;0,01753611;0,003244894;
2963,234;0,01764754;0,00335716;
2965,097;0,01773758;0,003448038;
2966,961;0,01785077;0,003562066;
2968,825;0,01807256;0,003784689;
2970,688;0,01807264;0,003785602;
2972,552;0,01788632;0,00360011;
2974,416;0,01791541;0,003630025;
2976,279;0,01810186;0,0038173;
2978,143;0,01811042;0,003826686;
2980,007;0,01800423;0,003721323;
2981,870;0,01817581;0,003893718;
2983,734;0,01836671;0,004085433;
2985,598;0,01846115;0,004180695;
2987,461;0,01850211;0,004222463;
2989,325;0,01862951;0,004350674;
2991,189;0,01882943;0,00455141;
2993,052;0,01874584;0,004468627;
2994,916;0,01892751;0,004651098;
2996,780;0,01935989;0,005084279;
2998,643;0,01923208;0,00495727;
3000,507;0,01889844;0,00462443;
3002,371;0,01876146;0,004488245;
3004,234;0,0189132;0,004640785;
3006,098;0,01902534;0,004753716;
3007,962;0,01897561;0,004704775;
3009,825;0,01922944;0,004959399;
3011,689;0,01960422;0,005334971;
3013,553;0,01924046;0,004971995;
3015,416;0,0189272;0,004659515;
3017,280;0,01918529;0,004918384;
3019,144;0,01926797;0,005001852;
3021,007;0,01950006;0,00523472;
3022,871;0,01953576;0,005271189;
3024,735;0,01934497;0,005081176;
3026,598;0,0195972;0,00533418;
3028,462;0,0198847;0,00562245;
3030,326;0,01982156;0,005560073;
3032,189;0,01981507;0,005554354;
3034,053;0,02027706;0,006017106;
3035,917;0,02042154;0,006162347;
3037,780;0,02033527;0,006076836;
3039,644;0,02000592;0,005748245;
3041,508;0,02010744;0,005850524;
3043,371;0,02036893;0,006112774;
3045,235;0,0202754;0,006019999;
3047,099;0,02009324;0,00583859;
3048,962;0,02028395;0,006030048;
3050,826;0,02038563;0,006132473;
3052,690;0,02056133;0,006308922;
3054,553;0,0207892;0,006537537;
3056,417;0,02093885;0,006687922;
3058,281;0,02090686;0,006656679;
3060,144;0,02031651;0,006067069;
3062,008;0,02056652;0,006317813;
3063,872;0,02119055;0,006942577;
3065,735;0,02111112;0,006863879;
3067,599;0,02104145;0,006794939;
3069,463;0,02112039;0,006874613;
3071,326;0,02101947;0,006774425;
3073,190;0,02140581;0,007161491;
3075,054;0,02192755;0,007683954;
3076,917;0,02187718;0,007634301;
3078,781;0,02184175;0,007599593;
3080,645;0,02178185;0,007540411;
3082,508;0,02182442;0,007583703;
3084,372;0,02203403;0,007794027;
3086,236;0,02210582;0,007866529;
3088,099;0,0222837;0,008045129;
3089,963;0,02279452;0,008556657;
3091,827;0,02263016;0,008393001;
3093,690;0,02236914;0,008132695;
3095,554;0,02242446;0,008188715;
3097,418;0,02263613;0,008401097;
3099,281;0,02286513;0,00863079;
3101,145;0,02273887;0,008505237;
3103,009;0,02281554;0,008582606;
3104,872;0,02306712;0,008834878;
3106,736;0,0229336;0,008702051;
3108,600;0,02307473;0,008843881;
3110,463;0,02326097;0,009030814;
3112,327;0,02335037;0,009120903;
3114,191;0,02354911;0,009320334;
3116,054;0,0233732;0,00914511;
3117,918;0,02336648;0,009139074;
3119,782;0,02360476;0,009378042;
3121,645;0,02374746;0,009521419;
3123,509;0,02394405;0,009718691;
3125,373;0,02396713;0,009742453;
3127,236;0,0239628;0,009738794;
3129,100;0,02399396;0,009770635;
3130,964;0,02386111;0,009638453;
3132,827;0,02381558;0,009593597;
3134,691;0,02412311;0,009901801;
3136,555;0,02430933;0,01008869;
3138,418;0,02459679;0,01037682;
3140,282;0,02482934;0,01061004;
3142,146;0,0249936;0,01077496;
3144,009;0,02497301;0,01075503;
3145,873;0,02517874;0,01096143;
3147,737;0,02568442;0,01146776;
3149,600;0,02580839;0,01159239;
3151,464;0,02561246;0,01139712;
3153,328;0,02552445;0,01130976;
3155,191;0,02561281;0,01139878;
3157,055;0,02589157;0,01167819;
3158,919;0,02569971;0,01148698;
3160,782;0,02555635;0,01134426;
3162,646;0,02580611;0,01159467;
3164,510;0,02611322;0,01190243;
3166,373;0,02627473;0,01206458;
3168,237;0,02648619;0,01227669;
3170,101;0,02640253;0,01219367;
3171,964;0,02643505;0,01222683;
3173,828;0,02654564;0,01233806;
3175,692;0,02630521;0,01209826;
3177,556;0,02653896;0,01233265;
3179,419;0,0269283;0,01272263;
3181,283;0,0271167;0,01291166;
3183,147;0,02718809;0,01298368;
3185,010;0,02692862;0,01272484;
3186,874;0,02703396;0,01283081;
3188,738;0,02728269;0,01308017;
3190,601;0,02725055;0,01304865;
3192,465;0,02732793;0,01312665;
3194,329;0,02763833;0,01343768;
3196,192;0,02790061;0,01370057;
3198,056;0,02803033;0,01383092;
3199,920;0,02787273;0,01367394;
3201,783;0,0281496;0,01395142;
3203,647;0,02832133;0,01412377;
3205,511;0,02822775;0,0140308;
3207,374;0,02815114;0,0139548;
3209,238;0,02821388;0,01401815;
3211,102;0,02845691;0,01426179;
3212,965;0,02860797;0,01441346;
3214,829;0,02876784;0,01457394;
3216,693;0,02904731;0,01485401;
3218,556;0,02896666;0,01477397;
3220,420;0,02852449;0,0143324;
3222,284;0,0286869;0,0144954;
3224,147;0,02879763;0,01460674;
3226,011;0,02882204;0,01463175;
3227,875;0,02921064;0,01502094;
3229,738;0,02917619;0,01498709;
3231,602;0,02921833;0,01502982;
3233,466;0,02961008;0,01542216;
3235,329;0,02990002;0,01571269;
3237,193;0,02993771;0,01575098;
3239,057;0,02971553;0,01552938;
3240,920;0,02973484;0,01554928;
3242,784;0,03003987;0,01585489;
3244,648;0,03054527;0,01636088;
3246,511;0,0306701;0,01648629;
3248,375;0,02985625;0,01567302;
3250,239;0,02925666;0,01507402;
3252,102;0,02967475;0,01549268;
3253,966;0,03001953;0,01583805;
3255,830;0,02989007;0,01570917;
3257,693;0,03003239;0,01585206;
3259,557;0,03075603;0,01657627;
3261,421;0,03090222;0,01672303;
3263,284;0,03036695;0,01618833;
3265,148;0,02986335;0,0156853;
3267,012;0,03024252;0,01606504;
3268,875;0,03052609;0,01634918;
3270,739;0,03038453;0,01620819;
3272,603;0,03086901;0,01669323;
3274,466;0,03109122;0,01691601;
3276,330;0,03075126;0,01657661;
3278,194;0,03059977;0,01642568;
3280,057;0,03094764;0,0167741;
3281,921;0,0310696;0,01689662;
3283,785;0,03058769;0,01641527;
3285,648;0,03027091;0,01609904;
3287,512;0,03075079;0,01657948;
3289,376;0,03071386;0,0165431;
3291,239;0,0305865;0,0164163;
3293,103;0,03127066;0,017101;
3294,967;0,03185094;0,01768184;
3296,830;0,03187512;0,01770657;
3298,694;0,03166756;0,01749956;
3300,558;0,03145672;0,01728926;
3302,421;0,03099774;0,01683083;
3304,285;0,03125899;0,01709261;
3306,149;0,03166451;0,01749868;
3308,012;0,03144973;0,01728444;
3309,876;0,03186064;0,01769589;
3311,740;0,03235651;0,0181923;
3313,603;0,03197549;0,01781182;
3315,467;0,03149622;0,01733308;
3317,331;0,03167745;0,01751485;
3319,194;0,03189502;0,01773295;
3321,058;0,03177102;0,01760948;
3322,922;0,03182134;0,01766034;
3324,785;0,03199788;0,01783741;
3326,649;0,03181749;0,01765754;
3328,513;0,0319251;0,01776569;
3330,376;0,03234243;0,01818354;
3332,240;0,03250034;0,01834197;
3334,104;0,03278439;0,01862655;
3335,967;0,03291355;0,01875623;
3337,831;0,03260049;0,0184437;
3339,695;0,0327488;0,01859252;
3341,558;0,03302905;0,0188733;
3343,422;0,03294288;0,01878765;
3345,286;0,03305364;0,01889892;
3347,149;0,03328637;0,01913217;
3349,013;0,03301932;0,01886563;
3350,877;0,03284073;0,01868756;
3352,740;0,03285967;0,018707;
3354,604;0,03320926;0,01905711;
3356,468;0,03350171;0,01935007;
3358,331;0,03325998;0,01910885;
3360,195;0,03288092;0,01873029;
3362,059;0,03287782;0,01872771;
3363,922;0,03341934;0,01926973;
3365,786;0,03350793;0,01935883;
3367,650;0,03348305;0,01933445;
3369,513;0,03390471;0,01975661;
3371,377;0,03376508;0,01961748;
3373,241;0,03335602;0,01920892;
3375,104;0,03307647;0,01892987;
3376,968;0,03370987;0,01956377;
3378,832;0,03418548;0,02003988;
3380,695;0,03411718;0,01997208;
3382,559;0,03352687;0,01938226;
3384,423;0,03354768;0,01940356;
3386,286;0,0342865;0,02014288;
3388,150;0,03414945;0,02000632;
3390,014;0,03380779;0,01966515;
3391,877;0,03376985;0,01962769;
3393,741;0,03360932;0,01946765;
3395,605;0,03361136;0,01947018;
3397,468;0,03377365;0,01963296;
3399,332;0,03409057;0,01995036;
3401,196;0,03373461;0,01959489;
3403,059;0,03368081;0,01954157;
3404,923;0,03397504;0,01983628;
3406,787;0,03346119;0,01932292;
3408,650;0,03331619;0,0191784;
3410,514;0,03304749;0,01891017;
3412,378;0,03288498;0,01874814;
3414,241;0,03325123;0,01911487;
3416,105;0,03290601;0,01877013;
3417,969;0,03240747;0,01827205;
3419,832;0,03243103;0,01829609;
3421,696;0,03254378;0,01840932;
3423,560;0,03231692;0,01818292;
3425,423;0,0320943;0,01796078;
3427,287;0,03175125;0,01761819;
3429,151;0,0319738;0,01784121;
3431,014;0,03187703;0,01774491;
3432,878;0,03168365;0,017552;
3434,742;0,03204501;0,01791382;
3436,605;0,0321269;0,01799618;
3438,469;0,03162543;0,01749516;
