;Apr27_TPC_08-02-0_LMW_salt;Apr27_TPC_08-02-0_LMW_salt (baseline corrected);
1138,702;0,1299509;0,1104393;
1140,565;0,1295756;0,1100928;
1142,429;0,1291749;0,1097206;
1144,293;0,1286174;0,1091914;
1146,156;0,1281475;0,1087497;
1148,020;0,1277975;0,1084277;
1149,884;0,1272803;0,1079383;
1151,747;0,1264491;0,1071348;
1153,611;0,1255038;0,1062169;
1155,475;0,1246292;0,1053696;
1157,338;0,123766;0,1045335;
1159,202;0,1228796;0,103674;
1161,066;0,1218262;0,1026473;
1162,929;0,1204729;0,1013206;
1164,793;0,118854;0,09972815;
1166,657;0,1171127;0,09801306;
1168,520;0,1153209;0,09624734;
1170,384;0,1135102;0,09446255;
1172,248;0,1119576;0,09293568;
1174,111;0,1103985;0,09140216;
1175,975;0,108687;0,08971612;
1177,839;0,1070472;0,0881015;
1179,702;0,1055962;0,08667569;
1181,566;0,1043018;0,08540621;
1183,430;0,1030072;0,08413633;
1185,293;0,1016783;0,08283209;
1187,157;0,1005271;0,08170538;
1189,021;0,09942799;0,08063059;
1190,884;0,09841253;0,07963929;
1192,748;0,09751829;0,07876907;
1194,612;0,09669634;0,077971;
1196,475;0,09570337;0,07700175;
1198,339;0,09478328;0,07610523;
1200,203;0,09398312;0,07532849;
1202,066;0,09319507;0,07456372;
1203,930;0,09240499;0,07379678;
1205,794;0,09153956;0,07295434;
1207,657;0,09050768;0,07194532;
1209,521;0,08940934;0,07086969;
1211,385;0,08837484;0,06985776;
1213,248;0,0875049;0,06901026;
1215,112;0,08689663;0,06842428;
1216,976;0,08644672;0,06799653;
1218,839;0,08616514;0,06773698;
1220,703;0,08588398;0,06747772;
1222,567;0,08556523;0,06718072;
1224,430;0,08561911;0,06725622;
1226,294;0,085823;0,06748161;
1228,158;0,08606885;0,06774883;
1230,021;0,08641253;0,06811374;
1231,885;0,08693107;0,06865338;
1233,749;0,0876592;0,06940249;
1235,612;0,08853339;0,07029754;
1237,476;0,08952529;0,07131016;
1239,340;0,09047874;0,07228422;
1241,203;0,09153614;0,07336209;
1243,067;0,09282219;0,0746685;
1244,931;0,09420969;0,07607623;
1246,795;0,09573873;0,07762539;
1248,658;0,0973099;0,07921655;
1250,522;0,09881617;0,0807427;
1252,386;0,1003334;0,08227964;
1254,249;0,1021501;0,08411604;
1256,113;0,104182;0,08616744;
1257,977;0,1062547;0,08825955;
1259,840;0,1084332;0,09045739;
1261,704;0,1106322;0,09267557;
1263,568;0,1127334;0,09479582;
1265,431;0,1152368;0,09731814;
1267,295;0,1178977;0,09999792;
1269,159;0,120452;0,1025709;
1271,022;0,1232238;0,1053614;
1272,886;0,126163;0,108319;
1274,750;0,1288202;0,1109947;
1276,613;0,1316292;0,113822;
1278,477;0,1347071;0,1169181;
1280,341;0,1379269;0,1201559;
1282,204;0,1411512;0,1233982;
1284,068;0,1445204;0,1267853;
1285,932;0,1480897;0,1303724;
1287,795;0,1520513;0,1343517;
1289,659;0,1558633;0,1381812;
1291,523;0,1594408;0,1417761;
1293,386;0,1632362;0,1455889;
1295,250;0,1674824;0,1498524;
1297,114;0,1717467;0,1541338;
1298,977;0,1758149;0,1582191;
1300,841;0,1800982;0,1625195;
1302,705;0,184499;0,1669371;
1304,568;0,1889115;0,1713664;
1306,432;0,1937428;0,1762144;
1308,296;0,1986777;0,1811659;
1310,159;0,2035705;0,1860752;
1312,023;0,2087808;0,1913019;
1313,887;0,2143888;0,1969262;
1315,750;0,2199204;0,202474;
1317,614;0,2260605;0,2086301;
1319,478;0,2327841;0,2153698;
1321,341;0,2391904;0,221792;
1323,205;0,2453962;0,2280137;
1325,069;0,2521809;0,2348141;
1326,932;0,2590963;0,2417452;
1328,796;0,2659813;0,2486458;
1330,660;0,2729116;0,2555917;
1332,523;0,280062;0,2627575;
1334,387;0,286389;0,2690998;
1336,251;0,2922938;0,2750199;
1338,114;0,3001586;0,2828998;
1339,978;0,3109315;0,2936877;
1341,842;0,3199034;0,3026746;
1343,705;0,3265529;0,309339;
1345,569;0,3342763;0,3170773;
1347,433;0,3424608;0,3252765;
1349,296;0,351038;0,3338684;
1351,160;0,3593218;0,3421667;
1353,024;0,3669979;0,3498573;
1354,887;0,3754326;0,3583064;
1356,751;0,3838958;0,366784;
1358,615;0,3910636;0,3739661;
1360,478;0,3984538;0,3813704;
1362,342;0,4093938;0,3923245;
1364,206;0,4217337;0,4046785;
1366,069;0,4281731;0,4111318;
1367,933;0,4342111;0,4171837;
1369,797;0,4405457;0,4235321;
1371,660;0,4410653;0,4240654;
1373,524;0,4358552;0,418869;
1375,388;0,4251923;0,4082197;
1377,251;0,4047046;0,3877455;
1379,115;0,3793456;0,3623999;
1380,979;0,3547096;0,3377772;
1382,842;0,3315073;0,3145883;
1384,706;0,3095814;0,2926756;
1386,570;0,2883558;0,2714631;
1388,433;0,2709431;0,2540635;
1390,297;0,2572409;0,2403743;
1392,161;0,2442352;0,2273815;
1394,024;0,2315808;0,21474;
1395,888;0,2215442;0,2047162;
1397,752;0,2132824;0,1964672;
1399,615;0,205316;0,1885134;
1401,479;0,1984113;0,1816213;
1403,343;0,1906895;0,173912;
1405,206;0,1830657;0,1663007;
1407,070;0,1762182;0,1594656;
1408,934;0,1692596;0,1525193;
1410,797;0,1621688;0,1454408;
1412,661;0,1553845;0,1386687;
1414,525;0,1484594;0,1317557;
1416,388;0,1412964;0,1246048;
1418,252;0,1331053;0,1164257;
1420,116;0,1263214;0,1096538;
1421,979;0,1202178;0,103562;
1423,843;0,1130072;0,09636329;
1425,707;0,1065968;0,08996457;
1427,570;0,1016692;0,08504866;
1429,434;0,100732;0,08412309;
1431,298;0,1035444;0,0869471;
1433,161;0,1009475;0,08436171;
1435,025;0,09155023;0,07497592;
1436,889;0,08051556;0,06395264;
1438,752;0,07356895;0,05701738;
1440,616;0,06718098;0,05064069;
1442,480;0,06020582;0,04367674;
1444,343;0,05326072;0,03674281;
1446,207;0,04618584;0,02967904;
1448,071;0,0389291;0,02243335;
1449,934;0,03313255;0,01664779;
1451,798;0,02859283;0,01211901;
1453,662;0,02531876;0,008855813;
1455,525;0,02277781;0,006325692;
1457,389;0,02121271;0,004771352;
1459,253;0,02107492;0,004644286;
1461,116;0,02041088;0,003990901;
1462,980;0,01958113;0,00317176;
1464,844;0,01928095;0,00288213;
1466,707;0,01922205;0,002833727;
1468,571;0,01874977;0,002371895;
1470,435;0,01801917;0,001651681;
1472,298;0,01773173;0,001374584;
1474,162;0,0179339;0,001587035;
1476,026;0,01769112;0,001354492;
1477,889;0,01740361;0,001077167;
1479,753;0,0169349;0,0006185897;
1481,617;0,01675389;0,0004476605;
1483,480;0,01665629;0,000360097;
1485,344;0,01622044;-6,577833E-5;
1487,208;0,01582567;-0,0004506197;
1489,071;0,01561933;-0,0006470714;
1490,935;0,01575473;-0,0005018408;
1492,799;0,0154867;-0,0007600859;
1494,662;0,01485503;-0,001382022;
1496,526;0,01454878;-0,001678588;
1498,390;0,01458612;-0,001631611;
1500,253;0,01442621;-0,001781931;
1502,117;0,01393475;-0,002263852;
1503,981;0,01305167;-0,00313744;
1505,844;0,01209524;-0,004084415;
1507,708;0,01234324;-0,00382702;
1509,572;0,01225933;-0,00390157;
1511,435;0,01171969;-0,004431901;
1513,299;0,01125476;-0,004887574;
1515,163;0,0107174;-0,005415715;
1517,026;0,01049926;-0,005624683;
1518,890;0,01006907;-0,006045745;
1520,754;0,009272091;-0,006833642;
1522,618;0,0091793;-0,006917395;
1524,481;0,008868654;-0,007219047;
1526,345;0,008696878;-0,007381873;
1528,209;0,008759502;-0,007310342;
1530,072;0,008473596;-0,007587385;
1531,936;0,007929531;-0,008122629;
1533,800;0,007804503;-0,008238881;
1535,663;0,007883995;-0,008150654;
1537,527;0,007293444;-0,008732512;
1539,391;0,006849911;-0,009167395;
1541,254;0,00701337;-0,008995327;
1543,118;0,006810595;-0,009189536;
1544,982;0,006629625;-0,00936198;
1546,845;0,006721239;-0,009261881;
1548,709;0,006593577;-0,0093811;
1550,573;0,006569946;-0,009396327;
1552,436;0,006484826;-0,009473083;
1554,300;0,00646023;-0,009489357;
1556,164;0,006021888;-0,009919416;
1558,027;0,005198091;-0,01073497;
1559,891;0,006153716;-0,009771139;
1561,755;0,006369016;-0,009547674;
1563,618;0,006012553;-0,009896011;
1565,482;0,00612334;-0,009777136;
1567,346;0,00604815;-0,009844278;
1569,209;0,00607643;-0,009807987;
1571,073;0,006565942;-0,009310502;
1572,937;0,006295776;-0,009572733;
1574,800;0,005597085;-0,01026353;
1576,664;0,006013928;-0,009838822;
1578,528;0,006624746;-0,009220181;
1580,391;0,006457093;-0,009380047;
1582,255;0,006441536;-0,009387855;
1584,119;0,006447894;-0,009373783;
1585,982;0,006440767;-0,009373233;
1587,846;0,006565968;-0,009240391;
1589,710;0,00679088;-0,009007873;
1591,573;0,006999301;-0,008791883;
1593,437;0,0070543;-0,008729349;
1595,301;0,007120722;-0,008655428;
1597,164;0,007326133;-0,008442552;
1599,028;0,007615071;-0,008146184;
1600,892;0,007873091;-0,00788077;
1602,755;0,008097107;-0,007649393;
1604,619;0,008314832;-0,007424341;
1606,483;0,008736059;-0,006995821;
1608,346;0,009168468;-0,006556154;
1610,210;0,009526635;-0,006190762;
1612,074;0,009899582;-0,005810623;
1613,937;0,01007259;-0,005630459;
1615,801;0,01040473;-0,005291191;
1617,665;0,01159431;-0,004094519;
1619,528;0,01169986;-0,003981912;
1621,392;0,01119796;-0,004476781;
1623,256;0,01133506;-0,004332682;
1625,119;0,01155635;-0,004104428;
1626,983;0,0112501;-0,004403747;
1628,847;0,01121628;-0,004430672;
1630,710;0,01115699;-0,00448309;
1632,574;0,01071259;-0,004920653;
1634,438;0,01015274;-0,0054737;
1636,301;0,01070494;-0,004914718;
1638,165;0,01106878;-0,004544137;
1640,029;0,01085471;-0,004751494;
1641,892;0,01058777;-0,005011751;
1643,756;0,01005279;-0,005540079;
1645,620;0,009684888;-0,005901357;
1647,483;0,01000433;-0,00557532;
1649,347;0,00984547;-0,005727618;
1651,211;0,008446764;-0,007119791;
1653,074;0,007703788;-0,007856263;
1654,938;0,009310867;-0,006242709;
1656,802;0,00959053;-0,005956601;
1658,665;0,009497571;-0,006043143;
1660,529;0,009362974;-0,006171352;
1662,393;0,009482932;-0,006045034;
1664,256;0,009820525;-0,005701111;
1666,120;0,009510617;-0,006004716;
1667,984;0,009078743;-0,006430316;
1669,847;0,009361554;-0,006141258;
1671,711;0,009452246;-0,006044347;
1673,575;0,009023124;-0,006467278;
1675,438;0,009105062;-0,006379176;
1677,302;0,009187334;-0,006290768;
1679,166;0,00884954;-0,006622453;
1681,029;0,008774462;-0,006691449;
1682,893;0,008179959;-0,007279897;
1684,757;0,008338203;-0,007115625;
1686,620;0,008528963;-0,006918864;
1688,484;0,008199525;-0,007242326;
1690,348;0,008195414;-0,007240489;
1692,211;0,008006729;-0,007423251;
1694,075;0,007501245;-0,007922839;
1695,939;0,007273678;-0,008144535;
1697,802;0,007057866;-0,008354501;
1699,666;0,006617936;-0,008788612;
1701,530;0,007120614;-0,00828014;
1703,393;0,007005872;-0,008389114;
1705,257;0,006839589;-0,008549653;
1707,121;0,007081919;-0,008301605;
1708,984;0,007089353;-0,008288478;
1710,848;0,006878194;-0,008493968;
1712,712;0,006700156;-0,008666362;
1714,575;0,006563853;-0,008797045;
1716,439;0,006328542;-0,009026761;
1718,303;0,006721232;-0,008628501;
1720,166;0,006929608;-0,008414578;
1722,030;0,006723226;-0,008615438;
1723,894;0,006916378;-0,008416787;
1725,757;0,007124766;-0,008202924;
1727,621;0,007128026;-0,008194211;
1729,485;0,007048309;-0,008268501;
1731,348;0,006937421;-0,008373984;
1733,212;0,006974491;-0,008331533;
1735,076;0,00722497;-0,008075695;
1736,939;0,006948367;-0,008346962;
1738,803;0,006827483;-0,008462534;
1740,667;0,007126168;-0,00815856;
1742,530;0,007131363;-0,008148097;
1744,394;0,007247316;-0,008026899;
1746,258;0,007434447;-0,007834545;
1748,121;0,007733984;-0,007529809;
1749,985;0,008236833;-0,007021781;
1751,849;0,009028767;-0,006224692;
1753,712;0,009697079;-0,005551245;
1755,576;0,01112351;-0,004119702;
1757,440;0,01469869;-0,000539428;
1759,303;0,01955373;0,00432068;
1761,167;0,02720748;0,01197947;
1763,031;0,03080843;0,01558545;
1764,894;0,02141734;0,006199372;
1766,758;0,01149537;-0,003717615;
1768,622;0,007541178;-0,007666848;
1770,485;0,006499848;-0,008703235;
1772,349;0,006456347;-0,008741815;
1774,213;0,0066895;-0,008503762;
1776,076;0,006752753;-0,008435628;
1777,940;0,006899471;-0,00828405;
1779,804;0,007041236;-0,008137446;
1781,667;0,007118388;-0,008055475;
1783,531;0,007062631;-0,008106432;
1785,395;0,006940398;-0,008223886;
1787,258;0,00694046;-0,008219065;
1789,122;0,006967268;-0,008187518;
1790,986;0,006909915;-0,008240151;
1792,849;0,006920708;-0,008224658;
1794,713;0,007158366;-0,007982319;
1796,577;0,007358542;-0,007777483;
1798,441;0,00726675;-0,007864633;
1800,304;0,007066256;-0,008060504;
1802,168;0,007118371;-0,008003786;
1804,032;0,007160609;-0,007956962;
1805,895;0,007081179;-0,008031827;
1807,759;0,006935046;-0,008173413;
1809,623;0,00676926;-0,008334671;
1811,486;0,006747689;-0,008351733;
1813,350;0,006861267;-0,008233663;
1815,214;0,006787482;-0,008302976;
1817,077;0,006871594;-0,00821441;
1818,941;0,007051311;-0,008030256;
1820,805;0,007056645;-0,008020505;
1822,668;0,007017305;-0,008055445;
1824,532;0,007065887;-0,008002481;
1826,396;0,007235541;-0,007828463;
1828,259;0,00723552;-0,007824138;
1830,123;0,007059472;-0,007995858;
1831,987;0,007134967;-0,007916052;
1833,850;0,007049385;-0,00799734;
1835,714;0,006998872;-0,008043577;
1837,578;0,007424169;-0,007614021;
1839,441;0,007425484;-0,007608465;
1841,305;0,006915895;-0,00811383;
1843,169;0,006844997;-0,00818052;
1845,032;0,006976212;-0,008045116;
1846,896;0,006996727;-0,008020426;
1848,760;0,007171755;-0,007841243;
1850,623;0,007313955;-0,007694903;
1852,487;0,007341166;-0,007663568;
1854,351;0,007047942;-0,007952686;
1856,214;0,006846216;-0,008150322;
1858,078;0,007070263;-0,0079222;
1859,942;0,007365269;-0,007623137;
1861,805;0,007747591;-0,007236774;
1863,669;0,007771062;-0,007209278;
1865,533;0,007149727;-0,007826604;
1867,396;0,006565324;-0,008407014;
1869,260;0,006804116;-0,008164245;
1871,124;0,007222078;-0,007742322;
1872,987;0,006945134;-0,00801532;
1874,851;0,007075109;-0,007881415;
1876,715;0,007109997;-0,007842614;
1878,578;0,007283203;-0,007665509;
1880,442;0,007622246;-0,007322582;
1882,306;0,007299814;-0,007641146;
1884,169;0,007111926;-0,007825181;
1886,033;0,007124749;-0,007808521;
1887,897;0,00701114;-0,007918308;
1889,760;0,007424046;-0,007501595;
1891,624;0,007489366;-0,007432482;
1893,488;0,007017113;-0,007900958;
1895,351;0,007013288;-0,007901021;
1897,215;0,007328186;-0,007582375;
1899,079;0,007213601;-0,007693227;
1900,942;0,007144364;-0,007758746;
1902,806;0,007138381;-0,007761025;
1904,670;0,007011672;-0,007884045;
1906,533;0,00664367;-0,008248372;
1908,397;0,006380062;-0,008508319;
1910,261;0,005951455;-0,00893328;
1912,124;0,006512946;-0,008368156;
1913,988;0,007002485;-0,007875;
1915,852;0,006852379;-0,008021502;
1917,715;0,006890355;-0,007979936;
1919,579;0,006839125;-0,00802759;
1921,443;0,006638594;-0,008224559;
1923,306;0,006278158;-0,008581446;
1925,170;0,006329987;-0,008526083;
1927,034;0,006358231;-0,008494318;
1928,897;0,006182256;-0,008666786;
1930,761;0,006108316;-0,008737232;
1932,625;0,00522147;-0,009620597;
1934,488;0,005004695;-0,009833905;
1936,352;0,005732727;-0,00910242;
1938,216;0,005523498;-0,009308209;
1940,079;0,004328422;-0,01049986;
1941,943;0,00393505;-0,01088981;
1943,807;0,0049415;-0,009879965;
1945,670;0,004687171;-0,01013091;
1947,534;0,004245139;-0,01056956;
1949,398;0,004877069;-0,00993427;
1951,261;0,004216362;-0,01059163;
1953,125;0,003137908;-0,01166675;
1954,989;0,003659434;-0,0111419;
1956,852;0,004169229;-0,01062879;
1958,716;0,003812755;-0,01098197;
1960,580;0,004885209;-0,009906225;
1962,443;0,005291284;-0,009496877;
1964,307;0,00480763;-0,00997727;
1966,171;0,004469328;-0,01031232;
1968,034;0,002773109;-0,01200531;
1969,898;0,0008294113;-0,01394578;
1971,762;0,0007621589;-0,01400982;
1973,625;0,0003982756;-0,0143705;
1975,489;0,001870412;-0,01289518;
1977,353;0,004509247;-0,01025317;
1979,216;0,004747999;-0,01001125;
1981,080;0,003955111;-0,01080099;
1982,944;0,002533575;-0,01221938;
1984,807;0,003213408;-0,01153642;
1986,671;0,005485755;-0,009260959;
1988,535;0,004422374;-0,01032123;
1990,398;0,002307308;-0,01243321;
1992,262;0,002025146;-0,01271229;
1994,126;0,002762105;-0,01197226;
1995,989;0,004168374;-0,01056293;
1997,853;0,005240535;-0,009487722;
1999,717;0,00395867;-0,01076655;
2001,580;0,002820256;-0,01190194;
2003,444;0,002998825;-0,01172036;
2005,308;0,00279218;-0,011924;
2007,171;0,002678906;-0,01203428;
2009,035;0,002821503;-0,01188871;
2010,899;0,002160963;-0,01254628;
2012,762;0,00194506;-0,01275922;
2014,626;0,001839301;-0,01286203;
2016,490;0,001848151;-0,01285025;
2018,353;0,0022684;-0,01242707;
2020,217;0,001919808;-0,01277275;
2022,081;0,002068911;-0,01262074;
2023,944;0,001539183;-0,01314758;
2025,808;0,002065312;-0,01261857;
2027,672;0,001896239;-0,01278477;
2029,535;0,001636946;-0,0130412;
2031,399;0,002571326;-0,01210397;
2033,263;0,003377585;-0,01129487;
2035,126;0,004547786;-0,01012184;
2036,990;0,004576456;-0,01009035;
2038,854;0,003756146;-0,01090785;
2040,717;0,003412826;-0,01124837;
2042,581;0,002860187;-0,01179822;
2044,445;0,004103796;-0,01055183;
2046,308;0,004655325;-0,009997534;
2048,172;0,00529385;-0,00935625;
2050,036;0,007064734;-0,007582617;
2051,899;0,007342763;-0,007301849;
2053,763;0,007083405;-0,007558479;
2055,627;0,007279337;-0,007359828;
2057,490;0,007594649;-0,007041807;
2059,354;0,007523023;-0,007110733;
2061,218;0,00754316;-0,007087907;
2063,081;0,00767986;-0,006948528;
2064,945;0,007642888;-0,00698283;
2066,809;0,007737492;-0,006885564;
2068,672;0,008080103;-0,006540303;
2070,536;0,008587551;-0,006030214;
