;Jun02_TPC_1-0-0_LMW_salt;Jun02_TPC_1-0-0_LMW_salt (baseline corrected);
2068,672;0,006914357;-0,006220557;
2070,536;0,007031586;-0,006097837;
2072,400;0,006666413;-0,006457533;
2074,264;0,006489461;-0,006629022;
2076,127;0,006576466;-0,00653657;
2077,991;0,006569114;-0,00653849;
2079,855;0,006493157;-0,006609029;
2081,718;0,006550236;-0,006546546;
2083,582;0,00678415;-0,006307243;
2085,446;0,006943892;-0,006142126;
2087,309;0,00687019;-0,006210468;
2089,173;0,007101283;-0,005974029;
2091,037;0,006712687;-0,006357294;
2092,900;0,006017637;-0,007047026;
2094,764;0,006212217;-0,006847143;
2096,628;0,006304652;-0,006749419;
2098,491;0,006475159;-0,006573637;
2100,355;0,006741177;-0,006302358;
2102,219;0,006810613;-0,006227675;
2104,082;0,006724087;-0,006308967;
2105,946;0,00627986;-0,006747975;
2107,810;0,006145071;-0,00687756;
2109,673;0,006100514;-0,006916925;
2111,537;0,006337548;-0,006674713;
2113,401;0,006434625;-0,006572472;
2115,264;0,006283704;-0,006718242;
2117,128;0,006126532;-0,006870277;
2118,992;0,005988543;-0,007003143;
2120,855;0,005733601;-0,007252975;
2122,719;0,005505404;-0,007476077;
2124,583;0,005598527;-0,00737787;
2126,446;0,00580023;-0,007171098;
2128,310;0,005064182;-0,007902089;
2130,174;0,004001786;-0,008959442;
2132,037;0,004074713;-0,008881485;
2133,901;0,004137674;-0,008813508;
2135,765;0,003631175;-0,009315004;
2137,628;0,003880267;-0,009060921;
2139,492;0,003690038;-0,009246173;
2141,356;0,002994282;-0,009936965;
2143,219;0,003122015;-0,00980428;
2145,083;0,003307107;-0,00961425;
2146,947;0,002428433;-0,010488;
2148,810;0,002005865;-0,01090565;
2150,674;0,001882351;-0,01102427;
2152,538;0,001705513;-0,01119622;
2154,401;0,0007403493;-0,01215651;
2156,265;-0,0009123585;-0,01380435;
2158,129;-0,001469781;-0,01435693;
2159,992;-0,0003561508;-0,01323846;
2161,856;0,000635254;-0,01224223;
2163,720;0,001328131;-0,01154454;
2165,583;0,001975836;-0,01089204;
2167,447;0,002071996;-0,01079109;
2169,311;0,001234143;-0,01162417;
2171,174;0,001420014;-0,01143353;
2173,038;0,001521488;-0,01132731;
2174,902;0,001433733;-0,01141032;
2176,765;0,001935618;-0,01090371;
2178,629;0,002242118;-0,0105925;
2180,493;0,002055118;-0,0107748;
2182,356;0,002872892;-0,009952335;
2184,220;0,00297864;-0,00984191;
2186,084;0,002626451;-0,01018943;
2187,947;0,002920399;-0,009890831;
2189,811;0,003382402;-0,009424186;
2191,675;0,002930692;-0,009871266;
2193,538;0,002579392;-0,01021795;
2195,402;0,002526254;-0,01026648;
2197,266;0,00318512;-0,009603018;
2199,129;0,003430969;-0,009352586;
2200,993;0,003556351;-0,009222633;
2202,857;0,003968424;-0,008806;
2204,720;0,003761703;-0,009008172;
2206,584;0,003299193;-0,009466145;
2208,448;0,003681272;-0,009079541;
2210,311;0,004052484;-0,008703816;
2212,175;0,004357732;-0,008394065;
2214,039;0,004129951;-0,008617355;
2215,902;0,004638343;-0,008104483;
2217,766;0,005060161;-0,007678196;
2219,630;0,004581504;-0,008152396;
2221,493;0,00425193;-0,008477524;
2223,357;0,004187244;-0,008537775;
2225,221;0,003895807;-0,008824789;
2227,084;0,00455147;-0,008164713;
2228,948;0,005190488;-0,007521293;
2230,812;0,005354211;-0,007353179;
2232,675;0,005220413;-0,007482598;
2234,539;0,005525195;-0,007173447;
2236,403;0,005903969;-0,006790316;
2238,266;0,005668738;-0,0070212;
2240,130;0,005616278;-0,007069324;
2241,994;0,006303517;-0,006377759;
2243,857;0,006575518;-0,006101445;
2245,721;0,00615776;-0,006514899;
2247,585;0,00596318;-0,006705186;
2249,448;0,006232134;-0,00643195;
2251,312;0,006706574;-0,005953238;
2253,176;0,006732008;-0,005923543;
2255,039;0,006638201;-0,006013099;
2256,903;0,006675412;-0,005971649;
2258,767;0,006400362;-0,006242469;
2260,630;0,006408275;-0,006230337;
2262,494;0,006823678;-0,005810725;
2264,358;0,006968961;-0,005661244;
2266,221;0,007213552;-0,005412465;
2268,085;0,007736882;-0,004884958;
2269,949;0,007928722;-0,00468895;
2271,812;0,007982388;-0,004631127;
2273,676;0,008069984;-0,004539385;
2275,540;0,008094591;-0,004510641;
2277,403;0,008525384;-0,004075721;
2279,267;0,008804764;-0,003792225;
2281,131;0,008689304;-0,003903579;
2282,994;0,008675975;-0,003912812;
2284,858;0,009081078;-0,003503622;
2286,722;0,00939531;-0,003185314;
2288,585;0,009381852;-0,003194706;
2290,449;0,009382136;-0,003190366;
2292,313;0,009439104;-0,003129351;
2294,176;0,009456384;-0,003108035;
2296,040;0,00953383;-0,003026562;
2297,904;0,009437846;-0,003118529;
2299,767;0,009450575;-0,003101793;
2301,631;0,009539825;-0,003008546;
2303,495;0,009588663;-0,00295572;
2305,358;0,009432179;-0,003108226;
2307,222;0,009310984;-0,003225452;
2309,086;0,009439026;-0,003093452;
2310,949;0,009521995;-0,003006533;
2312,813;0,009656584;-0,002868004;
2314,677;0,009949496;-0,002571162;
2316,540;0,01011293;-0,002403804;
2318,404;0,01012395;-0,002388877;
2320,268;0,01021538;-0,002293546;
2322,131;0,01046488;-0,00204015;
2323,995;0,01057906;-0,001922091;
2325,859;0,01030984;-0,002187438;
2327,722;0,009726746;-0,002766664;
2329,586;0,009315308;-0,003174247;
2331,450;0,00944552;-0,003040189;
2333,313;0,009735016;-0,002746856;
2335,177;0,009656678;-0,002821366;
2337,041;0,009516686;-0,00295754;
2338,904;0,009503525;-0,002966892;
2340,768;0,009532879;-0,002933738;
2342,632;0,009587384;-0,002875442;
2344,495;0,009624554;-0,00283449;
2346,359;0,009691668;-0,002763603;
2348,223;0,009798825;-0,002652681;
2350,087;0,009848484;-0,002599267;
2351,950;0,009655059;-0,002788946;
2353,814;0,009495846;-0,002944422;
2355,678;0,009638257;-0,002798282;
2357,541;0,009630288;-0,002802531;
2359,405;0,009443578;-0,00298553;
2361,269;0,009334983;-0,003090424;
2363,132;0,009401581;-0,003020132;
2364,996;0,009611239;-0,00280679;
2366,860;0,009780315;-0,002634038;
2368,723;0,01002653;-0,002384153;
2370,587;0,01034801;-0,002059012;
2372,451;0,01069156;-0,001711819;
2374,314;0,01114814;-0,001251596;
2376,178;0,01177057;-0,0006255286;
2378,042;0,01238369;-8,789053E-6;
2379,905;0,01291193;0,0005230677;
2381,769;0,01378418;0,001398923;
2383,633;0,01501251;0,002630857;
2385,496;0,01601535;0,003637286;
2387,360;0,01717371;0,004799228;
2389,224;0,01837414;0,006003234;
2391,087;0,01918455;0,006817203;
2392,951;0,01994817;0,007584377;
2394,815;0,02052409;0,008163846;
2396,678;0,01988092;0,007524223;
2398,542;0,01845926;0,006106097;
2400,406;0,01699323;0,004643588;
2402,269;0,01564877;0,003302644;
2404,133;0,01468796;0,00234534;
2405,997;0,01402643;0,001687307;
2407,860;0,01347555;0,001139922;
2409,724;0,01321832;0,0008861748;
2411,588;0,01313591;0,0008072418;
2413,451;0,01303091;0,0007057091;
2415,315;0,01300882;0,0006870747;
2417,179;0,01316026;0,0008419683;
2419,042;0,01302234;0,0007074879;
2420,906;0,01271654;0,0004051261;
2422,770;0,01265381;0,0003458209;
2424,633;0,01247007;0,0001654984;
2426,497;0,01223075;-7,040959E-5;
2428,361;0,01240896;0,0001112077;
2430,224;0,01216431;-0,0001300551;
2432,088;0,01155999;-0,0007309818;
2433,952;0,01134991;-0,0009376829;
2435,815;0,01135835;-0,0009258737;
2437,679;0,01112776;-0,001153091;
2439,543;0,01078991;-0,001487585;
2441,406;0,01080048;-0,001473671;
2443,270;0,01088139;-0,001389417;
2445,134;0,01052178;-0,001745696;
2446,997;0,01043514;-0,001829004;
2448,861;0,01065117;-0,001609662;
2450,725;0,01062036;-0,001637158;
2452,588;0,01063673;-0,001617485;
2454,452;0,01062296;-0,001627962;
2456,316;0,01043506;-0,001812566;
2458,179;0,01035347;-0,001890875;
2460,043;0,01035455;-0,001886527;
2461,907;0,01051796;-0,001719847;
2463,770;0,01047899;-0,001755563;
2465,634;0,01055711;-0,00167419;
2467,498;0,01046858;-0,001759476;
2469,361;0,01022548;-0,001999338;
2471,225;0,01056486;-0,001656733;
2473,089;0,01076873;-0,001449641;
2474,952;0,01060777;-0,001607385;
2476,816;0,01072602;-0,001485922;
2478,680;0,01070236;-0,001506383;
2480,543;0,01037841;-0,001827138;
2482,407;0,01031531;-0,001887057;
2484,271;0,01024282;-0,001956362;
2486,134;0,0102087;-0,001987318;
2487,998;0,01017877;-0,002014082;
2489,862;0,0103324;-0,00185729;
2491,725;0,01032646;-0,001860081;
2493,589;0,01029507;-0,001888327;
2495,453;0,01017069;-0,002009571;
2497,316;0,009805735;-0,002371399;
2499,180;0,009318559;-0,002855452;
2501,044;0,009298569;-0,002872328;
2502,907;0,009335613;-0,002832176;
2504,771;0,009092687;-0,003072;
2506,635;0,008987576;-0,003174017;
2508,498;0,008957564;-0,003200941;
2510,362;0,008966958;-0,003188467;
2512,226;0,009168757;-0,002983594;
2514,089;0,009132999;-0,003016284;
2515,953;0,008890295;-0,003255929;
2517,817;0,008652252;-0,003490918;
2519,680;0,008661091;-0,003479033;
2521,544;0,009144981;-0,002992103;
2523,408;0,009590596;-0,002543455;
2525,271;0,009624097;-0,002506927;
2527,135;0,009245376;-0,002882629;
2528,999;0,00905861;-0,003066382;
2530,862;0,009169342;-0,002952644;
2532,726;0,009285596;-0,00283339;
2534,590;0,009303858;-0,002812135;
2536,453;0,00919005;-0,002922957;
2538,317;0,009084368;-0,003025659;
2540,181;0,008922221;-0,003184832;
2542,044;0,008885432;-0,003218654;
2543,908;0,009196878;-0,002904248;
2545,772;0,009397338;-0,002700834;
2547,635;0,009205718;-0,002889507;
2549,499;0,009198244;-0,00289404;
2551,363;0,009422346;-0,002667004;
2553,226;0,009258057;-0,002828365;
2555,090;0,0089377;-0,0031458;
2556,954;0,009020768;-0,003059817;
2558,817;0,009270135;-0,002807541;
2560,681;0,009317004;-0,002757769;
2562,545;0,009359246;-0,002712631;
2564,408;0,009508199;-0,002560788;
2566,272;0,00939586;-0,002670244;
2568,136;0,009363952;-0,002699274;
2569,999;0,009584573;-0,002475782;
2571,863;0,009668143;-0,002389348;
2573,727;0,009619509;-0,002435123;
2575,590;0,009853021;-0,002198759;
2577,454;0,009940038;-0,002108896;
2579,318;0,00981621;-0,002229884;
2581,181;0,009700099;-0,002343161;
2583,045;0,009775252;-0,00226518;
2584,909;0,009855583;-0,002182027;
2586,772;0,009828539;-0,002206256;
2588,636;0,009716563;-0,002315422;
2590,500;0,0098327;-0,002196482;
2592,363;0,01009408;-0,001932308;
2594,227;0,0101631;-0,001860493;
2596,091;0,01037224;-0,001648563;
2597,954;0,01050195;-0,001516081;
2599,818;0,01055339;-0,001461869;
2601,682;0,01034264;-0,001669851;
2603,545;0,01016156;-0,001848167;
2605,409;0,0103134;-0,001693576;
2607,273;0,01039304;-0,001611177;
2609,136;0,01014314;-0,001858336;
2611,000;0,01020108;-0,001797658;
2612,864;0,01041028;-0,001585728;
2614,727;0,01054898;-0,001444306;
2616,591;0,01058127;-0,001409295;
2618,455;0,01068994;-0,00129791;
2620,318;0,01081092;-0,001174222;
2622,182;0,01082505;-0,001157389;
2624,046;0,01084722;-0,001132517;
2625,910;0,01094948;-0,001027567;
2627,773;0,01106482;-0,0009095419;
2629,637;0,01117251;-0,0007991669;
2631,501;0,01103262;-0,000936388;
2633,364;0,01107999;-0,0008863475;
2635,228;0,01122914;-0,0007345304;
2637,092;0,01119069;-0,0007703266;
2638,955;0,01135794;-0,0006004231;
2640,819;0,0116328;-0,0003229198;
2642,683;0,01153413;-0,0004189479;
2644,546;0,01140143;-0,0005490141;
2646,410;0,01146051;-0,0004872999;
2648,274;0,01148218;-0,0004630124;
2650,137;0,01157788;-0,0003646891;
2652,001;0,01163237;-0,0003075914;
2653,865;0,01161139;-0,000325966;
2655,728;0,01161991;-0,0003148427;
2657,592;0,01165013;-0,0002820198;
2659,456;0,01150455;-0,0004250172;
2661,319;0,0114178;-0,0005091778;
2663,183;0,01148821;-0,0004361857;
2665,047;0,01138538;-0,0005364475;
2666,910;0,01122138;-0,0006978753;
2668,774;0,0111645;-0,0007521927;
2670,638;0,01113385;-0,0007802825;
2672,501;0,01107981;-0,0008317685;
2674,365;0,01116441;-0,0007446253;
2676,229;0,01125588;-0,0006506098;
2678,092;0,01142259;-0,0004813598;
2679,956;0,01162109;-0,000280327;
2681,820;0,01181109;-8,780808E-5;
2683,683;0,01189847;2,097884E-6;
2685,547;0,01193996;4,61037E-5;
2687,411;0,01190277;1,141991E-5;
2689,274;0,01183493;-5,391441E-5;
2691,138;0,01186949;-1,685439E-5;
2693,002;0,0119109;2,705239E-5;
2694,865;0,01192814;4,678905E-5;
2696,729;0,01183478;-4,408563E-5;
2698,593;0,01189388;1,748879E-5;
2700,456;0,01209834;0,0002244234;
2702,320;0,01225544;0,0003839913;
2704,184;0,01220258;0,0003335956;
2706,047;0,01222411;0,0003575834;
2707,911;0,01241321;0,000549144;
2709,775;0,01264369;0,000782073;
2711,638;0,01285327;0,0009940949;
2713,502;0,01306593;0,001209193;
2715,366;0,01310017;0,001245869;
2717,229;0,01307908;0,001227209;
2719,093;0,01316479;0,001315337;
2720,957;0,01329707;0,001450038;
2722,820;0,0134463;0,001601686;
2724,684;0,01374571;0,001903499;
2726,548;0,01424561;0,002405808;
2728,411;0,0149491;0,003111698;
2730,275;0,01524723;0,003412217;
2732,139;0,01513261;0,003299987;
2734,002;0,01495548;0,003125244;
2735,866;0,01485467;0,003026816;
2737,730;0,01472475;0,002899273;
2739,593;0,01468068;0,002857566;
2741,457;0,01455204;0,002731294;
2743,321;0,01427992;0,002461537;
2745,184;0,01387743;0,002061404;
2747,048;0,01359567;0,001781988;
2748,912;0,01369705;0,001885722;
2750,775;0,01389754;0,002088553;
2752,639;0,01399802;0,002191365;
2754,503;0,01386228;0,002057962;
2756,366;0,01387809;0,002076091;
2758,230;0,01405142;0,002251749;
2760,094;0,01393824;0,002140884;
2761,957;0,01385297;0,002057927;
2763,821;0,01386964;0,002076907;
2765,685;0,01392658;0,002136148;
2767,548;0,01393933;0,002151197;
2769,412;0,01380496;0,002019122;
2771,276;0,01378779;0,002004243;
2773,139;0,01379003;0,002008764;
2775,003;0,01385047;0,002071482;
2776,867;0,01408178;0,002305075;
2778,730;0,01416449;0,002390054;
2780,594;0,01412002;0,002347853;
2782,458;0,01399554;0,002225629;
2784,321;0,01382882;0,002061167;
2786,185;0,01353721;0,00177181;
2788,049;0,01324368;0,001480531;
2789,912;0,01335694;0,001596036;
2791,776;0,01362078;0,001862119;
2793,640;0,01353939;0,00178296;
2795,503;0,01329695;0,001542746;
2797,367;0,013125;0,001373023;
2799,231;0,01312857;0,001378818;
2801,094;0,01328457;0,001537032;
2802,958;0,01304573;0,001300414;
2804,822;0,01286672;0,001123606;
2806,685;0,01286356;0,001122652;
2808,549;0,01273193;0,0009932229;
2810,413;0,01263002;0,0008935028;
2812,276;0,01267439;0,0009400644;
2814,140;0,01273375;0,001001611;
2816,004;0,01266897;0,0009390148;
2817,867;0,01251067;0,00078289;
2819,731;0,01254152;0,0008159176;
2821,595;0,01253182;0,0008083902;
2823,458;0,01252932;0,000808047;
2825,322;0,01252419;0,0008050859;
2827,186;0,01242852;0,0007115691;
2829,049;0,01236336;0,0006485622;
2830,913;0,01235214;0,0006394865;
2832,777;0,01232958;0,0006190678;
2834,640;0,01226929;0,0005609195;
2836,504;0,01223057;0,0005243324;
2838,368;0,01227708;0,0005729786;
2840,231;0,01252957;0,0008275991;
2842,095;0,01258713;0,0008872787;
2843,959;0,01244851;0,0007507807;
2845,822;0,01226363;0,000568011;
2847,686;0,01219346;0,0004999501;
2849,550;0,01229035;0,0005989463;
2851,413;0,01231932;0,0006300178;
2853,277;0,01227488;0,0005876724;
2855,141;0,01239035;0,0007052355;
2857,004;0,01232732;0,0006442974;
2858,868;0,01228498;0,0006040453;
2860,732;0,01231737;0,0006385202;
2862,595;0,012497;0,0008202278;
2864,459;0,01267448;0,0009997767;
2866,323;0,01252905;0,0008564154;
2868,186;0,01234676;0,0006761947;
2870,050;0,01241698;0,0007484741;
2871,914;0,01237901;0,0007125628;
2873,777;0,01230882;0,0006444221;
2875,641;0,01239777;0,000735422;
2877,505;0,01240376;0,0007434572;
2879,368;0,01253571;0,0008774459;
2881,232;0,01249596;0,0008397339;
2883,096;0,01245257;0,0007983833;
2884,959;0,01253283;0,0008806674;
2886,823;0,01245209;0,0008019578;
2888,687;0,01233587;0,0006877534;
2890,550;0,012396;0,0007499069;
2892,414;0,01248369;0,0008396044;
2894,278;0,01252418;0,0008821034;
2896,141;0,01249107;0,0008510007;
2898,005;0,01248961;0,0008515416;
2899,869;0,01241707;0,0007810059;
2901,733;0,01234884;0,0007147709;
2903,596;0,01249445;0,000862364;
2905,460;0,01256398;0,0009338874;
2907,324;0,01248334;0,000855223;
2909,187;0,01228341;0,0006572798;
2911,051;0,01223744;0,0006132804;
2912,915;0,01237967;0,0007574846;
2914,778;0,01244181;0,0008215873;
2916,642;0,01249264;0,0008743884;
2918,506;0,01255943;0,0009431332;
2920,369;0,01257349;0,0009591507;
2922,233;0,01247222;0,0008598362;
2924,097;0,01251108;0,0009006425;
2925,960;0,0125158;0,0009073118;
2927,824;0,01237545;0,0007689042;
2929,688;0,0124583;0,0008536914;
2931,551;0,01262414;0,001021466;
2933,415;0,01268818;0,001087433;
2935,279;0,01277392;0,001175104;
2937,142;0,01279684;0,001199944;
2939,006;0,01281694;0,001221965;
2940,870;0,01294763;0,001354566;
2942,733;0,01293225;0,001341102;
2944,597;0,01292733;0,001338091;
2946,461;0,01315912;0,00157178;
2948,324;0,01310816;0,001522729;
2950,188;0,01307188;0,001488345;
2952,052;0,01319749;0,001615842;
2953,915;0,01314419;0,001564437;
2955,779;0,01314022;0,001562353;
2957,643;0,01323475;0,001658764;
2959,506;0,0133908;0,001816696;
2961,370;0,01353017;0,001957947;
2963,234;0,01340771;0,001837355;
2965,097;0,01330397;0,001735483;
2966,961;0,01337256;0,001805936;
2968,825;0,01355739;0,001992632;
2970,688;0,01371582;0,002152921;
2972,552;0,01371283;0,002151786;
2974,416;0,01363576;0,002076567;
2976,279;0,01370583;0,002148486;
2978,143;0,01380093;0,002245436;
2980,007;0,01398255;0,002428896;
2981,870;0,01418762;0,002635796;
2983,734;0,01405568;0,002505693;
2985,598;0,01397671;0,002428554;
2987,461;0,01399202;0,002445698;
2989,325;0,01386039;0,002315892;
2991,189;0,01389177;0,002349091;
2993,052;0,01409065;0,002549785;
2994,916;0,01421519;0,002676135;
2996,780;0,01414948;0,002612238;
2998,643;0,01411337;0,00257794;
3000,507;0,01418701;0,002653379;
3002,371;0,01439337;0,002861538;
3004,234;0,01448944;0,002959405;
3006,098;0,01457946;0,003051226;
3007,962;0,01446001;0,002933567;
3009,825;0,01447049;0,002945825;
3011,689;0,01455081;0,00302793;
3013,553;0,01471681;0,003195713;
3015,416;0,01484466;0,003325339;
3017,280;0,01477143;0,003253882;
3019,144;0,01478725;0,003271479;
3021,007;0,01483158;0,003317571;
3022,871;0,01489381;0,003381562;
3024,735;0,01500685;0,00349637;
3026,598;0,01484194;0,003333219;
3028,462;0,01479351;0,003286537;
3030,326;0,01500855;0,003503334;
3032,189;0,01509304;0,003589573;
3034,053;0,01517858;0,003676852;
3035,917;0,01526251;0,003762524;
3037,780;0,0150828;0,003584555;
3039,644;0,01500285;0,003506335;
3041,508;0,01529956;0,003804779;
3043,371;0,01562647;0,004133422;
3045,235;0,01560045;0,004109127;
3047,099;0,01563207;0,004142471;
3048,962;0,01572888;0,004240994;
3050,826;0,01572201;0,004235844;
3052,690;0,01584557;0,004361112;
3054,553;0,01592328;0,004440528;
3056,417;0,015885;0,004403957;
3058,281;0,01598697;0,004507631;
3060,144;0,01599823;0,00452059;
3062,008;0,01589103;0,004415088;
3063,872;0,01609658;0,004622333;
3065,735;0,01619038;0,004717828;
3067,599;0,01602632;0,004555453;
3069,463;0,016026;0,004556815;
3071,326;0,01608957;0,004622073;
3073,190;0,01627117;0,004805351;
3075,054;0,0165464;0,00508225;
3076,917;0,01681509;0,005352616;
3078,781;0,01687014;0,005409341;
3080,645;0,0168135;0,005354365;
3082,508;0,01695267;0,005495196;
3084,372;0,01691475;0,005458936;
3086,236;0,01685495;0,005400796;
3088,099;0,01693131;0,005478811;
3089,963;0,01699706;0,005546216;
3091,827;0,01701989;0,00557069;
3093,690;0,01719737;0,005749817;
3095,554;0,01729607;0,005850163;
3097,418;0,01737185;0,005927574;
3099,281;0,01753917;0,006096537;
3101,145;0,01752738;0,006086377;
3103,009;0,01747759;0,006038217;
3104,872;0,01769119;0,006253443;
3106,736;0,01766393;0,006227812;
3108,600;0,0177359;0,006301407;
3110,463;0,01794764;0,00651476;
3112,327;0,01799419;0,006562927;
3114,191;0,01791451;0,006484861;
3116,054;0,01801891;0,006590874;
3117,918;0,01825822;0,00683179;
3119,782;0,01835935;0,006934525;
3121,645;0,01833817;0,006914947;
3123,509;0,0183968;0,006975179;
3125,373;0,01828181;0,006861783;
3127,236;0,01826527;0,006846839;
3129,100;0,01834407;0,006927231;
3130,964;0,01834011;0,006924849;
3132,827;0,01847207;0,007058395;
3134,691;0,01862281;0,007210724;
3136,555;0,01845038;0,007039865;
3138,418;0,01857991;0,007170979;
3140,282;0,01881656;0,0074092;
3142,146;0,01881268;0,007406894;
3144,009;0,01883812;0,007433902;
3145,873;0,01903475;0,00763209;
3147,737;0,01931745;0,007916356;
3149,600;0,01965609;0,008256559;
3151,464;0,01965877;0,008260795;
3153,328;0,01965544;0,00825902;
3155,191;0,0196176;0,008222729;
3157,055;0,0192926;0,007899277;
3158,919;0,01942225;0,008030469;
3160,782;0,01976307;0,008372832;
3162,646;0,01978329;0,008394595;
3164,510;0,01982619;0,008439032;
3166,373;0,0199768;0,008591173;
3168,237;0,02011767;0,008733575;
3170,101;0,02004575;0,008663185;
3171,964;0,01999696;0,008615924;
3173,828;0,02016073;0,00878122;
3175,692;0,02032154;0,008943547;
3177,556;0,02038008;0,00900361;
3179,419;0,02043993;0,009064979;
3181,283;0,02050543;0,009131986;
3183,147;0,02056989;0,009197963;
3185,010;0,02064574;0,009275313;
3186,874;0,02069196;0,009323045;
3188,738;0,02080218;0,009434764;
3190,601;0,02081269;0,009446779;
3192,465;0,02055593;0,009191512;
3194,329;0,02073232;0,009369398;
3196,192;0,02114183;0,009780395;
3198,056;0,02138116;0,01002122;
3199,920;0,02142727;0,01006881;
3201,783;0,02137144;0,01001447;
3203,647;0,0212236;0,009868109;
3205,511;0,02139062;0,01003662;
3207,374;0,02152903;0,0101765;
3209,238;0,0215404;0,01018934;
3211,102;0,02167598;0,01032639;
3212,965;0,02192346;0,01057535;
3214,829;0,02201666;0,01067001;
3216,693;0,0219708;0,01062561;
3218,556;0,02172082;0,0103771;
3220,420;0,02189428;0,01055201;
3222,284;0,02247299;0,01113218;
3224,147;0,02266431;0,01132495;
3226,011;0,02257278;0,01123487;
3227,875;0,02263506;0,01129861;
3229,738;0,02279916;0,01146415;
3231,602;0,0229708;0,01163723;
3233,466;0,02304749;0,01171536;
3235,329;0,02286968;0,01153899;
3237,193;0,02253085;0,01120159;
3239,057;0,02262493;0,01129711;
3240,920;0,02279759;0,0114712;
3242,784;0,02292241;0,01159745;
3244,648;0,02293298;0,01160945;
3246,511;0,02313183;0,01180973;
3248,375;0,02330181;0,01198113;
3250,239;0,02324369;0,01192442;
3252,102;0,02301011;0,01169227;
3253,966;0,0229524;0,01163597;
3255,830;0,02295657;0,01164154;
3257,693;0,02301313;0,01169951;
3259,557;0,02309056;0,01177836;
3261,421;0,02295914;0,01164834;
3263,284;0,02290532;0,01159592;
3265,148;0,02306063;0,01175263;
3267,012;0,0232263;0,0119197;
3268,875;0,02323818;0,01193297;
3270,739;0,02316367;0,01185985;
3272,603;0,02313808;0,01183565;
3274,466;0,02327937;0,01197833;
3276,330;0,02344631;0,01214665;
3278,194;0,02334286;0,01204459;
3280,057;0,02324342;0,01194653;
3281,921;0,02341021;0,01211469;
3283,785;0,02356974;0,0122756;
3285,648;0,023628;0,01233524;
3287,512;0,02373805;0,01244666;
3289,376;0,02375678;0,01246676;
3291,239;0,02376812;0,01247947;
3293,103;0,02380178;0,01251449;
3294,967;0,02390268;0,01261676;
3296,830;0,02392222;0,01263765;
3298,694;0,02402553;0,01274232;
3300,558;0,02409609;0,01281424;
3302,421;0,02421895;0,01293844;
3304,285;0,02450336;0,01322421;
3306,149;0,02471455;0,01343674;
3308,012;0,02432583;0,01304937;
3309,876;0,0241644;0,01288929;
3311,740;0,02427569;0,01300192;
3313,603;0,02441449;0,01314206;
3315,467;0,02467519;0,01340409;
3317,331;0,02480765;0,01353789;
3319,194;0,02482394;0,01355551;
3321,058;0,0248878;0,0136207;
3322,922;0,02509029;0,01382452;
3324,785;0,02527763;0,01401319;
3326,649;0,02547126;0,01420813;
3328,513;0,02529075;0,01402894;
3330,376;0,02486102;0,01360054;
3332,240;0,02499618;0,01373701;
3334,104;0,02561184;0,01435399;
3335,967;0,0258098;0,01455326;
3337,831;0,02572317;0,01446794;
3339,695;0,02585766;0,01460374;
3341,558;0,02599097;0,01473835;
3343,422;0,02607054;0,01481923;
3345,286;0,02591895;0,01466894;
3347,149;0,02593361;0,0146849;
3349,013;0,0261498;0,01490239;
3350,877;0,02624248;0,01499636;
3352,740;0,02627931;0,01503448;
3354,604;0,02635318;0,01510965;
3356,468;0,02633313;0,01509089;
3358,331;0,02629533;0,01505437;
3360,195;0,02648995;0,01525027;
3362,059;0,02676877;0,01553038;
3363,922;0,02694461;0,0157075;
3365,786;0,02671565;0,01547982;
3367,650;0,02653942;0,01530486;
3369,513;0,02679529;0,015562;
3371,377;0,02687829;0,01564627;
3373,241;0,02675877;0,01552802;
3375,104;0,02703356;0,01580408;
3376,968;0,02718333;0,01595512;
3378,832;0,02707417;0,01584722;
3380,695;0,02726068;0,01603499;
3382,559;0,02737788;0,01615345;
3384,423;0,02737106;0,01614789;
3386,286;0,02737571;0,01615379;
3388,150;0,02740282;0,01618216;
3390,014;0,02754857;0,01632915;
3391,877;0,02769517;0,016477;
3393,741;0,02757493;0,01635801;
3395,605;0,02753044;0,01631476;
3397,468;0,02729519;0,01608076;
3399,332;0,02749323;0,01628004;
3401,196;0,02751913;0,01630717;
3403,059;0,02717433;0,01596361;
3404,923;0,02677154;0,01556205;
3406,787;0,02686584;0,01565759;
3408,650;0,02691475;0,01570773;
3410,514;0,02679993;0,01559413;
3412,378;0,02663225;0,01542768;
3414,241;0,0265114;0,01530806;
3416,105;0,0262728;0,01507068;
3417,969;0,02602878;0,01482788;
3419,832;0,02581693;0,01461725;
3421,696;0,02595716;0,01475869;
3423,560;0,02580113;0,01460387;
3425,423;0,02544608;0,01425004;
3427,287;0,02521376;0,01401893;
3429,151;0,02521385;0,01402023;
3431,014;0,02526736;0,01407494;
3432,878;0,02531317;0,01412196;
3434,742;0,02502806;0,01383805;
3436,605;0,02469934;0,01351053;
3438,469;0,02464608;0,01345847;
3440,333;0,02431187;0,01312546;
3442,196;0,02392127;0,01273605;
3444,060;0,02412143;0,0129374;
3445,924;0,02423524;0,01305241;
3447,787;0,02379461;0,01261296;
3449,651;0,02328301;0,01210255;
3451,515;0,02317322;0,01199395;
3453,379;0,02316189;0,01198379;
3455,242;0,02328426;0,01210734;
3457,106;0,02323117;0,01205544;
3458,970;0,02324305;0,0120685;
3460,833;0,02294008;0,0117667;
3462,697;0,02223952;0,01106732;
3464,561;0,02223305;0,01106202;
