;Jun02_TPC_1-0-0_LMW_salt;Jun02_TPC_1-0-0_LMW_salt (baseline corrected);
1069,746;0,08880794;0,0673119;
1071,610;0,09123552;0,06977914;
1073,473;0,09379554;0,07237862;
1075,337;0,09640432;0,07502665;
1077,201;0,09898127;0,07764265;
1079,064;0,1016662;0,08036643;
1080,928;0,1042661;0,08300497;
1082,792;0,1064327;0,08520998;
1084,655;0,1079167;0,08673228;
1086,519;0,1089736;0,08782717;
1088,383;0,1096307;0,0885222;
1090,246;0,1100659;0,08899506;
1092,110;0,1105518;0,0895184;
1093,974;0,1110868;0,09009064;
1095,837;0,1116011;0,09064209;
1097,701;0,1120199;0,0910978;
1099,565;0,1122618;0,09137636;
1101,428;0,11238;0,0915311;
1103,292;0,1124011;0,09158857;
1105,156;0,1124317;0,09165533;
1107,019;0,112499;0,09175861;
1108,883;0,1126263;0,09192163;
1110,747;0,1127641;0,09209507;
1112,610;0,1128837;0,09225008;
1114,474;0,1129289;0,09233062;
1116,338;0,1130662;0,09250298;
1118,201;0,1133084;0,09278009;
1120,065;0,1136194;0,09312579;
1121,929;0,1138735;0,09341445;
1123,792;0,1140133;0,09358864;
1125,656;0,1139904;0,09360001;
1127,520;0,1138064;0,09344999;
1129,383;0,1133976;0,09307505;
1131,247;0,1128002;0,09251139;
1133,111;0,1121129;0,09185769;
1134,974;0,1114273;0,09120546;
1136,838;0,1108022;0,09061357;
1138,702;0,1104389;0,09028324;
1140,565;0,1102619;0,09013914;
1142,429;0,110278;0,09018798;
1144,293;0,1105139;0,09045646;
1146,156;0,1110069;0,09098184;
1148,020;0,1113316;0,09133888;
1149,884;0,1114191;0,09145843;
1151,747;0,1111295;0,09120076;
1153,611;0,1102642;0,09036721;
1155,475;0,1089353;0,08907001;
1157,338;0,107469;0,08763518;
1159,202;0,106016;0,08621352;
1161,066;0,1046834;0,0849121;
1162,929;0,1032733;0,08353303;
1164,793;0,1018484;0,08213895;
1166,657;0,1004927;0,080814;
1168,520;0,09908818;0,07944008;
1170,384;0,09762225;0,07800459;
1172,248;0,09623468;0,07664732;
1174,111;0,09491686;0,07535964;
1175,975;0,09372555;0,07419833;
1177,839;0,09274744;0,07325009;
1179,702;0,09189414;0,07242651;
1181,566;0,0909802;0,07154215;
1183,430;0,09015508;0,07074647;
1185,293;0,08936059;0,06998129;
1187,157;0,08855305;0,06920291;
1189,021;0,08778633;0,06846522;
1190,884;0,08716153;0,06786931;
1192,748;0,08651546;0,067252;
1194,612;0,08580234;0,0665675;
1196,475;0,08506519;0,06585884;
1198,339;0,08433215;0,06515416;
1200,203;0,08354851;0,06439874;
1202,066;0,0826626;0,06354092;
1203,930;0,08159401;0,06250029;
1205,794;0,08032226;0,06125638;
1207,657;0,07891166;0,05987348;
1209,521;0,07740813;0,05839753;
1211,385;0,07583947;0,05685632;
1213,248;0,07448438;0,05552855;
1215,112;0,07335092;0,05442228;
1216,976;0,07251241;0,05361085;
1218,839;0,07194982;0,0530752;
1220,703;0,07152816;0,05268037;
1222,567;0,07126906;0,05244797;
1224,430;0,07126903;0,05247451;
1226,294;0,07129387;0,05252581;
1228,158;0,07129374;0,05255203;
1230,021;0,07145851;0,05274302;
1231,885;0,07184687;0,05315747;
1233,749;0,07234173;0,05367832;
1235,612;0,07289353;0,05425598;
1237,476;0,07348664;0,05487484;
1239,340;0,07421328;0,05562711;
1241,203;0,07507155;0,0565109;
1243,067;0,07605193;0,05751668;
1244,931;0,0770285;0,05851853;
1246,795;0,07802237;0,05953758;
1248,658;0,07910232;0,06064259;
1250,522;0,08030667;0,06187189;
1252,386;0,0815742;0,06316426;
1254,249;0,08289492;0,0645097;
1256,113;0,08423269;0,06587209;
1257,977;0,08567013;0,06733404;
1259,840;0,0871877;0,06887601;
1261,704;0,08877552;0,07048812;
1263,568;0,0903751;0,07211189;
1265,431;0,09207972;0,07384058;
1267,295;0,09378853;0,07557337;
1269,159;0,0956014;0,0774101;
1271,022;0,09752571;0,07935817;
1272,886;0,09949012;0,08134624;
1274,750;0,1013698;0,08324947;
1276,613;0,1033135;0,08521659;
1278,477;0,1053264;0,08725287;
1280,341;0,1075184;0,08946816;
1282,204;0,1096719;0,09164473;
1284,068;0,1118661;0,09386198;
1285,932;0,1141657;0,09618456;
1287,795;0,1166487;0,09869036;
1289,659;0,1191203;0,1011847;
1291,523;0,1215142;0,1036013;
1293,386;0,1239615;0,1060711;
1295,250;0,1266073;0,1087394;
1297,114;0,1292283;0,1113827;
1298,977;0,1317899;0,1139666;
1300,841;0,1344547;0,1166536;
1302,705;0,1372438;0,1194647;
1304,568;0,1400873;0,1223302;
1306,432;0,1429796;0,1252444;
1308,296;0,1459291;0,1282156;
1310,159;0,1489694;0,1312776;
1312,023;0,1521439;0,1344738;
1313,887;0,1555936;0,137945;
1315,750;0,1589343;0,1413071;
1317,614;0,1625783;0,1449724;
1319,478;0,1665994;0,1490148;
1321,341;0,1704019;0,1528384;
1323,205;0,1740884;0,156546;
1325,069;0,178161;0,1606395;
1326,932;0,1823802;0,1648796;
1328,796;0,1864513;0,1689715;
1330,660;0,1904782;0,1730191;
1332,523;0,1947447;0,1773062;
1334,387;0,1985905;0,1811726;
1336,251;0,2023909;0,1849934;
1338,114;0,2072809;0,1899037;
1339,978;0,2133483;0,1959914;
1341,842;0,2183696;0,2010329;
1343,705;0,2224284;0,2051118;
1345,569;0,2270161;0,2097196;
1347,433;0,2318369;0,2145603;
1349,296;0,236873;0,2196163;
1351,160;0,2418524;0,2246155;
1353,024;0,2465876;0,2293703;
1354,887;0,2515045;0,2343068;
1356,751;0,2563732;0,239195;
1358,615;0,2611538;0,2439952;
1360,478;0,2666227;0,2494834;
1362,342;0,2739141;0,2567941;
1364,206;0,2807744;0,2636736;
1366,069;0,2850719;0,2679902;
1367,933;0,289505;0,2724424;
1369,797;0,2937787;0,2767351;
1371,660;0,2954192;0,2783945;
1373,524;0,2935544;0,2765485;
1375,388;0,2869303;0,2699431;
1377,251;0,2750297;0,2580612;
1379,115;0,2607345;0,2437846;
1380,979;0,2466471;0,2297157;
1382,842;0,2332261;0,2163132;
1384,706;0,2205708;0,2036763;
1386,570;0,2081792;0,1913029;
1388,433;0,1970679;0,1802099;
1390,297;0,1879968;0,1711569;
1392,161;0,1797674;0,1629456;
1394,024;0,171953;0,1551492;
1395,888;0,1652051;0,1484193;
1397,752;0,1594357;0,1426677;
1399,615;0,1537164;0,1369662;
1401,479;0,1485083;0,1317758;
1403,343;0,1432454;0,1265305;
1405,206;0,1379108;0,1212135;
1407,070;0,1329167;0,1162369;
1408,934;0,1279227;0,1112604;
1410,797;0,122688;0,1060431;
1412,661;0,1175539;0,1009263;
1414,525;0,1124652;0,09585484;
1416,388;0,107351;0,0907578;
1418,252;0,1016358;0,08505965;
1420,116;0,09584162;0,07928252;
1421,979;0,09107207;0,07452993;
1423,843;0,08583477;0,06930954;
1425,707;0,08084163;0,06433323;
1427,570;0,07731097;0,06081933;
1429,434;0,07681985;0,06034492;
1431,298;0,07877586;0,06231756;
1433,161;0,07662914;0,06018741;
1435,025;0,06982607;0,05340084;
1436,889;0,06142169;0,04501291;
1438,752;0,05587288;0,03948048;
1440,616;0,05143869;0,0350626;
1442,480;0,04642485;0,03006501;
1444,343;0,04137825;0,0250346;
1446,207;0,0363729;0,02004537;
1448,071;0,03105382;0,01474236;
1449,934;0,02646852;0,01017306;
1451,798;0,0229853;0,006705776;
1453,662;0,02050192;0,004238273;
1455,525;0,0186594;0,002411578;
1457,389;0,0170888;0,0008567334;
1459,253;0,01634871;0,0001323338;
1461,116;0,01609641;-0,0001043279;
1462,980;0,01587394;-0,0003112154;
1464,844;0,01563897;-0,0005306703;
1466,707;0,01534544;-0,00080874;
1468,571;0,01508319;-0,001055598;
1470,435;0,01486338;-0,00126006;
1472,298;0,01460511;-0,001503051;
1474,162;0,0142528;-0,00184014;
1476,026;0,01402715;-0,002050624;
1477,889;0,0138992;-0,002163461;
1479,753;0,0136479;-0,002399707;
1481,617;0,01347057;-0,002562044;
1483,480;0,01334553;-0,002672139;
1485,344;0,01316565;-0,002837138;
1487,208;0,01302763;-0,00296033;
1489,071;0,01283014;-0,003143045;
1490,935;0,01250641;-0,003452062;
1492,799;0,01220569;-0,003738117;
1494,662;0,01198837;-0,003940837;
1496,526;0,0118761;-0,004038547;
1498,390;0,01175363;-0,004146522;
1500,253;0,01154192;-0,004343789;
1502,117;0,0112706;-0,00460072;
1503,981;0,01089084;-0,004966141;
1505,844;0,01043682;-0,005405878;
1507,708;0,00996687;-0,0058616;
1509,572;0,009722574;-0,006091718;
1511,435;0,009516918;-0,006283249;
1513,299;0,009322308;-0,006463786;
1515,163;0,008961233;-0,006810839;
1517,026;0,00854963;-0,007208472;
1518,890;0,008223476;-0,007520709;
1520,754;0,007856499;-0,007873819;
1522,618;0,007497732;-0,008218769;
1524,481;0,007304778;-0,008397957;
1526,345;0,007218466;-0,008470554;
1528,209;0,007063734;-0,008611622;
1530,072;0,006927728;-0,008734013;
1531,936;0,00680876;-0,008839415;
1533,800;0,006766822;-0,008867837;
1535,663;0,006711711;-0,008909481;
1537,527;0,006417743;-0,009190031;
1539,391;0,00595722;-0,009637185;
1541,254;0,005523931;-0,01005715;
1543,118;0,005597234;-0,009970577;
1544,982;0,00580287;-0,009751716;
1546,845;0,005950566;-0,009590844;
1548,709;0,005882086;-0,009646194;
1550,573;0,006024202;-0,009490997;
1552,436;0,006073121;-0,009429043;
1554,300;0,005981844;-0,009507332;
1556,164;0,005887549;-0,009588685;
1558,027;0,005479395;-0,009983945;
1559,891;0,005526207;-0,009924284;
1561,755;0,005770117;-0,009667572;
1563,618;0,005803561;-0,00962137;
1565,482;0,005923793;-0,009488427;
1567,346;0,005962821;-0,009436733;
1569,209;0,005994486;-0,009392447;
1571,073;0,006078132;-0,009296225;
1572,937;0,00614435;-0,009217475;
1574,800;0,006170095;-0,009179243;
1576,664;0,006254876;-0,009082019;
1578,528;0,006379537;-0,00894496;
1580,391;0,006483645;-0,008828497;
1582,255;0,006598727;-0,008701103;
1584,119;0,006658848;-0,008628714;
1585,982;0,006821695;-0,008453643;
1587,846;0,006931976;-0,00833118;
1589,710;0,007030533;-0,008220485;
1591,573;0,007150679;-0,008088243;
1593,437;0,007314921;-0,007911947;
1595,301;0,00751493;-0,007699927;
1597,164;0,007656008;-0,007546879;
1599,028;0,00787916;-0,007311799;
1600,892;0,008145416;-0,007033657;
1602,755;0,008381454;-0,006785774;
1604,619;0,008661478;-0,006493948;
1606,483;0,008948898;-0,006194765;
1608,346;0,009388855;-0,005743086;
1610,210;0,009840753;-0,005279507;
1612,074;0,01014775;-0,004960872;
1613,937;0,01046449;-0,004632534;
1615,801;0,01085779;-0,004227672;
1617,665;0,0115523;-0,003521636;
1619,528;0,01164253;-0,003419931;
1621,392;0,01157956;-0,003471456;
1623,256;0,01170408;-0,003335536;
1625,119;0,01179737;-0,003230891;
1626,983;0,01181939;-0,003197542;
1628,847;0,01203757;-0,002968082;
1630,710;0,01210335;-0,002891057;
1632,574;0,01225863;-0,002724568;
1634,438;0,01261653;-0,002355499;
1636,301;0,01312582;-0,001835075;
1638,165;0,01327175;-0,001678059;
1640,029;0,01310335;-0,001835403;
1641,892;0,01269869;-0,00222904;
1643,756;0,01215472;-0,002762032;
1645,620;0,01161303;-0,003292781;
1647,483;0,01112555;-0,003769352;
1649,347;0,01065548;-0,004228558;
1651,211;0,009952864;-0,004920342;
1653,074;0,009250849;-0,005611562;
1654,938;0,009843528;-0,005008124;
1656,802;0,01002057;-0,004820362;
1658,665;0,01006081;-0,004769434;
1660,529;0,01002103;-0,004798562;
1662,393;0,009969031;-0,004839948;
1664,256;0,00991422;-0,004884181;
1666,120;0,009680988;-0,00510687;
1667,984;0,009520097;-0,005257253;
1669,847;0,00953283;-0,005234046;
1671,711;0,009338;-0,005418439;
1673,575;0,009139356;-0,00560668;
1675,438;0,009082179;-0,005653489;
1677,302;0,009022976;-0,005702358;
1679,166;0,008746343;-0,005968692;
1681,029;0,008508324;-0,006196446;
1682,893;0,008172174;-0,006522365;
1684,757;0,007937251;-0,006747091;
1686,620;0,007839636;-0,006834543;
1688,484;0,007714407;-0,006949642;
1690,348;0,007512773;-0,00714118;
1692,211;0,007390047;-0,007253843;
1694,075;0,007138504;-0,007495357;
1695,939;0,006875577;-0,007748287;
1697,802;0,006729355;-0,007884545;
1699,666;0,006368056;-0,008235913;
1701,530;0,006460179;-0,008133893;
1703,393;0,006479289;-0,008104917;
1705,257;0,006426094;-0,008148278;
1707,121;0,006355038;-0,008209533;
1708,984;0,006263524;-0,008291278;
1710,848;0,006240574;-0,00830449;
1712,712;0,006117301;-0,008418057;
1714,575;0,005993367;-0,008532318;
1716,439;0,006024252;-0,008491791;
1718,303;0,006022594;-0,008483837;
1720,166;0,006018972;-0,00847788;
1722,030;0,005986406;-0,008500897;
1723,894;0,006046385;-0,0084314;
1725,757;0,006108274;-0,008360024;
1727,621;0,006187039;-0,008271803;
1729,485;0,00613325;-0,008316166;
1731,348;0,006027855;-0,008412165;
1733,212;0,006076225;-0,00835443;
1735,076;0,006259389;-0,008161932;
1736,939;0,006039193;-0,008372823;
1738,803;0,005905975;-0,008496765;
1740,667;0,006044576;-0,00834892;
1742,530;0,006198095;-0,008186185;
1744,394;0,00625402;-0,008121074;
1746,258;0,006253156;-0,008112781;
1748,121;0,006453183;-0,007903627;
1749,985;0,006819008;-0,007528704;
1751,849;0,007399632;-0,006939011;
1753,712;0,008224029;-0,006105574;
1755,576;0,009579916;-0,004740675;
1757,440;0,01230971;-0,002001903;
1759,303;0,01629442;0,001991768;
1761,167;0,02246128;0,008167557;
1763,031;0,02522038;0,01093555;
1764,894;0,01786616;0,003590195;
1766,758;0,009934963;-0,004332157;
1768,622;0,006475912;-0,007782394;
1770,485;0,005517794;-0,008731727;
1772,349;0,005407865;-0,008832898;
1774,213;0,005620746;-0,008611287;
1776,076;0,005738668;-0,008484661;
1777,940;0,005893008;-0,008321646;
1779,804;0,005913101;-0,008292905;
1781,667;0,005954271;-0,008243114;
1783,531;0,005934494;-0,008254296;
1785,395;0,005859473;-0,00832075;
1787,258;0,005865937;-0,008305746;
1789,122;0,005729891;-0,008433278;
1790,986;0,005630065;-0,008524616;
1792,849;0,005715365;-0,008430856;
1794,713;0,005787097;-0,00835069;
1796,577;0,005829637;-0,008299741;
1798,441;0,005868861;-0,008252135;
1800,304;0,005801526;-0,008311114;
1802,168;0,005811024;-0,008293286;
1804,032;0,005912067;-0,008183938;
1805,895;0,006013102;-0,008074625;
1807,759;0,005945891;-0,008133583;
1809,623;0,005814817;-0,00825643;
1811,486;0,005831401;-0,008231643;
1813,350;0,005752188;-0,008302679;
1815,214;0,005511794;-0,008534922;
1817,077;0,005559477;-0,008479111;
1818,941;0,005611984;-0,008418503;
1820,805;0,005714458;-0,008307952;
1822,668;0,005862329;-0,008152029;
1824,532;0,005734387;-0,008271944;
1826,396;0,005710557;-0,008287771;
1828,259;0,005814093;-0,008176256;
1830,123;0,005788597;-0,008193799;
1831,987;0,005806642;-0,008167824;
1833,850;0,005855883;-0,008110678;
1835,714;0,005908466;-0,008050213;
1837,578;0,005984968;-0,007965853;
1839,441;0,005912372;-0,008030616;
1841,305;0,005693555;-0,008241622;
1843,169;0,005758274;-0,008169117;
1845,032;0,005871358;-0,00804827;
1846,896;0,005811276;-0,008100614;
1848,760;0,005731415;-0,008172759;
1850,623;0,00581743;-0,008079051;
1852,487;0,005877571;-0,008011241;
1854,351;0,005901541;-0,007979624;
1856,214;0,005922313;-0,007951229;
1858,078;0,005873846;-0,007992096;
1859,942;0,005889574;-0,007968791;
1861,805;0,006100652;-0,007750159;
1863,669;0,005926287;-0,007916992;
1865,533;0,005578334;-0,008257435;
1867,396;0,005435005;-0,008393277;
1869,260;0,005704687;-0,00811613;
1871,124;0,005776249;-0,008037126;
1872,987;0,005859601;-0,007946355;
1874,851;0,005923936;-0,007874622;
1876,715;0,005827397;-0,007963784;
1878,578;0,005826953;-0,007956874;
1880,442;0,005914721;-0,007861774;
1882,306;0,005958561;-0,007810624;
1884,169;0,005808077;-0,007953819;
1886,033;0,005747686;-0,008006944;
1887,897;0,005849152;-0,007898232;
1889,760;0,005712747;-0,008027412;
1891,624;0,005541706;-0,00819125;
1893,488;0,005359258;-0,008366517;
1895,351;0,005551416;-0,008167199;
1897,215;0,005773088;-0,007938387;
1899,079;0,005812111;-0,007892247;
1900,942;0,005737591;-0,007959668;
1902,806;0,005557336;-0,008132848;
1904,670;0,005675503;-0,008007625;
1906,533;0,005760341;-0,007915752;
1908,397;0,005566482;-0,008102596;
1910,261;0,005352911;-0,008309173;
1912,124;0,005195236;-0,008459875;
1913,988;0,004970626;-0,008677532;
1915,852;0,004726435;-0,008914789;
1917,715;0,004842285;-0,008792027;
1919,579;0,004794033;-0,008833387;
1921,443;0,004626365;-0,008994182;
1923,306;0,004390553;-0,009223141;
1925,170;0,004474874;-0,009131988;
1927,034;0,004903718;-0,008696331;
1928,897;0,004814385;-0,008778871;
1930,761;0,004557972;-0,009028511;
1932,625;0,004550866;-0,009028863;
1934,488;0,004585706;-0,008987288;
1936,352;0,005001484;-0,008564796;
1938,216;0,00535839;-0,008201194;
1940,079;0,004875143;-0,008677765;
1941,943;0,004277673;-0,009268578;
1943,807;0,004083121;-0,009456491;
1945,670;0,003834461;-0,009698533;
1947,534;0,003952984;-0,009573411;
1949,398;0,004009053;-0,009510761;
1951,261;0,003814476;-0,009698776;
1953,125;0,003436476;-0,01007023;
1954,989;0,003020456;-0,01047973;
1956,852;0,002209062;-0,01128462;
1958,716;0,002088818;-0,01139837;
1960,580;0,003055882;-0,01042484;
1962,443;0,00315542;-0,01031885;
1964,307;0,002929368;-0,01053847;
1966,171;0,002312811;-0,01114861;
1968,034;0,0004962793;-0,01295875;
1969,898;0,0007583415;-0,01269031;
1971,762;0,002123883;-0,01131841;
1973,625;0,00175977;-0,01167618;
1975,489;0,001206408;-0,01222322;
1977,353;0,001561202;-0,01186212;
1979,216;0,001820479;-0,01159656;
1981,080;0,002288343;-0,01112242;
1982,944;0,003723822;-0,009680689;
1984,807;0,003882249;-0,009516027;
1986,671;0,002925056;-0,010467;
1988,535;0,002221313;-0,01116455;
1990,398;0,002226965;-0,01115271;
1992,262;0,002827539;-0,01054597;
1994,126;0,002603115;-0,01076425;
1995,989;0,002376259;-0,01098498;
1997,853;0,002501561;-0,01085356;
1999,717;0,002306988;-0,01104204;
2001,580;0,002372643;-0,0109703;
2003,444;0,00241653;-0,01092035;
2005,308;0,002426924;-0,01090391;
2007,171;0,002233964;-0,01109084;
2009,035;0,002139759;-0,01117904;
2010,899;0,00125573;-0,01205707;
2012,762;0,0003075178;-0,01299931;
2014,626;0,0007094772;-0,01259138;
2016,490;0,001398902;-0,01189601;
2018,353;0,001837049;-0,01145194;
2020,217;0,001351948;-0,01193113;
2022,081;0,0004139578;-0,01286322;
2023,944;0,0009205008;-0,0123508;
2025,808;0,00161307;-0,01165237;
2027,672;0,001622562;-0,01163703;
2029,535;0,002112242;-0,01114151;
2031,399;0,001720964;-0,01152698;
2033,263;0,001639275;-0,01160287;
2035,126;0,00214108;-0,01109528;
2036,990;0,002545378;-0,01068521;
2038,854;0,003187709;-0,01003713;
2040,717;0,003216692;-0,01000241;
2042,581;0,003130991;-0,01008239;
2044,445;0,003461031;-0,009746647;
2046,308;0,003251961;-0,009950027;
2048,172;0,003701674;-0,009494641;
2050,036;0,004796865;-0,008393792;
2051,899;0,004985227;-0,008199787;
2053,763;0,00494443;-0,008234957;
2055,627;0,005702544;-0,007471231;
2057,490;0,006010849;-0,007157329;
2059,354;0,005793279;-0,007369317;
2061,218;0,005763557;-0,007393473;
2063,081;0,005921793;-0,007229686;
2064,945;0,006341698;-0,006804244;
2066,809;0,006583216;-0,006557204;
