;Apr08_TPC_1-0-0_LMW_salt;Apr08_TPC_1-0-0_LMW_salt (baseline corrected);
868,470;0,04802868;0,009928508;
870,333;0,04808712;0,01015183;
872,197;0,04807474;0,01030257;
874,061;0,04805734;0,01044657;
875,924;0,04785976;0,01040866;
877,788;0,04776276;0,01046965;
879,652;0,04775396;0,01061718;
881,515;0,04776669;0,01078458;
883,379;0,04778319;0,01095413;
885,243;0,0479021;0,01122448;
887,106;0,04788676;0,011359;
888,970;0,0480591;0,01167963;
890,834;0,04837489;0,01214216;
892,697;0,04863128;0,01254377;
894,561;0,04861485;0,01267105;
896,425;0,04863494;0,01283336;
898,288;0,04870397;0,01304314;
900,152;0,04890507;0,01338353;
902,016;0,04944127;0,0140576;
903,879;0,0499144;0,01466717;
905,743;0,0500089;0,01489672;
907,607;0,05020786;0,01522934;
909,470;0,05049078;0,01564456;
911,334;0,05074185;0,01602657;
913,198;0,05092746;0,01634181;
915,061;0,05095191;0,01649455;
916,925;0,05106513;0,01673478;
918,789;0,05149869;0,01729405;
920,652;0,05189797;0,01781779;
922,516;0,05233543;0,01837844;
924,380;0,05264141;0,01880638;
926,243;0,05291061;0,01919631;
928,107;0,05324761;0,01965284;
929,971;0,05381684;0,0203404;
931,834;0,05443737;0,02107808;
933,698;0,05488374;0,02164044;
935,562;0,0552585;0,02213003;
937,425;0,05571595;0,02270118;
939,289;0,05625096;0,02334876;
941,153;0,05686497;0,02407423;
943,016;0,05738838;0,024708;
944,880;0,05787241;0,02530131;
946,744;0,05831557;0,02585267;
948,607;0,05884999;0,02649424;
950,471;0,0594131;0,02716345;
952,335;0,0599918;0,02784721;
954,198;0,06051122;0,02847067;
956,062;0,06089435;0,02895683;
957,926;0,06139543;0,02955993;
959,789;0,06211233;0,03037788;
961,653;0,06292998;0,03129559;
963,517;0,06385808;0,0323228;
965,380;0,06463944;0,0332023;
967,244;0,06544136;0,03410142;
969,108;0,06627352;0,03502985;
970,972;0,06725167;0,03610336;
972,835;0,06819956;0,03714569;
974,699;0,06895934;0,03799901;
976,563;0,06979078;0,0389231;
978,426;0,070992;0,04021608;
980,290;0,07218863;0,04150362;
982,154;0,07341463;0,04281965;
984,017;0,07461466;0,04410887;
985,881;0,07587811;0,04546068;
987,745;0,0770959;0,04676598;
989,608;0,07828436;0,04804114;
991,472;0,07932417;0,04916683;
993,336;0,08035836;0,0502861;
995,199;0,08142359;0,05143562;
997,063;0,08248516;0,05258069;
998,927;0,0834079;0,05358616;
1000,790;0,08426188;0,05452209;
1002,654;0,08502605;0,05536745;
1004,518;0,08574851;0,05617036;
1006,381;0,08622609;0,05672764;
1008,245;0,08662456;0,05720508;
1010,109;0,08697719;0,05763595;
1011,972;0,08729822;0,0580345;
1013,836;0,08757948;0,05839257;
1015,700;0,08805668;0,05894588;
1017,563;0,08860263;0,05956725;
1019,427;0,08930735;0,06034669;
1021,291;0,09027501;0,0613884;
1023,154;0,09156432;0,06275108;
1025,018;0,09283851;0,06409798;
1026,882;0,09412341;0,06545493;
1028,745;0,09548014;0,06688306;
1030,609;0,09699867;0,06847235;
1032,473;0,09863022;0,07017402;
1034,336;0,1003831;0,07199641;
1036,200;0,1023131;0,07399527;
1038,064;0,1046071;0,0763575;
1039,927;0,1070093;0,0788273;
1041,791;0,1096062;0,08149127;
1043,655;0,1124941;0,08444565;
1045,518;0,1160926;0,08810998;
1047,382;0,120909;0,09299162;
1049,246;0,1262042;0,09835153;
1051,109;0,1275243;0,09973578;
1052,973;0,1272338;0,09950878;
1054,837;0,1294614;0,1017994;
1056,700;0,1333024;0,1057028;
1058,564;0,1372562;0,1097185;
1060,428;0,1414502;0,1139739;
1062,291;0,1460915;0,118676;
1064,155;0,1510647;0,1237094;
1066,019;0,156311;0,1290155;
1067,882;0,1619252;0,1346889;
1069,746;0,1673925;0,140215;
1071,610;0,1729322;0,1458128;
1073,473;0,1787672;0,1517056;
1075,337;0,185091;0,1580866;
1077,201;0,1913404;0,1643926;
1079,064;0,1978019;0,1709104;
1080,928;0,2042211;0,1773854;
1082,792;0,2101676;0,1833871;
1084,655;0,2147972;0,1880714;
1086,519;0,2179843;0,1913128;
1088,383;0,2200705;0,1934529;
1090,246;0,2217255;0,1951614;
1092,110;0,2231118;0,1966006;
1093,974;0,2247635;0,1983048;
1095,837;0,2262425;0,1998358;
1097,701;0,2277447;0,2013896;
1099,565;0,2288343;0,2025304;
1101,428;0,229449;0,2031958;
1103,292;0,2298145;0,2036116;
1105,156;0,2304319;0,2042789;
1107,019;0,2311143;0,2050108;
1108,883;0,2318605;0,2058061;
1110,747;0,2322474;0,2062416;
1112,610;0,2327732;0,2068156;
1114,474;0,2333568;0,2074471;
1116,338;0,2341616;0,2082993;
1118,201;0,2350126;0,2091973;
1120,065;0,2359017;0,2101331;
1121,929;0,2366366;0,2109142;
1123,792;0,2373099;0,2116334;
1125,656;0,2375539;0,211923;
1127,520;0,2375184;0,2119326;
1129,383;0,2368516;0,2113106;
1131,247;0,2360676;0,2105709;
1133,111;0,2350753;0,2096227;
1134,974;0,2342893;0,2088803;
1136,838;0,2336898;0,2083241;
1138,702;0,2334553;0,2081326;
1140,565;0,2333064;0,2080263;
1142,429;0,2335123;0,2082745;
1144,293;0,2338968;0,2087008;
1146,156;0,2346548;0,2095003;
1148,020;0,2354313;0,2103181;
1149,884;0,2357939;0,2107216;
1151,747;0,2350993;0,2100676;
1153,611;0,2331502;0,2081587;
1155,475;0,2301482;0,2051967;
1157,338;0,2268108;0,2018989;
1159,202;0,2231509;0,1982782;
1161,066;0,2197042;0,1948705;
1162,929;0,2163495;0,1915545;
1164,793;0,2133581;0,1886014;
1166,657;0,2103091;0,1855904;
1168,520;0,2073687;0,1826878;
1170,384;0,2046003;0,1799569;
1172,248;0,2024221;0,1778158;
1174,111;0,200344;0,1757746;
1175,975;0,1982256;0,1736927;
1177,839;0,1962853;0,1717887;
1179,702;0,1948707;0,17041;
1181,566;0,1934725;0,1690476;
1183,430;0,1921622;0,1677727;
1185,293;0,1909497;0,1665953;
1187,157;0,1898165;0,165497;
1189,021;0,1884579;0,164173;
1190,884;0,1872708;0,1630203;
1192,748;0,1861358;0,1619193;
1194,612;0,1847732;0,1605905;
1196,475;0,1832599;0,1591108;
1198,339;0,1818759;0,15776;
1200,203;0,1800969;0,156014;
1202,066;0,1780743;0,1540242;
1203,930;0,175735;0,1517174;
1205,794;0,1729834;0,148998;
1207,657;0,1695256;0,1455722;
1209,521;0,1658448;0,1419232;
1211,385;0,1621429;0,1382528;
1213,248;0,1587367;0,1348779;
1215,112;0,1556764;0,1318486;
1216,976;0,1533794;0,1295824;
1218,839;0,1515608;0,1277944;
1220,703;0,1501478;0,1264117;
1222,567;0,1490359;0,1253299;
1224,430;0,1482037;0,1245276;
1226,294;0,1474844;0,123838;
1228,158;0,1470734;0,1234564;
1230,021;0,146875;0,1232871;
1231,885;0,1471098;0,123551;
1233,749;0,1476625;0,1241324;
1235,612;0,148534;0,1250325;
1237,476;0,1495553;0,126082;
1239,340;0,1510232;0,1275781;
1241,203;0,1528086;0,1293914;
1243,067;0,1549442;0,1315547;
1244,931;0,1571567;0,1337946;
1246,795;0,1595256;0,1361909;
1248,658;0,1620917;0,138784;
1250,522;0,1650538;0,141773;
1252,386;0,1681201;0,144866;
1254,249;0,1715227;0,1482951;
1256,113;0,1751173;0,151916;
1257,977;0,1789841;0,1558089;
1259,840;0,1830612;0,1599118;
1261,704;0,1873545;0,1642309;
1263,568;0,1916752;0,168577;
1265,431;0,1963221;0,1732493;
1267,295;0,201089;0,1780413;
1269,159;0,2061997;0,183177;
1271,022;0,2116292;0,1886313;
1272,886;0,2170942;0,1941208;
1274,750;0,2223546;0,1994057;
1276,613;0,228146;0,2052213;
1278,477;0,2340974;0,2111968;
1280,341;0,2402831;0,2174064;
1282,204;0,2463914;0,2235384;
1284,068;0,2528249;0,2299955;
1285,932;0,2596332;0,2368271;
1287,795;0,2669128;0,24413;
1289,659;0,2739707;0,2512108;
1291,523;0,2812132;0,2584763;
1293,386;0,2886508;0,2659366;
1295,250;0,2964915;0,2737998;
1297,114;0,3042393;0,28157;
1298,977;0,3121584;0,2895113;
1300,841;0,320079;0,297454;
1302,705;0,3285574;0,3059542;
1304,568;0,3372091;0,3146277;
1306,432;0,3463404;0,3237806;
1308,296;0,3554564;0,3329181;
1310,159;0,3646485;0,3421315;
1312,023;0,3743218;0,3518259;
1313,887;0,3849084;0,3624335;
1315,750;0,3949382;0,3724842;
1317,614;0,4057918;0,3833585;
1319,478;0,4173659;0,3949531;
1321,341;0,4288255;0,4064331;
1323,205;0,4398353;0,4174632;
1325,069;0,4520141;0,4296621;
1326,932;0,4644431;0,4421111;
1328,796;0,4765773;0,4542651;
1330,660;0,4879735;0,465681;
1332,523;0,5001845;0,4779115;
1334,387;0,5111479;0,4888943;
1336,251;0,5219611;0,4997269;
1338,114;0,534593;0,512378;
1339,978;0,5504712;0,5282751;
1341,842;0,5636719;0,5414947;
1343,705;0,5751086;0,5529502;
1345,569;0,5870488;0,564909;
1347,433;0,5998132;0,5776919;
1349,296;0,612355;0,5902521;
1351,160;0,6253177;0,603233;
1353,024;0,6368431;0,6147765;
1354,887;0,649229;0,6271805;
1356,751;0,6614492;0,6394186;
1358,615;0,6736241;0,6516112;
1360,478;0,6846231;0,6626278;
1362,342;0,6983425;0,6763648;
1364,206;0,7105738;0,6886135;
1366,069;0,717849;0,6959059;
1367,933;0,7213676;0,6994417;
1369,797;0,7226461;0,7007372;
1371,660;0,713439;0,691547;
1373,524;0,6875241;0,665649;
1375,388;0,6418239;0,6199654;
1377,251;0,5900718;0,56823;
1379,115;0,5387532;0,5169278;
1380,979;0,4936869;0,4718779;
1382,842;0,4554875;0,4336947;
1384,706;0,4230505;0,4012739;
1386,570;0,3924893;0,3707287;
1388,433;0,3646808;0,3429361;
1390,297;0,3438768;0,322148;
1392,161;0,3268572;0,305144;
1394,024;0,3108324;0,2891349;
1395,888;0,2972063;0,2755242;
1397,752;0,2866907;0,2650241;
1399,615;0,2768804;0,255229;
1401,479;0,2675438;0,2459076;
1403,343;0,2596089;0,2379878;
1405,206;0,2506742;0,2290682;
1407,070;0,242637;0,2210458;
1408,934;0,2347281;0,2131518;
1410,797;0,2266062;0,2050446;
1412,661;0,2184233;0,1968762;
1414,525;0,2110234;0,1894909;
1416,388;0,2034895;0,1819714;
1418,252;0,1948722;0,1733684;
1420,116;0,1844902;0,1630007;
1421,979;0,1765306;0,1550552;
1423,843;0,16823;0,1467686;
1425,707;0,1591771;0,1377296;
1427,570;0,1530646;0,131631;
1429,434;0,1536409;0,1322211;
1431,298;0,1584427;0,1370366;
1433,161;0,1545977;0,1332052;
1435,025;0,1416166;0,1202375;
1436,889;0,1253212;0,1039556;
1438,752;0,1131984;0,09184611;
1440,616;0,1048818;0,08354276;
1442,480;0,09534294;0,07401702;
1444,343;0,08583802;0,06452518;
1446,207;0,07642086;0,055121;
1448,071;0,06631381;0,04502686;
1449,934;0,05688449;0,03561036;
1451,798;0,05036543;0,02910404;
1453,662;0,04579159;0,02454285;
1455,525;0,04380742;0,02257126;
1457,389;0,04108783;0,01986417;
1459,253;0,03875098;0,01753973;
1461,116;0,0379793;0,01678039;
1462,980;0,03766548;0,01647883;
1464,844;0,03700548;0,01583101;
1466,707;0,035736;0,01457363;
1468,571;0,03547128;0,01432094;
1470,435;0,03563631;0,01449793;
1472,298;0,03559738;0,01447087;
1474,162;0,03430269;0,01318799;
1476,026;0,03409737;0,01299439;
1477,889;0,03318218;0,01209085;
1479,753;0,03251794;0,01143819;
1481,617;0,03202244;0,0109542;
1483,480;0,03141496;0,01035815;
1485,344;0,03152674;0,01048129;
1487,208;0,03170016;0,010666;
1489,071;0,03155805;0,01053512;
1490,935;0,03047573;0,009463955;
1492,799;0,02951415;0,008513451;
1494,662;0,02987551;0,00888583;
1496,526;0,02972585;0,00874711;
1498,390;0,02873041;0,007762549;
1500,253;0,02784097;0,006883916;
1502,117;0,02717672;0,006230406;
1503,981;0,02714496;0,006209324;
1505,844;0,02788829;0,006963267;
1507,708;0,02684011;0,00592563;
1509,572;0,02547796;0,004573955;
1511,435;0,02456999;0,0036764;
1513,299;0,02332372;0,002440486;
1515,163;0,0229601;0,002087156;
1517,026;0,02238947;0,001526752;
1518,890;0,02133191;0,0004793496;
1520,754;0,02176574;0,0009232803;
1522,618;0,02017499;-0,000657429;
1524,481;0,01983279;-0,0009896586;
1526,345;0,01934477;-0,00146776;
1528,209;0,01817937;-0,002623307;
1530,072;0,01761812;-0,003174758;
1531,936;0,01763266;-0,003150484;
1533,800;0,01705963;-0,003713834;
1535,663;0,01604135;-0,004722499;
1537,527;0,01713548;-0,003618809;
1539,391;0,01743154;-0,003313249;
1541,254;0,0163188;-0,004416541;
1543,118;0,01617334;-0,004552606;
1544,982;0,01606713;-0,004649492;
1546,845;0,01512089;-0,005586453;
1548,709;0,01538625;-0,00531187;
1550,573;0,01493223;-0,005756726;
1552,436;0,01465093;-0,006028922;
1554,300;0,01504677;-0,005624024;
1556,164;0,01521784;-0,005443955;
1558,027;0,01696212;-0,003690723;
1559,891;0,01515382;-0,005490128;
1561,755;0,01422298;-0,006412135;
1563,618;0,01498486;-0,00564146;
1565,482;0,01476185;-0,005855739;
1567,346;0,01466476;-0,005944144;
1569,209;0,01502909;-0,00557118;
1571,073;0,0142025;-0,006389188;
1572,937;0,01465831;-0,005924847;
1574,800;0,0154878;-0,005086875;
1576,664;0,01519701;-0,005369232;
1578,528;0,0147676;-0,005790268;
1580,391;0,01532784;-0,005221693;
1582,255;0,01527657;-0,005264685;
1584,119;0,01536928;-0,005163737;
1585,982;0,01544627;-0,005078557;
1587,846;0,0157347;-0,004781993;
1589,710;0,01599237;-0,004516238;
1591,573;0,01626359;-0,004236968;
1593,437;0,01668505;-0,003807514;
1595,301;0,01715437;-0,00333025;
1597,164;0,01745768;-0,003019031;
1599,028;0,01799708;-0,002471776;
1600,892;0,01861289;-0,00184815;
1602,755;0,01904551;-0,001407767;
1604,619;0,01941594;-0,001029617;
1606,483;0,02025414;-0,000183739;
1608,346;0,02133814;0,0009078879;
1610,210;0,02195744;0,001534774;
1612,074;0,02256287;0,00214775;
1613,937;0,02354501;0,003137389;
1615,801;0,02512646;0,0047263;
1617,665;0,02536342;0,004970678;
1619,528;0,02595019;0,005564821;
1621,392;0,02724446;0,006866412;
1623,256;0,02809399;0,007723235;
1625,119;0,02827096;0,007907453;
1626,983;0,02962119;0,00926488;
1628,847;0,03048584;0,0101367;
1630,710;0,03181966;0,01147764;
1632,574;0,03420854;0,0138736;
1634,438;0,03821923;0,01789133;
1636,301;0,04138508;0,02106418;
1638,165;0,04112378;0,02080985;
1640,029;0,03992397;0,01961696;
1641,892;0,03741055;0,01711042;
1643,756;0,03492018;0,01462689;
1645,620;0,03286815;0,01258167;
1647,483;0,02940404;0,009124332;
1649,347;0,02703998;0,006766997;
1651,211;0,02713876;0,006872464;
1653,074;0,02560109;0,005341453;
1654,938;0,02277581;0,002522783;
1656,802;0,02316384;0,002917391;
1658,665;0,02298062;0,002740716;
1660,529;0,02258474;0,002351346;
1662,393;0,02211677;0,001889838;
1664,256;0,02104122;0,0008207189;
1666,120;0,02098503;0,0007709263;
1667,984;0,02120767;0,0009999329;
1669,847;0,02059138;0,0003899643;
1671,711;0,02008436;-0,0001107663;
1673,575;0,02036548;0,0001766129;
1675,438;0,01969629;-0,0004863563;
1677,302;0,01812583;-0,002050629;
1679,166;0,01858852;-0,001581786;
1681,029;0,01854129;-0,001622904;
1682,893;0,01920941;-0,0009486993;
1684,757;0,01777963;-0,002372429;
1686,620;0,01665836;-0,003487679;
1688,484;0,01671741;-0,003422649;
1690,348;0,01554407;-0,004590033;
1692,211;0,01466128;-0,005466905;
1694,075;0,01450162;-0,005620683;
1695,939;0,01408192;-0,00603453;
1697,802;0,01347122;-0,006639409;
1699,666;0,01470364;-0,0054012;
1701,530;0,01247641;-0,007622667;
1703,393;0,01318083;-0,006912517;
1705,257;0,01368262;-0,006405036;
1707,121;0,01257333;-0,007508665;
1708,984;0,01200716;-0,008069195;
1710,848;0,01171792;-0,008352838;
1712,712;0,01194663;-0,008118551;
1714,575;0,01238936;-0,007670281;
1716,439;0,01216938;-0,007884747;
1718,303;0,01179531;-0,008253341;
1720,166;0,0112758;-0,008767392;
1722,030;0,01170659;-0,008331186;
1723,894;0,01122731;-0,008805069;
1725,757;0,01090181;-0,009125204;
1727,621;0,0107839;-0,009237778;
1729,485;0,01104702;-0,008969354;
1731,348;0,01132629;-0,008684808;
1733,212;0,01243112;-0,00757472;
1735,076;0,01119562;-0,008805003;
1736,939;0,01105484;-0,008940591;
1738,803;0,01166092;-0,008329338;
1740,667;0,01090803;-0,00907709;
1742,530;0,01114475;-0,008835264;
1744,394;0,01131433;-0,008660601;
1746,258;0,01176538;-0,008204492;
1748,121;0,01261806;-0,007346776;
1749,985;0,01306488;-0,006894955;
1751,849;0,01323538;-0,006719478;
1753,712;0,01402336;-0,005926553;
1755,576;0,01713229;-0,002812692;
1757,440;0,02222232;0,002282237;
1759,303;0,03115265;0,01121743;
1761,167;0,04747428;0,02754391;
1763,031;0,05476118;0,03483563;
1764,894;0,038356;0,01843524;
1766,758;0,02102815;0,001112168;
1768,622;0,01341091;-0,006500327;
1770,485;0,01215515;-0,007751365;
1772,349;0,01158246;-0,008319366;
1774,213;0,01057517;-0,009321979;
1776,076;0,01081416;-0,009078347;
1777,940;0,01057632;-0,009311561;
1779,804;0,01056979;-0,009313495;
1781,667;0,01007894;-0,009799768;
1783,531;0,01014103;-0,009733129;
1785,395;0,01008147;-0,009788163;
1787,258;0,01002866;-0,009836476;
1789,122;0,01031926;-0,009541397;
1790,986;0,01059954;-0,009256658;
1792,849;0,009998294;-0,009853471;
1794,713;0,009986856;-0,009860499;
1796,577;0,01041502;-0,009427948;
1798,441;0,01046285;-0,009375754;
1800,304;0,0104324;-0,009401861;
1802,168;0,009938428;-0,009891515;
1804,032;0,009547905;-0,01027774;
1805,895;0,009453187;-0,01036818;
1807,759;0,009679305;-0,01013781;
1809,623;0,009949019;-0,009863868;
1811,486;0,00990385;-0,009904827;
1813,350;0,009575229;-0,01022926;
1815,214;0,009545907;-0,01025442;
1817,077;0,009563285;-0,01023289;
1818,941;0,009475006;-0,01031705;
1820,805;0,009556104;-0,01023185;
1822,668;0,009866802;-0,009917068;
1824,532;0,01007592;-0,009703889;
1826,396;0,009783402;-0,009992367;
1828,259;0,01014889;-0,009622861;
1830,123;0,009859574;-0,009908177;
1831,987;0,009485982;-0,01027779;
1833,850;0,01000025;-0,009759565;
1835,714;0,009819112;-0,009936762;
1837,578;0,009557357;-0,0101946;
1839,441;0,009281339;-0,01046672;
1841,305;0,009490049;-0,01025413;
1843,169;0,009760505;-0,009979813;
1845,032;0,009307135;-0,01042934;
1846,896;0,009440365;-0,01029229;
1848,760;0,009669405;-0,01005945;
1850,623;0,009295279;-0,01042979;
1852,487;0,009348335;-0,01037297;
1854,351;0,009361192;-0,01035637;
1856,214;0,009626249;-0,01008759;
1858,078;0,009319093;-0,01039104;
1859,942;0,00948294;-0,0102235;
1861,805;0,009511826;-0,01019095;
1863,669;0,009221365;-0,01047776;
1865,533;0,009111383;-0,01058411;
1867,396;0,009708014;-0,009983858;
1869,260;0,009450626;-0,01023765;
1871,124;0,009068664;-0,01061603;
1872,987;0,009044461;-0,01063667;
1874,851;0,009309578;-0,01036801;
1876,715;0,009282842;-0,01039122;
1878,578;0,009106098;-0,01056446;
1880,442;0,009219635;-0,01044743;
1882,306;0,009550627;-0,01011296;
1884,169;0,00943165;-0,01022848;
1886,033;0,009247053;-0,01040964;
1887,897;0,009206447;-0,01044682;
1889,760;0,008894532;-0,01075533;
1891,624;0,008395808;-0,01125066;
1893,488;0,00862878;-0,01101432;
1895,351;0,008403404;-0,01123634;
1897,215;0,008554525;-0,01108187;
1899,079;0,008651857;-0,01098122;
1900,942;0,008528;-0,01110177;
1902,806;0,008544713;-0,01108177;
1904,670;0,008939661;-0,01068354;
1906,533;0,008681062;-0,01093888;
1908,397;0,008548453;-0,01106825;
1910,261;0,007902934;-0,01171054;
1912,124;0,007665441;-0,01194482;
1913,988;0,00782963;-0,01177743;
1915,852;0,008124992;-0,01147889;
1917,715;0,007958791;-0,01164193;
1919,579;0,007305453;-0,01229212;
1921,443;0,007074831;-0,0125196;
1923,306;0,006501071;-0,01309024;
1925,170;0,006260068;-0,01332814;
1927,034;0,006837241;-0,01274788;
1928,897;0,007000638;-0,01258141;
1930,761;0,007330214;-0,01224877;
1932,625;0,007010988;-0,01256495;
1934,488;0,006785601;-0,01278731;
1936,352;0,006762119;-0,01280778;
1938,216;0,006816979;-0,01274992;
1940,079;0,006912383;-0,01265153;
1941,943;0,006766015;-0,01279492;
1943,807;0,005842885;-0,01371509;
1945,670;0,005670195;-0,01388484;
1947,534;0,005130898;-0,01442121;
1949,398;0,004862616;-0,01468657;
1951,261;0,004608097;-0,01493819;
1953,125;0,004336071;-0,01520733;
1954,989;0,003414837;-0,01612568;
1956,852;0,002830498;-0,01670716;
1958,716;0,002082673;-0,01745214;
1960,580;0,002726632;-0,01680535;
1962,443;0,003595386;-0,01593377;
1964,307;0,003860748;-0,0156656;
1966,171;0,002809775;-0,01671378;
1968,034;0,001848913;-0,01767186;
1969,898;0,002221731;-0,01729628;
1971,762;0,003110772;-0,01640448;
1973,625;0,002285677;-0,01722684;
1975,489;0,001339669;-0,01817012;
1977,353;0,0007528347;-0,01875424;
1979,216;0,0007491426;-0,01875522;
1981,080;0,0009390701;-0,01856261;
1982,944;0,00272725;-0,01677175;
1984,807;0,004154692;-0,01534164;
1986,671;0,004473337;-0,01502035;
1988,535;0,003767883;-0,01572316;
1990,398;0,003098336;-0,01639008;
1992,262;0,00280615;-0,01667965;
1994,126;0,003815977;-0,01566722;
1995,989;0,00368585;-0,01579475;
1997,853;0,003478627;-0,0159994;
1999,717;0,00313969;-0,01633577;
2001,580;0,002908389;-0,01656451;
2003,444;0,001612904;-0,01785746;
2005,308;0,0008072948;-0,01866053;
2007,171;0,001277517;-0,01818779;
2009,035;0,00162584;-0,01783696;
2010,899;0,0004669828;-0,01899332;
2012,762;-0,0004061075;-0,01986393;
2014,626;1,852517E-5;-0,01943682;
2016,490;0,001708684;-0,0177442;
2018,353;0,001170396;-0,01828004;
2020,217;0,0009352146;-0,01851278;
2022,081;0,00148399;-0,01796158;
2023,944;0,001911401;-0,01753175;
2025,808;0,002119311;-0,01732143;
2027,672;0,001404288;-0,01803406;
2029,535;4,151275E-5;-0,01939445;
2031,399;0,0008347833;-0,01859881;
2033,263;0,001773145;-0,01765808;
2035,126;0,001990864;-0,01743801;
2036,990;0,002353944;-0,01707259;
2038,854;0,002639031;-0,01678518;
2040,717;0,001386611;-0,01803528;
2042,581;0,001899342;-0,01752024;
2044,445;0,003548414;-0,01586887;
2046,308;0,004653531;-0,01476146;
2048,172;0,005001235;-0,01441148;
2050,036;0,005804375;-0,01360607;
2051,899;0,00583859;-0,0135696;
2053,763;0,006647224;-0,01275872;
2055,627;0,007979327;-0,01142438;
2057,490;0,008914829;-0,01048665;
2059,354;0,009454103;-0,009945164;
2061,218;0,009761879;-0,009635182;
2063,081;0,009985661;-0,009409203;
2064,945;0,01003314;-0,00935954;
2066,809;0,009809408;-0,009581094;
2068,672;0,0101448;-0,009243539;
2070,536;0,009703986;-0,009682193;
2072,400;0,009283672;-0,01010036;
2074,264;0,00900862;-0,01037327;
2076,127;0,009345136;-0,01003463;
2077,991;0,009359898;-0,01001775;
2079,855;0,009213909;-0,01016163;
