;May10_TPC_04-06-0_LMW_salt;May10_TPC_04-06-0_LMW_salt (baseline corrected);
963,517;0,04456487;0,0260391;
965,380;0,04513337;0,02664048;
967,244;0,0457631;0,02730283;
969,108;0,04643263;0,02800473;
970,972;0,04713848;0,02874271;
972,835;0,04777769;0,0294138;
974,699;0,04851083;0,03017858;
976,563;0,04931653;0,03101568;
978,426;0,05021673;0,03194704;
980,290;0,0511295;0,03289073;
982,154;0,05209726;0,03388918;
984,017;0,05305858;0,03488096;
985,881;0,05406891;0,03592151;
987,745;0,05510267;0,03698527;
989,608;0,05589486;0,03780723;
991,472;0,05607357;0,03801549;
993,336;0,05579506;0,03776631;
995,199;0,05565306;0,03765342;
997,063;0,05578693;0,03781617;
998,927;0,05601655;0,03807447;
1000,790;0,05631519;0,03840158;
1002,654;0,05665226;0,0387669;
1004,518;0,05701252;0,0391552;
1006,381;0,05721118;0,03938169;
1008,245;0,05735395;0,03955209;
1010,109;0,0575444;0,03976997;
1011,972;0,05770306;0,03995586;
1013,836;0,05781609;0,04009591;
1015,700;0,05806241;0,04036906;
1017,563;0,05840845;0,04074173;
1019,427;0,05893849;0,0412982;
1021,291;0,05970028;0,04208624;
1023,154;0,06062493;0,04303694;
1025,018;0,06161722;0,04405509;
1026,882;0,06271552;0,04517907;
1028,745;0,06382173;0,04631077;
1030,609;0,06504244;0,04755678;
1032,473;0,06629777;0,04883724;
1034,336;0,06766635;0,05023076;
1036,200;0,06920916;0,05179833;
1038,064;0,07087627;0,05349003;
1039,927;0,0726516;0,05528977;
1041,791;0,07459157;0,05725398;
1043,655;0,07667366;0,05936013;
1045,518;0,07920942;0,06191979;
1047,382;0,08229043;0,06502451;
1049,246;0,08539962;0,06815727;
1051,109;0,08664443;0,06942546;
1052,973;0,08729734;0,07010159;
1054,837;0,08937954;0,07220685;
1056,700;0,09204518;0,07489539;
1058,564;0,09480235;0,07767529;
1060,428;0,09777201;0,08066752;
1062,291;0,1008372;0,08375516;
1064,155;0,1039693;0,08690954;
1066,019;0,107224;0,09018629;
1067,882;0,1105257;0,09350997;
1069,746;0,1137997;0,09680573;
1071,610;0,1170873;0,100115;
1073,473;0,1203966;0,1034458;
1075,337;0,123695;0,1067655;
1077,201;0,1268495;0,1099413;
1079,064;0,1299798;0,1130926;
1080,928;0,1330082;0,1161419;
1082,792;0,1360581;0,1192125;
1084,655;0,1391278;0,1223029;
1086,519;0,1419911;0,1251866;
1088,383;0,1444159;0,1276318;
1090,246;0,1464671;0,1297032;
1092,110;0,1481661;0,1314223;
1093,974;0,1495624;0,1328385;
1095,837;0,1505275;0,1338234;
1097,701;0,1510026;0,1343182;
1099,565;0,1509526;0,1342877;
1101,428;0,1506798;0,1340343;
1103,292;0,1503144;0,1336882;
1105,156;0,14984;0,1332329;
1107,019;0,1493525;0,1327644;
1108,883;0,1488436;0,1322744;
1110,747;0,1482484;0,1316979;
1112,610;0,1476823;0,1311504;
1114,474;0,147114;0,1306007;
1116,338;0,1465458;0,1300508;
1118,201;0,1459341;0,1294574;
1120,065;0,145348;0,1288894;
1121,929;0,1446425;0,1282019;
1123,792;0,1438658;0,1274431;
1125,656;0,1430737;0,1266688;
1127,520;0,1423983;0,1260111;
1129,383;0,141724;0,1253543;
1131,247;0,1410771;0,1247248;
1133,111;0,1403248;0,1239899;
1134,974;0,1397084;0,1233907;
1136,838;0,1391392;0,1228385;
1138,702;0,1385748;0,1222911;
1140,565;0,1380666;0,1217998;
1142,429;0,1376936;0,1214435;
1144,293;0,1373888;0,1211554;
1146,156;0,1371965;0,1209796;
1148,020;0,1368369;0,1206364;
1149,884;0,1362345;0,1200504;
1151,747;0,1353679;0,1192;
1153,611;0,1342317;0,1180799;
1155,475;0,1327651;0,1166293;
1157,338;0,1311127;0,1149929;
1159,202;0,1294086;0,1133045;
1161,066;0,1278229;0,1117345;
1162,929;0,1263192;0,1102465;
1164,793;0,1247993;0,1087421;
1166,657;0,1232696;0,1072278;
1168,520;0,1218844;0,1058578;
1170,384;0,1205152;0,1045038;
1172,248;0,1191433;0,1031471;
1174,111;0,1178004;0,1018192;
1175,975;0,1165614;0,1005951;
1177,839;0,1154513;0,09949984;
1179,702;0,1144855;0,09854878;
1181,566;0,1134466;0,09752448;
1183,430;0,1124877;0,09658011;
1185,293;0,1116461;0,09575303;
1187,157;0,110844;0,09496523;
1189,021;0,1101431;0,09427865;
1190,884;0,109592;0,09374173;
1192,748;0,1089165;0,09308031;
1194,612;0,1082245;0,0924023;
1196,475;0,1075135;0,0917053;
1198,339;0,1067694;0,09097502;
1200,203;0,1059555;0,09017486;
1202,066;0,1049892;0,08922227;
1203,930;0,1038352;0,08808186;
1205,794;0,1025419;0,08680201;
1207,657;0,1010809;0,08535446;
1209,521;0,0995434;0,08383026;
1211,385;0,09798998;0,08229009;
1213,248;0,09658425;0,08089753;
1215,112;0,0953318;0,07965817;
1216,976;0,09420279;0,07854217;
1218,839;0,09324708;0,07759938;
1220,703;0,0925659;0,07693106;
1222,567;0,09211228;0,07649021;
1224,430;0,09200331;0,07639393;
1226,294;0,09219795;0,0766012;
1228,158;0,09256326;0,07697905;
1230,021;0,0930944;0,07752265;
1231,885;0,09387275;0,07831339;
1233,749;0,09474904;0,07920199;
1235,612;0,0958186;0,08028379;
1237,476;0,09696652;0,08144389;
1239,340;0,09822346;0,08271291;
1241,203;0,09961935;0,08412083;
1243,067;0,1012244;0,08573787;
1244,931;0,1029558;0,08748111;
1246,795;0,1046424;0,08917954;
1248,658;0,1063285;0,09087737;
1250,522;0,1081573;0,09271782;
1252,386;0,1100732;0,09464536;
1254,249;0,1121542;0,09673786;
1256,113;0,1142343;0,09882937;
1257,977;0,1163638;0,1009703;
1259,840;0,1186599;0,1032777;
1261,704;0,1210423;0,1056714;
1263,568;0,1233946;0,1080349;
1265,431;0,1258954;0,1105468;
1267,295;0,1283792;0,1130416;
1269,159;0,1310113;0,1156847;
1271,022;0,1339102;0,1185946;
1272,886;0,1368438;0,1215391;
1274,750;0,1395466;0,1242527;
1276,613;0,1423832;0,1271;
1278,477;0,1454217;0,1301492;
1280,341;0,1485027;0,1332408;
1282,204;0,151544;0,1362926;
1284,068;0,1547835;0,1395426;
1285,932;0,1581854;0,142955;
1287,795;0,1618082;0,1465882;
1289,659;0,1653544;0,1501446;
1291,523;0,1688758;0,1536763;
1293,386;0,1724443;0,157255;
1295,250;0,1760343;0,1608551;
1297,114;0,1797101;0,1645411;
1298,977;0,183432;0,168273;
1300,841;0,1871675;0,1720184;
1302,705;0,1910798;0,1759406;
1304,568;0,1949937;0,1798643;
1306,432;0,1989751;0,1838555;
1308,296;0,2030661;0,1879563;
1310,159;0,2071157;0,1920156;
1312,023;0,2114407;0,1963502;
1313,887;0,2161037;0,2010228;
1315,750;0,220501;0,2054296;
1317,614;0,2254103;0,2103483;
1319,478;0,2307989;0,2157464;
1321,341;0,2358171;0,2207739;
1323,205;0,2406396;0,2256057;
1325,069;0,2460161;0,2309914;
1326,932;0,2514736;0,2364582;
1328,796;0,2568364;0,2418302;
1330,660;0,2621299;0,2471327;
1332,523;0,2674886;0,2525004;
1334,387;0,2723895;0,2574104;
1336,251;0,277377;0,2624068;
1338,114;0,2839269;0,2689656;
1339,978;0,2918319;0,2768795;
1341,842;0,2978051;0,2828614;
1343,705;0,3026305;0,2876956;
1345,569;0,3082117;0,2932855;
1347,433;0,3142275;0,29931;
1349,296;0,3204752;0,3055663;
1351,160;0,3264977;0,3115974;
1353,024;0,3322375;0,3173457;
1354,887;0,3380793;0,3231959;
1356,751;0,3433654;0,3284904;
1358,615;0,348386;0,3335194;
1360,478;0,3546414;0,3397832;
1362,342;0,3630218;0,3481718;
1364,206;0,3696186;0,3547769;
1366,069;0,3728071;0,3579736;
1367,933;0,3764696;0,3616442;
1369,797;0,3790598;0,3642425;
1371,660;0,3781517;0,3633424;
1373,524;0,3733862;0,358585;
1375,388;0,3620215;0,3472283;
1377,251;0,3446603;0,329875;
1379,115;0,3251331;0,3103557;
1380,979;0,3059012;0,2911316;
1382,842;0,2875888;0,272827;
1384,706;0,2707509;0,2559968;
1386,570;0,2550883;0,2403419;
1388,433;0,2406113;0,2258727;
1390,297;0,2288099;0,2140788;
1392,161;0,2185449;0,2038215;
1394,024;0,2090589;0,194343;
1395,888;0,2005047;0,1857964;
1397,752;0,1934914;0,1787906;
1399,615;0,1865899;0,1718964;
1401,479;0,1799413;0,1652552;
1403,343;0,1736457;0,158967;
1405,206;0,1672131;0,1525417;
1407,070;0,1608794;0,1462153;
1408,934;0,1547066;0,1400497;
1410,797;0,1484873;0,1338376;
1412,661;0,1422396;0,1275971;
1414,525;0,1360626;0,1214272;
1416,388;0,1301039;0,1154756;
1418,252;0,1239171;0,1092958;
1420,116;0,1173792;0,102765;
1421,979;0,1117488;0,09714154;
1423,843;0,1059751;0,0913748;
1425,707;0,10017;0,08557662;
1427,570;0,09613296;0,0815464;
1429,434;0,09575556;0,08117583;
1431,298;0,0978574;0,08328448;
1433,161;0,09516975;0,08060359;
1435,025;0,08752031;0,07296087;
1436,889;0,07807655;0,0635238;
1438,752;0,07116897;0,05662288;
1440,616;0,06560704;0,05106757;
1442,480;0,05956029;0,04502741;
1444,343;0,05343868;0,03891235;
1446,207;0,04722312;0,03270331;
1448,071;0,04049298;0,02597965;
1449,934;0,03462208;0,02011521;
1451,798;0,03001706;0,01551661;
1453,662;0,02667695;0,01218288;
1455,525;0,02447269;0,009984982;
1457,389;0,02272643;0,00824504;
1459,253;0,02175804;0,007282937;
1461,116;0,02109364;0,006624801;
1462,980;0,02064121;0,00617859;
1464,844;0,02030077;0,005844343;
1466,707;0,01983456;0,005384302;
1468,571;0,01938751;0,004943379;
1470,435;0,01902962;0,004591594;
1472,298;0,0188834;0,004451439;
1474,162;0,01877112;0,004345199;
1476,026;0,01840624;0,003986325;
1477,889;0,01800604;0,0035921;
1479,753;0,01770063;0,003292644;
1481,617;0,01756351;0,00316144;
1483,480;0,01733934;0,002943164;
1485,344;0,01704364;0,002653316;
1487,208;0,0168628;0,002478303;
1489,071;0,01665322;0,002274528;
1490,935;0,01641194;0,00203902;
1492,799;0,01596967;0,001602492;
1494,662;0,0155706;0,001209132;
1496,526;0,01545859;0,001102816;
1498,390;0,015237;0,0008868822;
1500,253;0,01482864;0,0004841477;
1502,117;0,0144212;8,231437E-5;
1503,981;0,01392313;-0,0004101837;
1505,844;0,01352115;-0,0008066161;
1507,708;0,01325045;-0,001071805;
1509,572;0,01283731;-0,001479453;
1511,435;0,01235043;-0,00196087;
1513,299;0,01188535;-0,002420509;
1515,163;0,01137898;-0,002921464;
1517,026;0,01108938;-0,003205681;
1518,890;0,01066203;-0,003627676;
1520,754;0,010211;-0,004073369;
1522,618;0,009931545;-0,004347523;
1524,481;0,009503802;-0,004769987;
1526,345;0,009176165;-0,005092369;
1528,209;0,008995985;-0,005267322;
1530,072;0,008758813;-0,005499291;
1531,936;0,008575665;-0,005677261;
1533,800;0,008570899;-0,005676875;
1535,663;0,008518076;-0,00572457;
1537,527;0,008106864;-0,006130679;
1539,391;0,007712845;-0,006519621;
1541,254;0,007614845;-0,006612567;
1543,118;0,007502995;-0,006719388;
1544,982;0,007480065;-0,006737314;
1546,845;0,007533112;-0,006679285;
1548,709;0,00756882;-0,00663862;
1550,573;0,007653582;-0,006548926;
1552,436;0,007513967;-0,006683632;
1554,300;0,007459758;-0,006732955;
1556,164;0,007348503;-0,006839347;
1558,027;0,007145114;-0,007037897;
1559,891;0,007517301;-0,006660894;
1561,755;0,007585214;-0,006588188;
1563,618;0,007475149;-0,006693483;
1565,482;0,007571394;-0,00659249;
1567,346;0,007600564;-0,006558595;
1569,209;0,007717911;-0,006436545;
1571,073;0,007919089;-0,006230686;
1572,937;0,007835865;-0,006309252;
1574,800;0,007823146;-0,006317335;
1576,664;0,008139217;-0,005996651;
1578,528;0,008280169;-0,005851106;
1580,391;0,008297259;-0,005829445;
1582,255;0,008438405;-0,00568375;
1584,119;0,008496547;-0,00562108;
1585,982;0,008601657;-0,005511463;
1587,846;0,008795414;-0,005313221;
1589,710;0,008977116;-0,005127053;
1591,573;0,009145056;-0,00495467;
1593,437;0,009277679;-0,004817624;
1595,301;0,009474191;-0,004616709;
1597,164;0,009656886;-0,004429633;
1599,028;0,009822639;-0,004259518;
1600,892;0,01000655;-0,004071268;
1602,755;0,01020815;-0,003865345;
1604,619;0,01037162;-0,003697574;
1606,483;0,01054182;-0,003523099;
1608,346;0,01084643;-0,003214222;
1610,210;0,01123861;-0,002817797;
1612,074;0,0114437;-0,002608494;
1613,937;0,01158787;-0,002460113;
1615,801;0,01182207;-0,002221734;
1617,665;0,01219715;-0,001842488;
1619,528;0,01219225;-0,001843247;
1621,392;0,01208671;-0,001944662;
1623,256;0,01224974;-0,001777522;
1625,119;0,01223056;-0,001792621;
1626,983;0,01203681;-0,001982302;
1628,847;0,01200073;-0,00201433;
1630,710;0,01175597;-0,002255052;
1632,574;0,0114531;-0,002553915;
1634,438;0,0112832;-0,002719813;
1636,301;0,01145593;-0,002543109;
1638,165;0,01132417;-0,00267091;
1640,029;0,01105134;-0,0029398;
1641,892;0,01087475;-0,003112468;
1643,756;0,01059987;-0,003383436;
1645,620;0,01024375;-0,003735668;
1647,483;0,01018132;-0,003794235;
1649,347;0,009917963;-0,004053737;
1651,211;0,00931388;-0,004653984;
1653,074;0,009322568;-0,004641478;
1654,938;0,01009334;-0,003866901;
1656,802;0,01005258;-0,003903883;
1658,665;0,01011028;-0,003842419;
1660,529;0,01013324;-0,003815704;
1662,393;0,01018733;-0,003757882;
1664,256;0,01042472;-0,00351677;
1666,120;0,01030469;-0,003633101;
1667,984;0,0101005;-0,003833613;
1669,847;0,0102384;-0,003692049;
1671,711;0,01023666;-0,003690131;
1673,575;0,01005186;-0,003871298;
1675,438;0,0100027;-0,003916843;
1677,302;0,009826586;-0,004089354;
1679,166;0,009459229;-0,004453125;
1681,029;0,009196599;-0,004712185;
1682,893;0,008847027;-0,005058203;
1684,757;0,009027342;-0,004874348;
1686,620;0,009024871;-0,004873297;
1688,484;0,008797844;-0,005096816;
1690,348;0,008641943;-0,005249225;
1692,211;0,008386108;-0,005501583;
1694,075;0,008124563;-0,005759666;
1695,939;0,008157146;-0,005723637;
1697,802;0,007808422;-0,00606893;
1699,666;0,007442847;-0,006431089;
1701,530;0,007699348;-0,006171187;
1703,393;0,007498487;-0,006368661;
1705,257;0,007353913;-0,006509864;
1707,121;0,007495476;-0,006364944;
1708,984;0,007488909;-0,006368169;
1710,848;0,007356079;-0,006497672;
1712,712;0,007118164;-0,006732273;
1714,575;0,007008835;-0,006838304;
1716,439;0,007037005;-0,00680685;
1718,303;0,007322309;-0,006518275;
1720,166;0,007507971;-0,006329357;
1722,030;0,007488656;-0,00634543;
1723,894;0,007655877;-0,006174981;
1725,757;0,007685624;-0,00614202;
1727,621;0,007592017;-0,006232427;
1729,485;0,007541109;-0,006280148;
1731,348;0,007452141;-0,006365944;
1733,212;0,007347825;-0,006467101;
1735,076;0,007539109;-0,006272671;
1736,939;0,007463852;-0,006344797;
1738,803;0,007315396;-0,006490134;
1740,667;0,007433448;-0,006368977;
1742,530;0,007459962;-0,006339371;
1744,394;0,007634905;-0,006161349;
1746,258;0,007762356;-0,006030832;
1748,121;0,007967698;-0,005822437;
1749,985;0,008529752;-0,005257343;
1751,849;0,009497933;-0,004286135;
1753,712;0,01046959;-0,003311469;
1755,576;0,01206983;-0,001708226;
1757,440;0,01537672;0,001601658;
1759,303;0,02031577;0,006543684;
1761,167;0,02806269;0,01429356;
1763,031;0,03175894;0,01799277;
1764,894;0,02280963;0,009046392;
1766,758;0,01292271;-0,0008375974;
1768,622;0,008624882;-0,005132517;
1770,485;0,007336605;-0,006417893;
1772,349;0,007091675;-0,006659933;
1774,213;0,007255456;-0,006493276;
1776,076;0,007304101;-0,006441766;
1777,940;0,007348351;-0,006394663;
1779,804;0,007458971;-0,006281202;
1781,667;0,007615205;-0,00612214;
1783,531;0,007714384;-0,006020143;
1785,395;0,007728396;-0,006003326;
1787,258;0,007698669;-0,006030259;
1789,122;0,007631245;-0,0060949;
1790,986;0,007560486;-0,006162889;
1792,849;0,007623506;-0,006097111;
1794,713;0,007695309;-0,006022559;
1796,577;0,007486795;-0,006228337;
1798,441;0,007409181;-0,006303226;
1800,304;0,007427641;-0,006282053;
1802,168;0,007461642;-0,006245349;
1804,032;0,007486569;-0,006217731;
1805,895;0,00747968;-0,00622194;
1807,759;0,007436744;-0,006262207;
1809,623;0,007483189;-0,006213103;
1811,486;0,007443193;-0,006250453;
1813,350;0,00746006;-0,006230949;
1815,214;0,007316335;-0,006372049;
1817,077;0,00723357;-0,006452199;
1818,941;0,00728629;-0,006396875;
1820,805;0,007360537;-0,006320034;
1822,668;0,007354678;-0,006323311;
1824,532;0,007542154;-0,006133262;
1826,396;0,007672631;-0,006000223;
1828,259;0,007441779;-0,006228525;
1830,123;0,007275442;-0,006392321;
1831,987;0,007371147;-0,006294085;
1833,850;0,007426283;-0,006236428;
1835,714;0,007516038;-0,006144163;
1837,578;0,007542501;-0,0061152;
1839,441;0,007583017;-0,006072194;
1841,305;0,007322037;-0,006330695;
1843,169;0,007254698;-0,006395564;
1845,032;0,007570591;-0,006077211;
1846,896;0,007649977;-0,005995375;
1848,760;0,00765505;-0,005987862;
1850,623;0,007501514;-0,006138968;
1852,487;0,007405398;-0,006232664;
1854,351;0,007568331;-0,006067321;
1856,214;0,007525997;-0,006107254;
1858,078;0,007578431;-0,006052428;
1859,942;0,007613395;-0,006015082;
1861,805;0,007618773;-0,006007331;
1863,669;0,007426706;-0,006197036;
1865,533;0,007372907;-0,006248482;
1867,396;0,007255226;-0,006363819;
1869,260;0,007241833;-0,006374877;
1871,124;0,007289517;-0,006324867;
1872,987;0,007297543;-0,006314526;
1874,851;0,007539286;-0,006070475;
1876,715;0,007704323;-0,005903141;
1878,578;0,007498669;-0,006106506;
1880,442;0,007511109;-0,006091787;
1882,306;0,007712035;-0,005888591;
1884,169;0,007848062;-0,005750302;
1886,033;0,007884893;-0,005711218;
1887,897;0,007592379;-0,006001488;
1889,760;0,007362337;-0,006229295;
1891,624;0,007224051;-0,006365355;
1893,488;0,007035997;-0,006551192;
1895,351;0,007055467;-0,006529513;
1897,215;0,007241584;-0,006341196;
1899,079;0,00729584;-0,006284749;
1900,942;0,007290895;-0,006287511;
1902,806;0,007561915;-0,006014317;
1904,670;0,007789636;-0,00578443;
1906,533;0,00758289;-0,005989018;
1908,397;0,007396545;-0,006173215;
1910,261;0,00746048;-0,00610714;
1912,124;0,007154569;-0,006410918;
1913,988;0,00701646;-0,006546903;
1915,852;0,006906481;-0,006654767;
1917,715;0,006728813;-0,006830327;
1919,579;0,006650858;-0,006906184;
1921,443;0,006792401;-0,006762549;
1923,306;0,006669266;-0,006883601;
1925,170;0,006394532;-0,00715626;
1927,034;0,006333828;-0,007214898;
1928,897;0,006232522;-0,007314145;
1930,761;0,006509555;-0,00703506;
1932,625;0,006562414;-0,006980159;
1934,488;0,006044129;-0,007496408;
1936,352;0,006167878;-0,007370632;
1938,216;0,006280338;-0,007256152;
1940,079;0,006486655;-0,007047824;
1941,943;0,006527843;-0,007004632;
1943,807;0,006194338;-0,00733614;
1945,670;0,00565376;-0,007874729;
1947,534;0,005006864;-0,008519645;
1949,398;0,005198898;-0,008325637;
1951,261;0,006039202;-0,007483367;
1953,125;0,005976879;-0,007543731;
1954,989;0,004857051;-0,008661608;
1956,852;0,004040094;-0,009476621;
1958,716;0,003767129;-0,00974765;
1960,580;0,003871593;-0,009641257;
1962,443;0,004249126;-0,009261802;
1964,307;0,004629279;-0,008879735;
1966,171;0,004779397;-0,008727709;
1968,034;0,003942749;-0,009562458;
1969,898;0,003604427;-0,009898887;
1971,762;0,003037898;-0,01046353;
1973,625;0,002901113;-0,01059844;
1975,489;0,002927567;-0,01057011;
1977,353;0,003409631;-0,01008618;
1979,216;0,00468894;-0,008805018;
1981,080;0,005243894;-0,008248213;
1982,944;0,005219816;-0,008270448;
1984,807;0,004493956;-0,008994471;
1986,671;0,003730834;-0,009755764;
1988,535;0,004050954;-0,009433822;
1990,398;0,004732952;-0,008750007;
1992,262;0,004476391;-0,009004759;
1994,126;0,004644952;-0,008834396;
1995,989;0,004810101;-0,008667451;
1997,853;0,004754509;-0,008721254;
1999,717;0,004457569;-0,009016412;
2001,580;0,00413867;-0,009333535;
2003,444;0,003361624;-0,01010881;
2005,308;0,002667522;-0,01080115;
2007,171;0,003015353;-0,01045156;
2009,035;0,003468671;-0,009996498;
2010,899;0,003885328;-0,009578098;
2012,762;0,003902603;-0,009559087;
2014,626;0,003538556;-0,009921403;
2016,490;0,002387563;-0,01107067;
2018,353;0,002472779;-0,01098374;
2020,217;0,002814106;-0,0106407;
2022,081;0,003465719;-0,009987384;
2023,944;0,00385013;-0,009601275;
2025,808;0,003485494;-0,009964218;
2027,672;0,003851417;-0,009596609;
2029,535;0,003704246;-0,009742101;
2031,399;0,002770997;-0,01067368;
2033,263;0,0032855;-0,0101575;
2035,126;0,003546434;-0,00989491;
2036,990;0,003665442;-0,009774247;
2038,854;0,003738281;-0,009699758;
2040,717;0,003450531;-0,009985866;
2042,581;0,003758595;-0,009676164;
2044,445;0,004787019;-0,008646108;
2046,308;0,005556151;-0,007875352;
2048,172;0,006474338;-0,006955545;
2050,036;0,007322576;-0,006105693;
2051,899;0,007469324;-0,005957338;
2053,763;0,007404508;-0,006020552;
2055,627;0,007344051;-0,006079413;
2057,490;0,007596182;-0,005825691;
2059,354;0,008033298;-0,005386992;
2061,218;0,008557569;-0,004861141;
2063,081;0,009016892;-0,004400246;
2064,945;0,008757829;-0,004657741;
2066,809;0,008175483;-0,005238525;
2068,672;0,007942845;-0,005469607;
2070,536;0,008528706;-0,004882195;
2072,400;0,008999903;-0,004409453;
2074,264;0,009122252;-0,004285565;
2076,127;0,008799285;-0,004606998;
