;May03_TPC_06-02-02_LMW_salt;May03_TPC_06-02-02_LMW_salt (baseline corrected);
Wavelength [nm];Absorbance;absorbance;
650,420;0,02498525;0,004098052;
652,284;0,02477408;0,003998797;
654,148;0,02450121;0,003836569;
656,011;0,02452111;0,003965861;
657,875;0,02451281;0,004065717;
659,739;0,02421117;0,003871017;
661,602;0,02426395;0,004029536;
663,466;0,02431517;0,004185303;
665,330;0,02412484;0,004098356;
667,193;0,02428649;0,004362246;
669,057;0,02463955;0,004816398;
670,921;0,02358666;0,003863482;
672,784;0,02269508;0,003070773;
674,648;0,02198971;0,00246319;
676,512;0,02143382;0,002004002;
678,375;0,02121161;0,001877442;
680,239;0,02102982;0,001790252;
682,103;0,02091178;0,001765784;
683,966;0,02080983;0,00175639;
685,830;0,02077398;0,001812088;
687,694;0,02060439;0,001733057;
689,557;0,02039848;0,001616727;
691,421;0,02032598;0,001632856;
693,285;0,01995626;0,001350806;
695,149;0,01984327;0,001324546;
697,012;0,01982487;0,001391956;
698,876;0,01949399;0,00114597;
700,740;0,01921478;0,0009507567;
702,603;0,01927392;0,001092996;
704,467;0,01916949;0,001070793;
706,331;0,01904164;0,001024306;
708,194;0,01888769;0,0009508724;
710,058;0,01881677;0,0009596145;
711,922;0,01885669;0,001078367;
713,785;0,01927502;0,001574711;
715,649;0,01954799;0,00192488;
717,513;0,01918153;0,001634822;
719,376;0,0187021;0,001231;
721,240;0,01859483;0,001198568;
723,104;0,01869681;0,001374612;
724,967;0,01884982;0,001600925;
726,831;0,01866395;0,001487605;
728,695;0,01864077;0,001536245;
730,558;0,01878767;0,001754219;
732,422;0,01890025;0,00193716;
734,286;0,01875159;0,001858154;
736,149;0,01859192;0,001767426;
738,013;0,01867152;0,001915277;
739,877;0,01869062;0,002001937;
741,740;0,01872105;0,002099257;
743,604;0,01890302;0,002347444;
745,468;0,01876037;0,002270349;
747,331;0,01844471;0,002019602;
749,195;0,01857054;0,002209693;
751,059;0,01878855;0,002491325;
752,922;0,01877709;0,002542857;
754,786;0,01881624;0,002644383;
756,650;0,0188345;0,002724405;
758,513;0,01876053;0,0027116;
760,377;0,01866153;0,002673157;
762,241;0,0187163;0,002787893;
764,104;0,01888548;0,003016452;
765,968;0,01895316;0,003142941;
767,832;0,01885107;0,003099092;
769,695;0,01874508;0,003050776;
771,559;0,01884925;0,003212064;
773,423;0,01897205;0,003391436;
775,286;0,01906779;0,003543204;
777,150;0,01918538;0,003716286;
779,014;0,01929712;0,003882994;
780,877;0,01939435;0,004034657;
782,741;0,01949043;0,004184659;
784,605;0,01942861;0,004176249;
786,468;0,01936877;0,004169316;
788,332;0,01941938;0,004272332;
790,196;0,01967371;0,004578571;
792,059;0,02003047;0,004986764;
793,923;0,01996048;0,004967715;
795,787;0,01991343;0,004971134;
797,650;0,02021942;0,005327124;
799,514;0,02036404;0,00552127;
801,378;0,02056324;0,005769545;
803,241;0,02081543;0,00607035;
805,105;0,02127577;0,006578862;
806,969;0,02228885;0,007639667;
808,832;0,02369875;0,009096851;
810,696;0,02472221;0,01016716;
812,560;0,02533995;0,01083133;
814,423;0,02702633;0,0125637;
816,287;0,03096317;0,01654612;
818,151;0,03942856;0,02505668;
820,014;0,05748158;0,04315446;
821,878;0,0898324;0,07554963;
823,742;0,1207493;0,1065105;
825,605;0,1119006;0,09770533;
827,469;0,06991772;0,05576562;
829,333;0,03826278;0,02415346;
831,196;0,02673036;0,01266342;
833,060;0,02347213;0,009447211;
834,924;0,02159157;0,00760829;
836,787;0,02010152;0,006159508;
838,651;0,01917789;0,005276786;
840,515;0,01865897;0,004798405;
842,378;0,01849599;0,004675609;
844,242;0,0183448;0,004564256;
846,106;0,01805621;0,004315141;
847,969;0,01811079;0,004408856;
849,833;0,01821194;0,004548799;
851,697;0,01823786;0,004613168;
853,560;0,01814457;0,004558001;
855,424;0,01815648;0,004607699;
857,288;0,01830208;0,004790749;
859,151;0,0183436;0,00486941;
861,015;0,01826083;0,004823447;
862,879;0,0182076;0,004806712;
864,742;0,0183241;0,004959401;
866,606;0,01840611;0,005077275;
868,470;0,01822282;0,004929552;
870,333;0,01796303;0,00470502;
872,197;0,01788838;0,004665328;
874,061;0,01796821;0,004779823;
875,924;0,01812151;0,004967487;
877,788;0,01807915;0,004959208;
879,652;0,0179532;0,004867041;
881,515;0,01793335;0,0048807;
883,379;0,0178733;0,004853868;
885,243;0,01778971;0,004803222;
887,106;0,01782126;0,00486743;
888,970;0,01798551;0,00506408;
890,834;0,01802292;0,005133606;
892,697;0,01811002;0,005252564;
894,561;0,01818772;0,005361854;
896,425;0,01836601;0,005571463;
898,288;0,01841509;0,005651614;
900,152;0,01829664;0,005563972;
902,016;0,01827971;0,005577602;
903,879;0,01830944;0,005637632;
905,743;0,01845434;0,005812596;
907,607;0,01872024;0,0061083;
909,470;0,0188888;0,006306431;
911,334;0,01882682;0,006273768;
913,198;0,01877415;0,006250191;
915,061;0,0188248;0,006329683;
916,925;0,01883018;0,006363684;
918,789;0,01895069;0,006512571;
920,652;0,01914224;0,006732282;
922,516;0,01901259;0,006630555;
924,380;0,01901922;0,006664889;
926,243;0,01938762;0,007060766;
928,107;0,01953822;0,00723863;
929,971;0,01959728;0,007324732;
931,834;0,01958865;0,007342929;
933,698;0,01968463;0,007465519;
935,562;0,01992849;0,007735775;
937,425;0,02014869;0,007982162;
939,289;0,02023238;0,008091835;
941,153;0,02028411;0,008169343;
943,016;0,02027242;0,008183234;
944,880;0,02025082;0,008187008;
946,744;0,02039207;0,008353424;
948,607;0,02056268;0,008549017;
950,471;0,02069311;0,008704221;
952,335;0,02089095;0,008926654;
954,198;0,0210172;0,009077297;
956,062;0,02117751;0,009261809;
957,926;0,02134057;0,009448894;
959,789;0,02150888;0,009641031;
961,653;0,02167536;0,009831162;
963,517;0,02184678;0,01002604;
965,380;0,02198404;0,01018658;
967,244;0,02232674;0,01055239;
969,108;0,02273909;0,01098767;
970,972;0,02312925;0,01140058;
972,835;0,02329049;0,0115844;
974,699;0,02362243;0,01193874;
976,563;0,02411617;0,01245471;
978,426;0,02445043;0,01281104;
980,290;0,02471255;0,01309505;
982,154;0,02501102;0,01341526;
984,017;0,02530823;0,01373403;
985,881;0,02551533;0,01396254;
987,745;0,02581713;0,01428558;
989,608;0,02617332;0,01466286;
991,472;0,02623258;0,01474304;
993,336;0,02625202;0,01478325;
995,199;0,02637575;0,01492759;
997,063;0,02634611;0,01491841;
998,927;0,02633981;0,01493242;
1000,790;0,02647819;0,01509096;
1002,654;0,02649674;0,01512952;
1004,518;0,0264819;0,01513453;
1006,381;0,02648333;0,01515567;
1008,245;0,02660685;0,01529876;
1010,109;0,02661727;0,0153286;
1011,972;0,0266175;0,01534811;
1013,836;0,02673902;0,01548877;
1015,700;0,02686938;0,01563812;
1017,563;0,02697676;0,01576437;
1019,427;0,02708124;0,01588757;
1021,291;0,02722737;0,01605229;
1023,154;0,02757013;0,01641349;
1025,018;0,02801706;0,01687874;
1026,882;0,02845476;0,01733462;
1028,745;0,02878867;0,01768658;
1030,609;0,02912223;0,01803806;
1032,473;0,02948794;0,01842156;
1034,336;0,03002168;0,01897297;
1036,200;0,03045989;0,01942872;
1038,064;0,03083914;0,01982537;
1039,927;0,03143854;0,02044206;
1041,791;0,03226409;0,02128477;
1043,655;0,0330528;0,02209053;
1045,518;0,03403049;0,02308514;
1047,382;0,03539031;0,02446176;
1049,246;0,03688431;0,02597243;
1051,109;0,03752412;0,02662881;
1052,973;0,0378563;0,02697743;
1054,837;0,03888719;0,02802465;
1056,700;0,04013303;0,0292867;
1058,564;0,04129096;0,03046074;
1060,428;0,04269626;0,03188202;
1062,291;0,04432297;0,03352461;
1064,155;0,04602022;0,03523762;
1066,019;0,0478692;0,03710226;
1067,882;0,04975549;0,03900408;
1069,746;0,05153081;0,04079484;
1071,610;0,05337508;0,04265445;
1073,473;0,05535694;0,04465153;
1075,337;0,05730708;0,04661679;
1077,201;0,05920058;0,0485253;
1079,064;0,06116019;0,05049982;
1080,928;0,06293071;0,05228514;
1082,792;0,06448116;0,0538503;
1084,655;0,06587641;0,05526015;
1086,519;0,06698207;0,05638032;
1088,383;0,06777046;0,05718312;
1090,246;0,06855373;0,0579807;
1092,110;0,06915456;0,05859573;
1093,974;0,06964393;0,05909922;
1095,837;0,07005885;0,05952815;
1097,701;0,07059424;0,06007746;
1099,565;0,07113685;0,0606339;
1101,428;0,07165346;0,06116424;
1103,292;0,07230042;0,06182485;
1105,156;0,07305215;0,06259012;
1107,019;0,07400766;0,0635591;
1108,883;0,07508569;0,06465049;
1110,747;0,07590044;0,06547852;
1112,610;0,07663138;0,06622265;
1114,474;0,07730521;0,06690958;
1116,338;0,07776362;0,06738101;
1118,201;0,07777444;0,06740476;
1120,065;0,07768671;0,06732987;
1121,929;0,07735643;0,06701234;
1123,792;0,07685667;0,06652526;
1125,656;0,07634378;0,06602495;
1127,520;0,07571611;0,0654098;
1129,383;0,07507117;0,06477728;
1131,247;0,07450231;0,06422076;
1133,111;0,07375606;0,06348677;
1134,974;0,07288332;0,06262621;
1136,838;0,07216542;0,06192041;
1138,702;0,07156898;0,06133599;
1140,565;0,07097818;0,06075713;
1142,429;0,07039169;0,06018251;
1144,293;0,06986037;0,05966297;
1146,156;0,06946876;0,05928307;
1148,020;0,06915475;0,05898071;
1149,884;0,06899447;0,05883198;
1151,747;0,06867294;0,05852193;
1153,611;0,0681002;0,05796061;
1155,475;0,06746569;0,05733744;
1157,338;0,0667986;0,05668161;
1159,202;0,06605597;0,05595017;
1161,066;0,06536995;0,05527527;
1162,929;0,06473635;0,05465273;
1164,793;0,06427852;0,05420588;
1166,657;0,06376343;0,05370169;
